ENSP00000262384	ENSTGUP00000008915
ENSP00000410396	ENSTGUP00000014042
ENSP00000314615	ENSTGUP00000007764
ENSP00000261249	ENSTGUP00000013375
ENSP00000248600	ENSTGUP00000004756
ENSP00000392985	ENSTGUP00000017316
ENSP00000374332	ENSTGUP00000004578
ENSP00000299192	ENSTGUP00000008862
ENSP00000247706	ENSTGUP00000016254
ENSP00000386569	ENSTGUP00000000756
ENSP00000301011	ENSTGUP00000007938
ENSP00000297273	ENSTGUP00000001603
ENSP00000379140	ENSTGUP00000008488
ENSP00000285873	ENSTGUP00000000708
ENSP00000250535	ENSTGUP00000017820
ENSP00000291458	ENSTGUP00000013737
ENSP00000265981	ENSTGUP00000008237
ENSP00000286031	ENSTGUP00000017588
ENSP00000298937	ENSTGUP00000004954
ENSP00000360593	ENSTGUP00000009332
ENSP00000299381	ENSTGUP00000004601
ENSP00000299543	ENSTGUP00000006843
ENSP00000364204	ENSTGUP00000017401
ENSP00000303584	ENSTGUP00000013886
ENSP00000219599	ENSTGUP00000009380
ENSP00000369339	ENSTGUP00000001445
ENSP00000414390	ENSTGUP00000013139
ENSP00000322316	ENSTGUP00000009715
ENSP00000303398	ENSTGUP00000012765
ENSP00000237380	ENSTGUP00000009954
ENSP00000334003	ENSTGUP00000002128
ENSP00000254940	ENSTGUP00000008325
ENSP00000307684	ENSTGUP00000008962
ENSP00000367239	ENSTGUP00000001369
ENSP00000267103	ENSTGUP00000017373
ENSP00000393154	ENSTGUP00000009463
ENSP00000238788	ENSTGUP00000017162
ENSP00000344299	ENSTGUP00000001106
ENSP00000359727	ENSTGUP00000013173
ENSP00000295824	ENSTGUP00000003330
ENSP00000343552	ENSTGUP00000002693
ENSP00000363260	ENSTGUP00000001018
ENSP00000359224	ENSTGUP00000005773
ENSP00000232854	ENSTGUP00000004852
ENSP00000369456	ENSTGUP00000017561
ENSP00000286918	ENSTGUP00000013199
ENSP00000228799	ENSTGUP00000013543
ENSP00000419718	ENSTGUP00000005866
ENSP00000264230	ENSTGUP00000003012
ENSP00000251250	ENSTGUP00000007554
ENSP00000327716	ENSTGUP00000005264
ENSP00000354964	ENSTGUP00000009345
ENSP00000264645	ENSTGUP00000002373
ENSP00000284995	ENSTGUP00000004180
ENSP00000432487	ENSTGUP00000009129
ENSP00000356848	ENSTGUP00000017539
ENSP00000270583	ENSTGUP00000007873
ENSP00000355064	ENSTGUP00000015199
ENSP00000268704	ENSTGUP00000008106
ENSP00000385006	ENSTGUP00000006125
ENSP00000464275	ENSTGUP00000004966
ENSP00000389399	ENSTGUP00000009550
ENSP00000441753	ENSTGUP00000004543
ENSP00000389175	ENSTGUP00000006297
ENSP00000386277	ENSTGUP00000005888
ENSP00000263346	ENSTGUP00000008260
ENSP00000256255	ENSTGUP00000004886
ENSP00000402038	ENSTGUP00000013052
ENSP00000275072	ENSTGUP00000012785
ENSP00000257789	ENSTGUP00000012807
ENSP00000339613	ENSTGUP00000003618
ENSP00000380794	ENSTGUP00000017567
ENSP00000361001	ENSTGUP00000008663
ENSP00000347498	ENSTGUP00000011089
ENSP00000289359	ENSTGUP00000010460
ENSP00000296015	ENSTGUP00000010928
ENSP00000360031	ENSTGUP00000010029
ENSP00000301729	ENSTGUP00000004324
ENSP00000364405	ENSTGUP00000000523
ENSP00000321239	ENSTGUP00000001844
ENSP00000409315	ENSTGUP00000006997
ENSP00000026218	ENSTGUP00000003531
ENSP00000321617	ENSTGUP00000006005
ENSP00000263753	ENSTGUP00000003372
ENSP00000216452	ENSTGUP00000011858
ENSP00000307636	ENSTGUP00000009916
ENSP00000413483	ENSTGUP00000002156
ENSP00000356920	ENSTGUP00000013752
ENSP00000233468	ENSTGUP00000013581
ENSP00000268802	ENSTGUP00000008371
ENSP00000455397	ENSTGUP00000012113
ENSP00000384234	ENSTGUP00000002721
ENSP00000372955	ENSTGUP00000008058
ENSP00000362041	ENSTGUP00000004774
ENSP00000296149	ENSTGUP00000000148
ENSP00000295704	ENSTGUP00000005730
ENSP00000261658	ENSTGUP00000005110
ENSP00000464814	ENSTGUP00000002768
ENSP00000359505	ENSTGUP00000013091
ENSP00000368459	ENSTGUP00000012684
ENSP00000257548	ENSTGUP00000007267
ENSP00000348054	ENSTGUP00000012900
ENSP00000348043	ENSTGUP00000004717
ENSP00000372023	ENSTGUP00000008109
ENSP00000436926	ENSTGUP00000000538
ENSP00000450461	ENSTGUP00000004748
ENSP00000222747	ENSTGUP00000004808
ENSP00000247194	ENSTGUP00000013396
ENSP00000417580	ENSTGUP00000013413
ENSP00000299853	ENSTGUP00000009268
ENSP00000366673	ENSTGUP00000012917
ENSP00000361206	ENSTGUP00000008393
ENSP00000255108	ENSTGUP00000007740
ENSP00000200135	ENSTGUP00000000258
ENSP00000442053	ENSTGUP00000009315
ENSP00000356602	ENSTGUP00000011288
ENSP00000275053	ENSTGUP00000012667
ENSP00000228506	ENSTGUP00000009921
ENSP00000312455	ENSTGUP00000010647
ENSP00000463245	ENSTGUP00000015068
ENSP00000439902	ENSTGUP00000012130
ENSP00000356567	ENSTGUP00000017648
ENSP00000358988	ENSTGUP00000004644
ENSP00000403980	ENSTGUP00000008712
ENSP00000355609	ENSTGUP00000010181
ENSP00000363318	ENSTGUP00000007461
ENSP00000354109	ENSTGUP00000012408
ENSP00000410216	ENSTGUP00000006389
ENSP00000335636	ENSTGUP00000010800
ENSP00000309163	ENSTGUP00000017010
ENSP00000339976	ENSTGUP00000002778
ENSP00000278612	ENSTGUP00000013010
ENSP00000419371	ENSTGUP00000003667
ENSP00000220669	ENSTGUP00000012033
ENSP00000363250	ENSTGUP00000001013
ENSP00000266673	ENSTGUP00000007458
ENSP00000258243	ENSTGUP00000010314
ENSP00000365477	ENSTGUP00000011959
ENSP00000384952	ENSTGUP00000016786
ENSP00000362424	ENSTGUP00000003277
ENSP00000354645	ENSTGUP00000001011
ENSP00000321962	ENSTGUP00000005936
ENSP00000361465	ENSTGUP00000009443
ENSP00000230048	ENSTGUP00000009303
ENSP00000261758	ENSTGUP00000008202
ENSP00000277010	ENSTGUP00000001801
ENSP00000325562	ENSTGUP00000017279
ENSP00000282841	ENSTGUP00000010584
ENSP00000304802	ENSTGUP00000006100
ENSP00000405635	ENSTGUP00000008878
ENSP00000282003	ENSTGUP00000012952
ENSP00000284881	ENSTGUP00000013950
ENSP00000416050	ENSTGUP00000005283
ENSP00000287996	ENSTGUP00000005500
ENSP00000264926	ENSTGUP00000010736
ENSP00000216420	ENSTGUP00000013478
ENSP00000355141	ENSTGUP00000001113
ENSP00000396628	ENSTGUP00000006800
ENSP00000243903	ENSTGUP00000004703
ENSP00000315035	ENSTGUP00000011681
ENSP00000351153	ENSTGUP00000011638
ENSP00000361363	ENSTGUP00000007827
ENSP00000261888	ENSTGUP00000009388
ENSP00000380605	ENSTGUP00000012036
ENSP00000262812	ENSTGUP00000014461
ENSP00000356416	ENSTGUP00000004266
ENSP00000362578	ENSTGUP00000018292
ENSP00000334289	ENSTGUP00000000852
ENSP00000349358	ENSTGUP00000008197
ENSP00000321546	ENSTGUP00000013085
ENSP00000465517	ENSTGUP00000008278
ENSP00000311429	ENSTGUP00000009738
ENSP00000260447	ENSTGUP00000006839
ENSP00000367318	ENSTGUP00000001899
ENSP00000306561	ENSTGUP00000008901
ENSP00000326813	ENSTGUP00000001097
ENSP00000368801	ENSTGUP00000012798
ENSP00000412524	ENSTGUP00000005152
ENSP00000264193	ENSTGUP00000013837
ENSP00000420939	ENSTGUP00000018128
ENSP00000313318	ENSTGUP00000011071
ENSP00000338533	ENSTGUP00000002239
ENSP00000364404	ENSTGUP00000008464
ENSP00000289081	ENSTGUP00000000572
ENSP00000367359	ENSTGUP00000009302
ENSP00000307833	ENSTGUP00000003628
ENSP00000361170	ENSTGUP00000008159
ENSP00000447057	ENSTGUP00000011464
ENSP00000333539	ENSTGUP00000012382
ENSP00000276416	ENSTGUP00000015363
ENSP00000229238	ENSTGUP00000013732
ENSP00000476966	ENSTGUP00000013664
ENSP00000246151	ENSTGUP00000001240
ENSP00000367104	ENSTGUP00000002467
ENSP00000228865	ENSTGUP00000013078
ENSP00000252711	ENSTGUP00000003355
ENSP00000281141	ENSTGUP00000002282
ENSP00000334642	ENSTGUP00000011412
ENSP00000354335	ENSTGUP00000007358
ENSP00000362273	ENSTGUP00000001671
ENSP00000354152	ENSTGUP00000004277
ENSP00000458290	ENSTGUP00000010467
ENSP00000378399	ENSTGUP00000013343
ENSP00000362873	ENSTGUP00000006962
ENSP00000296666	ENSTGUP00000006719
ENSP00000296824	ENSTGUP00000008542
ENSP00000271526	ENSTGUP00000017652
ENSP00000377492	ENSTGUP00000001524
ENSP00000360421	ENSTGUP00000009641
ENSP00000357787	ENSTGUP00000011834
ENSP00000246337	ENSTGUP00000008093
ENSP00000364261	ENSTGUP00000017330
ENSP00000265857	ENSTGUP00000008686
ENSP00000394394	ENSTGUP00000005881
ENSP00000334767	ENSTGUP00000000025
ENSP00000312625	ENSTGUP00000002185
ENSP00000288937	ENSTGUP00000001947
ENSP00000356632	ENSTGUP00000011266
ENSP00000361232	ENSTGUP00000005315
ENSP00000373304	ENSTGUP00000008673
ENSP00000304945	ENSTGUP00000000771
ENSP00000377007	ENSTGUP00000004712
ENSP00000215917	ENSTGUP00000007928
ENSP00000401018	ENSTGUP00000004840
ENSP00000259400	ENSTGUP00000009110
ENSP00000413908	ENSTGUP00000005722
ENSP00000368920	ENSTGUP00000012348
ENSP00000417764	ENSTGUP00000009138
ENSP00000379157	ENSTGUP00000006443
ENSP00000355499	ENSTGUP00000008455
ENSP00000216027	ENSTGUP00000008119
ENSP00000363360	ENSTGUP00000001286
ENSP00000475924	ENSTGUP00000006084
ENSP00000367638	ENSTGUP00000001946
ENSP00000370966	ENSTGUP00000000502
ENSP00000338039	ENSTGUP00000007083
ENSP00000376767	ENSTGUP00000000308
ENSP00000225728	ENSTGUP00000009201
ENSP00000381378	ENSTGUP00000008392
ENSP00000255304	ENSTGUP00000012066
ENSP00000373657	ENSTGUP00000005570
ENSP00000296679	ENSTGUP00000004104
ENSP00000391747	ENSTGUP00000012717
ENSP00000354728	ENSTGUP00000018310
ENSP00000378857	ENSTGUP00000009329
ENSP00000309515	ENSTGUP00000004371
ENSP00000363680	ENSTGUP00000002770
ENSP00000381282	ENSTGUP00000009217
ENSP00000279281	ENSTGUP00000007106
ENSP00000261368	ENSTGUP00000001174
ENSP00000427550	ENSTGUP00000009795
ENSP00000344432	ENSTGUP00000010679
ENSP00000419628	ENSTGUP00000002270
ENSP00000359507	ENSTGUP00000009650
ENSP00000355958	ENSTGUP00000003208
ENSP00000312706	ENSTGUP00000015650
ENSP00000421917	ENSTGUP00000001002
ENSP00000322609	ENSTGUP00000017715
ENSP00000373176	ENSTGUP00000013819
ENSP00000460964	ENSTGUP00000008654
ENSP00000225927	ENSTGUP00000002756
ENSP00000219066	ENSTGUP00000006734
ENSP00000374125	ENSTGUP00000001648
ENSP00000297977	ENSTGUP00000002576
ENSP00000299505	ENSTGUP00000009858
ENSP00000238018	ENSTGUP00000000848
ENSP00000285697	ENSTGUP00000009113
ENSP00000370013	ENSTGUP00000005871
ENSP00000462717	ENSTGUP00000008696
ENSP00000268668	ENSTGUP00000006887
ENSP00000310686	ENSTGUP00000010678
ENSP00000323184	ENSTGUP00000009274
ENSP00000222990	ENSTGUP00000008425
ENSP00000355587	ENSTGUP00000010458
ENSP00000361499	ENSTGUP00000009432
ENSP00000393541	ENSTGUP00000011048
ENSP00000318883	ENSTGUP00000012872
ENSP00000339324	ENSTGUP00000002790
ENSP00000226230	ENSTGUP00000008960
ENSP00000356630	ENSTGUP00000011269
ENSP00000361301	ENSTGUP00000005913
ENSP00000379047	ENSTGUP00000008680
ENSP00000243326	ENSTGUP00000017068
ENSP00000232888	ENSTGUP00000006765
ENSP00000359606	ENSTGUP00000006593
ENSP00000325326	ENSTGUP00000006168
ENSP00000434480	ENSTGUP00000013446
ENSP00000380242	ENSTGUP00000008428
ENSP00000333401	ENSTGUP00000008789
ENSP00000462333	ENSTGUP00000003295
ENSP00000370803	ENSTGUP00000009671
ENSP00000276689	ENSTGUP00000012852
ENSP00000371471	ENSTGUP00000013379
ENSP00000392395	ENSTGUP00000008459
ENSP00000234827	ENSTGUP00000009677
ENSP00000246062	ENSTGUP00000006293
ENSP00000224950	ENSTGUP00000010690
ENSP00000319979	ENSTGUP00000007797
ENSP00000253462	ENSTGUP00000014881
ENSP00000361894	ENSTGUP00000005358
ENSP00000318264	ENSTGUP00000003756
ENSP00000305255	ENSTGUP00000005326
ENSP00000225729	ENSTGUP00000007482
ENSP00000355077	ENSTGUP00000009792
ENSP00000419475	ENSTGUP00000011762
ENSP00000325425	ENSTGUP00000001528
ENSP00000369318	ENSTGUP00000001123
ENSP00000307617	ENSTGUP00000008277
ENSP00000333813	ENSTGUP00000003978
ENSP00000245543	ENSTGUP00000009000
ENSP00000361625	ENSTGUP00000004481
ENSP00000364613	ENSTGUP00000003726
ENSP00000310998	ENSTGUP00000003572
ENSP00000253233	ENSTGUP00000005590
ENSP00000380679	ENSTGUP00000003231
ENSP00000350409	ENSTGUP00000010507
ENSP00000339834	ENSTGUP00000007802
ENSP00000441930	ENSTGUP00000006647
ENSP00000297156	ENSTGUP00000001307
ENSP00000369335	ENSTGUP00000001991
ENSP00000301634	ENSTGUP00000003470
ENSP00000442297	ENSTGUP00000013826
ENSP00000359904	ENSTGUP00000010732
ENSP00000384053	ENSTGUP00000010985
ENSP00000299563	ENSTGUP00000013850
ENSP00000305069	ENSTGUP00000006011
ENSP00000380883	ENSTGUP00000010820
ENSP00000388169	ENSTGUP00000008985
ENSP00000281703	ENSTGUP00000004976
ENSP00000330393	ENSTGUP00000010376
ENSP00000237283	ENSTGUP00000011325
ENSP00000375082	ENSTGUP00000012864
ENSP00000457748	ENSTGUP00000017621
ENSP00000378427	ENSTGUP00000001296
ENSP00000304854	ENSTGUP00000001519
ENSP00000359404	ENSTGUP00000006264
ENSP00000246070	ENSTGUP00000006374
ENSP00000451812	ENSTGUP00000012469
ENSP00000262319	ENSTGUP00000003331
ENSP00000332721	ENSTGUP00000015830
ENSP00000411169	ENSTGUP00000017581
ENSP00000476383	ENSTGUP00000009044
ENSP00000249079	ENSTGUP00000010810
ENSP00000290541	ENSTGUP00000017675
ENSP00000292566	ENSTGUP00000004602
ENSP00000320251	ENSTGUP00000013817
ENSP00000319417	ENSTGUP00000011737
ENSP00000242257	ENSTGUP00000008432
ENSP00000256996	ENSTGUP00000010824
ENSP00000444156	ENSTGUP00000001121
ENSP00000247271	ENSTGUP00000008817
ENSP00000258383	ENSTGUP00000008478
ENSP00000221233	ENSTGUP00000014529
ENSP00000379472	ENSTGUP00000004812
ENSP00000355593	ENSTGUP00000010417
ENSP00000286307	ENSTGUP00000000625
ENSP00000330737	ENSTGUP00000008608
ENSP00000304133	ENSTGUP00000008135
ENSP00000243706	ENSTGUP00000010865
ENSP00000267260	ENSTGUP00000009512
ENSP00000342295	ENSTGUP00000002661
ENSP00000445920	ENSTGUP00000007584
ENSP00000367029	ENSTGUP00000007391
ENSP00000393583	ENSTGUP00000003070
ENSP00000419270	ENSTGUP00000004583
ENSP00000270708	ENSTGUP00000002842
ENSP00000260453	ENSTGUP00000006512
ENSP00000261520	ENSTGUP00000005515
ENSP00000340220	ENSTGUP00000004291
ENSP00000309772	ENSTGUP00000004781
ENSP00000385080	ENSTGUP00000008309
ENSP00000300213	ENSTGUP00000005781
ENSP00000238892	ENSTGUP00000004107
ENSP00000366434	ENSTGUP00000000456
ENSP00000348527	ENSTGUP00000017611
ENSP00000422168	ENSTGUP00000010830
ENSP00000312458	ENSTGUP00000010201
ENSP00000359691	ENSTGUP00000013162
ENSP00000287859	ENSTGUP00000003612
ENSP00000314004	ENSTGUP00000002843
ENSP00000204679	ENSTGUP00000009914
ENSP00000351157	ENSTGUP00000001295
ENSP00000299427	ENSTGUP00000000626
ENSP00000199706	ENSTGUP00000004474
ENSP00000365756	ENSTGUP00000002470
ENSP00000354911	ENSTGUP00000001852
ENSP00000333001	ENSTGUP00000004588
ENSP00000363043	ENSTGUP00000003543
ENSP00000355672	ENSTGUP00000000248
ENSP00000216185	ENSTGUP00000011070
ENSP00000331258	ENSTGUP00000004436
ENSP00000274054	ENSTGUP00000005959
ENSP00000286317	ENSTGUP00000000685
ENSP00000347988	ENSTGUP00000018117
ENSP00000358272	ENSTGUP00000012675
ENSP00000317376	ENSTGUP00000008606
ENSP00000386076	ENSTGUP00000010392
ENSP00000364938	ENSTGUP00000002131
ENSP00000418823	ENSTGUP00000007619
ENSP00000351284	ENSTGUP00000012982
ENSP00000257663	ENSTGUP00000002786
ENSP00000356001	ENSTGUP00000011763
ENSP00000374399	ENSTGUP00000017420
ENSP00000223273	ENSTGUP00000001914
ENSP00000307181	ENSTGUP00000007920
ENSP00000282185	ENSTGUP00000007145
ENSP00000378166	ENSTGUP00000001643
ENSP00000356489	ENSTGUP00000011118
ENSP00000457408	ENSTGUP00000007809
ENSP00000395706	ENSTGUP00000004351
ENSP00000356828	ENSTGUP00000013905
ENSP00000301019	ENSTGUP00000007966
ENSP00000385357	ENSTGUP00000010887
ENSP00000368931	ENSTGUP00000001376
ENSP00000384537	ENSTGUP00000011628
ENSP00000281623	ENSTGUP00000002329
ENSP00000370812	ENSTGUP00000002520
ENSP00000288466	ENSTGUP00000002664
ENSP00000334564	ENSTGUP00000017239
ENSP00000359170	ENSTGUP00000010283
ENSP00000350467	ENSTGUP00000009168
ENSP00000360270	ENSTGUP00000009955
ENSP00000409964	ENSTGUP00000006968
ENSP00000363191	ENSTGUP00000003139
ENSP00000319179	ENSTGUP00000001000
ENSP00000384474	ENSTGUP00000010502
ENSP00000277540	ENSTGUP00000002773
ENSP00000350353	ENSTGUP00000011828
ENSP00000361186	ENSTGUP00000005548
ENSP00000416290	ENSTGUP00000001886
ENSP00000367454	ENSTGUP00000002803
ENSP00000333948	ENSTGUP00000010542
ENSP00000416515	ENSTGUP00000009115
ENSP00000381553	ENSTGUP00000017947
ENSP00000240316	ENSTGUP00000009840
ENSP00000342576	ENSTGUP00000002887
ENSP00000396976	ENSTGUP00000007536
ENSP00000319914	ENSTGUP00000005301
ENSP00000477141	ENSTGUP00000008339
ENSP00000396225	ENSTGUP00000015025
ENSP00000431605	ENSTGUP00000007770
ENSP00000255784	ENSTGUP00000010117
ENSP00000363384	ENSTGUP00000001080
ENSP00000388431	ENSTGUP00000012984
ENSP00000342499	ENSTGUP00000001530
ENSP00000226796	ENSTGUP00000004302
ENSP00000263795	ENSTGUP00000010270
ENSP00000364683	ENSTGUP00000001092
ENSP00000220478	ENSTGUP00000007151
ENSP00000377176	ENSTGUP00000012769
ENSP00000438863	ENSTGUP00000003153
ENSP00000469468	ENSTGUP00000001052
ENSP00000314776	ENSTGUP00000000699
ENSP00000383059	ENSTGUP00000011133
ENSP00000358956	ENSTGUP00000012979
ENSP00000258457	ENSTGUP00000010054
ENSP00000332613	ENSTGUP00000000416
ENSP00000288774	ENSTGUP00000003024
ENSP00000368808	ENSTGUP00000007664
ENSP00000370557	ENSTGUP00000004336
ENSP00000367049	ENSTGUP00000012860
ENSP00000357882	ENSTGUP00000011704
ENSP00000386126	ENSTGUP00000005691
ENSP00000314606	ENSTGUP00000003195
ENSP00000412237	ENSTGUP00000001118
ENSP00000381047	ENSTGUP00000006959
ENSP00000387426	ENSTGUP00000017321
ENSP00000304941	ENSTGUP00000005423
ENSP00000282276	ENSTGUP00000005368
ENSP00000263341	ENSTGUP00000003479
ENSP00000369099	ENSTGUP00000006027
ENSP00000251289	ENSTGUP00000000675
ENSP00000348593	ENSTGUP00000009891
ENSP00000334308	ENSTGUP00000013046
ENSP00000382091	ENSTGUP00000007444
ENSP00000372335	ENSTGUP00000010884
ENSP00000350098	ENSTGUP00000009900
ENSP00000454945	ENSTGUP00000003316
ENSP00000321106	ENSTGUP00000001703
ENSP00000281017	ENSTGUP00000013338
ENSP00000252137	ENSTGUP00000009161
ENSP00000315693	ENSTGUP00000015788
ENSP00000297581	ENSTGUP00000012539
ENSP00000399863	ENSTGUP00000013192
ENSP00000307640	ENSTGUP00000000062
ENSP00000386302	ENSTGUP00000011917
ENSP00000387185	ENSTGUP00000007031
ENSP00000362146	ENSTGUP00000001577
ENSP00000281950	ENSTGUP00000002159
ENSP00000358595	ENSTGUP00000012836
ENSP00000403536	ENSTGUP00000000893
ENSP00000215912	ENSTGUP00000010052
ENSP00000380793	ENSTGUP00000010509
ENSP00000219281	ENSTGUP00000004926
ENSP00000232744	ENSTGUP00000008257
ENSP00000277458	ENSTGUP00000004544
ENSP00000256722	ENSTGUP00000013377
ENSP00000276571	ENSTGUP00000011624
ENSP00000231749	ENSTGUP00000004813
ENSP00000312599	ENSTGUP00000011916
ENSP00000391549	ENSTGUP00000004434
ENSP00000450909	ENSTGUP00000012702
ENSP00000336940	ENSTGUP00000001289
ENSP00000418803	ENSTGUP00000013922
ENSP00000417548	ENSTGUP00000004941
ENSP00000420514	ENSTGUP00000008441
ENSP00000261234	ENSTGUP00000006542
ENSP00000224600	ENSTGUP00000008298
ENSP00000256441	ENSTGUP00000014570
ENSP00000359518	ENSTGUP00000007911
ENSP00000262753	ENSTGUP00000002534
ENSP00000366032	ENSTGUP00000001245
ENSP00000007390	ENSTGUP00000009876
ENSP00000473172	ENSTGUP00000015376
ENSP00000254742	ENSTGUP00000010225
ENSP00000237455	ENSTGUP00000011168
ENSP00000379839	ENSTGUP00000000129
ENSP00000355944	ENSTGUP00000003140
ENSP00000285947	ENSTGUP00000002671
ENSP00000314733	ENSTGUP00000009809
ENSP00000385597	ENSTGUP00000008351
ENSP00000260372	ENSTGUP00000011469
ENSP00000355900	ENSTGUP00000002933
ENSP00000298585	ENSTGUP00000002769
ENSP00000294973	ENSTGUP00000003615
ENSP00000360899	ENSTGUP00000008848
ENSP00000371061	ENSTGUP00000002328
ENSP00000248150	ENSTGUP00000007020
ENSP00000360850	ENSTGUP00000006231
ENSP00000387982	ENSTGUP00000013970
ENSP00000254605	ENSTGUP00000000602
ENSP00000364526	ENSTGUP00000001069
ENSP00000243878	ENSTGUP00000005203
ENSP00000419087	ENSTGUP00000012002
ENSP00000362948	ENSTGUP00000006294
ENSP00000361486	ENSTGUP00000006204
ENSP00000072869	ENSTGUP00000012006
ENSP00000362340	ENSTGUP00000001732
ENSP00000356702	ENSTGUP00000017544
ENSP00000377232	ENSTGUP00000003953
ENSP00000362021	ENSTGUP00000006932
ENSP00000193322	ENSTGUP00000012517
ENSP00000307821	ENSTGUP00000009093
ENSP00000381566	ENSTGUP00000000181
ENSP00000385814	ENSTGUP00000004381
ENSP00000379367	ENSTGUP00000009486
ENSP00000378409	ENSTGUP00000004361
ENSP00000352021	ENSTGUP00000010856
ENSP00000384334	ENSTGUP00000002427
ENSP00000258443	ENSTGUP00000009844
ENSP00000278980	ENSTGUP00000006631
ENSP00000352271	ENSTGUP00000000643
ENSP00000383851	ENSTGUP00000001398
ENSP00000274137	ENSTGUP00000008748
ENSP00000225504	ENSTGUP00000003395
ENSP00000367301	ENSTGUP00000006327
ENSP00000263897	ENSTGUP00000000459
ENSP00000406934	ENSTGUP00000001050
ENSP00000206020	ENSTGUP00000014839
ENSP00000377372	ENSTGUP00000013799
ENSP00000361518	ENSTGUP00000009406
ENSP00000306425	ENSTGUP00000018076
ENSP00000355721	ENSTGUP00000000222
ENSP00000255476	ENSTGUP00000012255
ENSP00000361219	ENSTGUP00000005330
ENSP00000387020	ENSTGUP00000002138
ENSP00000258662	ENSTGUP00000012601
ENSP00000365601	ENSTGUP00000003294
ENSP00000339495	ENSTGUP00000002886
ENSP00000219097	ENSTGUP00000009147
ENSP00000440832	ENSTGUP00000005721
ENSP00000367319	ENSTGUP00000002247
ENSP00000268130	ENSTGUP00000008347
ENSP00000371345	ENSTGUP00000004736
ENSP00000255759	ENSTGUP00000005700
ENSP00000361646	ENSTGUP00000002278
ENSP00000379754	ENSTGUP00000017811
ENSP00000417161	ENSTGUP00000008746
ENSP00000401508	ENSTGUP00000013133
ENSP00000262293	ENSTGUP00000007702
ENSP00000305892	ENSTGUP00000005659
ENSP00000355627	ENSTGUP00000010275
ENSP00000451974	ENSTGUP00000013254
ENSP00000361084	ENSTGUP00000008380
ENSP00000353564	ENSTGUP00000017996
ENSP00000238044	ENSTGUP00000010030
ENSP00000369636	ENSTGUP00000002274
ENSP00000229769	ENSTGUP00000001785
ENSP00000356791	ENSTGUP00000013830
ENSP00000414066	ENSTGUP00000001698
ENSP00000279028	ENSTGUP00000005508
ENSP00000335605	ENSTGUP00000003795
ENSP00000255389	ENSTGUP00000007576
ENSP00000380251	ENSTGUP00000009390
ENSP00000247933	ENSTGUP00000000214
ENSP00000332646	ENSTGUP00000010796
ENSP00000432305	ENSTGUP00000000775
ENSP00000366748	ENSTGUP00000011391
ENSP00000365426	ENSTGUP00000011249
ENSP00000240361	ENSTGUP00000007610
ENSP00000307887	ENSTGUP00000003228
ENSP00000292616	ENSTGUP00000004623
ENSP00000253079	ENSTGUP00000005828
ENSP00000362869	ENSTGUP00000006966
ENSP00000377470	ENSTGUP00000002550
ENSP00000338990	ENSTGUP00000017089
ENSP00000322832	ENSTGUP00000003222
ENSP00000359221	ENSTGUP00000005738
ENSP00000219400	ENSTGUP00000004715
ENSP00000372720	ENSTGUP00000010713
ENSP00000242729	ENSTGUP00000012592
ENSP00000359339	ENSTGUP00000013053
ENSP00000349296	ENSTGUP00000012925
ENSP00000335201	ENSTGUP00000004258
ENSP00000368688	ENSTGUP00000000405
ENSP00000270115	ENSTGUP00000010184
ENSP00000308351	ENSTGUP00000006503
ENSP00000310375	ENSTGUP00000004050
ENSP00000339637	ENSTGUP00000008346
ENSP00000382327	ENSTGUP00000003089
ENSP00000250156	ENSTGUP00000008288
ENSP00000366006	ENSTGUP00000002374
ENSP00000378736	ENSTGUP00000005511
ENSP00000288502	ENSTGUP00000003281
ENSP00000379226	ENSTGUP00000007587
ENSP00000329858	ENSTGUP00000002346
ENSP00000315635	ENSTGUP00000000061
ENSP00000288607	ENSTGUP00000008452
ENSP00000375907	ENSTGUP00000008555
ENSP00000430598	ENSTGUP00000000780
ENSP00000294485	ENSTGUP00000002411
ENSP00000371805	ENSTGUP00000007897
ENSP00000420037	ENSTGUP00000005030
ENSP00000330361	ENSTGUP00000003341
ENSP00000323076	ENSTGUP00000009290
ENSP00000383063	ENSTGUP00000013945
ENSP00000318222	ENSTGUP00000012639
ENSP00000360492	ENSTGUP00000003537
ENSP00000341268	ENSTGUP00000006895
ENSP00000329360	ENSTGUP00000003039
ENSP00000326110	ENSTGUP00000000969
ENSP00000328079	ENSTGUP00000006037
ENSP00000219431	ENSTGUP00000004547
ENSP00000431808	ENSTGUP00000013412
ENSP00000376349	ENSTGUP00000013308
ENSP00000389427	ENSTGUP00000006472
ENSP00000318999	ENSTGUP00000008573
ENSP00000380495	ENSTGUP00000010568
ENSP00000265239	ENSTGUP00000009974
ENSP00000290953	ENSTGUP00000006073
ENSP00000272342	ENSTGUP00000002429
ENSP00000309792	ENSTGUP00000001436
ENSP00000457352	ENSTGUP00000003944
ENSP00000280245	ENSTGUP00000013352
ENSP00000332681	ENSTGUP00000007008
ENSP00000364749	ENSTGUP00000002079
ENSP00000366729	ENSTGUP00000002611
ENSP00000301727	ENSTGUP00000015748
ENSP00000307975	ENSTGUP00000017589
ENSP00000216492	ENSTGUP00000012975
ENSP00000368119	ENSTGUP00000001804
ENSP00000297562	ENSTGUP00000008005
ENSP00000295958	ENSTGUP00000009065
ENSP00000332404	ENSTGUP00000006733
ENSP00000333283	ENSTGUP00000017293
ENSP00000302552	ENSTGUP00000005658
