ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000017231	ENSGALP00000041551
ENSMODP00000004335	ENSGALP00000011626
ENSMODP00000020675	ENSGALP00000019468
ENSMODP00000018284	ENSGALP00000012940
ENSMODP00000003255	ENSGALP00000007930
ENSMODP00000035055	ENSGALP00000006497
ENSMODP00000008538	ENSGALP00000015201
ENSMODP00000019990	ENSGALP00000013999
ENSMODP00000006332	ENSGALP00000036135
ENSMODP00000012690	ENSGALP00000002393
ENSMODP00000002683	ENSGALP00000024457
ENSMODP00000011696	ENSGALP00000022937
ENSMODP00000017579	ENSGALP00000019040
ENSMODP00000006424	ENSGALP00000005297
ENSMODP00000011989	ENSGALP00000041756
ENSMODP00000031481	ENSGALP00000012100
ENSMODP00000024470	ENSGALP00000023724
ENSMODP00000007055	ENSGALP00000041923
ENSMODP00000007137	ENSGALP00000042080
ENSMODP00000009206	ENSGALP00000027925
ENSMODP00000002437	ENSGALP00000028012
ENSMODP00000036020	ENSGALP00000018577
ENSMODP00000032126	ENSGALP00000004345
ENSMODP00000023536	ENSGALP00000039753
ENSMODP00000007985	ENSGALP00000001428
ENSMODP00000021080	ENSGALP00000041898
ENSMODP00000000485	ENSGALP00000042588
ENSMODP00000009648	ENSGALP00000026327
ENSMODP00000014684	ENSGALP00000019064
ENSMODP00000024664	ENSGALP00000001493
ENSMODP00000032882	ENSGALP00000017654
ENSMODP00000009705	ENSGALP00000000011
ENSMODP00000039901	ENSGALP00000036359
ENSMODP00000002685	ENSGALP00000020740
ENSMODP00000021686	ENSGALP00000008922
ENSMODP00000000554	ENSGALP00000016175
ENSMODP00000003834	ENSGALP00000004570
ENSMODP00000025444	ENSGALP00000005832
ENSMODP00000022823	ENSGALP00000042096
ENSMODP00000014128	ENSGALP00000027399
ENSMODP00000026797	ENSGALP00000023091
ENSMODP00000023944	ENSGALP00000005461
ENSMODP00000002848	ENSGALP00000009124
ENSMODP00000010458	ENSGALP00000008025
ENSMODP00000004830	ENSGALP00000025219
ENSMODP00000027576	ENSGALP00000019712
ENSMODP00000027575	ENSGALP00000019709
ENSMODP00000012763	ENSGALP00000014077
ENSMODP00000006235	ENSGALP00000014154
ENSMODP00000018959	ENSGALP00000012408
ENSMODP00000035973	ENSGALP00000002302
ENSMODP00000005049	ENSGALP00000042666
ENSMODP00000013203	ENSGALP00000035994
ENSMODP00000008093	ENSGALP00000003740
ENSMODP00000007940	ENSGALP00000004135
ENSMODP00000030429	ENSGALP00000013944
ENSMODP00000018675	ENSGALP00000010272
ENSMODP00000007689	ENSGALP00000022917
ENSMODP00000020204	ENSGALP00000021405
ENSMODP00000033737	ENSGALP00000005896
ENSMODP00000015490	ENSGALP00000007205
ENSMODP00000026278	ENSGALP00000025356
ENSMODP00000032501	ENSGALP00000020332
ENSMODP00000021013	ENSGALP00000009130
ENSMODP00000004967	ENSGALP00000036816
ENSMODP00000015410	ENSGALP00000013177
ENSMODP00000025466	ENSGALP00000005599
ENSMODP00000004972	ENSGALP00000041532
ENSMODP00000016806	ENSGALP00000030646
ENSMODP00000015171	ENSGALP00000003538
ENSMODP00000014744	ENSGALP00000042870
ENSMODP00000036737	ENSGALP00000042067
ENSMODP00000010455	ENSGALP00000015454
ENSMODP00000001786	ENSGALP00000020588
ENSMODP00000014904	ENSGALP00000003768
ENSMODP00000037243	ENSGALP00000002656
ENSMODP00000014584	ENSGALP00000038881
ENSMODP00000023977	ENSGALP00000005171
ENSMODP00000006249	ENSGALP00000043227
ENSMODP00000014024	ENSGALP00000027403
ENSMODP00000005400	ENSGALP00000007236
ENSMODP00000022211	ENSGALP00000003312
ENSMODP00000013883	ENSGALP00000040063
ENSMODP00000005953	ENSGALP00000009403
ENSMODP00000014603	ENSGALP00000000226
ENSMODP00000007751	ENSGALP00000039141
ENSMODP00000014599	ENSGALP00000022145
ENSMODP00000019243	ENSGALP00000018575
ENSMODP00000013704	ENSGALP00000020737
ENSMODP00000003391	ENSGALP00000024854
ENSMODP00000011636	ENSGALP00000015176
ENSMODP00000019069	ENSGALP00000021933
ENSMODP00000012972	ENSGALP00000013855
ENSMODP00000017151	ENSGALP00000042646
ENSMODP00000001205	ENSGALP00000016251
ENSMODP00000014264	ENSGALP00000003773
ENSMODP00000002371	ENSGALP00000024698
ENSMODP00000017424	ENSGALP00000001957
ENSMODP00000013253	ENSGALP00000004227
ENSMODP00000000843	ENSGALP00000019876
ENSMODP00000007045	ENSGALP00000025258
ENSMODP00000020266	ENSGALP00000015394
ENSMODP00000025588	ENSGALP00000016606
ENSMODP00000014267	ENSGALP00000001507
ENSMODP00000006831	ENSGALP00000016904
ENSMODP00000023805	ENSGALP00000020064
ENSMODP00000006928	ENSGALP00000008735
ENSMODP00000012469	ENSGALP00000006887
ENSMODP00000004631	ENSGALP00000013273
ENSMODP00000016622	ENSGALP00000000379
ENSMODP00000025493	ENSGALP00000005343
ENSMODP00000013349	ENSGALP00000003006
ENSMODP00000020490	ENSGALP00000012623
ENSMODP00000001050	ENSGALP00000043324
ENSMODP00000015715	ENSGALP00000004714
ENSMODP00000016392	ENSGALP00000019492
ENSMODP00000000559	ENSGALP00000028302
ENSMODP00000026541	ENSGALP00000004257
ENSMODP00000020878	ENSGALP00000010899
ENSMODP00000010367	ENSGALP00000005536
ENSMODP00000006303	ENSGALP00000018828
ENSMODP00000002686	ENSGALP00000036796
ENSMODP00000013413	ENSGALP00000012405
ENSMODP00000019246	ENSGALP00000016527
ENSMODP00000019161	ENSGALP00000024204
ENSMODP00000014123	ENSGALP00000030498
ENSMODP00000001800	ENSGALP00000000499
ENSMODP00000015771	ENSGALP00000003009
ENSMODP00000011785	ENSGALP00000022123
ENSMODP00000021227	ENSGALP00000023550
ENSMODP00000002490	ENSGALP00000017517
ENSMODP00000015266	ENSGALP00000007019
ENSMODP00000016800	ENSGALP00000012007
ENSMODP00000010917	ENSGALP00000019336
ENSMODP00000032186	ENSGALP00000001891
ENSMODP00000039466	ENSGALP00000000471
ENSMODP00000000905	ENSGALP00000018306
ENSMODP00000009191	ENSGALP00000013003
ENSMODP00000005666	ENSGALP00000033759
ENSMODP00000004948	ENSGALP00000010633
ENSMODP00000012965	ENSGALP00000037625
ENSMODP00000001676	ENSGALP00000027015
ENSMODP00000017201	ENSGALP00000019304
ENSMODP00000013662	ENSGALP00000006157
ENSMODP00000006051	ENSGALP00000041351
ENSMODP00000020586	ENSGALP00000005948
ENSMODP00000025882	ENSGALP00000000070
ENSMODP00000024839	ENSGALP00000037708
ENSMODP00000003890	ENSGALP00000013630
ENSMODP00000016375	ENSGALP00000005125
ENSMODP00000015671	ENSGALP00000005215
ENSMODP00000001550	ENSGALP00000017938
ENSMODP00000019168	ENSGALP00000037463
ENSMODP00000001224	ENSGALP00000016403
ENSMODP00000038317	ENSGALP00000031616
ENSMODP00000015793	ENSGALP00000020075
ENSMODP00000018961	ENSGALP00000010210
ENSMODP00000000356	ENSGALP00000039645
ENSMODP00000002870	ENSGALP00000021255
ENSMODP00000001422	ENSGALP00000000747
ENSMODP00000014243	ENSGALP00000019248
ENSMODP00000002414	ENSGALP00000007469
ENSMODP00000029245	ENSGALP00000022285
ENSMODP00000001405	ENSGALP00000004214
ENSMODP00000026841	ENSGALP00000024018
ENSMODP00000009036	ENSGALP00000012973
ENSMODP00000002465	ENSGALP00000019271
ENSMODP00000013871	ENSGALP00000013431
ENSMODP00000001178	ENSGALP00000020147
ENSMODP00000022061	ENSGALP00000037408
ENSMODP00000004359	ENSGALP00000014788
ENSMODP00000008264	ENSGALP00000043057
ENSMODP00000013617	ENSGALP00000024417
ENSMODP00000020339	ENSGALP00000007487
ENSMODP00000001605	ENSGALP00000007481
ENSMODP00000005418	ENSGALP00000029363
ENSMODP00000019099	ENSGALP00000024222
ENSMODP00000009403	ENSGALP00000027936
ENSMODP00000034973	ENSGALP00000041620
ENSMODP00000021982	ENSGALP00000009169
ENSMODP00000000978	ENSGALP00000020439
ENSMODP00000024226	ENSGALP00000036846
ENSMODP00000002731	ENSGALP00000017609
ENSMODP00000007861	ENSGALP00000030189
ENSMODP00000023996	ENSGALP00000018803
ENSMODP00000018990	ENSGALP00000003353
ENSMODP00000011564	ENSGALP00000003020
ENSMODP00000020394	ENSGALP00000012869
ENSMODP00000021978	ENSGALP00000001251
ENSMODP00000006963	ENSGALP00000014222
ENSMODP00000021674	ENSGALP00000005680
ENSMODP00000019077	ENSGALP00000018777
ENSMODP00000010266	ENSGALP00000027623
ENSMODP00000001957	ENSGALP00000017545
ENSMODP00000007355	ENSGALP00000016780
ENSMODP00000026133	ENSGALP00000012427
ENSMODP00000011491	ENSGALP00000027545
ENSMODP00000017050	ENSGALP00000002917
ENSMODP00000017056	ENSGALP00000039460
ENSMODP00000025707	ENSGALP00000023075
ENSMODP00000022642	ENSGALP00000023446
ENSMODP00000019342	ENSGALP00000000968
ENSMODP00000026752	ENSGALP00000022479
ENSMODP00000022389	ENSGALP00000042769
ENSMODP00000016531	ENSGALP00000020185
ENSMODP00000014295	ENSGALP00000008926
ENSMODP00000034342	ENSGALP00000012493
ENSMODP00000015652	ENSGALP00000000615
ENSMODP00000023899	ENSGALP00000021774
ENSMODP00000025500	ENSGALP00000005322
ENSMODP00000014309	ENSGALP00000001233
ENSMODP00000023686	ENSGALP00000021614
ENSMODP00000022885	ENSGALP00000019192
ENSMODP00000013085	ENSGALP00000041003
ENSMODP00000023659	ENSGALP00000016816
ENSMODP00000005096	ENSGALP00000025922
ENSMODP00000021910	ENSGALP00000016108
ENSMODP00000018091	ENSGALP00000020221
ENSMODP00000010586	ENSGALP00000008890
ENSMODP00000022150	ENSGALP00000023954
ENSMODP00000002083	ENSGALP00000037150
ENSMODP00000021552	ENSGALP00000026692
ENSMODP00000002833	ENSGALP00000009954
ENSMODP00000026621	ENSGALP00000034674
ENSMODP00000034441	ENSGALP00000008254
ENSMODP00000027998	ENSGALP00000025404
ENSMODP00000007906	ENSGALP00000017305
ENSMODP00000000383	ENSGALP00000028028
ENSMODP00000016765	ENSGALP00000004745
ENSMODP00000002026	ENSGALP00000015671
ENSMODP00000010002	ENSGALP00000002093
ENSMODP00000014595	ENSGALP00000000224
ENSMODP00000005362	ENSGALP00000021704
ENSMODP00000002199	ENSGALP00000026275
ENSMODP00000012810	ENSGALP00000042924
ENSMODP00000005443	ENSGALP00000021752
ENSMODP00000019560	ENSGALP00000015672
ENSMODP00000006544	ENSGALP00000023801
ENSMODP00000002093	ENSGALP00000000941
ENSMODP00000025887	ENSGALP00000022273
ENSMODP00000022221	ENSGALP00000038578
ENSMODP00000011054	ENSGALP00000009952
ENSMODP00000011581	ENSGALP00000012879
ENSMODP00000015189	ENSGALP00000042888
ENSMODP00000025548	ENSGALP00000043340
ENSMODP00000021652	ENSGALP00000026739
ENSMODP00000028280	ENSGALP00000023057
ENSMODP00000014244	ENSGALP00000003872
ENSMODP00000024683	ENSGALP00000001441
ENSMODP00000015995	ENSGALP00000006965
ENSMODP00000010488	ENSGALP00000015450
ENSMODP00000007774	ENSGALP00000016622
ENSMODP00000009125	ENSGALP00000026266
ENSMODP00000012359	ENSGALP00000000468
ENSMODP00000024780	ENSGALP00000012909
ENSMODP00000017107	ENSGALP00000011066
ENSMODP00000035898	ENSGALP00000016477
ENSMODP00000014659	ENSGALP00000019893
ENSMODP00000000344	ENSGALP00000043306
ENSMODP00000024479	ENSGALP00000023728
ENSMODP00000008667	ENSGALP00000012115
ENSMODP00000012521	ENSGALP00000024792
ENSMODP00000024414	ENSGALP00000010756
ENSMODP00000003503	ENSGALP00000014308
ENSMODP00000006836	ENSGALP00000025771
ENSMODP00000016402	ENSGALP00000016313
ENSMODP00000002946	ENSGALP00000039050
ENSMODP00000013504	ENSGALP00000027431
ENSMODP00000015200	ENSGALP00000007819
ENSMODP00000020775	ENSGALP00000010223
ENSMODP00000021929	ENSGALP00000004392
ENSMODP00000020747	ENSGALP00000041320
ENSMODP00000020453	ENSGALP00000038673
ENSMODP00000011837	ENSGALP00000025438
ENSMODP00000018150	ENSGALP00000013137
ENSMODP00000006032	ENSGALP00000030179
ENSMODP00000010712	ENSGALP00000027595
ENSMODP00000007832	ENSGALP00000017279
ENSMODP00000004632	ENSGALP00000014919
ENSMODP00000011448	ENSGALP00000024711
ENSMODP00000008509	ENSGALP00000035834
ENSMODP00000013695	ENSGALP00000001461
ENSMODP00000022125	ENSGALP00000021574
ENSMODP00000018084	ENSGALP00000012921
ENSMODP00000019121	ENSGALP00000030079
ENSMODP00000018838	ENSGALP00000013386
ENSMODP00000013204	ENSGALP00000004786
ENSMODP00000037029	ENSGALP00000005006
ENSMODP00000023103	ENSGALP00000015719
ENSMODP00000014269	ENSGALP00000014708
ENSMODP00000006929	ENSGALP00000008087
ENSMODP00000024817	ENSGALP00000037597
ENSMODP00000003746	ENSGALP00000031297
ENSMODP00000026452	ENSGALP00000009121
ENSMODP00000000440	ENSGALP00000003113
ENSMODP00000001681	ENSGALP00000024078
ENSMODP00000019022	ENSGALP00000037556
ENSMODP00000041013	ENSGALP00000040768
ENSMODP00000021015	ENSGALP00000042705
ENSMODP00000001820	ENSGALP00000017044
ENSMODP00000008143	ENSGALP00000029036
ENSMODP00000023971	ENSGALP00000005208
ENSMODP00000021185	ENSGALP00000023567
ENSMODP00000008830	ENSGALP00000022956
ENSMODP00000018147	ENSGALP00000016237
ENSMODP00000038491	ENSGALP00000040671
ENSMODP00000022039	ENSGALP00000023891
ENSMODP00000007467	ENSGALP00000043475
ENSMODP00000020511	ENSGALP00000021808
ENSMODP00000009272	ENSGALP00000041959
ENSMODP00000004112	ENSGALP00000009058
ENSMODP00000023409	ENSGALP00000039818
ENSMODP00000008824	ENSGALP00000012652
ENSMODP00000010346	ENSGALP00000043185
ENSMODP00000009145	ENSGALP00000002281
ENSMODP00000006225	ENSGALP00000021003
ENSMODP00000040911	ENSGALP00000023543
ENSMODP00000026783	ENSGALP00000022539
ENSMODP00000022942	ENSGALP00000012245
ENSMODP00000023449	ENSGALP00000043152
ENSMODP00000015710	ENSGALP00000021416
ENSMODP00000014669	ENSGALP00000001394
ENSMODP00000014224	ENSGALP00000015591
ENSMODP00000008896	ENSGALP00000022410
ENSMODP00000019272	ENSGALP00000017134
ENSMODP00000010251	ENSGALP00000017240
ENSMODP00000017979	ENSGALP00000004091
ENSMODP00000023228	ENSGALP00000042578
ENSMODP00000012128	ENSGALP00000040677
ENSMODP00000020066	ENSGALP00000009257
ENSMODP00000022095	ENSGALP00000021547
ENSMODP00000016332	ENSGALP00000019563
ENSMODP00000006158	ENSGALP00000004983
ENSMODP00000007326	ENSGALP00000003213
ENSMODP00000014473	ENSGALP00000003623
ENSMODP00000010424	ENSGALP00000008013
ENSMODP00000010573	ENSGALP00000017892
ENSMODP00000023086	ENSGALP00000040409
ENSMODP00000019514	ENSGALP00000000282
ENSMODP00000009003	ENSGALP00000003788
ENSMODP00000016606	ENSGALP00000000293
ENSMODP00000002486	ENSGALP00000021294
ENSMODP00000007852	ENSGALP00000005042
ENSMODP00000001716	ENSGALP00000020561
ENSMODP00000026795	ENSGALP00000013669
ENSMODP00000008485	ENSGALP00000008362
ENSMODP00000012347	ENSGALP00000006641
ENSMODP00000024661	ENSGALP00000001512
ENSMODP00000003026	ENSGALP00000038280
ENSMODP00000022160	ENSGALP00000003063
ENSMODP00000017694	ENSGALP00000013779
ENSMODP00000018701	ENSGALP00000018452
ENSMODP00000017008	ENSGALP00000008490
ENSMODP00000002427	ENSGALP00000032180
ENSMODP00000021510	ENSGALP00000013388
ENSMODP00000017592	ENSGALP00000037377
ENSMODP00000009955	ENSGALP00000041782
ENSMODP00000026715	ENSGALP00000009002
ENSMODP00000010308	ENSGALP00000003183
ENSMODP00000021140	ENSGALP00000024797
ENSMODP00000015892	ENSGALP00000021940
ENSMODP00000015677	ENSGALP00000005151
ENSMODP00000016309	ENSGALP00000021959
ENSMODP00000015409	ENSGALP00000033977
ENSMODP00000005632	ENSGALP00000004465
ENSMODP00000016612	ENSGALP00000000373
ENSMODP00000015640	ENSGALP00000005824
ENSMODP00000028699	ENSGALP00000005037
ENSMODP00000022653	ENSGALP00000024360
ENSMODP00000034988	ENSGALP00000030441
ENSMODP00000006852	ENSGALP00000025249
ENSMODP00000014652	ENSGALP00000006116
ENSMODP00000005200	ENSGALP00000001415
ENSMODP00000012382	ENSGALP00000023454
ENSMODP00000009333	ENSGALP00000019039
ENSMODP00000006099	ENSGALP00000025890
ENSMODP00000014394	ENSGALP00000012388
ENSMODP00000020054	ENSGALP00000015219
ENSMODP00000026379	ENSGALP00000026133
ENSMODP00000016028	ENSGALP00000005490
ENSMODP00000022520	ENSGALP00000023274
ENSMODP00000005505	ENSGALP00000015565
ENSMODP00000021377	ENSGALP00000043315
ENSMODP00000002239	ENSGALP00000013160
ENSMODP00000013619	ENSGALP00000019470
ENSMODP00000034308	ENSGALP00000037829
ENSMODP00000016453	ENSGALP00000018294
ENSMODP00000031376	ENSGALP00000038750
ENSMODP00000004232	ENSGALP00000036335
ENSMODP00000012061	ENSGALP00000025672
ENSMODP00000018127	ENSGALP00000020267
ENSMODP00000034767	ENSGALP00000041880
ENSMODP00000038995	ENSGALP00000043350
ENSMODP00000026856	ENSGALP00000024160
ENSMODP00000008465	ENSGALP00000006590
ENSMODP00000010299	ENSGALP00000027618
ENSMODP00000025503	ENSGALP00000005311
ENSMODP00000016697	ENSGALP00000019676
ENSMODP00000003228	ENSGALP00000003252
ENSMODP00000013481	ENSGALP00000015411
ENSMODP00000004439	ENSGALP00000014230
ENSMODP00000011189	ENSGALP00000037250
ENSMODP00000023832	ENSGALP00000018559
ENSMODP00000003876	ENSGALP00000000908
ENSMODP00000012220	ENSGALP00000006778
ENSMODP00000010190	ENSGALP00000027626
ENSMODP00000040346	ENSGALP00000007347
ENSMODP00000006866	ENSGALP00000025851
ENSMODP00000024492	ENSGALP00000002497
ENSMODP00000015270	ENSGALP00000012291
ENSMODP00000037637	ENSGALP00000017661
ENSMODP00000029110	ENSGALP00000038272
ENSMODP00000003897	ENSGALP00000003250
ENSMODP00000001611	ENSGALP00000015931
ENSMODP00000016636	ENSGALP00000000392
ENSMODP00000008844	ENSGALP00000027920
ENSMODP00000011691	ENSGALP00000024617
ENSMODP00000000462	ENSGALP00000027778
ENSMODP00000013055	ENSGALP00000011879
ENSMODP00000026688	ENSGALP00000017448
ENSMODP00000022837	ENSGALP00000025445
ENSMODP00000012683	ENSGALP00000007788
ENSMODP00000002280	ENSGALP00000001025
ENSMODP00000019492	ENSGALP00000026583
ENSMODP00000008696	ENSGALP00000021472
ENSMODP00000015121	ENSGALP00000041075
ENSMODP00000014833	ENSGALP00000016550
ENSMODP00000019868	ENSGALP00000015370
ENSMODP00000014973	ENSGALP00000016486
ENSMODP00000006958	ENSGALP00000000261
ENSMODP00000015087	ENSGALP00000004539
ENSMODP00000002383	ENSGALP00000043165
ENSMODP00000011539	ENSGALP00000008091
ENSMODP00000012512	ENSGALP00000000696
ENSMODP00000003406	ENSGALP00000024348
ENSMODP00000015442	ENSGALP00000007391
ENSMODP00000015358	ENSGALP00000007133
ENSMODP00000038233	ENSGALP00000042669
ENSMODP00000018300	ENSGALP00000024861
ENSMODP00000009603	ENSGALP00000019744
ENSMODP00000019801	ENSGALP00000006311
ENSMODP00000023975	ENSGALP00000005184
ENSMODP00000004845	ENSGALP00000027121
ENSMODP00000018414	ENSGALP00000041812
ENSMODP00000025827	ENSGALP00000022597
ENSMODP00000007997	ENSGALP00000010125
ENSMODP00000016179	ENSGALP00000019613
ENSMODP00000016865	ENSGALP00000017016
ENSMODP00000026666	ENSGALP00000041458
ENSMODP00000034270	ENSGALP00000012790
ENSMODP00000022090	ENSGALP00000002279
ENSMODP00000012403	ENSGALP00000015560
ENSMODP00000022705	ENSGALP00000024121
ENSMODP00000024008	ENSGALP00000009139
ENSMODP00000037005	ENSGALP00000017539
ENSMODP00000026453	ENSGALP00000009344
ENSMODP00000010891	ENSGALP00000042736
ENSMODP00000005688	ENSGALP00000001617
ENSMODP00000020791	ENSGALP00000018917
ENSMODP00000003252	ENSGALP00000003210
ENSMODP00000018139	ENSGALP00000013151
ENSMODP00000012334	ENSGALP00000014530
ENSMODP00000003689	ENSGALP00000015722
ENSMODP00000005664	ENSGALP00000001528
ENSMODP00000004006	ENSGALP00000008693
ENSMODP00000013136	ENSGALP00000004641
ENSMODP00000014941	ENSGALP00000018203
ENSMODP00000004571	ENSGALP00000025188
ENSMODP00000001079	ENSGALP00000007995
ENSMODP00000002641	ENSGALP00000015448
ENSMODP00000026272	ENSGALP00000025797
ENSMODP00000002630	ENSGALP00000026375
ENSMODP00000026763	ENSGALP00000022445
ENSMODP00000020617	ENSGALP00000016164
ENSMODP00000022500	ENSGALP00000024735
ENSMODP00000013323	ENSGALP00000004984
ENSMODP00000017172	ENSGALP00000042864
ENSMODP00000018826	ENSGALP00000013373
ENSMODP00000021437	ENSGALP00000004671
ENSMODP00000020463	ENSGALP00000013047
ENSMODP00000006418	ENSGALP00000007501
ENSMODP00000005190	ENSGALP00000032597
ENSMODP00000022736	ENSGALP00000024069
ENSMODP00000021942	ENSGALP00000017383
ENSMODP00000010198	ENSGALP00000003205
ENSMODP00000006820	ENSGALP00000002495
ENSMODP00000001419	ENSGALP00000014507
ENSMODP00000022819	ENSGALP00000036479
ENSMODP00000018911	ENSGALP00000008785
ENSMODP00000005281	ENSGALP00000015651
ENSMODP00000019682	ENSGALP00000016742
ENSMODP00000024074	ENSGALP00000005965
ENSMODP00000019178	ENSGALP00000040730
ENSMODP00000039488	ENSGALP00000015971
ENSMODP00000021680	ENSGALP00000013171
ENSMODP00000023285	ENSGALP00000002782
ENSMODP00000004009	ENSGALP00000036845
ENSMODP00000026774	ENSGALP00000022355
ENSMODP00000025272	ENSGALP00000008312
ENSMODP00000011655	ENSGALP00000023047
ENSMODP00000024114	ENSGALP00000043311
ENSMODP00000029373	ENSGALP00000005633
ENSMODP00000024484	ENSGALP00000041799
ENSMODP00000002874	ENSGALP00000003026
ENSMODP00000006665	ENSGALP00000017009
ENSMODP00000014455	ENSGALP00000020647
ENSMODP00000007778	ENSGALP00000027194
ENSMODP00000001344	ENSGALP00000038835
ENSMODP00000025436	ENSGALP00000005868
ENSMODP00000026454	ENSGALP00000009408
ENSMODP00000006310	ENSGALP00000015179
ENSMODP00000027588	ENSGALP00000011524
ENSMODP00000037203	ENSGALP00000026209
ENSMODP00000011048	ENSGALP00000015492
ENSMODP00000023111	ENSGALP00000015620
ENSMODP00000015721	ENSGALP00000030345
ENSMODP00000008523	ENSGALP00000017465
ENSMODP00000016248	ENSGALP00000029109
ENSMODP00000018298	ENSGALP00000012931
ENSMODP00000025801	ENSGALP00000017190
ENSMODP00000003885	ENSGALP00000014362
ENSMODP00000023263	ENSGALP00000003172
ENSMODP00000011727	ENSGALP00000030003
ENSMODP00000004122	ENSGALP00000008387
ENSMODP00000005409	ENSGALP00000041701
ENSMODP00000010111	ENSGALP00000001909
ENSMODP00000019297	ENSGALP00000014543
ENSMODP00000015859	ENSGALP00000016438
ENSMODP00000022479	ENSGALP00000042749
ENSMODP00000015835	ENSGALP00000018029
ENSMODP00000005619	ENSGALP00000027161
ENSMODP00000013528	ENSGALP00000027424
ENSMODP00000006795	ENSGALP00000014141
ENSMODP00000025755	ENSGALP00000022947
ENSMODP00000004349	ENSGALP00000042966
ENSMODP00000003558	ENSGALP00000007621
ENSMODP00000009190	ENSGALP00000015782
ENSMODP00000005075	ENSGALP00000017346
ENSMODP00000018687	ENSGALP00000042512
ENSMODP00000011250	ENSGALP00000013068
ENSMODP00000021629	ENSGALP00000014641
ENSMODP00000012948	ENSGALP00000003222
ENSMODP00000016666	ENSGALP00000016461
ENSMODP00000001091	ENSGALP00000039927
ENSMODP00000027186	ENSGALP00000003474
ENSMODP00000016380	ENSGALP00000005102
ENSMODP00000001601	ENSGALP00000007472
ENSMODP00000002642	ENSGALP00000024611
ENSMODP00000002813	ENSGALP00000020133
ENSMODP00000020219	ENSGALP00000006210
ENSMODP00000000434	ENSGALP00000023184
ENSMODP00000017661	ENSGALP00000021314
ENSMODP00000023200	ENSGALP00000008604
ENSMODP00000000035	ENSGALP00000042576
ENSMODP00000003795	ENSGALP00000011554
ENSMODP00000011597	ENSGALP00000042367
ENSMODP00000020696	ENSGALP00000019438
ENSMODP00000038721	ENSGALP00000012624
ENSMODP00000009098	ENSGALP00000009665
ENSMODP00000011403	ENSGALP00000029464
ENSMODP00000014495	ENSGALP00000020002
ENSMODP00000013408	ENSGALP00000039978
ENSMODP00000015291	ENSGALP00000012920
ENSMODP00000000174	ENSGALP00000013962
ENSMODP00000026627	ENSGALP00000014752
ENSMODP00000015456	ENSGALP00000008813
ENSMODP00000029584	ENSGALP00000024251
ENSMODP00000003906	ENSGALP00000042402
ENSMODP00000009995	ENSGALP00000037490
ENSMODP00000021291	ENSGALP00000043044
ENSMODP00000016972	ENSGALP00000003525
ENSMODP00000007158	ENSGALP00000011853
ENSMODP00000019444	ENSGALP00000003909
ENSMODP00000038862	ENSGALP00000040931
ENSMODP00000014274	ENSGALP00000001521
ENSMODP00000031345	ENSGALP00000038107
ENSMODP00000024835	ENSGALP00000013303
ENSMODP00000021789	ENSGALP00000022684
ENSMODP00000026760	ENSGALP00000022457
ENSMODP00000001350	ENSGALP00000041780
ENSMODP00000015513	ENSGALP00000032872
ENSMODP00000024442	ENSGALP00000023709
ENSMODP00000012364	ENSGALP00000041054
ENSMODP00000038969	ENSGALP00000033117
ENSMODP00000003614	ENSGALP00000041961
ENSMODP00000003730	ENSGALP00000011720
ENSMODP00000010972	ENSGALP00000017951
ENSMODP00000017251	ENSGALP00000023415
ENSMODP00000003011	ENSGALP00000001161
ENSMODP00000018246	ENSGALP00000008152
ENSMODP00000007674	ENSGALP00000036879
ENSMODP00000034165	ENSGALP00000013572
ENSMODP00000040256	ENSGALP00000023149
ENSMODP00000000266	ENSGALP00000016026
ENSMODP00000023251	ENSGALP00000003216
ENSMODP00000003154	ENSGALP00000020581
ENSMODP00000019455	ENSGALP00000026576
ENSMODP00000017556	ENSGALP00000007872
ENSMODP00000003215	ENSGALP00000016422
ENSMODP00000021583	ENSGALP00000026699
ENSMODP00000017804	ENSGALP00000000524
ENSMODP00000014955	ENSGALP00000008003
ENSMODP00000018434	ENSGALP00000026465
ENSMODP00000004134	ENSGALP00000008613
ENSMODP00000021500	ENSGALP00000026670
ENSMODP00000020212	ENSGALP00000042897
ENSMODP00000017401	ENSGALP00000011349
ENSMODP00000009983	ENSGALP00000009528
ENSMODP00000000466	ENSGALP00000023186
ENSMODP00000016728	ENSGALP00000004839
ENSMODP00000014540	ENSGALP00000020641
ENSMODP00000025354	ENSGALP00000023951
ENSMODP00000007748	ENSGALP00000031926
ENSMODP00000034615	ENSGALP00000025680
ENSMODP00000008259	ENSGALP00000009807
ENSMODP00000009044	ENSGALP00000042810
ENSMODP00000013490	ENSGALP00000023989
ENSMODP00000025799	ENSGALP00000017187
ENSMODP00000019921	ENSGALP00000038313
ENSMODP00000002038	ENSGALP00000043282
ENSMODP00000006492	ENSGALP00000017055
ENSMODP00000003938	ENSGALP00000014331
ENSMODP00000024774	ENSGALP00000012938
ENSMODP00000002803	ENSGALP00000030135
ENSMODP00000007167	ENSGALP00000010673
ENSMODP00000000217	ENSGALP00000013917
ENSMODP00000025303	ENSGALP00000025170
ENSMODP00000006811	ENSGALP00000013700
ENSMODP00000026628	ENSGALP00000022311
ENSMODP00000021943	ENSGALP00000017381
ENSMODP00000022318	ENSGALP00000042252
ENSMODP00000011708	ENSGALP00000025393
ENSMODP00000005915	ENSGALP00000015316
ENSMODP00000022614	ENSGALP00000025077
ENSMODP00000019512	ENSGALP00000041193
