ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000017296	ENSDARP00000063332
ENSTGUP00000017296	ENSDARP00000091524
ENSTGUP00000004248	ENSDARP00000058668
ENSTGUP00000006065	ENSDARP00000065337
ENSTGUP00000013597	ENSDARP00000008022
ENSTGUP00000004450	ENSDARP00000103306
ENSTGUP00000012291	ENSDARP00000078444
ENSTGUP00000006296	ENSDARP00000025305
ENSTGUP00000006043	ENSDARP00000117319
ENSTGUP00000009119	ENSDARP00000035286
ENSTGUP00000003669	ENSDARP00000117314
ENSTGUP00000006680	ENSDARP00000032121
ENSTGUP00000012319	ENSDARP00000126028
ENSTGUP00000004947	ENSDARP00000100201
ENSTGUP00000011663	ENSDARP00000128329
ENSTGUP00000006549	ENSDARP00000109261
ENSTGUP00000000555	ENSDARP00000010800
ENSTGUP00000008067	ENSDARP00000027115
ENSTGUP00000010931	ENSDARP00000038215
ENSTGUP00000001795	ENSDARP00000071305
ENSTGUP00000009773	ENSDARP00000072280
ENSTGUP00000012920	ENSDARP00000039986
ENSTGUP00000010517	ENSDARP00000097969
ENSTGUP00000002208	ENSDARP00000072428
ENSTGUP00000008458	ENSDARP00000000952
ENSTGUP00000006199	ENSDARP00000110677
ENSTGUP00000012266	ENSDARP00000081548
ENSTGUP00000010643	ENSDARP00000111674
ENSTGUP00000008579	ENSDARP00000104495
ENSTGUP00000009016	ENSDARP00000110236
ENSTGUP00000009028	ENSDARP00000073520
ENSTGUP00000008975	ENSDARP00000016280
ENSTGUP00000011375	ENSDARP00000107627
ENSTGUP00000006960	ENSDARP00000049098
ENSTGUP00000007594	ENSDARP00000060705
ENSTGUP00000012175	ENSDARP00000072835
ENSTGUP00000009043	ENSDARP00000072745
ENSTGUP00000003383	ENSDARP00000113910
ENSTGUP00000001994	ENSDARP00000051541
ENSTGUP00000008442	ENSDARP00000125000
ENSTGUP00000001251	ENSDARP00000009133
ENSTGUP00000008978	ENSDARP00000062705
ENSTGUP00000017614	ENSDARP00000119212
ENSTGUP00000002997	ENSDARP00000103018
ENSTGUP00000004029	ENSDARP00000124229
ENSTGUP00000002512	ENSDARP00000051054
ENSTGUP00000005628	ENSDARP00000124457
ENSTGUP00000004832	ENSDARP00000107782
ENSTGUP00000007315	ENSDARP00000069232
ENSTGUP00000007315	ENSDARP00000005452
ENSTGUP00000004531	ENSDARP00000118562
ENSTGUP00000004721	ENSDARP00000055527
ENSTGUP00000007640	ENSDARP00000122322
ENSTGUP00000010980	ENSDARP00000112332
ENSTGUP00000003987	ENSDARP00000083675
ENSTGUP00000007266	ENSDARP00000022891
ENSTGUP00000007266	ENSDARP00000098029
ENSTGUP00000010930	ENSDARP00000027942
ENSTGUP00000013964	ENSDARP00000111856
ENSTGUP00000002246	ENSDARP00000084122
ENSTGUP00000005213	ENSDARP00000018811
ENSTGUP00000004799	ENSDARP00000079227
ENSTGUP00000008019	ENSDARP00000016277
ENSTGUP00000006730	ENSDARP00000060254
ENSTGUP00000012136	ENSDARP00000093328
ENSTGUP00000008982	ENSDARP00000067719
ENSTGUP00000002813	ENSDARP00000116117
ENSTGUP00000017703	ENSDARP00000094838
ENSTGUP00000017703	ENSDARP00000003398
ENSTGUP00000006188	ENSDARP00000063823
ENSTGUP00000003755	ENSDARP00000056131
ENSTGUP00000006193	ENSDARP00000006504
ENSTGUP00000013272	ENSDARP00000125093
ENSTGUP00000004416	ENSDARP00000097860
ENSTGUP00000001608	ENSDARP00000100426
ENSTGUP00000003232	ENSDARP00000085842
ENSTGUP00000003232	ENSDARP00000104253
ENSTGUP00000011983	ENSDARP00000048272
ENSTGUP00000005812	ENSDARP00000005117
ENSTGUP00000005812	ENSDARP00000002953
ENSTGUP00000004906	ENSDARP00000110518
ENSTGUP00000003234	ENSDARP00000115456
ENSTGUP00000011363	ENSDARP00000017491
ENSTGUP00000005849	ENSDARP00000065754
ENSTGUP00000006906	ENSDARP00000009932
ENSTGUP00000002723	ENSDARP00000012513
ENSTGUP00000006889	ENSDARP00000086334
ENSTGUP00000005235	ENSDARP00000024931
ENSTGUP00000004822	ENSDARP00000079164
ENSTGUP00000004822	ENSDARP00000106010
ENSTGUP00000007282	ENSDARP00000073957
ENSTGUP00000012531	ENSDARP00000121341
ENSTGUP00000004166	ENSDARP00000078815
ENSTGUP00000010707	ENSDARP00000056187
ENSTGUP00000009218	ENSDARP00000075336
ENSTGUP00000010459	ENSDARP00000012236
ENSTGUP00000012412	ENSDARP00000011002
ENSTGUP00000012173	ENSDARP00000091815
ENSTGUP00000006082	ENSDARP00000079032
ENSTGUP00000001264	ENSDARP00000051091
ENSTGUP00000008831	ENSDARP00000104754
ENSTGUP00000001020	ENSDARP00000008668
ENSTGUP00000001285	ENSDARP00000045503
ENSTGUP00000007024	ENSDARP00000003498
ENSTGUP00000006602	ENSDARP00000065035
ENSTGUP00000018058	ENSDARP00000104084
ENSTGUP00000002718	ENSDARP00000104602
ENSTGUP00000016807	ENSDARP00000075874
ENSTGUP00000013364	ENSDARP00000025996
ENSTGUP00000008059	ENSDARP00000094663
ENSTGUP00000011338	ENSDARP00000023925
ENSTGUP00000009041	ENSDARP00000048255
ENSTGUP00000004605	ENSDARP00000054783
ENSTGUP00000012742	ENSDARP00000025936
ENSTGUP00000000188	ENSDARP00000028398
ENSTGUP00000011642	ENSDARP00000018434
ENSTGUP00000010230	ENSDARP00000030659
ENSTGUP00000009063	ENSDARP00000008898
ENSTGUP00000010010	ENSDARP00000055429
ENSTGUP00000002609	ENSDARP00000030612
ENSTGUP00000006484	ENSDARP00000062365
ENSTGUP00000009319	ENSDARP00000066287
ENSTGUP00000004294	ENSDARP00000100881
ENSTGUP00000016690	ENSDARP00000122028
ENSTGUP00000006974	ENSDARP00000007839
ENSTGUP00000013378	ENSDARP00000027502
ENSTGUP00000002061	ENSDARP00000113321
ENSTGUP00000006033	ENSDARP00000023515
ENSTGUP00000003937	ENSDARP00000098870
ENSTGUP00000008771	ENSDARP00000112137
ENSTGUP00000004711	ENSDARP00000073691
ENSTGUP00000006922	ENSDARP00000097545
ENSTGUP00000016889	ENSDARP00000115988
ENSTGUP00000012098	ENSDARP00000108106
ENSTGUP00000009963	ENSDARP00000098600
ENSTGUP00000017082	ENSDARP00000105827
ENSTGUP00000010353	ENSDARP00000023984
ENSTGUP00000012298	ENSDARP00000125701
ENSTGUP00000000993	ENSDARP00000120399
ENSTGUP00000000993	ENSDARP00000073346
ENSTGUP00000005418	ENSDARP00000124625
ENSTGUP00000006902	ENSDARP00000098507
ENSTGUP00000011131	ENSDARP00000118462
ENSTGUP00000004635	ENSDARP00000032159
ENSTGUP00000008855	ENSDARP00000074317
ENSTGUP00000008886	ENSDARP00000004350
ENSTGUP00000009996	ENSDARP00000056457
ENSTGUP00000007655	ENSDARP00000118390
ENSTGUP00000003807	ENSDARP00000118229
ENSTGUP00000008238	ENSDARP00000053462
ENSTGUP00000000375	ENSDARP00000091811
ENSTGUP00000007366	ENSDARP00000047739
ENSTGUP00000008310	ENSDARP00000008507
ENSTGUP00000010211	ENSDARP00000007903
ENSTGUP00000005349	ENSDARP00000003132
ENSTGUP00000012878	ENSDARP00000121710
ENSTGUP00000006068	ENSDARP00000064572
ENSTGUP00000013687	ENSDARP00000079159
ENSTGUP00000005566	ENSDARP00000084049
ENSTGUP00000013394	ENSDARP00000029689
ENSTGUP00000006617	ENSDARP00000109592
ENSTGUP00000006312	ENSDARP00000117869
ENSTGUP00000005480	ENSDARP00000086283
ENSTGUP00000011538	ENSDARP00000070483
ENSTGUP00000001704	ENSDARP00000030536
ENSTGUP00000006201	ENSDARP00000070510
ENSTGUP00000001982	ENSDARP00000106969
ENSTGUP00000014040	ENSDARP00000065137
ENSTGUP00000007003	ENSDARP00000064155
ENSTGUP00000011651	ENSDARP00000120275
ENSTGUP00000003742	ENSDARP00000124189
ENSTGUP00000003972	ENSDARP00000119003
ENSTGUP00000012040	ENSDARP00000129461
ENSTGUP00000002367	ENSDARP00000062956
ENSTGUP00000007197	ENSDARP00000093287
ENSTGUP00000008987	ENSDARP00000074610
ENSTGUP00000006679	ENSDARP00000083766
ENSTGUP00000007774	ENSDARP00000063577
ENSTGUP00000001535	ENSDARP00000049146
ENSTGUP00000003925	ENSDARP00000122697
ENSTGUP00000014024	ENSDARP00000101599
ENSTGUP00000012069	ENSDARP00000099746
ENSTGUP00000007467	ENSDARP00000062334
ENSTGUP00000012779	ENSDARP00000118377
ENSTGUP00000008052	ENSDARP00000077215
ENSTGUP00000006511	ENSDARP00000107067
ENSTGUP00000006494	ENSDARP00000128473
ENSTGUP00000008869	ENSDARP00000090088
ENSTGUP00000005890	ENSDARP00000129633
ENSTGUP00000008660	ENSDARP00000097730
ENSTGUP00000007805	ENSDARP00000091019
ENSTGUP00000003398	ENSDARP00000007588
ENSTGUP00000013370	ENSDARP00000059344
ENSTGUP00000006824	ENSDARP00000109032
ENSTGUP00000009477	ENSDARP00000126101
ENSTGUP00000005064	ENSDARP00000128440
ENSTGUP00000013998	ENSDARP00000125447
ENSTGUP00000013998	ENSDARP00000101853
ENSTGUP00000004079	ENSDARP00000012019
ENSTGUP00000009945	ENSDARP00000123226
ENSTGUP00000007860	ENSDARP00000111839
ENSTGUP00000001950	ENSDARP00000100377
ENSTGUP00000002303	ENSDARP00000129643
ENSTGUP00000002690	ENSDARP00000118830
ENSTGUP00000011961	ENSDARP00000057506
ENSTGUP00000010093	ENSDARP00000057499
ENSTGUP00000010252	ENSDARP00000066396
ENSTGUP00000010455	ENSDARP00000109194
ENSTGUP00000012525	ENSDARP00000006629
ENSTGUP00000003340	ENSDARP00000011386
ENSTGUP00000004723	ENSDARP00000069565
ENSTGUP00000012453	ENSDARP00000079444
ENSTGUP00000010441	ENSDARP00000087357
ENSTGUP00000002963	ENSDARP00000104318
ENSTGUP00000002963	ENSDARP00000103076
ENSTGUP00000006330	ENSDARP00000032739
ENSTGUP00000003430	ENSDARP00000100232
ENSTGUP00000006701	ENSDARP00000086049
ENSTGUP00000010371	ENSDARP00000124957
ENSTGUP00000010371	ENSDARP00000084458
ENSTGUP00000008913	ENSDARP00000074043
ENSTGUP00000012661	ENSDARP00000128101
ENSTGUP00000013255	ENSDARP00000093542
ENSTGUP00000002189	ENSDARP00000094011
ENSTGUP00000014333	ENSDARP00000061637
ENSTGUP00000009892	ENSDARP00000075478
ENSTGUP00000001552	ENSDARP00000060728
ENSTGUP00000001967	ENSDARP00000070015
ENSTGUP00000013359	ENSDARP00000063737
ENSTGUP00000008198	ENSDARP00000117903
ENSTGUP00000005785	ENSDARP00000116343
ENSTGUP00000007772	ENSDARP00000047623
ENSTGUP00000011535	ENSDARP00000073020
ENSTGUP00000011535	ENSDARP00000108890
ENSTGUP00000002585	ENSDARP00000122445
ENSTGUP00000002585	ENSDARP00000106292
ENSTGUP00000013362	ENSDARP00000078783
ENSTGUP00000013000	ENSDARP00000121956
ENSTGUP00000002815	ENSDARP00000071098
ENSTGUP00000005222	ENSDARP00000045608
ENSTGUP00000010027	ENSDARP00000003222
ENSTGUP00000006823	ENSDARP00000054808
ENSTGUP00000001182	ENSDARP00000098626
ENSTGUP00000013489	ENSDARP00000018076
ENSTGUP00000014896	ENSDARP00000097904
ENSTGUP00000009348	ENSDARP00000129235
ENSTGUP00000003217	ENSDARP00000106221
ENSTGUP00000010904	ENSDARP00000102003
ENSTGUP00000005158	ENSDARP00000051817
ENSTGUP00000012256	ENSDARP00000034808
ENSTGUP00000013852	ENSDARP00000092475
ENSTGUP00000017580	ENSDARP00000098580
ENSTGUP00000016569	ENSDARP00000085270
ENSTGUP00000013606	ENSDARP00000109599
ENSTGUP00000004657	ENSDARP00000081395
ENSTGUP00000002828	ENSDARP00000117074
ENSTGUP00000002828	ENSDARP00000108693
ENSTGUP00000010381	ENSDARP00000027609
ENSTGUP00000013557	ENSDARP00000102907
ENSTGUP00000008649	ENSDARP00000123820
ENSTGUP00000011237	ENSDARP00000127125
ENSTGUP00000013055	ENSDARP00000055540
ENSTGUP00000005063	ENSDARP00000012197
ENSTGUP00000003704	ENSDARP00000072766
ENSTGUP00000011036	ENSDARP00000075468
ENSTGUP00000006996	ENSDARP00000088351
ENSTGUP00000005589	ENSDARP00000070238
ENSTGUP00000018222	ENSDARP00000008366
ENSTGUP00000013401	ENSDARP00000065564
ENSTGUP00000011964	ENSDARP00000123161
ENSTGUP00000003744	ENSDARP00000015326
ENSTGUP00000006127	ENSDARP00000014434
ENSTGUP00000014301	ENSDARP00000058957
ENSTGUP00000008302	ENSDARP00000042495
ENSTGUP00000000627	ENSDARP00000055960
ENSTGUP00000004971	ENSDARP00000085077
ENSTGUP00000013332	ENSDARP00000102884
ENSTGUP00000002614	ENSDARP00000041067
ENSTGUP00000013827	ENSDARP00000102207
ENSTGUP00000001798	ENSDARP00000060634
ENSTGUP00000011896	ENSDARP00000072408
ENSTGUP00000010044	ENSDARP00000129029
ENSTGUP00000005468	ENSDARP00000118338
ENSTGUP00000001420	ENSDARP00000003318
ENSTGUP00000009452	ENSDARP00000096733
ENSTGUP00000007239	ENSDARP00000115556
ENSTGUP00000008523	ENSDARP00000103369
ENSTGUP00000005337	ENSDARP00000106113
ENSTGUP00000010373	ENSDARP00000058627
ENSTGUP00000010373	ENSDARP00000030245
ENSTGUP00000001765	ENSDARP00000076102
ENSTGUP00000009504	ENSDARP00000121321
ENSTGUP00000006758	ENSDARP00000060999
ENSTGUP00000012157	ENSDARP00000050728
ENSTGUP00000010448	ENSDARP00000107263
ENSTGUP00000007493	ENSDARP00000073185
ENSTGUP00000017273	ENSDARP00000067634
ENSTGUP00000000694	ENSDARP00000030934
ENSTGUP00000010325	ENSDARP00000100864
ENSTGUP00000002198	ENSDARP00000066928
ENSTGUP00000005496	ENSDARP00000086268
ENSTGUP00000017696	ENSDARP00000104181
ENSTGUP00000000829	ENSDARP00000070422
ENSTGUP00000006433	ENSDARP00000009188
ENSTGUP00000009214	ENSDARP00000060918
ENSTGUP00000001423	ENSDARP00000027867
ENSTGUP00000013834	ENSDARP00000040239
ENSTGUP00000011825	ENSDARP00000079302
ENSTGUP00000013448	ENSDARP00000128742
ENSTGUP00000012707	ENSDARP00000030566
ENSTGUP00000004617	ENSDARP00000085945
ENSTGUP00000006099	ENSDARP00000055046
ENSTGUP00000007639	ENSDARP00000105177
ENSTGUP00000007639	ENSDARP00000002526
ENSTGUP00000000319	ENSDARP00000106649
ENSTGUP00000003504	ENSDARP00000038472
ENSTGUP00000013060	ENSDARP00000049153
ENSTGUP00000009947	ENSDARP00000065922
ENSTGUP00000002930	ENSDARP00000119180
ENSTGUP00000004953	ENSDARP00000093286
ENSTGUP00000009223	ENSDARP00000107001
ENSTGUP00000013195	ENSDARP00000099471
ENSTGUP00000013390	ENSDARP00000085172
ENSTGUP00000011224	ENSDARP00000100448
ENSTGUP00000008312	ENSDARP00000122503
ENSTGUP00000017219	ENSDARP00000067792
ENSTGUP00000000867	ENSDARP00000034920
ENSTGUP00000002181	ENSDARP00000122898
ENSTGUP00000006380	ENSDARP00000078213
ENSTGUP00000009156	ENSDARP00000106737
ENSTGUP00000013123	ENSDARP00000068620
ENSTGUP00000013231	ENSDARP00000038075
ENSTGUP00000007923	ENSDARP00000128166
ENSTGUP00000014832	ENSDARP00000073018
ENSTGUP00000001517	ENSDARP00000109749
ENSTGUP00000006854	ENSDARP00000112519
ENSTGUP00000010563	ENSDARP00000039403
ENSTGUP00000009091	ENSDARP00000045098
ENSTGUP00000007876	ENSDARP00000095947
ENSTGUP00000009385	ENSDARP00000105996
ENSTGUP00000008750	ENSDARP00000028107
ENSTGUP00000005809	ENSDARP00000056711
ENSTGUP00000015208	ENSDARP00000005720
ENSTGUP00000006088	ENSDARP00000106434
ENSTGUP00000006086	ENSDARP00000091529
ENSTGUP00000010123	ENSDARP00000113326
ENSTGUP00000009347	ENSDARP00000052003
ENSTGUP00000004983	ENSDARP00000050911
ENSTGUP00000005364	ENSDARP00000081585
ENSTGUP00000002280	ENSDARP00000083233
ENSTGUP00000004984	ENSDARP00000073028
ENSTGUP00000003802	ENSDARP00000100427
ENSTGUP00000010420	ENSDARP00000123623
ENSTGUP00000002871	ENSDARP00000064214
ENSTGUP00000013484	ENSDARP00000057154
ENSTGUP00000012427	ENSDARP00000049513
ENSTGUP00000008685	ENSDARP00000102144
ENSTGUP00000001317	ENSDARP00000008091
ENSTGUP00000001532	ENSDARP00000103611
ENSTGUP00000011322	ENSDARP00000027503
ENSTGUP00000009866	ENSDARP00000051643
ENSTGUP00000007021	ENSDARP00000066908
ENSTGUP00000012651	ENSDARP00000107812
ENSTGUP00000010990	ENSDARP00000024411
ENSTGUP00000002029	ENSDARP00000004506
ENSTGUP00000016555	ENSDARP00000035846
ENSTGUP00000008546	ENSDARP00000102639
ENSTGUP00000011203	ENSDARP00000112627
ENSTGUP00000011203	ENSDARP00000111876
ENSTGUP00000011630	ENSDARP00000098935
ENSTGUP00000007241	ENSDARP00000054409
ENSTGUP00000007241	ENSDARP00000116331
ENSTGUP00000000057	ENSDARP00000083038
ENSTGUP00000016554	ENSDARP00000091094
ENSTGUP00000009851	ENSDARP00000073880
ENSTGUP00000000834	ENSDARP00000010246
ENSTGUP00000002250	ENSDARP00000108361
ENSTGUP00000004459	ENSDARP00000083250
ENSTGUP00000002854	ENSDARP00000110474
ENSTGUP00000007006	ENSDARP00000069896
ENSTGUP00000007203	ENSDARP00000087664
ENSTGUP00000004397	ENSDARP00000089064
ENSTGUP00000000697	ENSDARP00000080495
ENSTGUP00000010915	ENSDARP00000060541
ENSTGUP00000006117	ENSDARP00000002079
ENSTGUP00000006049	ENSDARP00000072635
ENSTGUP00000001010	ENSDARP00000050965
ENSTGUP00000013202	ENSDARP00000030673
ENSTGUP00000012391	ENSDARP00000016007
ENSTGUP00000011267	ENSDARP00000042258
ENSTGUP00000011798	ENSDARP00000128600
ENSTGUP00000011798	ENSDARP00000111708
ENSTGUP00000004388	ENSDARP00000096405
ENSTGUP00000004815	ENSDARP00000077473
ENSTGUP00000012044	ENSDARP00000067733
ENSTGUP00000005154	ENSDARP00000021759
ENSTGUP00000011499	ENSDARP00000124014
ENSTGUP00000013400	ENSDARP00000024965
ENSTGUP00000004098	ENSDARP00000050069
ENSTGUP00000007007	ENSDARP00000039535
ENSTGUP00000005732	ENSDARP00000084286
ENSTGUP00000012802	ENSDARP00000094043
ENSTGUP00000002262	ENSDARP00000077232
ENSTGUP00000006833	ENSDARP00000106052
ENSTGUP00000003343	ENSDARP00000067487
ENSTGUP00000009046	ENSDARP00000126890
ENSTGUP00000008319	ENSDARP00000021861
ENSTGUP00000012371	ENSDARP00000119188
ENSTGUP00000006386	ENSDARP00000087721
ENSTGUP00000003267	ENSDARP00000055779
ENSTGUP00000001829	ENSDARP00000020885
ENSTGUP00000007718	ENSDARP00000095170
ENSTGUP00000013376	ENSDARP00000059340
ENSTGUP00000006890	ENSDARP00000022890
ENSTGUP00000007652	ENSDARP00000051613
ENSTGUP00000015832	ENSDARP00000078255
ENSTGUP00000013769	ENSDARP00000074936
ENSTGUP00000013280	ENSDARP00000022822
ENSTGUP00000013280	ENSDARP00000109406
ENSTGUP00000012930	ENSDARP00000030264
ENSTGUP00000002792	ENSDARP00000055227
ENSTGUP00000007608	ENSDARP00000019792
ENSTGUP00000006869	ENSDARP00000102293
ENSTGUP00000012654	ENSDARP00000031743
ENSTGUP00000002914	ENSDARP00000057885
ENSTGUP00000005945	ENSDARP00000111344
ENSTGUP00000006066	ENSDARP00000122559
ENSTGUP00000005175	ENSDARP00000046933
ENSTGUP00000009051	ENSDARP00000119955
ENSTGUP00000006061	ENSDARP00000058954
ENSTGUP00000002356	ENSDARP00000110830
ENSTGUP00000011620	ENSDARP00000032298
ENSTGUP00000017709	ENSDARP00000105602
ENSTGUP00000017709	ENSDARP00000087815
ENSTGUP00000005075	ENSDARP00000109011
ENSTGUP00000004847	ENSDARP00000124376
ENSTGUP00000001522	ENSDARP00000051711
ENSTGUP00000006222	ENSDARP00000110484
ENSTGUP00000013175	ENSDARP00000120051
ENSTGUP00000012894	ENSDARP00000062066
ENSTGUP00000012262	ENSDARP00000016818
ENSTGUP00000012369	ENSDARP00000013291
ENSTGUP00000010859	ENSDARP00000105334
ENSTGUP00000009877	ENSDARP00000075595
ENSTGUP00000013803	ENSDARP00000096716
ENSTGUP00000011333	ENSDARP00000088891
ENSTGUP00000006322	ENSDARP00000009993
ENSTGUP00000008697	ENSDARP00000123077
ENSTGUP00000015784	ENSDARP00000016467
ENSTGUP00000012149	ENSDARP00000061837
ENSTGUP00000010693	ENSDARP00000102614
ENSTGUP00000006623	ENSDARP00000103460
ENSTGUP00000002589	ENSDARP00000013539
ENSTGUP00000011840	ENSDARP00000011145
ENSTGUP00000015574	ENSDARP00000006089
ENSTGUP00000012889	ENSDARP00000067907
ENSTGUP00000012889	ENSDARP00000118045
ENSTGUP00000012394	ENSDARP00000103048
ENSTGUP00000003912	ENSDARP00000102984
ENSTGUP00000005146	ENSDARP00000017218
ENSTGUP00000012986	ENSDARP00000106327
ENSTGUP00000001405	ENSDARP00000104113
ENSTGUP00000006610	ENSDARP00000117810
ENSTGUP00000008800	ENSDARP00000077520
ENSTGUP00000005078	ENSDARP00000024129
ENSTGUP00000012269	ENSDARP00000100004
ENSTGUP00000001347	ENSDARP00000048632
ENSTGUP00000015164	ENSDARP00000016138
ENSTGUP00000007662	ENSDARP00000096598
ENSTGUP00000008034	ENSDARP00000127524
ENSTGUP00000007636	ENSDARP00000084624
ENSTGUP00000012831	ENSDARP00000095554
ENSTGUP00000016891	ENSDARP00000108187
ENSTGUP00000016891	ENSDARP00000094963
ENSTGUP00000011105	ENSDARP00000094129
ENSTGUP00000005269	ENSDARP00000054264
ENSTGUP00000003286	ENSDARP00000101576
ENSTGUP00000008811	ENSDARP00000034658
ENSTGUP00000003954	ENSDARP00000110023
ENSTGUP00000011247	ENSDARP00000094367
ENSTGUP00000012398	ENSDARP00000064541
ENSTGUP00000007098	ENSDARP00000123219
ENSTGUP00000003777	ENSDARP00000058146
ENSTGUP00000014042	ENSDARP00000018592
ENSTGUP00000013375	ENSDARP00000080424
ENSTGUP00000004756	ENSDARP00000037865
ENSTGUP00000017316	ENSDARP00000037018
ENSTGUP00000004578	ENSDARP00000061298
ENSTGUP00000007153	ENSDARP00000088695
ENSTGUP00000008862	ENSDARP00000052367
ENSTGUP00000006884	ENSDARP00000111281
ENSTGUP00000003870	ENSDARP00000100606
ENSTGUP00000011432	ENSDARP00000036723
ENSTGUP00000016254	ENSDARP00000098056
ENSTGUP00000016254	ENSDARP00000109955
ENSTGUP00000000756	ENSDARP00000078525
ENSTGUP00000006028	ENSDARP00000122139
ENSTGUP00000007938	ENSDARP00000122210
ENSTGUP00000001603	ENSDARP00000114886
ENSTGUP00000000708	ENSDARP00000103947
ENSTGUP00000005629	ENSDARP00000095703
ENSTGUP00000004540	ENSDARP00000089274
ENSTGUP00000007588	ENSDARP00000122569
ENSTGUP00000013737	ENSDARP00000106348
ENSTGUP00000008237	ENSDARP00000108092
ENSTGUP00000017588	ENSDARP00000061728
ENSTGUP00000004954	ENSDARP00000015880
ENSTGUP00000009332	ENSDARP00000026471
ENSTGUP00000004601	ENSDARP00000107781
ENSTGUP00000001769	ENSDARP00000069090
ENSTGUP00000001769	ENSDARP00000059306
ENSTGUP00000006843	ENSDARP00000097776
ENSTGUP00000017401	ENSDARP00000014981
ENSTGUP00000013886	ENSDARP00000051918
ENSTGUP00000001445	ENSDARP00000107314
ENSTGUP00000006780	ENSDARP00000119567
ENSTGUP00000013139	ENSDARP00000126325
ENSTGUP00000009715	ENSDARP00000085142
ENSTGUP00000012765	ENSDARP00000107830
ENSTGUP00000009954	ENSDARP00000054441
ENSTGUP00000002128	ENSDARP00000101586
ENSTGUP00000008325	ENSDARP00000076524
ENSTGUP00000008962	ENSDARP00000075497
ENSTGUP00000001369	ENSDARP00000121623
ENSTGUP00000000725	ENSDARP00000108572
ENSTGUP00000014680	ENSDARP00000118646
ENSTGUP00000002428	ENSDARP00000122786
ENSTGUP00000002428	ENSDARP00000041288
ENSTGUP00000017162	ENSDARP00000109245
ENSTGUP00000001106	ENSDARP00000050982
ENSTGUP00000013173	ENSDARP00000049683
ENSTGUP00000006754	ENSDARP00000069243
ENSTGUP00000003330	ENSDARP00000092403
ENSTGUP00000002693	ENSDARP00000022692
ENSTGUP00000001018	ENSDARP00000112051
ENSTGUP00000005773	ENSDARP00000057998
ENSTGUP00000013199	ENSDARP00000049398
ENSTGUP00000005564	ENSDARP00000123743
ENSTGUP00000003012	ENSDARP00000082953
ENSTGUP00000007554	ENSDARP00000076931
ENSTGUP00000005264	ENSDARP00000100769
ENSTGUP00000009345	ENSDARP00000111802
ENSTGUP00000008065	ENSDARP00000119374
ENSTGUP00000002373	ENSDARP00000040064
ENSTGUP00000003525	ENSDARP00000125007
ENSTGUP00000004180	ENSDARP00000095278
ENSTGUP00000009129	ENSDARP00000011636
ENSTGUP00000017539	ENSDARP00000109602
ENSTGUP00000007873	ENSDARP00000118186
ENSTGUP00000008106	ENSDARP00000089209
ENSTGUP00000006125	ENSDARP00000104190
ENSTGUP00000004966	ENSDARP00000081630
ENSTGUP00000009550	ENSDARP00000103522
ENSTGUP00000004543	ENSDARP00000023878
ENSTGUP00000006297	ENSDARP00000124654
ENSTGUP00000008260	ENSDARP00000059892
ENSTGUP00000004886	ENSDARP00000115385
ENSTGUP00000013052	ENSDARP00000072515
ENSTGUP00000012807	ENSDARP00000097916
ENSTGUP00000003618	ENSDARP00000066423
ENSTGUP00000017567	ENSDARP00000060627
ENSTGUP00000011089	ENSDARP00000002470
ENSTGUP00000010460	ENSDARP00000111311
ENSTGUP00000010928	ENSDARP00000018028
ENSTGUP00000010029	ENSDARP00000035419
ENSTGUP00000004324	ENSDARP00000002223
ENSTGUP00000000523	ENSDARP00000007006
ENSTGUP00000001844	ENSDARP00000013599
ENSTGUP00000006997	ENSDARP00000064974
ENSTGUP00000003531	ENSDARP00000114962
ENSTGUP00000006005	ENSDARP00000107366
ENSTGUP00000003372	ENSDARP00000092910
ENSTGUP00000011858	ENSDARP00000055931
ENSTGUP00000009916	ENSDARP00000099279
ENSTGUP00000002156	ENSDARP00000082563
ENSTGUP00000013752	ENSDARP00000102008
ENSTGUP00000012541	ENSDARP00000114411
ENSTGUP00000008371	ENSDARP00000013936
ENSTGUP00000012113	ENSDARP00000094210
ENSTGUP00000006616	ENSDARP00000077775
ENSTGUP00000008058	ENSDARP00000100716
ENSTGUP00000004774	ENSDARP00000044149
ENSTGUP00000011410	ENSDARP00000119850
ENSTGUP00000005609	ENSDARP00000111825
ENSTGUP00000000148	ENSDARP00000079599
ENSTGUP00000005730	ENSDARP00000038815
ENSTGUP00000002768	ENSDARP00000062735
ENSTGUP00000013091	ENSDARP00000057564
ENSTGUP00000012684	ENSDARP00000101596
ENSTGUP00000002442	ENSDARP00000097166
ENSTGUP00000012900	ENSDARP00000103441
ENSTGUP00000004717	ENSDARP00000058970
ENSTGUP00000008109	ENSDARP00000036490
ENSTGUP00000000538	ENSDARP00000108129
ENSTGUP00000013704	ENSDARP00000104805
ENSTGUP00000004808	ENSDARP00000048002
ENSTGUP00000011619	ENSDARP00000081675
ENSTGUP00000013396	ENSDARP00000086151
ENSTGUP00000013413	ENSDARP00000021046
ENSTGUP00000008167	ENSDARP00000100805
ENSTGUP00000009268	ENSDARP00000126616
ENSTGUP00000008393	ENSDARP00000037794
ENSTGUP00000008332	ENSDARP00000062271
ENSTGUP00000012347	ENSDARP00000106355
ENSTGUP00000007740	ENSDARP00000112114
ENSTGUP00000000258	ENSDARP00000020574
ENSTGUP00000012667	ENSDARP00000115566
