ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000034326	ENSMODP00000005811
ENSMUSP00000028624	ENSMODP00000021997
ENSMUSP00000031344	ENSMODP00000015575
ENSMUSP00000134615	ENSMODP00000004765
ENSMUSP00000011398	ENSMODP00000010352
ENSMUSP00000002844	ENSMODP00000023698
ENSMUSP00000020997	ENSMODP00000017820
ENSMUSP00000052172	ENSMODP00000024337
ENSMUSP00000027866	ENSMODP00000003660
ENSMUSP00000130360	ENSMODP00000040218
ENSMUSP00000017290	ENSMODP00000018933
ENSMUSP00000048742	ENSMODP00000021757
ENSMUSP00000025751	ENSMODP00000004969
ENSMUSP00000025547	ENSMODP00000040369
ENSMUSP00000093325	ENSMODP00000004243
ENSMUSP00000034375	ENSMODP00000006529
ENSMUSP00000034623	ENSMODP00000016676
ENSMUSP00000124943	ENSMODP00000023422
ENSMUSP00000034226	ENSMODP00000029832
ENSMUSP00000049342	ENSMODP00000004926
ENSMUSP00000063398	ENSMODP00000011173
ENSMUSP00000078383	ENSMODP00000015334
ENSMUSP00000034206	ENSMODP00000016740
ENSMUSP00000000304	ENSMODP00000022080
ENSMUSP00000044714	ENSMODP00000022531
ENSMUSP00000104361	ENSMODP00000017549
ENSMUSP00000099565	ENSMODP00000019823
ENSMUSP00000027103	ENSMODP00000019964
ENSMUSP00000026888	ENSMODP00000035095
ENSMUSP00000028157	ENSMODP00000015791
ENSMUSP00000088456	ENSMODP00000021239
ENSMUSP00000029759	ENSMODP00000023658
ENSMUSP00000048201	ENSMODP00000006838
ENSMUSP00000029938	ENSMODP00000015544
ENSMUSP00000118956	ENSMODP00000010068
ENSMUSP00000030311	ENSMODP00000005224
ENSMUSP00000022310	ENSMODP00000018709
ENSMUSP00000042882	ENSMODP00000012561
ENSMUSP00000107364	ENSMODP00000009566
ENSMUSP00000022585	ENSMODP00000018670
ENSMUSP00000130264	ENSMODP00000019000
ENSMUSP00000027401	ENSMODP00000019070
ENSMUSP00000022875	ENSMODP00000003607
ENSMUSP00000059102	ENSMODP00000031186
ENSMUSP00000001485	ENSMODP00000015614
ENSMUSP00000026827	ENSMODP00000020853
ENSMUSP00000051433	ENSMODP00000018025
ENSMUSP00000018184	ENSMODP00000008570
ENSMUSP00000041820	ENSMODP00000004261
ENSMUSP00000078632	ENSMODP00000015315
ENSMUSP00000107498	ENSMODP00000014065
ENSMUSP00000068610	ENSMODP00000002014
ENSMUSP00000086582	ENSMODP00000020720
ENSMUSP00000042151	ENSMODP00000018902
ENSMUSP00000105847	ENSMODP00000019155
ENSMUSP00000095584	ENSMODP00000027050
ENSMUSP00000035154	ENSMODP00000014011
ENSMUSP00000033163	ENSMODP00000009655
ENSMUSP00000034964	ENSMODP00000012155
ENSMUSP00000124428	ENSMODP00000014009
ENSMUSP00000053206	ENSMODP00000013091
ENSMUSP00000081567	ENSMODP00000010735
ENSMUSP00000035245	ENSMODP00000016667
ENSMUSP00000044937	ENSMODP00000005808
ENSMUSP00000106420	ENSMODP00000000120
ENSMUSP00000083844	ENSMODP00000019410
ENSMUSP00000006632	ENSMODP00000010151
ENSMUSP00000029542	ENSMODP00000021663
ENSMUSP00000035325	ENSMODP00000006256
ENSMUSP00000026866	ENSMODP00000025963
ENSMUSP00000021183	ENSMODP00000024095
ENSMUSP00000056805	ENSMODP00000008525
ENSMUSP00000050783	ENSMODP00000023609
ENSMUSP00000052546	ENSMODP00000033007
ENSMUSP00000092672	ENSMODP00000023189
ENSMUSP00000119565	ENSMODP00000000558
ENSMUSP00000136717	ENSMODP00000000493
ENSMUSP00000093980	ENSMODP00000040913
ENSMUSP00000010278	ENSMODP00000001649
ENSMUSP00000128888	ENSMODP00000024311
ENSMUSP00000048450	ENSMODP00000010490
ENSMUSP00000024873	ENSMODP00000019306
ENSMUSP00000065511	ENSMODP00000030128
ENSMUSP00000092548	ENSMODP00000010126
ENSMUSP00000016034	ENSMODP00000010016
ENSMUSP00000029386	ENSMODP00000002450
ENSMUSP00000110250	ENSMODP00000019556
ENSMUSP00000110128	ENSMODP00000014319
ENSMUSP00000048204	ENSMODP00000002187
ENSMUSP00000058599	ENSMODP00000024017
ENSMUSP00000136768	ENSMODP00000012164
ENSMUSP00000055934	ENSMODP00000009510
ENSMUSP00000018877	ENSMODP00000023873
ENSMUSP00000035230	ENSMODP00000016231
ENSMUSP00000027444	ENSMODP00000003018
ENSMUSP00000045217	ENSMODP00000004236
ENSMUSP00000027876	ENSMODP00000036544
ENSMUSP00000031091	ENSMODP00000003538
ENSMUSP00000072382	ENSMODP00000013131
ENSMUSP00000036093	ENSMODP00000000574
ENSMUSP00000029179	ENSMODP00000000254
ENSMUSP00000006061	ENSMODP00000013425
ENSMUSP00000020756	ENSMODP00000002420
ENSMUSP00000070018	ENSMODP00000006926
ENSMUSP00000006217	ENSMODP00000015369
ENSMUSP00000029256	ENSMODP00000035015
ENSMUSP00000048001	ENSMODP00000003809
ENSMUSP00000036253	ENSMODP00000004361
ENSMUSP00000033000	ENSMODP00000019307
ENSMUSP00000078050	ENSMODP00000008962
ENSMUSP00000029911	ENSMODP00000022583
ENSMUSP00000025930	ENSMODP00000035727
ENSMUSP00000000608	ENSMODP00000011554
ENSMUSP00000055656	ENSMODP00000005940
ENSMUSP00000026227	ENSMODP00000014995
ENSMUSP00000004507	ENSMODP00000020155
ENSMUSP00000090510	ENSMODP00000003075
ENSMUSP00000045126	ENSMODP00000001494
ENSMUSP00000116627	ENSMODP00000009967
ENSMUSP00000004343	ENSMODP00000006578
ENSMUSP00000002099	ENSMODP00000016807
ENSMUSP00000028470	ENSMODP00000025119
ENSMUSP00000025675	ENSMODP00000010981
ENSMUSP00000051177	ENSMODP00000019210
ENSMUSP00000110872	ENSMODP00000021478
ENSMUSP00000115419	ENSMODP00000025319
ENSMUSP00000083057	ENSMODP00000034687
ENSMUSP00000097144	ENSMODP00000034953
ENSMUSP00000080643	ENSMODP00000006943
ENSMUSP00000125257	ENSMODP00000001270
ENSMUSP00000053325	ENSMODP00000019528
ENSMUSP00000059320	ENSMODP00000019840
ENSMUSP00000034406	ENSMODP00000000265
ENSMUSP00000115011	ENSMODP00000017224
ENSMUSP00000016901	ENSMODP00000008407
ENSMUSP00000090882	ENSMODP00000008793
ENSMUSP00000026625	ENSMODP00000009624
ENSMUSP00000069840	ENSMODP00000010547
ENSMUSP00000041650	ENSMODP00000038004
ENSMUSP00000059159	ENSMODP00000015855
ENSMUSP00000010201	ENSMODP00000015147
ENSMUSP00000029047	ENSMODP00000007683
ENSMUSP00000106329	ENSMODP00000022281
ENSMUSP00000075609	ENSMODP00000018362
ENSMUSP00000024957	ENSMODP00000001155
ENSMUSP00000119049	ENSMODP00000025964
ENSMUSP00000064622	ENSMODP00000002416
ENSMUSP00000031262	ENSMODP00000024096
ENSMUSP00000113343	ENSMODP00000023770
ENSMUSP00000048595	ENSMODP00000034720
ENSMUSP00000099325	ENSMODP00000008841
ENSMUSP00000104703	ENSMODP00000020717
ENSMUSP00000033934	ENSMODP00000012964
ENSMUSP00000128382	ENSMODP00000026686
ENSMUSP00000087478	ENSMODP00000013705
ENSMUSP00000132287	ENSMODP00000023717
ENSMUSP00000059494	ENSMODP00000001706
ENSMUSP00000036119	ENSMODP00000005581
ENSMUSP00000092009	ENSMODP00000005406
ENSMUSP00000049156	ENSMODP00000004660
ENSMUSP00000032877	ENSMODP00000005568
ENSMUSP00000028900	ENSMODP00000006601
ENSMUSP00000125492	ENSMODP00000022734
ENSMUSP00000068004	ENSMODP00000017064
ENSMUSP00000106999	ENSMODP00000020836
ENSMUSP00000036971	ENSMODP00000005543
ENSMUSP00000054367	ENSMODP00000013904
ENSMUSP00000029909	ENSMODP00000022586
ENSMUSP00000022227	ENSMODP00000024506
ENSMUSP00000071788	ENSMODP00000010034
ENSMUSP00000036265	ENSMODP00000018825
ENSMUSP00000028911	ENSMODP00000006860
ENSMUSP00000087208	ENSMODP00000003138
ENSMUSP00000034234	ENSMODP00000016927
ENSMUSP00000114844	ENSMODP00000009382
ENSMUSP00000043355	ENSMODP00000020910
ENSMUSP00000022518	ENSMODP00000010211
ENSMUSP00000009102	ENSMODP00000023515
ENSMUSP00000002845	ENSMODP00000023712
ENSMUSP00000043519	ENSMODP00000015170
ENSMUSP00000007559	ENSMODP00000013409
ENSMUSP00000070821	ENSMODP00000018981
ENSMUSP00000003906	ENSMODP00000014404
ENSMUSP00000043896	ENSMODP00000021079
ENSMUSP00000019861	ENSMODP00000023333
ENSMUSP00000013737	ENSMODP00000006337
ENSMUSP00000067830	ENSMODP00000003143
ENSMUSP00000019517	ENSMODP00000005842
ENSMUSP00000108429	ENSMODP00000003759
ENSMUSP00000021416	ENSMODP00000015886
ENSMUSP00000099654	ENSMODP00000024826
ENSMUSP00000095149	ENSMODP00000026764
ENSMUSP00000032841	ENSMODP00000024441
ENSMUSP00000137597	ENSMODP00000022654
ENSMUSP00000086988	ENSMODP00000006764
ENSMUSP00000099383	ENSMODP00000017104
ENSMUSP00000031740	ENSMODP00000005491
ENSMUSP00000034929	ENSMODP00000013893
ENSMUSP00000024486	ENSMODP00000038756
ENSMUSP00000114504	ENSMODP00000009176
ENSMUSP00000022577	ENSMODP00000018717
ENSMUSP00000029105	ENSMODP00000021225
ENSMUSP00000035506	ENSMODP00000019208
ENSMUSP00000029842	ENSMODP00000000353
ENSMUSP00000139026	ENSMODP00000010122
ENSMUSP00000033282	ENSMODP00000013098
ENSMUSP00000067701	ENSMODP00000013042
ENSMUSP00000045792	ENSMODP00000001264
ENSMUSP00000049759	ENSMODP00000019021
ENSMUSP00000065198	ENSMODP00000018242
ENSMUSP00000030313	ENSMODP00000005082
ENSMUSP00000070834	ENSMODP00000026182
ENSMUSP00000108771	ENSMODP00000005951
ENSMUSP00000028592	ENSMODP00000012102
ENSMUSP00000093406	ENSMODP00000021971
ENSMUSP00000048482	ENSMODP00000036213
ENSMUSP00000092409	ENSMODP00000011162
ENSMUSP00000059471	ENSMODP00000009864
ENSMUSP00000051206	ENSMODP00000017475
ENSMUSP00000022462	ENSMODP00000018239
ENSMUSP00000099758	ENSMODP00000005813
ENSMUSP00000103768	ENSMODP00000022839
ENSMUSP00000046558	ENSMODP00000003102
ENSMUSP00000036915	ENSMODP00000000235
ENSMUSP00000073060	ENSMODP00000020182
ENSMUSP00000017443	ENSMODP00000029804
ENSMUSP00000069078	ENSMODP00000011242
ENSMUSP00000001611	ENSMODP00000006379
ENSMUSP00000120840	ENSMODP00000001615
ENSMUSP00000138581	ENSMODP00000022344
ENSMUSP00000071719	ENSMODP00000003477
ENSMUSP00000025101	ENSMODP00000000655
ENSMUSP00000012580	ENSMODP00000026572
ENSMUSP00000110011	ENSMODP00000002778
ENSMUSP00000029092	ENSMODP00000029192
ENSMUSP00000112121	ENSMODP00000010778
ENSMUSP00000051216	ENSMODP00000017119
ENSMUSP00000082374	ENSMODP00000011348
ENSMUSP00000024972	ENSMODP00000020110
ENSMUSP00000027623	ENSMODP00000000168
ENSMUSP00000059166	ENSMODP00000013053
ENSMUSP00000016115	ENSMODP00000015654
ENSMUSP00000021832	ENSMODP00000034744
ENSMUSP00000008094	ENSMODP00000018850
ENSMUSP00000081889	ENSMODP00000006653
ENSMUSP00000110822	ENSMODP00000023007
ENSMUSP00000134576	ENSMODP00000000421
ENSMUSP00000017622	ENSMODP00000005238
ENSMUSP00000015333	ENSMODP00000020884
ENSMUSP00000072800	ENSMODP00000012487
ENSMUSP00000131842	ENSMODP00000010693
ENSMUSP00000129738	ENSMODP00000004023
ENSMUSP00000070504	ENSMODP00000018341
ENSMUSP00000046517	ENSMODP00000017085
ENSMUSP00000125874	ENSMODP00000022817
ENSMUSP00000091312	ENSMODP00000023171
ENSMUSP00000043790	ENSMODP00000018438
ENSMUSP00000134781	ENSMODP00000010181
ENSMUSP00000043143	ENSMODP00000004201
ENSMUSP00000116575	ENSMODP00000011990
ENSMUSP00000114906	ENSMODP00000000692
ENSMUSP00000036482	ENSMODP00000001877
ENSMUSP00000138112	ENSMODP00000000026
ENSMUSP00000125288	ENSMODP00000002362
ENSMUSP00000038938	ENSMODP00000015031
ENSMUSP00000108517	ENSMODP00000037993
ENSMUSP00000030536	ENSMODP00000019920
ENSMUSP00000061835	ENSMODP00000026263
ENSMUSP00000033198	ENSMODP00000008997
ENSMUSP00000103762	ENSMODP00000005328
ENSMUSP00000063450	ENSMODP00000000681
ENSMUSP00000032887	ENSMODP00000007641
ENSMUSP00000022998	ENSMODP00000002795
ENSMUSP00000115882	ENSMODP00000000968
ENSMUSP00000106968	ENSMODP00000006187
ENSMUSP00000038872	ENSMODP00000006638
ENSMUSP00000043325	ENSMODP00000004804
ENSMUSP00000088725	ENSMODP00000015175
ENSMUSP00000034392	ENSMODP00000003385
ENSMUSP00000045437	ENSMODP00000016811
ENSMUSP00000032410	ENSMODP00000006312
ENSMUSP00000117009	ENSMODP00000012474
ENSMUSP00000045925	ENSMODP00000015527
ENSMUSP00000030980	ENSMODP00000003856
ENSMUSP00000107939	ENSMODP00000009634
ENSMUSP00000037484	ENSMODP00000019650
ENSMUSP00000042009	ENSMODP00000023331
ENSMUSP00000038367	ENSMODP00000020053
ENSMUSP00000024725	ENSMODP00000018495
ENSMUSP00000043390	ENSMODP00000007671
ENSMUSP00000062279	ENSMODP00000021796
ENSMUSP00000050647	ENSMODP00000017998
ENSMUSP00000023630	ENSMODP00000026241
ENSMUSP00000038387	ENSMODP00000005283
ENSMUSP00000035196	ENSMODP00000015017
ENSMUSP00000099482	ENSMODP00000006769
ENSMUSP00000120816	ENSMODP00000016682
ENSMUSP00000001559	ENSMODP00000022884
ENSMUSP00000062217	ENSMODP00000012846
ENSMUSP00000045948	ENSMODP00000025897
ENSMUSP00000030675	ENSMODP00000022207
ENSMUSP00000043040	ENSMODP00000003575
ENSMUSP00000127662	ENSMODP00000002914
ENSMUSP00000023913	ENSMODP00000026229
ENSMUSP00000109109	ENSMODP00000030355
ENSMUSP00000100771	ENSMODP00000029340
ENSMUSP00000017384	ENSMODP00000016323
ENSMUSP00000026387	ENSMODP00000008239
ENSMUSP00000038211	ENSMODP00000007749
ENSMUSP00000120658	ENSMODP00000008279
ENSMUSP00000027846	ENSMODP00000001989
ENSMUSP00000043439	ENSMODP00000005453
ENSMUSP00000046033	ENSMODP00000000585
ENSMUSP00000104496	ENSMODP00000004549
ENSMUSP00000108526	ENSMODP00000020071
ENSMUSP00000099515	ENSMODP00000028836
ENSMUSP00000040347	ENSMODP00000004640
ENSMUSP00000129441	ENSMODP00000002326
ENSMUSP00000047761	ENSMODP00000014519
ENSMUSP00000070109	ENSMODP00000019475
ENSMUSP00000066960	ENSMODP00000025420
ENSMUSP00000023019	ENSMODP00000009222
ENSMUSP00000132688	ENSMODP00000019141
ENSMUSP00000056485	ENSMODP00000028315
ENSMUSP00000093255	ENSMODP00000034591
ENSMUSP00000033933	ENSMODP00000023729
ENSMUSP00000034896	ENSMODP00000023125
ENSMUSP00000095783	ENSMODP00000022796
ENSMUSP00000048319	ENSMODP00000022824
ENSMUSP00000020493	ENSMODP00000024520
ENSMUSP00000047700	ENSMODP00000011336
ENSMUSP00000074025	ENSMODP00000002329
ENSMUSP00000087636	ENSMODP00000000264
ENSMUSP00000027257	ENSMODP00000001609
ENSMUSP00000103845	ENSMODP00000026622
ENSMUSP00000054210	ENSMODP00000010768
ENSMUSP00000103068	ENSMODP00000005411
ENSMUSP00000048826	ENSMODP00000000606
ENSMUSP00000039853	ENSMODP00000005314
ENSMUSP00000024946	ENSMODP00000019830
ENSMUSP00000095572	ENSMODP00000001660
ENSMUSP00000050854	ENSMODP00000000593
ENSMUSP00000031345	ENSMODP00000023964
ENSMUSP00000028251	ENSMODP00000024562
ENSMUSP00000026823	ENSMODP00000020829
ENSMUSP00000136163	ENSMODP00000019091
ENSMUSP00000024736	ENSMODP00000032516
ENSMUSP00000046536	ENSMODP00000009629
ENSMUSP00000072018	ENSMODP00000012475
ENSMUSP00000087997	ENSMODP00000019028
ENSMUSP00000052641	ENSMODP00000036080
ENSMUSP00000062887	ENSMODP00000004842
ENSMUSP00000021313	ENSMODP00000014067
ENSMUSP00000027970	ENSMODP00000001147
ENSMUSP00000043662	ENSMODP00000002604
ENSMUSP00000019932	ENSMODP00000022471
ENSMUSP00000003946	ENSMODP00000003245
ENSMUSP00000126772	ENSMODP00000001558
ENSMUSP00000032824	ENSMODP00000017149
ENSMUSP00000054994	ENSMODP00000001686
ENSMUSP00000109236	ENSMODP00000010167
ENSMUSP00000028835	ENSMODP00000004754
ENSMUSP00000022345	ENSMODP00000000193
ENSMUSP00000069017	ENSMODP00000017703
ENSMUSP00000001460	ENSMODP00000018972
ENSMUSP00000027357	ENSMODP00000019224
ENSMUSP00000023365	ENSMODP00000006067
ENSMUSP00000027338	ENSMODP00000023166
ENSMUSP00000022586	ENSMODP00000018659
ENSMUSP00000032920	ENSMODP00000019651
ENSMUSP00000001757	ENSMODP00000012562
ENSMUSP00000031588	ENSMODP00000024148
ENSMUSP00000048042	ENSMODP00000015240
ENSMUSP00000066679	ENSMODP00000010421
ENSMUSP00000083341	ENSMODP00000006103
ENSMUSP00000018516	ENSMODP00000004629
ENSMUSP00000022528	ENSMODP00000011101
ENSMUSP00000031678	ENSMODP00000019338
ENSMUSP00000057905	ENSMODP00000014241
ENSMUSP00000018803	ENSMODP00000015581
ENSMUSP00000019862	ENSMODP00000040852
ENSMUSP00000076090	ENSMODP00000018381
ENSMUSP00000033173	ENSMODP00000009632
ENSMUSP00000061899	ENSMODP00000032379
ENSMUSP00000099710	ENSMODP00000013613
ENSMUSP00000022721	ENSMODP00000001367
ENSMUSP00000024763	ENSMODP00000030309
ENSMUSP00000030265	ENSMODP00000003628
ENSMUSP00000031590	ENSMODP00000004397
ENSMUSP00000119829	ENSMODP00000021559
ENSMUSP00000029565	ENSMODP00000021345
ENSMUSP00000103857	ENSMODP00000022597
ENSMUSP00000042825	ENSMODP00000023925
ENSMUSP00000038576	ENSMODP00000033276
ENSMUSP00000049124	ENSMODP00000007923
ENSMUSP00000034465	ENSMODP00000011687
ENSMUSP00000075825	ENSMODP00000004522
ENSMUSP00000134259	ENSMODP00000034506
ENSMUSP00000096898	ENSMODP00000003638
ENSMUSP00000002805	ENSMODP00000007334
ENSMUSP00000025823	ENSMODP00000009768
ENSMUSP00000094808	ENSMODP00000005796
ENSMUSP00000052765	ENSMODP00000006957
ENSMUSP00000048709	ENSMODP00000018304
ENSMUSP00000044350	ENSMODP00000018846
ENSMUSP00000037459	ENSMODP00000007725
ENSMUSP00000030661	ENSMODP00000018015
ENSMUSP00000120106	ENSMODP00000006612
ENSMUSP00000116608	ENSMODP00000006142
ENSMUSP00000089808	ENSMODP00000025535
ENSMUSP00000034429	ENSMODP00000002653
ENSMUSP00000034457	ENSMODP00000011316
ENSMUSP00000043442	ENSMODP00000000591
ENSMUSP00000132443	ENSMODP00000016799
ENSMUSP00000042391	ENSMODP00000028477
ENSMUSP00000030662	ENSMODP00000018023
ENSMUSP00000023873	ENSMODP00000006409
ENSMUSP00000050295	ENSMODP00000011797
ENSMUSP00000084252	ENSMODP00000023660
ENSMUSP00000108131	ENSMODP00000019068
ENSMUSP00000100061	ENSMODP00000002945
ENSMUSP00000006900	ENSMODP00000038433
ENSMUSP00000056027	ENSMODP00000009859
ENSMUSP00000128488	ENSMODP00000015964
ENSMUSP00000117583	ENSMODP00000032286
ENSMUSP00000126603	ENSMODP00000010342
ENSMUSP00000053145	ENSMODP00000017317
ENSMUSP00000062326	ENSMODP00000002065
ENSMUSP00000022716	ENSMODP00000001855
ENSMUSP00000109858	ENSMODP00000026253
ENSMUSP00000034393	ENSMODP00000003372
ENSMUSP00000033961	ENSMODP00000013226
ENSMUSP00000021817	ENSMODP00000020561
ENSMUSP00000085325	ENSMODP00000019563
ENSMUSP00000070619	ENSMODP00000005762
ENSMUSP00000020794	ENSMODP00000039958
ENSMUSP00000070548	ENSMODP00000014593
ENSMUSP00000132247	ENSMODP00000014813
ENSMUSP00000046658	ENSMODP00000000525
ENSMUSP00000027049	ENSMODP00000009761
ENSMUSP00000028162	ENSMODP00000007123
ENSMUSP00000038375	ENSMODP00000003093
ENSMUSP00000099748	ENSMODP00000003280
ENSMUSP00000070098	ENSMODP00000012891
ENSMUSP00000034264	ENSMODP00000005417
ENSMUSP00000125149	ENSMODP00000000787
ENSMUSP00000071078	ENSMODP00000004564
ENSMUSP00000125623	ENSMODP00000015278
ENSMUSP00000048395	ENSMODP00000003166
ENSMUSP00000020289	ENSMODP00000015222
ENSMUSP00000062410	ENSMODP00000025658
ENSMUSP00000127413	ENSMODP00000022740
ENSMUSP00000026986	ENSMODP00000006400
ENSMUSP00000056869	ENSMODP00000000222
ENSMUSP00000008517	ENSMODP00000005044
ENSMUSP00000112790	ENSMODP00000012060
ENSMUSP00000060835	ENSMODP00000000271
ENSMUSP00000103518	ENSMODP00000008706
ENSMUSP00000032406	ENSMODP00000006276
ENSMUSP00000055318	ENSMODP00000002623
ENSMUSP00000079937	ENSMODP00000025826
ENSMUSP00000022601	ENSMODP00000018457
ENSMUSP00000027380	ENSMODP00000019425
ENSMUSP00000055455	ENSMODP00000021292
ENSMUSP00000035218	ENSMODP00000016770
ENSMUSP00000063461	ENSMODP00000024804
ENSMUSP00000022751	ENSMODP00000025400
ENSMUSP00000051782	ENSMODP00000010325
ENSMUSP00000120016	ENSMODP00000010842
ENSMUSP00000072788	ENSMODP00000037707
ENSMUSP00000019276	ENSMODP00000014623
ENSMUSP00000034859	ENSMODP00000014949
ENSMUSP00000099760	ENSMODP00000002988
ENSMUSP00000124855	ENSMODP00000038621
ENSMUSP00000020488	ENSMODP00000002532
ENSMUSP00000121617	ENSMODP00000015085
ENSMUSP00000022680	ENSMODP00000011615
ENSMUSP00000023449	ENSMODP00000021996
ENSMUSP00000032485	ENSMODP00000022519
ENSMUSP00000004379	ENSMODP00000022645
ENSMUSP00000101477	ENSMODP00000032152
ENSMUSP00000028907	ENSMODP00000028543
ENSMUSP00000027478	ENSMODP00000009573
ENSMUSP00000030365	ENSMODP00000026697
ENSMUSP00000043033	ENSMODP00000021001
ENSMUSP00000096880	ENSMODP00000011737
ENSMUSP00000099677	ENSMODP00000022289
ENSMUSP00000112116	ENSMODP00000005596
ENSMUSP00000127142	ENSMODP00000026827
ENSMUSP00000050532	ENSMODP00000011197
ENSMUSP00000065352	ENSMODP00000024556
ENSMUSP00000025490	ENSMODP00000019617
ENSMUSP00000022063	ENSMODP00000000719
ENSMUSP00000005015	ENSMODP00000020945
ENSMUSP00000030860	ENSMODP00000013780
ENSMUSP00000024762	ENSMODP00000023651
ENSMUSP00000020579	ENSMODP00000009473
ENSMUSP00000033276	ENSMODP00000013077
ENSMUSP00000092440	ENSMODP00000019157
ENSMUSP00000030446	ENSMODP00000003015
ENSMUSP00000080512	ENSMODP00000007918
ENSMUSP00000026976	ENSMODP00000010752
ENSMUSP00000092410	ENSMODP00000011018
ENSMUSP00000113928	ENSMODP00000014590
ENSMUSP00000132516	ENSMODP00000004101
ENSMUSP00000053216	ENSMODP00000016688
ENSMUSP00000031628	ENSMODP00000001628
ENSMUSP00000132614	ENSMODP00000019939
ENSMUSP00000117971	ENSMODP00000022780
ENSMUSP00000020002	ENSMODP00000021572
ENSMUSP00000031053	ENSMODP00000019622
ENSMUSP00000109484	ENSMODP00000015713
ENSMUSP00000099959	ENSMODP00000004744
ENSMUSP00000034205	ENSMODP00000028914
ENSMUSP00000036141	ENSMODP00000019277
ENSMUSP00000023213	ENSMODP00000013184
ENSMUSP00000031289	ENSMODP00000013401
ENSMUSP00000034094	ENSMODP00000028127
ENSMUSP00000103348	ENSMODP00000015819
ENSMUSP00000059056	ENSMODP00000029142
ENSMUSP00000027358	ENSMODP00000019228
ENSMUSP00000055295	ENSMODP00000012849
ENSMUSP00000043580	ENSMODP00000015846
ENSMUSP00000065275	ENSMODP00000025073
ENSMUSP00000027785	ENSMODP00000008237
ENSMUSP00000062811	ENSMODP00000010435
ENSMUSP00000045456	ENSMODP00000021161
ENSMUSP00000001127	ENSMODP00000024011
ENSMUSP00000055293	ENSMODP00000009309
ENSMUSP00000073171	ENSMODP00000026334
ENSMUSP00000041184	ENSMODP00000024375
ENSMUSP00000133259	ENSMODP00000017993
ENSMUSP00000128141	ENSMODP00000021557
ENSMUSP00000112620	ENSMODP00000022641
ENSMUSP00000113247	ENSMODP00000033316
ENSMUSP00000124033	ENSMODP00000024637
ENSMUSP00000059173	ENSMODP00000018623
ENSMUSP00000070927	ENSMODP00000016630
ENSMUSP00000088663	ENSMODP00000008087
ENSMUSP00000109409	ENSMODP00000005727
ENSMUSP00000099301	ENSMODP00000015072
ENSMUSP00000123994	ENSMODP00000012671
ENSMUSP00000027193	ENSMODP00000018865
ENSMUSP00000130290	ENSMODP00000012300
ENSMUSP00000025425	ENSMODP00000026758
ENSMUSP00000059538	ENSMODP00000004244
ENSMUSP00000020580	ENSMODP00000008039
ENSMUSP00000049497	ENSMODP00000028125
ENSMUSP00000026927	ENSMODP00000035051
ENSMUSP00000034776	ENSMODP00000011776
ENSMUSP00000042026	ENSMODP00000014013
ENSMUSP00000058789	ENSMODP00000013005
ENSMUSP00000025639	ENSMODP00000033464
ENSMUSP00000027933	ENSMODP00000003544
ENSMUSP00000058746	ENSMODP00000021654
ENSMUSP00000033185	ENSMODP00000023182
ENSMUSP00000003444	ENSMODP00000024779
ENSMUSP00000089498	ENSMODP00000012247
ENSMUSP00000062837	ENSMODP00000000352
ENSMUSP00000135206	ENSMODP00000020514
ENSMUSP00000117421	ENSMODP00000009286
ENSMUSP00000125352	ENSMODP00000022603
ENSMUSP00000135831	ENSMODP00000002344
ENSMUSP00000044751	ENSMODP00000040825
ENSMUSP00000112600	ENSMODP00000004527
ENSMUSP00000047413	ENSMODP00000020016
ENSMUSP00000128620	ENSMODP00000009791
ENSMUSP00000126901	ENSMODP00000003822
ENSMUSP00000019183	ENSMODP00000016707
ENSMUSP00000109049	ENSMODP00000017880
ENSMUSP00000103709	ENSMODP00000015034
ENSMUSP00000084882	ENSMODP00000003204
ENSMUSP00000040975	ENSMODP00000016037
ENSMUSP00000022153	ENSMODP00000002073
ENSMUSP00000018522	ENSMODP00000018489
ENSMUSP00000054788	ENSMODP00000011438
ENSMUSP00000043543	ENSMODP00000020096
ENSMUSP00000025170	ENSMODP00000017756
ENSMUSP00000057238	ENSMODP00000019629
ENSMUSP00000047012	ENSMODP00000019218
ENSMUSP00000091477	ENSMODP00000026139
ENSMUSP00000031539	ENSMODP00000012191
ENSMUSP00000034313	ENSMODP00000010696
ENSMUSP00000092897	ENSMODP00000023665
ENSMUSP00000016781	ENSMODP00000000941
ENSMUSP00000009256	ENSMODP00000023011
ENSMUSP00000093110	ENSMODP00000036898
ENSMUSP00000099532	ENSMODP00000024005
ENSMUSP00000040707	ENSMODP00000021570
ENSMUSP00000104923	ENSMODP00000017369
ENSMUSP00000026735	ENSMODP00000017956
ENSMUSP00000108313	ENSMODP00000004539
ENSMUSP00000039029	ENSMODP00000006298
ENSMUSP00000038580	ENSMODP00000014799
ENSMUSP00000096136	ENSMODP00000038541
ENSMUSP00000038298	ENSMODP00000017163
ENSMUSP00000033020	ENSMODP00000006422
ENSMUSP00000059983	ENSMODP00000011311
ENSMUSP00000023391	ENSMODP00000012612
ENSMUSP00000117538	ENSMODP00000002483
ENSMUSP00000019614	ENSMODP00000018785
ENSMUSP00000011776	ENSMODP00000004231
ENSMUSP00000102167	ENSMODP00000007788
ENSMUSP00000002048	ENSMODP00000012507
ENSMUSP00000096954	ENSMODP00000013650
ENSMUSP00000022980	ENSMODP00000002236
ENSMUSP00000020970	ENSMODP00000018215
