ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000112600	ENSCAFP00000016504
ENSMUSP00000047413	ENSCAFP00000028745
ENSMUSP00000128620	ENSCAFP00000010951
ENSMUSP00000126901	ENSCAFP00000026052
ENSMUSP00000019183	ENSCAFP00000017618
ENSMUSP00000109049	ENSCAFP00000025607
ENSMUSP00000103709	ENSCAFP00000010894
ENSMUSP00000084882	ENSCAFP00000002645
ENSMUSP00000040975	ENSCAFP00000005474
ENSMUSP00000022153	ENSCAFP00000011801
ENSMUSP00000018522	ENSCAFP00000025677
ENSMUSP00000054788	ENSCAFP00000017810
ENSMUSP00000043543	ENSCAFP00000028799
ENSMUSP00000025170	ENSCAFP00000001360
ENSMUSP00000057238	ENSCAFP00000024222
ENSMUSP00000047012	ENSCAFP00000042791
ENSMUSP00000091477	ENSCAFP00000025140
ENSMUSP00000031539	ENSCAFP00000024177
ENSMUSP00000025178	ENSCAFP00000001355
ENSMUSP00000034313	ENSCAFP00000017063
ENSMUSP00000092897	ENSCAFP00000002745
ENSMUSP00000016781	ENSCAFP00000002199
ENSMUSP00000009256	ENSCAFP00000023819
ENSMUSP00000095322	ENSCAFP00000014320
ENSMUSP00000093110	ENSCAFP00000010634
ENSMUSP00000099532	ENSCAFP00000027524
ENSMUSP00000040707	ENSCAFP00000000401
ENSMUSP00000104923	ENSCAFP00000015067
ENSMUSP00000026735	ENSCAFP00000018464
ENSMUSP00000108313	ENSCAFP00000008476
ENSMUSP00000039029	ENSCAFP00000041942
ENSMUSP00000038580	ENSCAFP00000014797
ENSMUSP00000096136	ENSCAFP00000030069
ENSMUSP00000038298	ENSCAFP00000014537
ENSMUSP00000033020	ENSCAFP00000007765
ENSMUSP00000059983	ENSCAFP00000024183
ENSMUSP00000117538	ENSCAFP00000008284
ENSMUSP00000019614	ENSCAFP00000027031
ENSMUSP00000011776	ENSCAFP00000007058
ENSMUSP00000102167	ENSCAFP00000026708
ENSMUSP00000002048	ENSCAFP00000019068
ENSMUSP00000096954	ENSCAFP00000039638
ENSMUSP00000022980	ENSCAFP00000001474
ENSMUSP00000020970	ENSCAFP00000004884
ENSMUSP00000014812	ENSCAFP00000009126
ENSMUSP00000021411	ENSCAFP00000019736
ENSMUSP00000059741	ENSCAFP00000028118
ENSMUSP00000105716	ENSCAFP00000008437
ENSMUSP00000040944	ENSCAFP00000015413
ENSMUSP00000068590	ENSCAFP00000019310
ENSMUSP00000034278	ENSCAFP00000029513
ENSMUSP00000032992	ENSCAFP00000025255
ENSMUSP00000002846	ENSCAFP00000002533
ENSMUSP00000109703	ENSCAFP00000011539
ENSMUSP00000002145	ENSCAFP00000015614
ENSMUSP00000072863	ENSCAFP00000018861
ENSMUSP00000021285	ENSCAFP00000025664
ENSMUSP00000018568	ENSCAFP00000027153
ENSMUSP00000033006	ENSCAFP00000025739
ENSMUSP00000124819	ENSCAFP00000039989
ENSMUSP00000085170	ENSCAFP00000022167
ENSMUSP00000048222	ENSCAFP00000025303
ENSMUSP00000032088	ENSCAFP00000013347
ENSMUSP00000022078	ENSCAFP00000011685
ENSMUSP00000103716	ENSCAFP00000041487
ENSMUSP00000055637	ENSCAFP00000031701
ENSMUSP00000123935	ENSCAFP00000001016
ENSMUSP00000046120	ENSCAFP00000007036
ENSMUSP00000028209	ENSCAFP00000029635
ENSMUSP00000047569	ENSCAFP00000003306
ENSMUSP00000024470	ENSCAFP00000011374
ENSMUSP00000023911	ENSCAFP00000028216
ENSMUSP00000076594	ENSCAFP00000011155
ENSMUSP00000039463	ENSCAFP00000008338
ENSMUSP00000040431	ENSCAFP00000036229
ENSMUSP00000003759	ENSCAFP00000010114
ENSMUSP00000089230	ENSCAFP00000014074
ENSMUSP00000072220	ENSCAFP00000023134
ENSMUSP00000027271	ENSCAFP00000040832
ENSMUSP00000004868	ENSCAFP00000018739
ENSMUSP00000021134	ENSCAFP00000007165
ENSMUSP00000111048	ENSCAFP00000028622
ENSMUSP00000021963	ENSCAFP00000036889
ENSMUSP00000071495	ENSCAFP00000007801
ENSMUSP00000026661	ENSCAFP00000007911
ENSMUSP00000027867	ENSCAFP00000022450
ENSMUSP00000057828	ENSCAFP00000042340
ENSMUSP00000006915	ENSCAFP00000000407
ENSMUSP00000079631	ENSCAFP00000008167
ENSMUSP00000026595	ENSCAFP00000012957
ENSMUSP00000009220	ENSCAFP00000018168
ENSMUSP00000114839	ENSCAFP00000007935
ENSMUSP00000113864	ENSCAFP00000040030
ENSMUSP00000037385	ENSCAFP00000027454
ENSMUSP00000019944	ENSCAFP00000000422
ENSMUSP00000022656	ENSCAFP00000007414
ENSMUSP00000135642	ENSCAFP00000019312
ENSMUSP00000055271	ENSCAFP00000034478
ENSMUSP00000020578	ENSCAFP00000025338
ENSMUSP00000108290	ENSCAFP00000029894
ENSMUSP00000060893	ENSCAFP00000012753
ENSMUSP00000008004	ENSCAFP00000021407
ENSMUSP00000061180	ENSCAFP00000008513
ENSMUSP00000029950	ENSCAFP00000004638
ENSMUSP00000133045	ENSCAFP00000041514
ENSMUSP00000089169	ENSCAFP00000002053
ENSMUSP00000061488	ENSCAFP00000023204
ENSMUSP00000022115	ENSCAFP00000030922
ENSMUSP00000110835	ENSCAFP00000038995
ENSMUSP00000111291	ENSCAFP00000020948
ENSMUSP00000011298	ENSCAFP00000020403
ENSMUSP00000096441	ENSCAFP00000009475
ENSMUSP00000126814	ENSCAFP00000009052
ENSMUSP00000054980	ENSCAFP00000013978
ENSMUSP00000129244	ENSCAFP00000002071
ENSMUSP00000039688	ENSCAFP00000026205
ENSMUSP00000005923	ENSCAFP00000018692
ENSMUSP00000098134	ENSCAFP00000020199
ENSMUSP00000128126	ENSCAFP00000002063
ENSMUSP00000038779	ENSCAFP00000015547
ENSMUSP00000022536	ENSCAFP00000010677
ENSMUSP00000031536	ENSCAFP00000024186
ENSMUSP00000028696	ENSCAFP00000013004
ENSMUSP00000062039	ENSCAFP00000013870
ENSMUSP00000019679	ENSCAFP00000021259
ENSMUSP00000132918	ENSCAFP00000027481
ENSMUSP00000027464	ENSCAFP00000023885
ENSMUSP00000128022	ENSCAFP00000006599
ENSMUSP00000052458	ENSCAFP00000007052
ENSMUSP00000078580	ENSCAFP00000039701
ENSMUSP00000035120	ENSCAFP00000007846
ENSMUSP00000112410	ENSCAFP00000017289
ENSMUSP00000136313	ENSCAFP00000009334
ENSMUSP00000132684	ENSCAFP00000002626
ENSMUSP00000062556	ENSCAFP00000032607
ENSMUSP00000127250	ENSCAFP00000024974
ENSMUSP00000049973	ENSCAFP00000021940
ENSMUSP00000033257	ENSCAFP00000018767
ENSMUSP00000075488	ENSCAFP00000030575
ENSMUSP00000022275	ENSCAFP00000040703
ENSMUSP00000007993	ENSCAFP00000002431
ENSMUSP00000031560	ENSCAFP00000015979
ENSMUSP00000121007	ENSCAFP00000037196
ENSMUSP00000101834	ENSCAFP00000008546
ENSMUSP00000046465	ENSCAFP00000003861
ENSMUSP00000120659	ENSCAFP00000035930
ENSMUSP00000061891	ENSCAFP00000025211
ENSMUSP00000095675	ENSCAFP00000037206
ENSMUSP00000041377	ENSCAFP00000017613
ENSMUSP00000030895	ENSCAFP00000028816
ENSMUSP00000043492	ENSCAFP00000005518
ENSMUSP00000034746	ENSCAFP00000023646
ENSMUSP00000034761	ENSCAFP00000024549
ENSMUSP00000041800	ENSCAFP00000023176
ENSMUSP00000111041	ENSCAFP00000005201
ENSMUSP00000032865	ENSCAFP00000020561
ENSMUSP00000062496	ENSCAFP00000017594
ENSMUSP00000024959	ENSCAFP00000003826
ENSMUSP00000026997	ENSCAFP00000024343
ENSMUSP00000107245	ENSCAFP00000021422
ENSMUSP00000112554	ENSCAFP00000021844
ENSMUSP00000085030	ENSCAFP00000021846
ENSMUSP00000023050	ENSCAFP00000001917
ENSMUSP00000034463	ENSCAFP00000017512
ENSMUSP00000059871	ENSCAFP00000037830
ENSMUSP00000107544	ENSCAFP00000020258
ENSMUSP00000004686	ENSCAFP00000026923
ENSMUSP00000042073	ENSCAFP00000028962
ENSMUSP00000021959	ENSCAFP00000001495
ENSMUSP00000058887	ENSCAFP00000009746
ENSMUSP00000033184	ENSCAFP00000009732
ENSMUSP00000038263	ENSCAFP00000009478
ENSMUSP00000025014	ENSCAFP00000029123
ENSMUSP00000058680	ENSCAFP00000039873
ENSMUSP00000034285	ENSCAFP00000039200
ENSMUSP00000101006	ENSCAFP00000028885
ENSMUSP00000099522	ENSCAFP00000024315
ENSMUSP00000063042	ENSCAFP00000005995
ENSMUSP00000060344	ENSCAFP00000026934
ENSMUSP00000092294	ENSCAFP00000007080
ENSMUSP00000061646	ENSCAFP00000038375
ENSMUSP00000054036	ENSCAFP00000017124
ENSMUSP00000077219	ENSCAFP00000014641
ENSMUSP00000029165	ENSCAFP00000035821
ENSMUSP00000078914	ENSCAFP00000018771
ENSMUSP00000093713	ENSCAFP00000042656
ENSMUSP00000045650	ENSCAFP00000016455
ENSMUSP00000029158	ENSCAFP00000012392
ENSMUSP00000049823	ENSCAFP00000001666
ENSMUSP00000066224	ENSCAFP00000002064
ENSMUSP00000024005	ENSCAFP00000035110
ENSMUSP00000010985	ENSCAFP00000021321
ENSMUSP00000127953	ENSCAFP00000040055
ENSMUSP00000105370	ENSCAFP00000002247
ENSMUSP00000047018	ENSCAFP00000000989
ENSMUSP00000053802	ENSCAFP00000039325
ENSMUSP00000046172	ENSCAFP00000016936
ENSMUSP00000112640	ENSCAFP00000041516
ENSMUSP00000037614	ENSCAFP00000014354
ENSMUSP00000104855	ENSCAFP00000025916
ENSMUSP00000104234	ENSCAFP00000040231
ENSMUSP00000088337	ENSCAFP00000024090
ENSMUSP00000022104	ENSCAFP00000015805
ENSMUSP00000048557	ENSCAFP00000010175
ENSMUSP00000029925	ENSCAFP00000040844
ENSMUSP00000032840	ENSCAFP00000016894
ENSMUSP00000054056	ENSCAFP00000013806
ENSMUSP00000107841	ENSCAFP00000022601
ENSMUSP00000058412	ENSCAFP00000023783
ENSMUSP00000068380	ENSCAFP00000013919
ENSMUSP00000125502	ENSCAFP00000023275
ENSMUSP00000109613	ENSCAFP00000012252
ENSMUSP00000126061	ENSCAFP00000015440
ENSMUSP00000110914	ENSCAFP00000006415
ENSMUSP00000035227	ENSCAFP00000016876
ENSMUSP00000078123	ENSCAFP00000039737
ENSMUSP00000082011	ENSCAFP00000038196
ENSMUSP00000111318	ENSCAFP00000023032
ENSMUSP00000091437	ENSCAFP00000038959
ENSMUSP00000021676	ENSCAFP00000025105
ENSMUSP00000018985	ENSCAFP00000027051
ENSMUSP00000043981	ENSCAFP00000006058
ENSMUSP00000125314	ENSCAFP00000042640
ENSMUSP00000059304	ENSCAFP00000027288
ENSMUSP00000022119	ENSCAFP00000012685
ENSMUSP00000125471	ENSCAFP00000002725
ENSMUSP00000007046	ENSCAFP00000008760
ENSMUSP00000109989	ENSCAFP00000028800
ENSMUSP00000066050	ENSCAFP00000030595
ENSMUSP00000034281	ENSCAFP00000029530
ENSMUSP00000023532	ENSCAFP00000017968
ENSMUSP00000043724	ENSCAFP00000022686
ENSMUSP00000006760	ENSCAFP00000029426
ENSMUSP00000037546	ENSCAFP00000011636
ENSMUSP00000133032	ENSCAFP00000017969
ENSMUSP00000091074	ENSCAFP00000018662
ENSMUSP00000031005	ENSCAFP00000023143
ENSMUSP00000072614	ENSCAFP00000000304
ENSMUSP00000035829	ENSCAFP00000000609
ENSMUSP00000022791	ENSCAFP00000027426
ENSMUSP00000040187	ENSCAFP00000027152
ENSMUSP00000069275	ENSCAFP00000004883
ENSMUSP00000122435	ENSCAFP00000016575
ENSMUSP00000045683	ENSCAFP00000014579
ENSMUSP00000099329	ENSCAFP00000006871
ENSMUSP00000045269	ENSCAFP00000027897
ENSMUSP00000034048	ENSCAFP00000011261
ENSMUSP00000085981	ENSCAFP00000042508
ENSMUSP00000048768	ENSCAFP00000017994
ENSMUSP00000028351	ENSCAFP00000028679
ENSMUSP00000136167	ENSCAFP00000015700
ENSMUSP00000035434	ENSCAFP00000010119
ENSMUSP00000041523	ENSCAFP00000032909
ENSMUSP00000037341	ENSCAFP00000023946
ENSMUSP00000030893	ENSCAFP00000028839
ENSMUSP00000061167	ENSCAFP00000035911
ENSMUSP00000129100	ENSCAFP00000002172
ENSMUSP00000021078	ENSCAFP00000006917
ENSMUSP00000129375	ENSCAFP00000029095
ENSMUSP00000110545	ENSCAFP00000027931
ENSMUSP00000000505	ENSCAFP00000021778
ENSMUSP00000122894	ENSCAFP00000014643
ENSMUSP00000095303	ENSCAFP00000041134
ENSMUSP00000103530	ENSCAFP00000025638
ENSMUSP00000050237	ENSCAFP00000004110
ENSMUSP00000043130	ENSCAFP00000013446
ENSMUSP00000058631	ENSCAFP00000008581
ENSMUSP00000059665	ENSCAFP00000037985
ENSMUSP00000105460	ENSCAFP00000010373
ENSMUSP00000126736	ENSCAFP00000001261
ENSMUSP00000052507	ENSCAFP00000004200
ENSMUSP00000025314	ENSCAFP00000009343
ENSMUSP00000047682	ENSCAFP00000007255
ENSMUSP00000086578	ENSCAFP00000001439
ENSMUSP00000023221	ENSCAFP00000002200
ENSMUSP00000074387	ENSCAFP00000006982
ENSMUSP00000122090	ENSCAFP00000025829
ENSMUSP00000030644	ENSCAFP00000043011
ENSMUSP00000098220	ENSCAFP00000001417
ENSMUSP00000054611	ENSCAFP00000025928
ENSMUSP00000103401	ENSCAFP00000003559
ENSMUSP00000028802	ENSCAFP00000013547
ENSMUSP00000029643	ENSCAFP00000016895
ENSMUSP00000106232	ENSCAFP00000019785
ENSMUSP00000032070	ENSCAFP00000030453
ENSMUSP00000025075	ENSCAFP00000037405
ENSMUSP00000137354	ENSCAFP00000020434
ENSMUSP00000034699	ENSCAFP00000022810
ENSMUSP00000045827	ENSCAFP00000025572
ENSMUSP00000027940	ENSCAFP00000018159
ENSMUSP00000034311	ENSCAFP00000021959
ENSMUSP00000019075	ENSCAFP00000027348
ENSMUSP00000051644	ENSCAFP00000037123
ENSMUSP00000032130	ENSCAFP00000004843
ENSMUSP00000039493	ENSCAFP00000033308
ENSMUSP00000108871	ENSCAFP00000004126
ENSMUSP00000010434	ENSCAFP00000003103
ENSMUSP00000034512	ENSCAFP00000036092
ENSMUSP00000099469	ENSCAFP00000028671
ENSMUSP00000108140	ENSCAFP00000019537
ENSMUSP00000042134	ENSCAFP00000035856
ENSMUSP00000037557	ENSCAFP00000040159
ENSMUSP00000075037	ENSCAFP00000018609
ENSMUSP00000110202	ENSCAFP00000015033
ENSMUSP00000005173	ENSCAFP00000008421
ENSMUSP00000016673	ENSCAFP00000016812
ENSMUSP00000101036	ENSCAFP00000016182
ENSMUSP00000080043	ENSCAFP00000002372
ENSMUSP00000098272	ENSCAFP00000010820
ENSMUSP00000080066	ENSCAFP00000019466
ENSMUSP00000006105	ENSCAFP00000039745
ENSMUSP00000049770	ENSCAFP00000033175
ENSMUSP00000028881	ENSCAFP00000010762
ENSMUSP00000112064	ENSCAFP00000025935
ENSMUSP00000071794	ENSCAFP00000002333
ENSMUSP00000041919	ENSCAFP00000011492
ENSMUSP00000041049	ENSCAFP00000029070
ENSMUSP00000130684	ENSCAFP00000013596
ENSMUSP00000093090	ENSCAFP00000026135
ENSMUSP00000049116	ENSCAFP00000027050
ENSMUSP00000030993	ENSCAFP00000021993
ENSMUSP00000080215	ENSCAFP00000015270
ENSMUSP00000000896	ENSCAFP00000011063
ENSMUSP00000050481	ENSCAFP00000029204
ENSMUSP00000024984	ENSCAFP00000028906
ENSMUSP00000139347	ENSCAFP00000003220
ENSMUSP00000003621	ENSCAFP00000021822
ENSMUSP00000022913	ENSCAFP00000000955
ENSMUSP00000035440	ENSCAFP00000016445
ENSMUSP00000004786	ENSCAFP00000028908
ENSMUSP00000113676	ENSCAFP00000042703
ENSMUSP00000131841	ENSCAFP00000026672
ENSMUSP00000042183	ENSCAFP00000018622
ENSMUSP00000108263	ENSCAFP00000007301
ENSMUSP00000007253	ENSCAFP00000000905
ENSMUSP00000107978	ENSCAFP00000017261
ENSMUSP00000078372	ENSCAFP00000009697
ENSMUSP00000036505	ENSCAFP00000014595
ENSMUSP00000047904	ENSCAFP00000008213
ENSMUSP00000081319	ENSCAFP00000004866
ENSMUSP00000063554	ENSCAFP00000042087
ENSMUSP00000029975	ENSCAFP00000004531
ENSMUSP00000101002	ENSCAFP00000028835
ENSMUSP00000036921	ENSCAFP00000019262
ENSMUSP00000068111	ENSCAFP00000039489
ENSMUSP00000036923	ENSCAFP00000017438
ENSMUSP00000125915	ENSCAFP00000002825
ENSMUSP00000045272	ENSCAFP00000035222
ENSMUSP00000071984	ENSCAFP00000035003
ENSMUSP00000099320	ENSCAFP00000007391
ENSMUSP00000030986	ENSCAFP00000021550
ENSMUSP00000034245	ENSCAFP00000012562
ENSMUSP00000032169	ENSCAFP00000006053
ENSMUSP00000022815	ENSCAFP00000017101
ENSMUSP00000043462	ENSCAFP00000029608
ENSMUSP00000075540	ENSCAFP00000032663
ENSMUSP00000020969	ENSCAFP00000037360
ENSMUSP00000061185	ENSCAFP00000040748
ENSMUSP00000080403	ENSCAFP00000000997
ENSMUSP00000010188	ENSCAFP00000015621
ENSMUSP00000115342	ENSCAFP00000022371
ENSMUSP00000022767	ENSCAFP00000008445
ENSMUSP00000135483	ENSCAFP00000012008
ENSMUSP00000106897	ENSCAFP00000034072
ENSMUSP00000131855	ENSCAFP00000039145
ENSMUSP00000125341	ENSCAFP00000025380
ENSMUSP00000040424	ENSCAFP00000005751
ENSMUSP00000040961	ENSCAFP00000042285
ENSMUSP00000015157	ENSCAFP00000033149
ENSMUSP00000067516	ENSCAFP00000039134
ENSMUSP00000104216	ENSCAFP00000023497
ENSMUSP00000033506	ENSCAFP00000022809
ENSMUSP00000004396	ENSCAFP00000002364
ENSMUSP00000095970	ENSCAFP00000029593
ENSMUSP00000002925	ENSCAFP00000016185
ENSMUSP00000027128	ENSCAFP00000015776
ENSMUSP00000047720	ENSCAFP00000008104
ENSMUSP00000030125	ENSCAFP00000002694
ENSMUSP00000119308	ENSCAFP00000000480
ENSMUSP00000040249	ENSCAFP00000023856
ENSMUSP00000029085	ENSCAFP00000018708
ENSMUSP00000047655	ENSCAFP00000025641
ENSMUSP00000127385	ENSCAFP00000006173
ENSMUSP00000068511	ENSCAFP00000028964
ENSMUSP00000033087	ENSCAFP00000032477
ENSMUSP00000084788	ENSCAFP00000023024
ENSMUSP00000066324	ENSCAFP00000037164
ENSMUSP00000030201	ENSCAFP00000003351
ENSMUSP00000077380	ENSCAFP00000018187
ENSMUSP00000035929	ENSCAFP00000008154
ENSMUSP00000001950	ENSCAFP00000014674
ENSMUSP00000045913	ENSCAFP00000024107
ENSMUSP00000117299	ENSCAFP00000016383
ENSMUSP00000036555	ENSCAFP00000017742
ENSMUSP00000138855	ENSCAFP00000015890
ENSMUSP00000028350	ENSCAFP00000028672
ENSMUSP00000000687	ENSCAFP00000003546
ENSMUSP00000030274	ENSCAFP00000005862
ENSMUSP00000023217	ENSCAFP00000002253
ENSMUSP00000038476	ENSCAFP00000039435
ENSMUSP00000131648	ENSCAFP00000029000
ENSMUSP00000123971	ENSCAFP00000036708
ENSMUSP00000036725	ENSCAFP00000029421
ENSMUSP00000046185	ENSCAFP00000000022
ENSMUSP00000026816	ENSCAFP00000018971
ENSMUSP00000111984	ENSCAFP00000026644
ENSMUSP00000109130	ENSCAFP00000020910
ENSMUSP00000095752	ENSCAFP00000009698
ENSMUSP00000038613	ENSCAFP00000005917
ENSMUSP00000013299	ENSCAFP00000030179
ENSMUSP00000118918	ENSCAFP00000005853
ENSMUSP00000099627	ENSCAFP00000040497
ENSMUSP00000039555	ENSCAFP00000014475
ENSMUSP00000123563	ENSCAFP00000005861
ENSMUSP00000129007	ENSCAFP00000039547
ENSMUSP00000030637	ENSCAFP00000005274
ENSMUSP00000107221	ENSCAFP00000021668
ENSMUSP00000108960	ENSCAFP00000029765
ENSMUSP00000019882	ENSCAFP00000009872
ENSMUSP00000044926	ENSCAFP00000037945
ENSMUSP00000056703	ENSCAFP00000001841
ENSMUSP00000035516	ENSCAFP00000005599
ENSMUSP00000058783	ENSCAFP00000006924
ENSMUSP00000036116	ENSCAFP00000028343
ENSMUSP00000066803	ENSCAFP00000008008
ENSMUSP00000018593	ENSCAFP00000022853
ENSMUSP00000102127	ENSCAFP00000039193
ENSMUSP00000020301	ENSCAFP00000021174
ENSMUSP00000131419	ENSCAFP00000038355
ENSMUSP00000116103	ENSCAFP00000039063
ENSMUSP00000036784	ENSCAFP00000016205
ENSMUSP00000112404	ENSCAFP00000015715
ENSMUSP00000070310	ENSCAFP00000041369
ENSMUSP00000014892	ENSCAFP00000005163
ENSMUSP00000003312	ENSCAFP00000002898
ENSMUSP00000002064	ENSCAFP00000005181
ENSMUSP00000032114	ENSCAFP00000012442
ENSMUSP00000071752	ENSCAFP00000037619
ENSMUSP00000030773	ENSCAFP00000007380
ENSMUSP00000022097	ENSCAFP00000040732
ENSMUSP00000049186	ENSCAFP00000028781
ENSMUSP00000091487	ENSCAFP00000025808
ENSMUSP00000049319	ENSCAFP00000032977
ENSMUSP00000085849	ENSCAFP00000041611
ENSMUSP00000046692	ENSCAFP00000021333
ENSMUSP00000105680	ENSCAFP00000022832
ENSMUSP00000061913	ENSCAFP00000005023
ENSMUSP00000062420	ENSCAFP00000024774
ENSMUSP00000045544	ENSCAFP00000026298
ENSMUSP00000128613	ENSCAFP00000007139
ENSMUSP00000067049	ENSCAFP00000005958
ENSMUSP00000018431	ENSCAFP00000023180
ENSMUSP00000004206	ENSCAFP00000026436
ENSMUSP00000099881	ENSCAFP00000015971
ENSMUSP00000025686	ENSCAFP00000037568
ENSMUSP00000092896	ENSCAFP00000033987
ENSMUSP00000113811	ENSCAFP00000010480
ENSMUSP00000095276	ENSCAFP00000015673
ENSMUSP00000019065	ENSCAFP00000023409
ENSMUSP00000122623	ENSCAFP00000024457
ENSMUSP00000112815	ENSCAFP00000025433
ENSMUSP00000040741	ENSCAFP00000003181
ENSMUSP00000040917	ENSCAFP00000039788
ENSMUSP00000042265	ENSCAFP00000029457
ENSMUSP00000063284	ENSCAFP00000042068
ENSMUSP00000077943	ENSCAFP00000006793
ENSMUSP00000025163	ENSCAFP00000001363
ENSMUSP00000104992	ENSCAFP00000036451
ENSMUSP00000132963	ENSCAFP00000024923
ENSMUSP00000109299	ENSCAFP00000017950
ENSMUSP00000060218	ENSCAFP00000042334
ENSMUSP00000081636	ENSCAFP00000025242
ENSMUSP00000023210	ENSCAFP00000002212
ENSMUSP00000001247	ENSCAFP00000007620
ENSMUSP00000057731	ENSCAFP00000028763
ENSMUSP00000047825	ENSCAFP00000024592
ENSMUSP00000034132	ENSCAFP00000005487
ENSMUSP00000109640	ENSCAFP00000029274
ENSMUSP00000040450	ENSCAFP00000039333
ENSMUSP00000033738	ENSCAFP00000028294
ENSMUSP00000038970	ENSCAFP00000027186
ENSMUSP00000116278	ENSCAFP00000034471
ENSMUSP00000091471	ENSCAFP00000033725
ENSMUSP00000037467	ENSCAFP00000017670
ENSMUSP00000044108	ENSCAFP00000028101
ENSMUSP00000109737	ENSCAFP00000029118
ENSMUSP00000020444	ENSCAFP00000038342
ENSMUSP00000039692	ENSCAFP00000027312
ENSMUSP00000113575	ENSCAFP00000029347
ENSMUSP00000023357	ENSCAFP00000036579
ENSMUSP00000055321	ENSCAFP00000018538
ENSMUSP00000136247	ENSCAFP00000025541
ENSMUSP00000092414	ENSCAFP00000038972
ENSMUSP00000058484	ENSCAFP00000036754
ENSMUSP00000023237	ENSCAFP00000040247
ENSMUSP00000003386	ENSCAFP00000026378
ENSMUSP00000060803	ENSCAFP00000025927
ENSMUSP00000015000	ENSCAFP00000030212
ENSMUSP00000066488	ENSCAFP00000017760
ENSMUSP00000114895	ENSCAFP00000019472
ENSMUSP00000019441	ENSCAFP00000018014
ENSMUSP00000021715	ENSCAFP00000027017
ENSMUSP00000127919	ENSCAFP00000000594
ENSMUSP00000024734	ENSCAFP00000037374
ENSMUSP00000078697	ENSCAFP00000025406
ENSMUSP00000102087	ENSCAFP00000036270
ENSMUSP00000033494	ENSCAFP00000023058
ENSMUSP00000095915	ENSCAFP00000017348
ENSMUSP00000027217	ENSCAFP00000003083
ENSMUSP00000113342	ENSCAFP00000027367
ENSMUSP00000074255	ENSCAFP00000018485
ENSMUSP00000119136	ENSCAFP00000006051
ENSMUSP00000051246	ENSCAFP00000041850
ENSMUSP00000085322	ENSCAFP00000001884
ENSMUSP00000027861	ENSCAFP00000022484
ENSMUSP00000040935	ENSCAFP00000003197
ENSMUSP00000029213	ENSCAFP00000034981
ENSMUSP00000108774	ENSCAFP00000035989
ENSMUSP00000025759	ENSCAFP00000037917
ENSMUSP00000137301	ENSCAFP00000025699
ENSMUSP00000035009	ENSCAFP00000008048
ENSMUSP00000137070	ENSCAFP00000034162
ENSMUSP00000092746	ENSCAFP00000037071
ENSMUSP00000025305	ENSCAFP00000000593
ENSMUSP00000043315	ENSCAFP00000022841
ENSMUSP00000137189	ENSCAFP00000007590
ENSMUSP00000128173	ENSCAFP00000038682
ENSMUSP00000099753	ENSCAFP00000040148
ENSMUSP00000120466	ENSCAFP00000003102
ENSMUSP00000033749	ENSCAFP00000017632
ENSMUSP00000047778	ENSCAFP00000042748
ENSMUSP00000071577	ENSCAFP00000024558
ENSMUSP00000049000	ENSCAFP00000015452
ENSMUSP00000002735	ENSCAFP00000027588
ENSMUSP00000001109	ENSCAFP00000021763
ENSMUSP00000002013	ENSCAFP00000036230
ENSMUSP00000090281	ENSCAFP00000012352
ENSMUSP00000037609	ENSCAFP00000010326
ENSMUSP00000096377	ENSCAFP00000006466
ENSMUSP00000037278	ENSCAFP00000008759
ENSMUSP00000054444	ENSCAFP00000025880
ENSMUSP00000030947	ENSCAFP00000028430
ENSMUSP00000006301	ENSCAFP00000020197
ENSMUSP00000000356	ENSCAFP00000041998
ENSMUSP00000058114	ENSCAFP00000040783
ENSMUSP00000035515	ENSCAFP00000037088
ENSMUSP00000127483	ENSCAFP00000011568
ENSMUSP00000028256	ENSCAFP00000038258
ENSMUSP00000048099	ENSCAFP00000004183
ENSMUSP00000099409	ENSCAFP00000023173
ENSMUSP00000038137	ENSCAFP00000028537
ENSMUSP00000045474	ENSCAFP00000010878
ENSMUSP00000023191	ENSCAFP00000028272
ENSMUSP00000102075	ENSCAFP00000039871
ENSMUSP00000110993	ENSCAFP00000025635
ENSMUSP00000055130	ENSCAFP00000023123
ENSMUSP00000056195	ENSCAFP00000000124
ENSMUSP00000120966	ENSCAFP00000000477
ENSMUSP00000135398	ENSCAFP00000024753
ENSMUSP00000052001	ENSCAFP00000026897
ENSMUSP00000032383	ENSCAFP00000016763
ENSMUSP00000124529	ENSCAFP00000012389
ENSMUSP00000063331	ENSCAFP00000032770
ENSMUSP00000099421	ENSCAFP00000036034
ENSMUSP00000044493	ENSCAFP00000001570
ENSMUSP00000041809	ENSCAFP00000012322
ENSMUSP00000035808	ENSCAFP00000037319
ENSMUSP00000120778	ENSCAFP00000001044
ENSMUSP00000072344	ENSCAFP00000017514
ENSMUSP00000068972	ENSCAFP00000017352
ENSMUSP00000063912	ENSCAFP00000009761
ENSMUSP00000106926	ENSCAFP00000018737
ENSMUSP00000047667	ENSCAFP00000001006
ENSMUSP00000036016	ENSCAFP00000024092
ENSMUSP00000038589	ENSCAFP00000013474
ENSMUSP00000003645	ENSCAFP00000006641
ENSMUSP00000106957	ENSCAFP00000032461
ENSMUSP00000034521	ENSCAFP00000017188
ENSMUSP00000018549	ENSCAFP00000026338
ENSMUSP00000076178	ENSCAFP00000023225
ENSMUSP00000092951	ENSCAFP00000008633
ENSMUSP00000134337	ENSCAFP00000018416
