ENSLOCP00000011371	ENSORLP00000011382
ENSLOCP00000002239	ENSORLP00000009330
ENSLOCP00000010752	ENSORLP00000013580
ENSLOCP00000015912	ENSORLP00000020142
ENSLOCP00000001097	ENSORLP00000002725
ENSLOCP00000021094	ENSORLP00000002409
ENSLOCP00000005591	ENSORLP00000017126
ENSLOCP00000015319	ENSORLP00000005602
ENSLOCP00000017969	ENSORLP00000006284
ENSLOCP00000005162	ENSORLP00000009293
ENSLOCP00000012583	ENSORLP00000008680
ENSLOCP00000008832	ENSORLP00000000777
ENSLOCP00000021129	ENSORLP00000015913
ENSLOCP00000014952	ENSORLP00000001264
ENSLOCP00000019322	ENSORLP00000025874
ENSLOCP00000000328	ENSORLP00000006498
ENSLOCP00000003771	ENSORLP00000018917
ENSLOCP00000020458	ENSORLP00000001053
ENSLOCP00000014141	ENSORLP00000025713
ENSLOCP00000019418	ENSORLP00000024785
ENSLOCP00000008531	ENSORLP00000001326
ENSLOCP00000015202	ENSORLP00000015009
ENSLOCP00000020107	ENSORLP00000023476
ENSLOCP00000013358	ENSORLP00000016393
ENSLOCP00000009508	ENSORLP00000003947
ENSLOCP00000020686	ENSORLP00000003958
ENSLOCP00000013052	ENSORLP00000015930
ENSLOCP00000013014	ENSORLP00000002112
ENSLOCP00000010196	ENSORLP00000020543
ENSLOCP00000006880	ENSORLP00000011024
ENSLOCP00000001100	ENSORLP00000014191
ENSLOCP00000002214	ENSORLP00000023123
ENSLOCP00000001456	ENSORLP00000025002
ENSLOCP00000013732	ENSORLP00000006325
ENSLOCP00000017262	ENSORLP00000010827
ENSLOCP00000018062	ENSORLP00000018088
ENSLOCP00000011769	ENSORLP00000003183
ENSLOCP00000017880	ENSORLP00000018284
ENSLOCP00000003674	ENSORLP00000011512
ENSLOCP00000001419	ENSORLP00000002145
ENSLOCP00000003829	ENSORLP00000014626
ENSLOCP00000016754	ENSORLP00000008771
ENSLOCP00000018137	ENSORLP00000009787
ENSLOCP00000005582	ENSORLP00000018879
ENSLOCP00000011322	ENSORLP00000000881
ENSLOCP00000020811	ENSORLP00000020093
ENSLOCP00000012950	ENSORLP00000006556
ENSLOCP00000001916	ENSORLP00000001074
ENSLOCP00000004281	ENSORLP00000001114
ENSLOCP00000021211	ENSORLP00000022808
ENSLOCP00000016656	ENSORLP00000010753
ENSLOCP00000009560	ENSORLP00000012253
ENSLOCP00000013055	ENSORLP00000008184
ENSLOCP00000008638	ENSORLP00000002213
ENSLOCP00000020477	ENSORLP00000019882
ENSLOCP00000020477	ENSORLP00000019782
ENSLOCP00000010640	ENSORLP00000005880
ENSLOCP00000012017	ENSORLP00000020228
ENSLOCP00000001411	ENSORLP00000004388
ENSLOCP00000021225	ENSORLP00000021649
ENSLOCP00000002434	ENSORLP00000003834
ENSLOCP00000015490	ENSORLP00000005299
ENSLOCP00000020981	ENSORLP00000021548
ENSLOCP00000016855	ENSORLP00000012715
ENSLOCP00000005411	ENSORLP00000012358
ENSLOCP00000002077	ENSORLP00000022701
ENSLOCP00000012938	ENSORLP00000024161
ENSLOCP00000017701	ENSORLP00000001907
ENSLOCP00000004465	ENSORLP00000017635
ENSLOCP00000020962	ENSORLP00000020022
ENSLOCP00000020962	ENSORLP00000020128
ENSLOCP00000007762	ENSORLP00000006171
ENSLOCP00000020919	ENSORLP00000022289
ENSLOCP00000003659	ENSORLP00000021433
ENSLOCP00000003659	ENSORLP00000021051
ENSLOCP00000015165	ENSORLP00000022583
ENSLOCP00000002438	ENSORLP00000014518
ENSLOCP00000015519	ENSORLP00000015310
ENSLOCP00000003591	ENSORLP00000001555
ENSLOCP00000018354	ENSORLP00000009099
ENSLOCP00000015332	ENSORLP00000013214
ENSLOCP00000020408	ENSORLP00000024920
ENSLOCP00000021005	ENSORLP00000019023
ENSLOCP00000005667	ENSORLP00000008636
ENSLOCP00000020280	ENSORLP00000005886
ENSLOCP00000001885	ENSORLP00000014884
ENSLOCP00000011454	ENSORLP00000025216
ENSLOCP00000003359	ENSORLP00000019593
ENSLOCP00000012385	ENSORLP00000019703
ENSLOCP00000005638	ENSORLP00000018953
ENSLOCP00000005888	ENSORLP00000001003
ENSLOCP00000006107	ENSORLP00000003887
ENSLOCP00000002552	ENSORLP00000012605
ENSLOCP00000009619	ENSORLP00000007151
ENSLOCP00000017444	ENSORLP00000004184
ENSLOCP00000009018	ENSORLP00000017577
ENSLOCP00000015976	ENSORLP00000021597
ENSLOCP00000001060	ENSORLP00000001159
ENSLOCP00000011872	ENSORLP00000017148
ENSLOCP00000003517	ENSORLP00000011071
ENSLOCP00000003517	ENSORLP00000010927
ENSLOCP00000015276	ENSORLP00000013372
ENSLOCP00000008011	ENSORLP00000001916
ENSLOCP00000002871	ENSORLP00000017623
ENSLOCP00000013357	ENSORLP00000005462
ENSLOCP00000005006	ENSORLP00000011348
ENSLOCP00000005006	ENSORLP00000018950
ENSLOCP00000020639	ENSORLP00000013781
ENSLOCP00000008513	ENSORLP00000010992
ENSLOCP00000003780	ENSORLP00000006829
ENSLOCP00000014303	ENSORLP00000006430
ENSLOCP00000010873	ENSORLP00000004212
ENSLOCP00000016140	ENSORLP00000003066
ENSLOCP00000003822	ENSORLP00000011631
ENSLOCP00000004004	ENSORLP00000025615
ENSLOCP00000001165	ENSORLP00000018083
ENSLOCP00000004534	ENSORLP00000001282
ENSLOCP00000001662	ENSORLP00000020946
ENSLOCP00000005534	ENSORLP00000012440
ENSLOCP00000012912	ENSORLP00000018343
ENSLOCP00000010707	ENSORLP00000006531
ENSLOCP00000006363	ENSORLP00000011498
ENSLOCP00000016285	ENSORLP00000012186
ENSLOCP00000011903	ENSORLP00000007957
ENSLOCP00000007020	ENSORLP00000006385
ENSLOCP00000010294	ENSORLP00000017031
ENSLOCP00000017023	ENSORLP00000013062
ENSLOCP00000002266	ENSORLP00000020035
ENSLOCP00000013257	ENSORLP00000006349
ENSLOCP00000014980	ENSORLP00000022060
ENSLOCP00000003978	ENSORLP00000011831
ENSLOCP00000006821	ENSORLP00000015095
ENSLOCP00000008633	ENSORLP00000016772
ENSLOCP00000003832	ENSORLP00000009964
ENSLOCP00000015683	ENSORLP00000009886
ENSLOCP00000001564	ENSORLP00000014708
ENSLOCP00000015392	ENSORLP00000021098
ENSLOCP00000017913	ENSORLP00000016797
ENSLOCP00000012839	ENSORLP00000022162
ENSLOCP00000006692	ENSORLP00000006456
ENSLOCP00000004585	ENSORLP00000021212
ENSLOCP00000019093	ENSORLP00000015480
ENSLOCP00000012642	ENSORLP00000007673
ENSLOCP00000020651	ENSORLP00000021642
ENSLOCP00000009991	ENSORLP00000021342
ENSLOCP00000020129	ENSORLP00000022129
ENSLOCP00000011553	ENSORLP00000025044
ENSLOCP00000021011	ENSORLP00000012665
ENSLOCP00000007269	ENSORLP00000016358
ENSLOCP00000007928	ENSORLP00000020612
ENSLOCP00000005851	ENSORLP00000024124
ENSLOCP00000004512	ENSORLP00000005495
ENSLOCP00000005877	ENSORLP00000017947
ENSLOCP00000009923	ENSORLP00000005028
ENSLOCP00000017778	ENSORLP00000004747
ENSLOCP00000011916	ENSORLP00000017865
ENSLOCP00000020454	ENSORLP00000020692
ENSLOCP00000016266	ENSORLP00000008264
ENSLOCP00000014062	ENSORLP00000025389
ENSLOCP00000003739	ENSORLP00000018158
ENSLOCP00000016199	ENSORLP00000002949
ENSLOCP00000001830	ENSORLP00000016224
ENSLOCP00000020675	ENSORLP00000003904
ENSLOCP00000021457	ENSORLP00000006197
ENSLOCP00000020153	ENSORLP00000018616
ENSLOCP00000004865	ENSORLP00000001739
ENSLOCP00000008184	ENSORLP00000007518
ENSLOCP00000012864	ENSORLP00000012696
ENSLOCP00000004211	ENSORLP00000015840
ENSLOCP00000007563	ENSORLP00000005944
ENSLOCP00000015583	ENSORLP00000000305
ENSLOCP00000012357	ENSORLP00000007255
ENSLOCP00000017038	ENSORLP00000006035
ENSLOCP00000005434	ENSORLP00000007153
ENSLOCP00000007793	ENSORLP00000020525
ENSLOCP00000012091	ENSORLP00000005930
ENSLOCP00000022063	ENSORLP00000002084
ENSLOCP00000018718	ENSORLP00000011804
ENSLOCP00000019800	ENSORLP00000023721
ENSLOCP00000013510	ENSORLP00000006697
ENSLOCP00000001406	ENSORLP00000011773
ENSLOCP00000000494	ENSORLP00000007589
ENSLOCP00000020937	ENSORLP00000020947
ENSLOCP00000020937	ENSORLP00000018483
ENSLOCP00000020931	ENSORLP00000018537
ENSLOCP00000005270	ENSORLP00000020137
ENSLOCP00000018475	ENSORLP00000017611
ENSLOCP00000010421	ENSORLP00000021676
ENSLOCP00000018616	ENSORLP00000019562
ENSLOCP00000015795	ENSORLP00000021354
ENSLOCP00000001701	ENSORLP00000015340
ENSLOCP00000000472	ENSORLP00000014820
ENSLOCP00000019662	ENSORLP00000018191
ENSLOCP00000019662	ENSORLP00000020269
ENSLOCP00000000732	ENSORLP00000017232
ENSLOCP00000010794	ENSORLP00000009252
ENSLOCP00000004603	ENSORLP00000010908
ENSLOCP00000007820	ENSORLP00000020894
ENSLOCP00000011232	ENSORLP00000004894
ENSLOCP00000015370	ENSORLP00000019606
ENSLOCP00000003537	ENSORLP00000012497
ENSLOCP00000008303	ENSORLP00000000378
ENSLOCP00000011576	ENSORLP00000020752
ENSLOCP00000008044	ENSORLP00000015234
ENSLOCP00000013700	ENSORLP00000020287
ENSLOCP00000015179	ENSORLP00000022586
ENSLOCP00000015786	ENSORLP00000000050
ENSLOCP00000014691	ENSORLP00000010617
ENSLOCP00000001489	ENSORLP00000017323
ENSLOCP00000020359	ENSORLP00000019969
ENSLOCP00000001611	ENSORLP00000023551
ENSLOCP00000004007	ENSORLP00000000829
ENSLOCP00000014028	ENSORLP00000004990
ENSLOCP00000017908	ENSORLP00000021115
ENSLOCP00000007118	ENSORLP00000020950
ENSLOCP00000020314	ENSORLP00000001757
ENSLOCP00000010282	ENSORLP00000006388
ENSLOCP00000000641	ENSORLP00000014210
ENSLOCP00000005212	ENSORLP00000019870
ENSLOCP00000019126	ENSORLP00000019044
ENSLOCP00000000137	ENSORLP00000001382
ENSLOCP00000000760	ENSORLP00000012674
ENSLOCP00000022192	ENSORLP00000012990
ENSLOCP00000022192	ENSORLP00000010357
ENSLOCP00000015343	ENSORLP00000010583
ENSLOCP00000021130	ENSORLP00000001143
ENSLOCP00000006718	ENSORLP00000003942
ENSLOCP00000016284	ENSORLP00000008249
ENSLOCP00000005405	ENSORLP00000008915
ENSLOCP00000013998	ENSORLP00000014177
ENSLOCP00000004514	ENSORLP00000024979
ENSLOCP00000001321	ENSORLP00000007877
ENSLOCP00000016702	ENSORLP00000017227
ENSLOCP00000020716	ENSORLP00000020504
ENSLOCP00000019439	ENSORLP00000022916
ENSLOCP00000021811	ENSORLP00000018797
ENSLOCP00000022097	ENSORLP00000019798
ENSLOCP00000010816	ENSORLP00000018804
ENSLOCP00000018097	ENSORLP00000000527
ENSLOCP00000016507	ENSORLP00000015379
ENSLOCP00000011313	ENSORLP00000021807
ENSLOCP00000020798	ENSORLP00000019205
ENSLOCP00000006194	ENSORLP00000018654
ENSLOCP00000010071	ENSORLP00000013502
ENSLOCP00000004391	ENSORLP00000013676
ENSLOCP00000007431	ENSORLP00000014266
ENSLOCP00000002605	ENSORLP00000001801
ENSLOCP00000019717	ENSORLP00000021129
ENSLOCP00000010598	ENSORLP00000005939
ENSLOCP00000003056	ENSORLP00000006772
ENSLOCP00000005365	ENSORLP00000018055
ENSLOCP00000021138	ENSORLP00000002799
ENSLOCP00000003410	ENSORLP00000018349
ENSLOCP00000004168	ENSORLP00000001158
ENSLOCP00000012056	ENSORLP00000020363
ENSLOCP00000014195	ENSORLP00000003506
ENSLOCP00000009962	ENSORLP00000004773
ENSLOCP00000011265	ENSORLP00000021713
ENSLOCP00000019412	ENSORLP00000021995
ENSLOCP00000004041	ENSORLP00000003583
ENSLOCP00000010934	ENSORLP00000009644
ENSLOCP00000007497	ENSORLP00000024415
ENSLOCP00000011906	ENSORLP00000003450
ENSLOCP00000006654	ENSORLP00000011788
ENSLOCP00000020880	ENSORLP00000021581
ENSLOCP00000003511	ENSORLP00000011385
ENSLOCP00000015902	ENSORLP00000020179
ENSLOCP00000020283	ENSORLP00000015077
ENSLOCP00000001499	ENSORLP00000015942
ENSLOCP00000002771	ENSORLP00000006784
ENSLOCP00000014626	ENSORLP00000013566
ENSLOCP00000004565	ENSORLP00000005555
ENSLOCP00000006136	ENSORLP00000012668
ENSLOCP00000020031	ENSORLP00000021539
ENSLOCP00000019029	ENSORLP00000013689
ENSLOCP00000003709	ENSORLP00000025796
ENSLOCP00000000591	ENSORLP00000008844
ENSLOCP00000015301	ENSORLP00000003682
ENSLOCP00000011056	ENSORLP00000022673
ENSLOCP00000004606	ENSORLP00000005566
ENSLOCP00000000645	ENSORLP00000015467
ENSLOCP00000007828	ENSORLP00000001404
ENSLOCP00000019416	ENSORLP00000023990
ENSLOCP00000020645	ENSORLP00000024535
ENSLOCP00000003120	ENSORLP00000018811
ENSLOCP00000005471	ENSORLP00000016088
ENSLOCP00000015243	ENSORLP00000014913
ENSLOCP00000016357	ENSORLP00000012029
ENSLOCP00000021220	ENSORLP00000022799
ENSLOCP00000004848	ENSORLP00000004964
ENSLOCP00000019576	ENSORLP00000015675
ENSLOCP00000007859	ENSORLP00000002547
ENSLOCP00000013013	ENSORLP00000007354
ENSLOCP00000009030	ENSORLP00000017592
ENSLOCP00000004126	ENSORLP00000015032
ENSLOCP00000013676	ENSORLP00000004732
ENSLOCP00000005508	ENSORLP00000005569
ENSLOCP00000005433	ENSORLP00000015617
ENSLOCP00000001540	ENSORLP00000016786
ENSLOCP00000018586	ENSORLP00000020379
ENSLOCP00000017064	ENSORLP00000024637
ENSLOCP00000019511	ENSORLP00000011025
ENSLOCP00000013018	ENSORLP00000000882
ENSLOCP00000001446	ENSORLP00000006932
ENSLOCP00000014916	ENSORLP00000019302
ENSLOCP00000005169	ENSORLP00000018361
ENSLOCP00000007736	ENSORLP00000004738
ENSLOCP00000005501	ENSORLP00000010551
ENSLOCP00000007068	ENSORLP00000025582
ENSLOCP00000018675	ENSORLP00000020606
ENSLOCP00000003284	ENSORLP00000006828
ENSLOCP00000008436	ENSORLP00000016667
ENSLOCP00000005192	ENSORLP00000021598
ENSLOCP00000016991	ENSORLP00000006293
ENSLOCP00000010424	ENSORLP00000008333
ENSLOCP00000004817	ENSORLP00000021826
ENSLOCP00000014082	ENSORLP00000025483
ENSLOCP00000008959	ENSORLP00000013735
ENSLOCP00000019634	ENSORLP00000025020
ENSLOCP00000020254	ENSORLP00000015002
ENSLOCP00000011685	ENSORLP00000013556
ENSLOCP00000006108	ENSORLP00000011388
ENSLOCP00000001133	ENSORLP00000015746
ENSLOCP00000020192	ENSORLP00000024758
ENSLOCP00000020371	ENSORLP00000001254
ENSLOCP00000006209	ENSORLP00000019260
ENSLOCP00000014555	ENSORLP00000011434
ENSLOCP00000014640	ENSORLP00000008564
ENSLOCP00000002900	ENSORLP00000001661
ENSLOCP00000000008	ENSORLP00000014036
ENSLOCP00000017112	ENSORLP00000008625
ENSLOCP00000015649	ENSORLP00000021194
ENSLOCP00000011540	ENSORLP00000009708
ENSLOCP00000017863	ENSORLP00000013488
ENSLOCP00000013181	ENSORLP00000021191
ENSLOCP00000017379	ENSORLP00000000208
ENSLOCP00000007218	ENSORLP00000004048
ENSLOCP00000011904	ENSORLP00000020506
ENSLOCP00000012387	ENSORLP00000007038
ENSLOCP00000017707	ENSORLP00000023213
ENSLOCP00000003421	ENSORLP00000015799
ENSLOCP00000018033	ENSORLP00000001157
ENSLOCP00000018850	ENSORLP00000019351
ENSLOCP00000005070	ENSORLP00000005912
ENSLOCP00000009394	ENSORLP00000021640
ENSLOCP00000005486	ENSORLP00000016098
ENSLOCP00000018134	ENSORLP00000015448
ENSLOCP00000003402	ENSORLP00000004815
ENSLOCP00000018523	ENSORLP00000014942
ENSLOCP00000018387	ENSORLP00000013798
ENSLOCP00000002687	ENSORLP00000002811
ENSLOCP00000008608	ENSORLP00000015357
ENSLOCP00000010281	ENSORLP00000015197
ENSLOCP00000001147	ENSORLP00000009380
ENSLOCP00000021290	ENSORLP00000022727
ENSLOCP00000019705	ENSORLP00000008034
ENSLOCP00000020369	ENSORLP00000025726
ENSLOCP00000012334	ENSORLP00000022786
ENSLOCP00000003864	ENSORLP00000009822
ENSLOCP00000006275	ENSORLP00000003877
ENSLOCP00000019344	ENSORLP00000025757
ENSLOCP00000011824	ENSORLP00000002262
ENSLOCP00000000886	ENSORLP00000022218
ENSLOCP00000011085	ENSORLP00000009750
ENSLOCP00000001201	ENSORLP00000011867
ENSLOCP00000013570	ENSORLP00000014060
ENSLOCP00000021808	ENSORLP00000022597
ENSLOCP00000014327	ENSORLP00000022646
ENSLOCP00000003472	ENSORLP00000012470
ENSLOCP00000012985	ENSORLP00000001696
ENSLOCP00000011419	ENSORLP00000007767
ENSLOCP00000009738	ENSORLP00000025074
ENSLOCP00000007092	ENSORLP00000024530
ENSLOCP00000019720	ENSORLP00000021135
ENSLOCP00000012086	ENSORLP00000009869
ENSLOCP00000003752	ENSORLP00000025605
ENSLOCP00000009576	ENSORLP00000012228
ENSLOCP00000013437	ENSORLP00000022854
ENSLOCP00000003510	ENSORLP00000015888
ENSLOCP00000009386	ENSORLP00000000334
ENSLOCP00000013433	ENSORLP00000020398
ENSLOCP00000001927	ENSORLP00000025242
ENSLOCP00000018385	ENSORLP00000002861
ENSLOCP00000010079	ENSORLP00000019319
ENSLOCP00000008730	ENSORLP00000019920
ENSLOCP00000001868	ENSORLP00000002430
ENSLOCP00000011248	ENSORLP00000005428
ENSLOCP00000015196	ENSORLP00000021557
ENSLOCP00000005880	ENSORLP00000025342
ENSLOCP00000003834	ENSORLP00000001970
ENSLOCP00000005803	ENSORLP00000011635
ENSLOCP00000004273	ENSORLP00000021221
ENSLOCP00000005301	ENSORLP00000017007
ENSLOCP00000001363	ENSORLP00000022214
ENSLOCP00000019631	ENSORLP00000016409
ENSLOCP00000006804	ENSORLP00000020811
ENSLOCP00000005078	ENSORLP00000021690
ENSLOCP00000013675	ENSORLP00000001827
ENSLOCP00000000753	ENSORLP00000012008
ENSLOCP00000010956	ENSORLP00000001576
ENSLOCP00000009057	ENSORLP00000024585
ENSLOCP00000010547	ENSORLP00000010393
ENSLOCP00000001244	ENSORLP00000014500
ENSLOCP00000003953	ENSORLP00000023917
ENSLOCP00000006491	ENSORLP00000010988
ENSLOCP00000004141	ENSORLP00000014612
ENSLOCP00000010921	ENSORLP00000018583
ENSLOCP00000010763	ENSORLP00000018296
ENSLOCP00000006409	ENSORLP00000010943
ENSLOCP00000004478	ENSORLP00000000996
ENSLOCP00000008833	ENSORLP00000010169
ENSLOCP00000000877	ENSORLP00000012315
ENSLOCP00000008131	ENSORLP00000025429
ENSLOCP00000009023	ENSORLP00000021837
ENSLOCP00000001765	ENSORLP00000006378
ENSLOCP00000012328	ENSORLP00000022318
ENSLOCP00000003592	ENSORLP00000011412
ENSLOCP00000000221	ENSORLP00000004233
ENSLOCP00000008103	ENSORLP00000017190
ENSLOCP00000006940	ENSORLP00000002847
ENSLOCP00000006806	ENSORLP00000017796
ENSLOCP00000022479	ENSORLP00000025889
ENSLOCP00000017700	ENSORLP00000003689
ENSLOCP00000005236	ENSORLP00000005340
ENSLOCP00000018113	ENSORLP00000008186
ENSLOCP00000017351	ENSORLP00000024261
ENSLOCP00000002643	ENSORLP00000013440
ENSLOCP00000012046	ENSORLP00000014305
ENSLOCP00000003276	ENSORLP00000014842
ENSLOCP00000014316	ENSORLP00000010346
ENSLOCP00000010627	ENSORLP00000021431
ENSLOCP00000011713	ENSORLP00000004119
ENSLOCP00000000921	ENSORLP00000014613
ENSLOCP00000012715	ENSORLP00000007608
ENSLOCP00000006293	ENSORLP00000005424
ENSLOCP00000019342	ENSORLP00000025762
ENSLOCP00000016901	ENSORLP00000023215
ENSLOCP00000017188	ENSORLP00000002136
ENSLOCP00000001543	ENSORLP00000007408
ENSLOCP00000015713	ENSORLP00000010401
ENSLOCP00000003490	ENSORLP00000018547
ENSLOCP00000001599	ENSORLP00000020888
ENSLOCP00000007811	ENSORLP00000012856
ENSLOCP00000007811	ENSORLP00000004739
ENSLOCP00000009415	ENSORLP00000000935
ENSLOCP00000013581	ENSORLP00000006158
ENSLOCP00000004029	ENSORLP00000004974
ENSLOCP00000007883	ENSORLP00000020870
ENSLOCP00000005081	ENSORLP00000010281
ENSLOCP00000011122	ENSORLP00000016424
ENSLOCP00000015364	ENSORLP00000017921
ENSLOCP00000003654	ENSORLP00000018199
ENSLOCP00000003638	ENSORLP00000014640
ENSLOCP00000005555	ENSORLP00000010571
ENSLOCP00000018519	ENSORLP00000010633
ENSLOCP00000002404	ENSORLP00000017687
ENSLOCP00000011703	ENSORLP00000013626
ENSLOCP00000006563	ENSORLP00000023408
ENSLOCP00000013664	ENSORLP00000004809
ENSLOCP00000005773	ENSORLP00000018959
ENSLOCP00000019018	ENSORLP00000006926
ENSLOCP00000009668	ENSORLP00000018245
ENSLOCP00000010832	ENSORLP00000011587
ENSLOCP00000009201	ENSORLP00000006444
ENSLOCP00000017748	ENSORLP00000013583
ENSLOCP00000019181	ENSORLP00000021798
ENSLOCP00000001678	ENSORLP00000005829
ENSLOCP00000003065	ENSORLP00000018876
ENSLOCP00000004897	ENSORLP00000016955
ENSLOCP00000019513	ENSORLP00000016005
ENSLOCP00000020653	ENSORLP00000004046
ENSLOCP00000014023	ENSORLP00000019019
ENSLOCP00000013796	ENSORLP00000013501
ENSLOCP00000020489	ENSORLP00000019905
ENSLOCP00000015547	ENSORLP00000014442
ENSLOCP00000021638	ENSORLP00000005704
ENSLOCP00000006279	ENSORLP00000018700
ENSLOCP00000001385	ENSORLP00000022207
ENSLOCP00000003260	ENSORLP00000003133
ENSLOCP00000016764	ENSORLP00000023804
ENSLOCP00000003151	ENSORLP00000025841
ENSLOCP00000013080	ENSORLP00000004120
ENSLOCP00000006479	ENSORLP00000013504
ENSLOCP00000008330	ENSORLP00000007904
ENSLOCP00000001647	ENSORLP00000005840
ENSLOCP00000002176	ENSORLP00000003205
ENSLOCP00000015120	ENSORLP00000021589
ENSLOCP00000008460	ENSORLP00000007640
ENSLOCP00000014432	ENSORLP00000007105
ENSLOCP00000014619	ENSORLP00000007751
ENSLOCP00000011002	ENSORLP00000000785
ENSLOCP00000020777	ENSORLP00000025269
ENSLOCP00000003173	ENSORLP00000018796
ENSLOCP00000011187	ENSORLP00000022139
ENSLOCP00000003809	ENSORLP00000025608
ENSLOCP00000019645	ENSORLP00000015280
ENSLOCP00000014696	ENSORLP00000002923
ENSLOCP00000017227	ENSORLP00000014216
ENSLOCP00000001028	ENSORLP00000011928
ENSLOCP00000000655	ENSORLP00000001947
ENSLOCP00000021232	ENSORLP00000023849
ENSLOCP00000018663	ENSORLP00000015941
ENSLOCP00000001492	ENSORLP00000025611
ENSLOCP00000005702	ENSORLP00000004261
ENSLOCP00000016361	ENSORLP00000003909
ENSLOCP00000007347	ENSORLP00000016440
ENSLOCP00000013484	ENSORLP00000013631
ENSLOCP00000015360	ENSORLP00000017024
ENSLOCP00000001659	ENSORLP00000010874
ENSLOCP00000002937	ENSORLP00000014374
ENSLOCP00000003769	ENSORLP00000014219
ENSLOCP00000003009	ENSORLP00000017760
ENSLOCP00000003009	ENSORLP00000021978
ENSLOCP00000019764	ENSORLP00000014538
ENSLOCP00000005075	ENSORLP00000005147
ENSLOCP00000007897	ENSORLP00000006486
ENSLOCP00000017360	ENSORLP00000002931
ENSLOCP00000006764	ENSORLP00000020105
ENSLOCP00000007658	ENSORLP00000019239
ENSLOCP00000006881	ENSORLP00000007736
ENSLOCP00000017110	ENSORLP00000002365
ENSLOCP00000011008	ENSORLP00000009238
ENSLOCP00000018711	ENSORLP00000015305
ENSLOCP00000001869	ENSORLP00000007494
ENSLOCP00000004995	ENSORLP00000019601
ENSLOCP00000020857	ENSORLP00000011178
ENSLOCP00000018424	ENSORLP00000003098
ENSLOCP00000005144	ENSORLP00000019498
ENSLOCP00000009139	ENSORLP00000009110
ENSLOCP00000013751	ENSORLP00000001043
ENSLOCP00000007400	ENSORLP00000025648
ENSLOCP00000002963	ENSORLP00000010260
ENSLOCP00000015599	ENSORLP00000015401
ENSLOCP00000012339	ENSORLP00000007057
ENSLOCP00000004073	ENSORLP00000005614
ENSLOCP00000020789	ENSORLP00000011471
ENSLOCP00000001829	ENSORLP00000009747
ENSLOCP00000001829	ENSORLP00000000004
ENSLOCP00000004651	ENSORLP00000019022
ENSLOCP00000002621	ENSORLP00000025731
ENSLOCP00000009621	ENSORLP00000009797
ENSLOCP00000004362	ENSORLP00000010208
ENSLOCP00000007642	ENSORLP00000017041
ENSLOCP00000008348	ENSORLP00000012466
ENSLOCP00000000782	ENSORLP00000024991
ENSLOCP00000013897	ENSORLP00000006844
ENSLOCP00000022405	ENSORLP00000001071
ENSLOCP00000013086	ENSORLP00000007264
ENSLOCP00000005795	ENSORLP00000017361
ENSLOCP00000002537	ENSORLP00000007298
ENSLOCP00000002471	ENSORLP00000010687
ENSLOCP00000020297	ENSORLP00000012005
ENSLOCP00000010681	ENSORLP00000002105
ENSLOCP00000020952	ENSORLP00000022429
ENSLOCP00000002558	ENSORLP00000006448
ENSLOCP00000012504	ENSORLP00000022576
ENSLOCP00000002429	ENSORLP00000010829
ENSLOCP00000005945	ENSORLP00000007895
ENSLOCP00000003821	ENSORLP00000009368
ENSLOCP00000001458	ENSORLP00000011725
ENSLOCP00000002906	ENSORLP00000019026
ENSLOCP00000015791	ENSORLP00000010743
ENSLOCP00000018623	ENSORLP00000021944
ENSLOCP00000002165	ENSORLP00000018219
ENSLOCP00000010544	ENSORLP00000025322
ENSLOCP00000013418	ENSORLP00000016541
ENSLOCP00000019141	ENSORLP00000011678
ENSLOCP00000006620	ENSORLP00000008354
ENSLOCP00000010051	ENSORLP00000019252
ENSLOCP00000005846	ENSORLP00000019359
ENSLOCP00000022247	ENSORLP00000008685
ENSLOCP00000011777	ENSORLP00000014872
ENSLOCP00000011237	ENSORLP00000007124
ENSLOCP00000020689	ENSORLP00000012870
ENSLOCP00000017513	ENSORLP00000014002
ENSLOCP00000001498	ENSORLP00000007034
ENSLOCP00000001498	ENSORLP00000007487
ENSLOCP00000019494	ENSORLP00000015932
ENSLOCP00000011297	ENSORLP00000009315
ENSLOCP00000004871	ENSORLP00000011564
ENSLOCP00000004871	ENSORLP00000019894
ENSLOCP00000002659	ENSORLP00000009529
ENSLOCP00000009764	ENSORLP00000007077
ENSLOCP00000003803	ENSORLP00000001445
ENSLOCP00000020415	ENSORLP00000024904
ENSLOCP00000019130	ENSORLP00000012079
ENSLOCP00000005181	ENSORLP00000009299
ENSLOCP00000015831	ENSORLP00000006482
ENSLOCP00000015969	ENSORLP00000017153
ENSLOCP00000010472	ENSORLP00000015800
ENSLOCP00000002734	ENSORLP00000019911
ENSLOCP00000012986	ENSORLP00000020745
ENSLOCP00000006750	ENSORLP00000012003
ENSLOCP00000018557	ENSORLP00000001781
ENSLOCP00000006389	ENSORLP00000005587
ENSLOCP00000012888	ENSORLP00000013383
ENSLOCP00000016672	ENSORLP00000010739
ENSLOCP00000018202	ENSORLP00000009562
ENSLOCP00000007863	ENSORLP00000012180
ENSLOCP00000004692	ENSORLP00000024584
ENSLOCP00000020158	ENSORLP00000023411
ENSLOCP00000015148	ENSORLP00000024356
ENSLOCP00000011220	ENSORLP00000006062
ENSLOCP00000007045	ENSORLP00000019163
ENSLOCP00000015388	ENSORLP00000018661
ENSLOCP00000016698	ENSORLP00000010478
ENSLOCP00000021038	ENSORLP00000000093
ENSLOCP00000001790	ENSORLP00000017161
