ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000007201	ENSLOCP00000006423
ENSTGUP00000007271	ENSLOCP00000005362
ENSTGUP00000013432	ENSLOCP00000013633
ENSTGUP00000013849	ENSLOCP00000002569
ENSTGUP00000009367	ENSLOCP00000017401
ENSTGUP00000009612	ENSLOCP00000003642
ENSTGUP00000012827	ENSLOCP00000020923
ENSTGUP00000007548	ENSLOCP00000005449
ENSTGUP00000017792	ENSLOCP00000014607
ENSTGUP00000004830	ENSLOCP00000017537
ENSTGUP00000004375	ENSLOCP00000019447
ENSTGUP00000005633	ENSLOCP00000019610
ENSTGUP00000012401	ENSLOCP00000011252
ENSTGUP00000003091	ENSLOCP00000021766
ENSTGUP00000007887	ENSLOCP00000020878
ENSTGUP00000003737	ENSLOCP00000018095
ENSTGUP00000005726	ENSLOCP00000009874
ENSTGUP00000011864	ENSLOCP00000020627
ENSTGUP00000006983	ENSLOCP00000016927
ENSTGUP00000005568	ENSLOCP00000017097
ENSTGUP00000000906	ENSLOCP00000011605
ENSTGUP00000009355	ENSLOCP00000001898
ENSTGUP00000006468	ENSLOCP00000006546
ENSTGUP00000003751	ENSLOCP00000019813
ENSTGUP00000006499	ENSLOCP00000003637
ENSTGUP00000013441	ENSLOCP00000013731
ENSTGUP00000002814	ENSLOCP00000019703
ENSTGUP00000005106	ENSLOCP00000017002
ENSTGUP00000009428	ENSLOCP00000011984
ENSTGUP00000013043	ENSLOCP00000008385
ENSTGUP00000010451	ENSLOCP00000001656
ENSTGUP00000010442	ENSLOCP00000014024
ENSTGUP00000010429	ENSLOCP00000001626
ENSTGUP00000001507	ENSLOCP00000007000
ENSTGUP00000001730	ENSLOCP00000006017
ENSTGUP00000011903	ENSLOCP00000017450
ENSTGUP00000008969	ENSLOCP00000006297
ENSTGUP00000009790	ENSLOCP00000010605
ENSTGUP00000013720	ENSLOCP00000019704
ENSTGUP00000011648	ENSLOCP00000018672
ENSTGUP00000006001	ENSLOCP00000015876
ENSTGUP00000001957	ENSLOCP00000019217
ENSTGUP00000007974	ENSLOCP00000010562
ENSTGUP00000011219	ENSLOCP00000014824
ENSTGUP00000006375	ENSLOCP00000016115
ENSTGUP00000005862	ENSLOCP00000006539
ENSTGUP00000002931	ENSLOCP00000013141
ENSTGUP00000010795	ENSLOCP00000014272
ENSTGUP00000005985	ENSLOCP00000009652
ENSTGUP00000012808	ENSLOCP00000006426
ENSTGUP00000003043	ENSLOCP00000016030
ENSTGUP00000009868	ENSLOCP00000011761
ENSTGUP00000014508	ENSLOCP00000008678
ENSTGUP00000003205	ENSLOCP00000019480
ENSTGUP00000015935	ENSLOCP00000018382
ENSTGUP00000017314	ENSLOCP00000007395
ENSTGUP00000002940	ENSLOCP00000018002
ENSTGUP00000009999	ENSLOCP00000004501
ENSTGUP00000013768	ENSLOCP00000007569
ENSTGUP00000008357	ENSLOCP00000016675
ENSTGUP00000005492	ENSLOCP00000008112
ENSTGUP00000005808	ENSLOCP00000020100
ENSTGUP00000005327	ENSLOCP00000007795
ENSTGUP00000004501	ENSLOCP00000002544
ENSTGUP00000002924	ENSLOCP00000019601
ENSTGUP00000006256	ENSLOCP00000007321
ENSTGUP00000001414	ENSLOCP00000002604
ENSTGUP00000015976	ENSLOCP00000003944
ENSTGUP00000006654	ENSLOCP00000020399
ENSTGUP00000007750	ENSLOCP00000011030
ENSTGUP00000012792	ENSLOCP00000012739
ENSTGUP00000010104	ENSLOCP00000010620
ENSTGUP00000006439	ENSLOCP00000013467
ENSTGUP00000014296	ENSLOCP00000000810
ENSTGUP00000001391	ENSLOCP00000002525
ENSTGUP00000002863	ENSLOCP00000009615
ENSTGUP00000004729	ENSLOCP00000009577
ENSTGUP00000012681	ENSLOCP00000016201
ENSTGUP00000006575	ENSLOCP00000004120
ENSTGUP00000011193	ENSLOCP00000012269
ENSTGUP00000017653	ENSLOCP00000009785
ENSTGUP00000017200	ENSLOCP00000016517
ENSTGUP00000005725	ENSLOCP00000020114
ENSTGUP00000002616	ENSLOCP00000018489
ENSTGUP00000007276	ENSLOCP00000021905
ENSTGUP00000008605	ENSLOCP00000009281
ENSTGUP00000006134	ENSLOCP00000001923
ENSTGUP00000008868	ENSLOCP00000008752
ENSTGUP00000010981	ENSLOCP00000020555
ENSTGUP00000001412	ENSLOCP00000013948
ENSTGUP00000002331	ENSLOCP00000015871
ENSTGUP00000001145	ENSLOCP00000010500
ENSTGUP00000008662	ENSLOCP00000000038
ENSTGUP00000001944	ENSLOCP00000019652
ENSTGUP00000003939	ENSLOCP00000015537
ENSTGUP00000002354	ENSLOCP00000019781
ENSTGUP00000005979	ENSLOCP00000011130
ENSTGUP00000007204	ENSLOCP00000004348
ENSTGUP00000008575	ENSLOCP00000019408
ENSTGUP00000005184	ENSLOCP00000000210
ENSTGUP00000003366	ENSLOCP00000002845
ENSTGUP00000004662	ENSLOCP00000019569
ENSTGUP00000012381	ENSLOCP00000017239
ENSTGUP00000012565	ENSLOCP00000020416
ENSTGUP00000013047	ENSLOCP00000010350
ENSTGUP00000014997	ENSLOCP00000008896
ENSTGUP00000009086	ENSLOCP00000011016
ENSTGUP00000012486	ENSLOCP00000011291
ENSTGUP00000006074	ENSLOCP00000019315
ENSTGUP00000008708	ENSLOCP00000015269
ENSTGUP00000002433	ENSLOCP00000019735
ENSTGUP00000006873	ENSLOCP00000009709
ENSTGUP00000008590	ENSLOCP00000017892
ENSTGUP00000011778	ENSLOCP00000009867
ENSTGUP00000006716	ENSLOCP00000016863
ENSTGUP00000000490	ENSLOCP00000001789
ENSTGUP00000006040	ENSLOCP00000011985
ENSTGUP00000002525	ENSLOCP00000005769
ENSTGUP00000015837	ENSLOCP00000002935
ENSTGUP00000008075	ENSLOCP00000021067
ENSTGUP00000001404	ENSLOCP00000013085
ENSTGUP00000010079	ENSLOCP00000005858
ENSTGUP00000007810	ENSLOCP00000005853
ENSTGUP00000008111	ENSLOCP00000017901
ENSTGUP00000014039	ENSLOCP00000013061
ENSTGUP00000001880	ENSLOCP00000011363
ENSTGUP00000012813	ENSLOCP00000000987
ENSTGUP00000005427	ENSLOCP00000005262
ENSTGUP00000009889	ENSLOCP00000003460
ENSTGUP00000014647	ENSLOCP00000017236
ENSTGUP00000001858	ENSLOCP00000016520
ENSTGUP00000010190	ENSLOCP00000014160
ENSTGUP00000008692	ENSLOCP00000003785
ENSTGUP00000012015	ENSLOCP00000002318
ENSTGUP00000013589	ENSLOCP00000014099
ENSTGUP00000004035	ENSLOCP00000011174
ENSTGUP00000010957	ENSLOCP00000006349
ENSTGUP00000011158	ENSLOCP00000016353
ENSTGUP00000012429	ENSLOCP00000021195
ENSTGUP00000001515	ENSLOCP00000011718
ENSTGUP00000013809	ENSLOCP00000000915
ENSTGUP00000017831	ENSLOCP00000010776
ENSTGUP00000004778	ENSLOCP00000007981
ENSTGUP00000004785	ENSLOCP00000007492
ENSTGUP00000000249	ENSLOCP00000011124
ENSTGUP00000007134	ENSLOCP00000005651
ENSTGUP00000010798	ENSLOCP00000007648
ENSTGUP00000012604	ENSLOCP00000018869
ENSTGUP00000009823	ENSLOCP00000011728
ENSTGUP00000006552	ENSLOCP00000005839
ENSTGUP00000002784	ENSLOCP00000009417
ENSTGUP00000006323	ENSLOCP00000014094
ENSTGUP00000017934	ENSLOCP00000015469
ENSTGUP00000010410	ENSLOCP00000019488
ENSTGUP00000003650	ENSLOCP00000001709
ENSTGUP00000011691	ENSLOCP00000021021
ENSTGUP00000008501	ENSLOCP00000005334
ENSTGUP00000007707	ENSLOCP00000001397
ENSTGUP00000003248	ENSLOCP00000002622
ENSTGUP00000009833	ENSLOCP00000020802
ENSTGUP00000010955	ENSLOCP00000006855
ENSTGUP00000009505	ENSLOCP00000011866
ENSTGUP00000002432	ENSLOCP00000011049
ENSTGUP00000005914	ENSLOCP00000006383
ENSTGUP00000015004	ENSLOCP00000019641
ENSTGUP00000007489	ENSLOCP00000010743
ENSTGUP00000007867	ENSLOCP00000003303
ENSTGUP00000008411	ENSLOCP00000012300
ENSTGUP00000001059	ENSLOCP00000006704
ENSTGUP00000013423	ENSLOCP00000020806
ENSTGUP00000008342	ENSLOCP00000009456
ENSTGUP00000004122	ENSLOCP00000017998
ENSTGUP00000003661	ENSLOCP00000018670
ENSTGUP00000000124	ENSLOCP00000002805
ENSTGUP00000013416	ENSLOCP00000011400
ENSTGUP00000008193	ENSLOCP00000017884
ENSTGUP00000016583	ENSLOCP00000013041
ENSTGUP00000009684	ENSLOCP00000016207
ENSTGUP00000006773	ENSLOCP00000009705
ENSTGUP00000006659	ENSLOCP00000007105
ENSTGUP00000011531	ENSLOCP00000014066
ENSTGUP00000002409	ENSLOCP00000014727
ENSTGUP00000012265	ENSLOCP00000012327
ENSTGUP00000006301	ENSLOCP00000006796
ENSTGUP00000012699	ENSLOCP00000010712
ENSTGUP00000002377	ENSLOCP00000019765
ENSTGUP00000010491	ENSLOCP00000001287
ENSTGUP00000008926	ENSLOCP00000007086
ENSTGUP00000011141	ENSLOCP00000015157
ENSTGUP00000001201	ENSLOCP00000002213
ENSTGUP00000010784	ENSLOCP00000016685
ENSTGUP00000001726	ENSLOCP00000013638
ENSTGUP00000012755	ENSLOCP00000019897
ENSTGUP00000000429	ENSLOCP00000011990
ENSTGUP00000012690	ENSLOCP00000020967
ENSTGUP00000011973	ENSLOCP00000020498
ENSTGUP00000005943	ENSLOCP00000019904
ENSTGUP00000005345	ENSLOCP00000009000
ENSTGUP00000010037	ENSLOCP00000006048
ENSTGUP00000015949	ENSLOCP00000018909
ENSTGUP00000000589	ENSLOCP00000012207
ENSTGUP00000008653	ENSLOCP00000003866
ENSTGUP00000014467	ENSLOCP00000017489
ENSTGUP00000009616	ENSLOCP00000006133
ENSTGUP00000017538	ENSLOCP00000000954
ENSTGUP00000003840	ENSLOCP00000018541
ENSTGUP00000002789	ENSLOCP00000010867
ENSTGUP00000010216	ENSLOCP00000014280
ENSTGUP00000012611	ENSLOCP00000003615
ENSTGUP00000012399	ENSLOCP00000010614
ENSTGUP00000013649	ENSLOCP00000020543
ENSTGUP00000009596	ENSLOCP00000007727
ENSTGUP00000004907	ENSLOCP00000018661
ENSTGUP00000001629	ENSLOCP00000013723
ENSTGUP00000017296	ENSLOCP00000020612
ENSTGUP00000004248	ENSLOCP00000017181
ENSTGUP00000006065	ENSLOCP00000016221
ENSTGUP00000013597	ENSLOCP00000001104
ENSTGUP00000004450	ENSLOCP00000016241
ENSTGUP00000012291	ENSLOCP00000021161
ENSTGUP00000006296	ENSLOCP00000006320
ENSTGUP00000006043	ENSLOCP00000011785
ENSTGUP00000009119	ENSLOCP00000016013
ENSTGUP00000003669	ENSLOCP00000002670
ENSTGUP00000006680	ENSLOCP00000016599
ENSTGUP00000012319	ENSLOCP00000009953
ENSTGUP00000004947	ENSLOCP00000005550
ENSTGUP00000011663	ENSLOCP00000013317
ENSTGUP00000005211	ENSLOCP00000011885
ENSTGUP00000006549	ENSLOCP00000006622
ENSTGUP00000000555	ENSLOCP00000009653
ENSTGUP00000008067	ENSLOCP00000000006
ENSTGUP00000010931	ENSLOCP00000015205
ENSTGUP00000001795	ENSLOCP00000008988
ENSTGUP00000009773	ENSLOCP00000003201
ENSTGUP00000012329	ENSLOCP00000020579
ENSTGUP00000012920	ENSLOCP00000021098
ENSTGUP00000010517	ENSLOCP00000013643
ENSTGUP00000002208	ENSLOCP00000016016
ENSTGUP00000008458	ENSLOCP00000012281
ENSTGUP00000006199	ENSLOCP00000004880
ENSTGUP00000012266	ENSLOCP00000010331
ENSTGUP00000010643	ENSLOCP00000010713
ENSTGUP00000008579	ENSLOCP00000016717
ENSTGUP00000009016	ENSLOCP00000021995
ENSTGUP00000009028	ENSLOCP00000010388
ENSTGUP00000013411	ENSLOCP00000007791
ENSTGUP00000008975	ENSLOCP00000018895
ENSTGUP00000011375	ENSLOCP00000020212
ENSTGUP00000006960	ENSLOCP00000009865
ENSTGUP00000007594	ENSLOCP00000015636
ENSTGUP00000012175	ENSLOCP00000010111
ENSTGUP00000009043	ENSLOCP00000006562
ENSTGUP00000003383	ENSLOCP00000007918
ENSTGUP00000001994	ENSLOCP00000014583
ENSTGUP00000008442	ENSLOCP00000017922
ENSTGUP00000001251	ENSLOCP00000015159
ENSTGUP00000008978	ENSLOCP00000002660
ENSTGUP00000017614	ENSLOCP00000011234
ENSTGUP00000002997	ENSLOCP00000015367
ENSTGUP00000004029	ENSLOCP00000018394
ENSTGUP00000002512	ENSLOCP00000008416
ENSTGUP00000004832	ENSLOCP00000018461
ENSTGUP00000007315	ENSLOCP00000005924
ENSTGUP00000004531	ENSLOCP00000002590
ENSTGUP00000004721	ENSLOCP00000008036
ENSTGUP00000007640	ENSLOCP00000008697
ENSTGUP00000010980	ENSLOCP00000006310
ENSTGUP00000003987	ENSLOCP00000011145
ENSTGUP00000007266	ENSLOCP00000009772
ENSTGUP00000010930	ENSLOCP00000009974
ENSTGUP00000013964	ENSLOCP00000005697
ENSTGUP00000002246	ENSLOCP00000019227
ENSTGUP00000005213	ENSLOCP00000009117
ENSTGUP00000004799	ENSLOCP00000019271
ENSTGUP00000008019	ENSLOCP00000002925
ENSTGUP00000006730	ENSLOCP00000008080
ENSTGUP00000012136	ENSLOCP00000020404
ENSTGUP00000008982	ENSLOCP00000016452
ENSTGUP00000002813	ENSLOCP00000007163
ENSTGUP00000006188	ENSLOCP00000004863
ENSTGUP00000003755	ENSLOCP00000019810
ENSTGUP00000006193	ENSLOCP00000006470
ENSTGUP00000013272	ENSLOCP00000020843
ENSTGUP00000004416	ENSLOCP00000009119
ENSTGUP00000001608	ENSLOCP00000007051
ENSTGUP00000003232	ENSLOCP00000015898
ENSTGUP00000003442	ENSLOCP00000015700
ENSTGUP00000011983	ENSLOCP00000005190
ENSTGUP00000005812	ENSLOCP00000009884
ENSTGUP00000012032	ENSLOCP00000003479
ENSTGUP00000004906	ENSLOCP00000007690
ENSTGUP00000003234	ENSLOCP00000020197
ENSTGUP00000011363	ENSLOCP00000019004
ENSTGUP00000005849	ENSLOCP00000008775
ENSTGUP00000006906	ENSLOCP00000019864
ENSTGUP00000002723	ENSLOCP00000010748
ENSTGUP00000006889	ENSLOCP00000010457
ENSTGUP00000005235	ENSLOCP00000013293
ENSTGUP00000004822	ENSLOCP00000016577
ENSTGUP00000007282	ENSLOCP00000004981
ENSTGUP00000012531	ENSLOCP00000013125
ENSTGUP00000004166	ENSLOCP00000006870
ENSTGUP00000010707	ENSLOCP00000010900
ENSTGUP00000009218	ENSLOCP00000007585
ENSTGUP00000010459	ENSLOCP00000008193
ENSTGUP00000013437	ENSLOCP00000013682
ENSTGUP00000012412	ENSLOCP00000011262
ENSTGUP00000012173	ENSLOCP00000021350
ENSTGUP00000006082	ENSLOCP00000008071
ENSTGUP00000001264	ENSLOCP00000007770
ENSTGUP00000000501	ENSLOCP00000013502
ENSTGUP00000008831	ENSLOCP00000008717
ENSTGUP00000001020	ENSLOCP00000012724
ENSTGUP00000001285	ENSLOCP00000002391
ENSTGUP00000007024	ENSLOCP00000019883
ENSTGUP00000006602	ENSLOCP00000010408
ENSTGUP00000018058	ENSLOCP00000016412
ENSTGUP00000002718	ENSLOCP00000014014
ENSTGUP00000016807	ENSLOCP00000006676
ENSTGUP00000013364	ENSLOCP00000021281
ENSTGUP00000008059	ENSLOCP00000010693
ENSTGUP00000011338	ENSLOCP00000000817
ENSTGUP00000009041	ENSLOCP00000006995
ENSTGUP00000012742	ENSLOCP00000011191
ENSTGUP00000000188	ENSLOCP00000006864
ENSTGUP00000011642	ENSLOCP00000018673
ENSTGUP00000010230	ENSLOCP00000012182
ENSTGUP00000009063	ENSLOCP00000010321
ENSTGUP00000010010	ENSLOCP00000014666
ENSTGUP00000002609	ENSLOCP00000021217
ENSTGUP00000006484	ENSLOCP00000006561
ENSTGUP00000009319	ENSLOCP00000013129
ENSTGUP00000004294	ENSLOCP00000017164
ENSTGUP00000016690	ENSLOCP00000018325
ENSTGUP00000006974	ENSLOCP00000008020
ENSTGUP00000013378	ENSLOCP00000012372
ENSTGUP00000002061	ENSLOCP00000019256
ENSTGUP00000006033	ENSLOCP00000011797
ENSTGUP00000003937	ENSLOCP00000018343
ENSTGUP00000008771	ENSLOCP00000003658
ENSTGUP00000004711	ENSLOCP00000017849
ENSTGUP00000006922	ENSLOCP00000019867
ENSTGUP00000016889	ENSLOCP00000010338
ENSTGUP00000012098	ENSLOCP00000001983
ENSTGUP00000009963	ENSLOCP00000004558
ENSTGUP00000017082	ENSLOCP00000005703
ENSTGUP00000010353	ENSLOCP00000019037
ENSTGUP00000012298	ENSLOCP00000001571
ENSTGUP00000003707	ENSLOCP00000011304
ENSTGUP00000000993	ENSLOCP00000004707
ENSTGUP00000005418	ENSLOCP00000000458
ENSTGUP00000006902	ENSLOCP00000019863
ENSTGUP00000008742	ENSLOCP00000001852
ENSTGUP00000011131	ENSLOCP00000013297
ENSTGUP00000004635	ENSLOCP00000016766
ENSTGUP00000008855	ENSLOCP00000015371
ENSTGUP00000008886	ENSLOCP00000007187
ENSTGUP00000009996	ENSLOCP00000010863
ENSTGUP00000007655	ENSLOCP00000017274
ENSTGUP00000003807	ENSLOCP00000000963
ENSTGUP00000008238	ENSLOCP00000016102
ENSTGUP00000000375	ENSLOCP00000011776
ENSTGUP00000003460	ENSLOCP00000015613
ENSTGUP00000007366	ENSLOCP00000014912
ENSTGUP00000008310	ENSLOCP00000001587
ENSTGUP00000010211	ENSLOCP00000008026
ENSTGUP00000005349	ENSLOCP00000019821
ENSTGUP00000012878	ENSLOCP00000020468
ENSTGUP00000006068	ENSLOCP00000007614
ENSTGUP00000004311	ENSLOCP00000019508
ENSTGUP00000013687	ENSLOCP00000000880
ENSTGUP00000005566	ENSLOCP00000019617
ENSTGUP00000013394	ENSLOCP00000011301
ENSTGUP00000006617	ENSLOCP00000016804
ENSTGUP00000006312	ENSLOCP00000006339
ENSTGUP00000005480	ENSLOCP00000017048
ENSTGUP00000011538	ENSLOCP00000016701
ENSTGUP00000001704	ENSLOCP00000005787
ENSTGUP00000006201	ENSLOCP00000007263
ENSTGUP00000001982	ENSLOCP00000011948
ENSTGUP00000014040	ENSLOCP00000013049
ENSTGUP00000007003	ENSLOCP00000004879
ENSTGUP00000011651	ENSLOCP00000005628
ENSTGUP00000003742	ENSLOCP00000010733
ENSTGUP00000003972	ENSLOCP00000017557
ENSTGUP00000002367	ENSLOCP00000015098
ENSTGUP00000007197	ENSLOCP00000018928
ENSTGUP00000008987	ENSLOCP00000017750
ENSTGUP00000012973	ENSLOCP00000016313
ENSTGUP00000006679	ENSLOCP00000011626
ENSTGUP00000007774	ENSLOCP00000017320
ENSTGUP00000001535	ENSLOCP00000013089
ENSTGUP00000003925	ENSLOCP00000012592
ENSTGUP00000014024	ENSLOCP00000011659
ENSTGUP00000012069	ENSLOCP00000015747
ENSTGUP00000007467	ENSLOCP00000007364
ENSTGUP00000005121	ENSLOCP00000018241
ENSTGUP00000012779	ENSLOCP00000007110
ENSTGUP00000008052	ENSLOCP00000005571
ENSTGUP00000005473	ENSLOCP00000006059
ENSTGUP00000006511	ENSLOCP00000004455
ENSTGUP00000006494	ENSLOCP00000001698
ENSTGUP00000008869	ENSLOCP00000020851
ENSTGUP00000005890	ENSLOCP00000007650
ENSTGUP00000008660	ENSLOCP00000007194
ENSTGUP00000007805	ENSLOCP00000020863
ENSTGUP00000003398	ENSLOCP00000008043
ENSTGUP00000013370	ENSLOCP00000011716
ENSTGUP00000006824	ENSLOCP00000009716
ENSTGUP00000009477	ENSLOCP00000004129
ENSTGUP00000005064	ENSLOCP00000004317
ENSTGUP00000013998	ENSLOCP00000005329
ENSTGUP00000004079	ENSLOCP00000006974
ENSTGUP00000009945	ENSLOCP00000003893
ENSTGUP00000011669	ENSLOCP00000019970
ENSTGUP00000007860	ENSLOCP00000007430
ENSTGUP00000001950	ENSLOCP00000005925
ENSTGUP00000002303	ENSLOCP00000019803
ENSTGUP00000002690	ENSLOCP00000006149
ENSTGUP00000011961	ENSLOCP00000021140
ENSTGUP00000010455	ENSLOCP00000012525
ENSTGUP00000012525	ENSLOCP00000020500
ENSTGUP00000003340	ENSLOCP00000021237
ENSTGUP00000004723	ENSLOCP00000009556
ENSTGUP00000012453	ENSLOCP00000013494
ENSTGUP00000010441	ENSLOCP00000001206
ENSTGUP00000002963	ENSLOCP00000014973
ENSTGUP00000006330	ENSLOCP00000005892
ENSTGUP00000003430	ENSLOCP00000008859
ENSTGUP00000010371	ENSLOCP00000012391
ENSTGUP00000008913	ENSLOCP00000003493
ENSTGUP00000012661	ENSLOCP00000013217
ENSTGUP00000013255	ENSLOCP00000020866
ENSTGUP00000002189	ENSLOCP00000015989
ENSTGUP00000014333	ENSLOCP00000005886
ENSTGUP00000009892	ENSLOCP00000012533
ENSTGUP00000001552	ENSLOCP00000003927
ENSTGUP00000001967	ENSLOCP00000019636
ENSTGUP00000013359	ENSLOCP00000021284
ENSTGUP00000007474	ENSLOCP00000005808
ENSTGUP00000002546	ENSLOCP00000015544
ENSTGUP00000008198	ENSLOCP00000012977
ENSTGUP00000005785	ENSLOCP00000007133
ENSTGUP00000007772	ENSLOCP00000017314
ENSTGUP00000011535	ENSLOCP00000020067
ENSTGUP00000002585	ENSLOCP00000018506
ENSTGUP00000013362	ENSLOCP00000021283
ENSTGUP00000013000	ENSLOCP00000021107
ENSTGUP00000002815	ENSLOCP00000018076
ENSTGUP00000005222	ENSLOCP00000009083
ENSTGUP00000010027	ENSLOCP00000012652
ENSTGUP00000006823	ENSLOCP00000016902
ENSTGUP00000001182	ENSLOCP00000010678
ENSTGUP00000013489	ENSLOCP00000010097
ENSTGUP00000014896	ENSLOCP00000005186
ENSTGUP00000009348	ENSLOCP00000017666
ENSTGUP00000003217	ENSLOCP00000019470
ENSTGUP00000010904	ENSLOCP00000013743
ENSTGUP00000005158	ENSLOCP00000017019
ENSTGUP00000012256	ENSLOCP00000021192
ENSTGUP00000013852	ENSLOCP00000002686
ENSTGUP00000017580	ENSLOCP00000018629
ENSTGUP00000016569	ENSLOCP00000019656
ENSTGUP00000013606	ENSLOCP00000014050
ENSTGUP00000004657	ENSLOCP00000010427
ENSTGUP00000002828	ENSLOCP00000002396
ENSTGUP00000010381	ENSLOCP00000001524
ENSTGUP00000013557	ENSLOCP00000021265
ENSTGUP00000008649	ENSLOCP00000020563
ENSTGUP00000003120	ENSLOCP00000015905
ENSTGUP00000011237	ENSLOCP00000014815
ENSTGUP00000013055	ENSLOCP00000013276
ENSTGUP00000005063	ENSLOCP00000001687
ENSTGUP00000003704	ENSLOCP00000008248
ENSTGUP00000011036	ENSLOCP00000006497
ENSTGUP00000006996	ENSLOCP00000004140
ENSTGUP00000005589	ENSLOCP00000018218
ENSTGUP00000018222	ENSLOCP00000007035
ENSTGUP00000013401	ENSLOCP00000007193
ENSTGUP00000011964	ENSLOCP00000016614
ENSTGUP00000003744	ENSLOCP00000009427
ENSTGUP00000006127	ENSLOCP00000006571
ENSTGUP00000014301	ENSLOCP00000008227
ENSTGUP00000008302	ENSLOCP00000002808
ENSTGUP00000000627	ENSLOCP00000011288
ENSTGUP00000004971	ENSLOCP00000019548
ENSTGUP00000013332	ENSLOCP00000021311
ENSTGUP00000002614	ENSLOCP00000013334
ENSTGUP00000013827	ENSLOCP00000012329
ENSTGUP00000001798	ENSLOCP00000005410
ENSTGUP00000011896	ENSLOCP00000020963
ENSTGUP00000010044	ENSLOCP00000000011
ENSTGUP00000005468	ENSLOCP00000008919
ENSTGUP00000002955	ENSLOCP00000014007
ENSTGUP00000001420	ENSLOCP00000003029
ENSTGUP00000009452	ENSLOCP00000016787
ENSTGUP00000007239	ENSLOCP00000009837
ENSTGUP00000008523	ENSLOCP00000018804
ENSTGUP00000005337	ENSLOCP00000009389
ENSTGUP00000010373	ENSLOCP00000019043
ENSTGUP00000001765	ENSLOCP00000005968
ENSTGUP00000009504	ENSLOCP00000002014
ENSTGUP00000006758	ENSLOCP00000009574
ENSTGUP00000012157	ENSLOCP00000021359
ENSTGUP00000010448	ENSLOCP00000007771
ENSTGUP00000007493	ENSLOCP00000010730
ENSTGUP00000017273	ENSLOCP00000009181
ENSTGUP00000000694	ENSLOCP00000004351
ENSTGUP00000010325	ENSLOCP00000012737
ENSTGUP00000002198	ENSLOCP00000019305
ENSTGUP00000005496	ENSLOCP00000006969
ENSTGUP00000017696	ENSLOCP00000007691
ENSTGUP00000000829	ENSLOCP00000003377
ENSTGUP00000006433	ENSLOCP00000006089
ENSTGUP00000009214	ENSLOCP00000017862
ENSTGUP00000001423	ENSLOCP00000003715
ENSTGUP00000013834	ENSLOCP00000006141
ENSTGUP00000011825	ENSLOCP00000017337
ENSTGUP00000007457	ENSLOCP00000007391
ENSTGUP00000013448	ENSLOCP00000013759
ENSTGUP00000012707	ENSLOCP00000006675
ENSTGUP00000004617	ENSLOCP00000003057
ENSTGUP00000006099	ENSLOCP00000013412
ENSTGUP00000007639	ENSLOCP00000013870
ENSTGUP00000000319	ENSLOCP00000011190
ENSTGUP00000003504	ENSLOCP00000008357
ENSTGUP00000013060	ENSLOCP00000020387
ENSTGUP00000009947	ENSLOCP00000014703
ENSTGUP00000010473	ENSLOCP00000015598
ENSTGUP00000002930	ENSLOCP00000015048
ENSTGUP00000004953	ENSLOCP00000002561
ENSTGUP00000009223	ENSLOCP00000010129
ENSTGUP00000013195	ENSLOCP00000011969
ENSTGUP00000013390	ENSLOCP00000006981
ENSTGUP00000011224	ENSLOCP00000018110
ENSTGUP00000008312	ENSLOCP00000007404
ENSTGUP00000017219	ENSLOCP00000008386
ENSTGUP00000000867	ENSLOCP00000014533
ENSTGUP00000002181	ENSLOCP00000013030
ENSTGUP00000006380	ENSLOCP00000003911
ENSTGUP00000009156	ENSLOCP00000013701
ENSTGUP00000013123	ENSLOCP00000021083
ENSTGUP00000013231	ENSLOCP00000004716
ENSTGUP00000007923	ENSLOCP00000015933
ENSTGUP00000001517	ENSLOCP00000013931
ENSTGUP00000006854	ENSLOCP00000007407
ENSTGUP00000010563	ENSLOCP00000019582
ENSTGUP00000009091	ENSLOCP00000020558
ENSTGUP00000007876	ENSLOCP00000006536
ENSTGUP00000009385	ENSLOCP00000021689
ENSTGUP00000008750	ENSLOCP00000019376
ENSTGUP00000005809	ENSLOCP00000009842
ENSTGUP00000015208	ENSLOCP00000020677
ENSTGUP00000006088	ENSLOCP00000013569
ENSTGUP00000006086	ENSLOCP00000000900
ENSTGUP00000010123	ENSLOCP00000001727
ENSTGUP00000009347	ENSLOCP00000009960
ENSTGUP00000004983	ENSLOCP00000002082
ENSTGUP00000008235	ENSLOCP00000003425
ENSTGUP00000002280	ENSLOCP00000001743
ENSTGUP00000004984	ENSLOCP00000005086
ENSTGUP00000003802	ENSLOCP00000010984
ENSTGUP00000010420	ENSLOCP00000012431
ENSTGUP00000002871	ENSLOCP00000013065
ENSTGUP00000013484	ENSLOCP00000014527
ENSTGUP00000012427	ENSLOCP00000012732
ENSTGUP00000008685	ENSLOCP00000019394
ENSTGUP00000001317	ENSLOCP00000012379
ENSTGUP00000001532	ENSLOCP00000013079
ENSTGUP00000007158	ENSLOCP00000018921
ENSTGUP00000012511	ENSLOCP00000011628
ENSTGUP00000011322	ENSLOCP00000008706
ENSTGUP00000007021	ENSLOCP00000019948
ENSTGUP00000012651	ENSLOCP00000021124
ENSTGUP00000010990	ENSLOCP00000015178
ENSTGUP00000000807	ENSLOCP00000014411
ENSTGUP00000002029	ENSLOCP00000015836
ENSTGUP00000016555	ENSLOCP00000018685
ENSTGUP00000008546	ENSLOCP00000007138
ENSTGUP00000011630	ENSLOCP00000005715
ENSTGUP00000007241	ENSLOCP00000009752
