ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000001308	ENSDARP00000039787
ENSCAFP00000041173	ENSDARP00000052350
ENSCAFP00000011796	ENSDARP00000087205
ENSCAFP00000040721	ENSDARP00000107201
ENSCAFP00000030065	ENSDARP00000107079
ENSCAFP00000037049	ENSDARP00000051482
ENSCAFP00000003335	ENSDARP00000113709
ENSCAFP00000039351	ENSDARP00000053837
ENSCAFP00000018772	ENSDARP00000119529
ENSCAFP00000014844	ENSDARP00000107848
ENSCAFP00000013239	ENSDARP00000012660
ENSCAFP00000010817	ENSDARP00000041528
ENSCAFP00000007190	ENSDARP00000061678
ENSCAFP00000026884	ENSDARP00000098745
ENSCAFP00000011552	ENSDARP00000018901
ENSCAFP00000034252	ENSDARP00000017949
ENSCAFP00000022506	ENSDARP00000113038
ENSCAFP00000021428	ENSDARP00000008262
ENSCAFP00000015535	ENSDARP00000105072
ENSCAFP00000002119	ENSDARP00000125628
ENSCAFP00000002653	ENSDARP00000051565
ENSCAFP00000008985	ENSDARP00000067304
ENSCAFP00000041607	ENSDARP00000087790
ENSCAFP00000021013	ENSDARP00000079733
ENSCAFP00000002953	ENSDARP00000068705
ENSCAFP00000003947	ENSDARP00000120708
ENSCAFP00000025509	ENSDARP00000074147
ENSCAFP00000003243	ENSDARP00000048920
ENSCAFP00000007977	ENSDARP00000078516
ENSCAFP00000016941	ENSDARP00000003565
ENSCAFP00000002941	ENSDARP00000068661
ENSCAFP00000007174	ENSDARP00000089019
ENSCAFP00000013507	ENSDARP00000083605
ENSCAFP00000040825	ENSDARP00000116562
ENSCAFP00000037732	ENSDARP00000107020
ENSCAFP00000040759	ENSDARP00000051311
ENSCAFP00000018638	ENSDARP00000121682
ENSCAFP00000015314	ENSDARP00000052182
ENSCAFP00000026815	ENSDARP00000070020
ENSCAFP00000006891	ENSDARP00000098864
ENSCAFP00000002828	ENSDARP00000098368
ENSCAFP00000020228	ENSDARP00000127649
ENSCAFP00000022415	ENSDARP00000056207
ENSCAFP00000042091	ENSDARP00000088311
ENSCAFP00000021292	ENSDARP00000073952
ENSCAFP00000019462	ENSDARP00000047635
ENSCAFP00000008203	ENSDARP00000102914
ENSCAFP00000019511	ENSDARP00000113878
ENSCAFP00000018556	ENSDARP00000004708
ENSCAFP00000028092	ENSDARP00000119902
ENSCAFP00000007146	ENSDARP00000103868
ENSCAFP00000029502	ENSDARP00000090099
ENSCAFP00000027157	ENSDARP00000108647
ENSCAFP00000023219	ENSDARP00000102210
ENSCAFP00000039216	ENSDARP00000075289
ENSCAFP00000000878	ENSDARP00000065044
ENSCAFP00000016270	ENSDARP00000058677
ENSCAFP00000016270	ENSDARP00000012199
ENSCAFP00000024609	ENSDARP00000086697
ENSCAFP00000025337	ENSDARP00000096680
ENSCAFP00000028135	ENSDARP00000045055
ENSCAFP00000018938	ENSDARP00000096080
ENSCAFP00000006938	ENSDARP00000023867
ENSCAFP00000022267	ENSDARP00000037518
ENSCAFP00000016657	ENSDARP00000034770
ENSCAFP00000006196	ENSDARP00000081377
ENSCAFP00000012409	ENSDARP00000086117
ENSCAFP00000008929	ENSDARP00000100228
ENSCAFP00000036245	ENSDARP00000110719
ENSCAFP00000022189	ENSDARP00000104026
ENSCAFP00000022117	ENSDARP00000071963
ENSCAFP00000009852	ENSDARP00000098731
ENSCAFP00000000400	ENSDARP00000062930
ENSCAFP00000036936	ENSDARP00000095989
ENSCAFP00000006712	ENSDARP00000030727
ENSCAFP00000029658	ENSDARP00000064079
ENSCAFP00000028600	ENSDARP00000011842
ENSCAFP00000017264	ENSDARP00000115164
ENSCAFP00000012478	ENSDARP00000056722
ENSCAFP00000003700	ENSDARP00000114720
ENSCAFP00000017710	ENSDARP00000002837
ENSCAFP00000021936	ENSDARP00000015141
ENSCAFP00000008986	ENSDARP00000106695
ENSCAFP00000003687	ENSDARP00000094034
ENSCAFP00000022902	ENSDARP00000025718
ENSCAFP00000011630	ENSDARP00000114134
ENSCAFP00000023234	ENSDARP00000099835
ENSCAFP00000017552	ENSDARP00000098896
ENSCAFP00000024839	ENSDARP00000123966
ENSCAFP00000004546	ENSDARP00000038879
ENSCAFP00000003053	ENSDARP00000012708
ENSCAFP00000010190	ENSDARP00000106797
ENSCAFP00000020627	ENSDARP00000115814
ENSCAFP00000031354	ENSDARP00000104686
ENSCAFP00000017455	ENSDARP00000088088
ENSCAFP00000015725	ENSDARP00000126407
ENSCAFP00000009855	ENSDARP00000043801
ENSCAFP00000028623	ENSDARP00000065503
ENSCAFP00000013576	ENSDARP00000107806
ENSCAFP00000006872	ENSDARP00000099363
ENSCAFP00000017654	ENSDARP00000113761
ENSCAFP00000029671	ENSDARP00000123099
ENSCAFP00000037694	ENSDARP00000079033
ENSCAFP00000020568	ENSDARP00000083577
ENSCAFP00000017832	ENSDARP00000119887
ENSCAFP00000013892	ENSDARP00000017777
ENSCAFP00000000752	ENSDARP00000099420
ENSCAFP00000042219	ENSDARP00000082602
ENSCAFP00000012492	ENSDARP00000003379
ENSCAFP00000007151	ENSDARP00000099881
ENSCAFP00000037441	ENSDARP00000077369
ENSCAFP00000037826	ENSDARP00000101767
ENSCAFP00000024216	ENSDARP00000078271
ENSCAFP00000018088	ENSDARP00000033992
ENSCAFP00000026936	ENSDARP00000099076
ENSCAFP00000011353	ENSDARP00000116827
ENSCAFP00000034555	ENSDARP00000101684
ENSCAFP00000006260	ENSDARP00000110144
ENSCAFP00000022041	ENSDARP00000048045
ENSCAFP00000016504	ENSDARP00000105690
ENSCAFP00000028745	ENSDARP00000062940
ENSCAFP00000010951	ENSDARP00000103330
ENSCAFP00000026052	ENSDARP00000049975
ENSCAFP00000010894	ENSDARP00000107203
ENSCAFP00000002645	ENSDARP00000010155
ENSCAFP00000005474	ENSDARP00000015462
ENSCAFP00000025677	ENSDARP00000090881
ENSCAFP00000025677	ENSDARP00000116146
ENSCAFP00000017810	ENSDARP00000037007
ENSCAFP00000028799	ENSDARP00000041841
ENSCAFP00000024222	ENSDARP00000104545
ENSCAFP00000042791	ENSDARP00000101492
ENSCAFP00000025140	ENSDARP00000124773
ENSCAFP00000024177	ENSDARP00000128334
ENSCAFP00000001355	ENSDARP00000047189
ENSCAFP00000017063	ENSDARP00000033890
ENSCAFP00000002745	ENSDARP00000025545
ENSCAFP00000020900	ENSDARP00000060295
ENSCAFP00000002199	ENSDARP00000053179
ENSCAFP00000023819	ENSDARP00000120878
ENSCAFP00000010634	ENSDARP00000116430
ENSCAFP00000027524	ENSDARP00000109291
ENSCAFP00000000401	ENSDARP00000062934
ENSCAFP00000018464	ENSDARP00000076213
ENSCAFP00000008476	ENSDARP00000117051
ENSCAFP00000014797	ENSDARP00000065646
ENSCAFP00000030069	ENSDARP00000124832
ENSCAFP00000014537	ENSDARP00000104222
ENSCAFP00000007765	ENSDARP00000114752
ENSCAFP00000024183	ENSDARP00000040752
ENSCAFP00000027031	ENSDARP00000010070
ENSCAFP00000026708	ENSDARP00000106082
ENSCAFP00000039638	ENSDARP00000037070
ENSCAFP00000001474	ENSDARP00000060549
ENSCAFP00000004884	ENSDARP00000015681
ENSCAFP00000009126	ENSDARP00000099431
ENSCAFP00000019736	ENSDARP00000127737
ENSCAFP00000028118	ENSDARP00000085930
ENSCAFP00000008437	ENSDARP00000024495
ENSCAFP00000015413	ENSDARP00000013967
ENSCAFP00000019310	ENSDARP00000094997
ENSCAFP00000029513	ENSDARP00000035433
ENSCAFP00000025255	ENSDARP00000111179
ENSCAFP00000002533	ENSDARP00000007584
ENSCAFP00000011539	ENSDARP00000115652
ENSCAFP00000015614	ENSDARP00000114662
ENSCAFP00000018861	ENSDARP00000105337
ENSCAFP00000025664	ENSDARP00000060546
ENSCAFP00000027153	ENSDARP00000008399
ENSCAFP00000025739	ENSDARP00000104725
ENSCAFP00000039989	ENSDARP00000015280
ENSCAFP00000025303	ENSDARP00000123222
ENSCAFP00000011685	ENSDARP00000109526
ENSCAFP00000001016	ENSDARP00000104056
ENSCAFP00000007036	ENSDARP00000081470
ENSCAFP00000029635	ENSDARP00000053608
ENSCAFP00000003306	ENSDARP00000107905
ENSCAFP00000028216	ENSDARP00000108126
ENSCAFP00000008338	ENSDARP00000121686
ENSCAFP00000036229	ENSDARP00000118937
ENSCAFP00000010114	ENSDARP00000076693
ENSCAFP00000014074	ENSDARP00000098751
ENSCAFP00000023134	ENSDARP00000087184
ENSCAFP00000026538	ENSDARP00000056374
ENSCAFP00000018739	ENSDARP00000040997
ENSCAFP00000036889	ENSDARP00000090032
ENSCAFP00000007801	ENSDARP00000086063
ENSCAFP00000007911	ENSDARP00000115639
ENSCAFP00000022450	ENSDARP00000083594
ENSCAFP00000042340	ENSDARP00000055736
ENSCAFP00000002191	ENSDARP00000129232
ENSCAFP00000012957	ENSDARP00000054574
ENSCAFP00000018168	ENSDARP00000117835
ENSCAFP00000040030	ENSDARP00000109282
ENSCAFP00000027454	ENSDARP00000095387
ENSCAFP00000000422	ENSDARP00000061472
ENSCAFP00000007414	ENSDARP00000062627
ENSCAFP00000034478	ENSDARP00000078554
ENSCAFP00000034478	ENSDARP00000128797
ENSCAFP00000025338	ENSDARP00000102198
ENSCAFP00000029894	ENSDARP00000097807
ENSCAFP00000004638	ENSDARP00000062685
ENSCAFP00000041514	ENSDARP00000095107
ENSCAFP00000002053	ENSDARP00000012352
ENSCAFP00000023204	ENSDARP00000031688
ENSCAFP00000030922	ENSDARP00000025376
ENSCAFP00000038995	ENSDARP00000114983
ENSCAFP00000020948	ENSDARP00000073519
ENSCAFP00000020403	ENSDARP00000011815
ENSCAFP00000009475	ENSDARP00000100891
ENSCAFP00000009052	ENSDARP00000034146
ENSCAFP00000013978	ENSDARP00000112189
ENSCAFP00000002071	ENSDARP00000068770
ENSCAFP00000018692	ENSDARP00000117990
ENSCAFP00000020199	ENSDARP00000068562
ENSCAFP00000002063	ENSDARP00000107411
ENSCAFP00000015547	ENSDARP00000115468
ENSCAFP00000024186	ENSDARP00000128948
ENSCAFP00000013004	ENSDARP00000091438
ENSCAFP00000013870	ENSDARP00000070200
ENSCAFP00000021259	ENSDARP00000080399
ENSCAFP00000023885	ENSDARP00000090374
ENSCAFP00000006599	ENSDARP00000124195
ENSCAFP00000024741	ENSDARP00000072883
ENSCAFP00000039701	ENSDARP00000059351
ENSCAFP00000007846	ENSDARP00000103167
ENSCAFP00000007846	ENSDARP00000095053
ENSCAFP00000017289	ENSDARP00000124789
ENSCAFP00000009334	ENSDARP00000121890
ENSCAFP00000002626	ENSDARP00000103790
ENSCAFP00000032607	ENSDARP00000003629
ENSCAFP00000032607	ENSDARP00000099613
ENSCAFP00000024974	ENSDARP00000112736
ENSCAFP00000040703	ENSDARP00000070461
ENSCAFP00000002431	ENSDARP00000034794
ENSCAFP00000037196	ENSDARP00000054573
ENSCAFP00000035930	ENSDARP00000045517
ENSCAFP00000025211	ENSDARP00000107789
ENSCAFP00000028816	ENSDARP00000016256
ENSCAFP00000005518	ENSDARP00000056733
ENSCAFP00000023646	ENSDARP00000109926
ENSCAFP00000024549	ENSDARP00000104472
ENSCAFP00000023176	ENSDARP00000054842
ENSCAFP00000005201	ENSDARP00000116630
ENSCAFP00000020561	ENSDARP00000058083
ENSCAFP00000017594	ENSDARP00000057465
ENSCAFP00000021422	ENSDARP00000056666
ENSCAFP00000021844	ENSDARP00000065011
ENSCAFP00000021846	ENSDARP00000102784
ENSCAFP00000017512	ENSDARP00000102613
ENSCAFP00000037830	ENSDARP00000025002
ENSCAFP00000020258	ENSDARP00000124890
ENSCAFP00000026923	ENSDARP00000066167
ENSCAFP00000028962	ENSDARP00000121022
ENSCAFP00000001495	ENSDARP00000004133
ENSCAFP00000009478	ENSDARP00000067000
ENSCAFP00000029123	ENSDARP00000075223
ENSCAFP00000039873	ENSDARP00000005033
ENSCAFP00000039200	ENSDARP00000037758
ENSCAFP00000024315	ENSDARP00000117599
ENSCAFP00000005995	ENSDARP00000071677
ENSCAFP00000017124	ENSDARP00000107878
ENSCAFP00000014641	ENSDARP00000088309
ENSCAFP00000016512	ENSDARP00000026575
ENSCAFP00000018771	ENSDARP00000036899
ENSCAFP00000042656	ENSDARP00000125356
ENSCAFP00000012392	ENSDARP00000013455
ENSCAFP00000001666	ENSDARP00000055617
ENSCAFP00000040055	ENSDARP00000116725
ENSCAFP00000002247	ENSDARP00000046994
ENSCAFP00000000989	ENSDARP00000053501
ENSCAFP00000039325	ENSDARP00000109435
ENSCAFP00000016936	ENSDARP00000099705
ENSCAFP00000016936	ENSDARP00000093672
ENSCAFP00000041516	ENSDARP00000114221
ENSCAFP00000025916	ENSDARP00000010075
ENSCAFP00000024090	ENSDARP00000126623
ENSCAFP00000015805	ENSDARP00000124988
ENSCAFP00000010175	ENSDARP00000070545
ENSCAFP00000040844	ENSDARP00000101916
ENSCAFP00000016894	ENSDARP00000120082
ENSCAFP00000013806	ENSDARP00000091115
ENSCAFP00000022601	ENSDARP00000067385
ENSCAFP00000023783	ENSDARP00000128216
ENSCAFP00000013919	ENSDARP00000107656
ENSCAFP00000023275	ENSDARP00000073469
ENSCAFP00000012252	ENSDARP00000103336
ENSCAFP00000039737	ENSDARP00000079005
ENSCAFP00000005308	ENSDARP00000066793
ENSCAFP00000025105	ENSDARP00000094124
ENSCAFP00000027051	ENSDARP00000107754
ENSCAFP00000006058	ENSDARP00000004473
ENSCAFP00000042640	ENSDARP00000118932
ENSCAFP00000027288	ENSDARP00000106828
ENSCAFP00000012685	ENSDARP00000058724
ENSCAFP00000008760	ENSDARP00000018110
ENSCAFP00000030595	ENSDARP00000123332
ENSCAFP00000029530	ENSDARP00000021778
ENSCAFP00000022686	ENSDARP00000077884
ENSCAFP00000022686	ENSDARP00000077349
ENSCAFP00000029426	ENSDARP00000089247
ENSCAFP00000011636	ENSDARP00000044657
ENSCAFP00000018662	ENSDARP00000073207
ENSCAFP00000000609	ENSDARP00000127555
ENSCAFP00000027426	ENSDARP00000123104
ENSCAFP00000027152	ENSDARP00000078980
ENSCAFP00000004883	ENSDARP00000092090
ENSCAFP00000016575	ENSDARP00000059966
ENSCAFP00000014579	ENSDARP00000079744
ENSCAFP00000006871	ENSDARP00000096360
ENSCAFP00000027897	ENSDARP00000119103
ENSCAFP00000042508	ENSDARP00000055509
ENSCAFP00000028679	ENSDARP00000083772
ENSCAFP00000015700	ENSDARP00000103806
ENSCAFP00000036818	ENSDARP00000106473
ENSCAFP00000032909	ENSDARP00000122801
ENSCAFP00000023946	ENSDARP00000122279
ENSCAFP00000028839	ENSDARP00000017240
ENSCAFP00000035911	ENSDARP00000111428
ENSCAFP00000006917	ENSDARP00000106579
ENSCAFP00000027931	ENSDARP00000109483
ENSCAFP00000021778	ENSDARP00000051889
ENSCAFP00000014643	ENSDARP00000113027
ENSCAFP00000041134	ENSDARP00000086133
ENSCAFP00000025638	ENSDARP00000109892
ENSCAFP00000004110	ENSDARP00000120859
ENSCAFP00000008581	ENSDARP00000098558
ENSCAFP00000008581	ENSDARP00000101428
ENSCAFP00000004200	ENSDARP00000071843
ENSCAFP00000009343	ENSDARP00000093252
ENSCAFP00000002200	ENSDARP00000128405
ENSCAFP00000043011	ENSDARP00000120578
ENSCAFP00000001417	ENSDARP00000103375
ENSCAFP00000025928	ENSDARP00000062093
ENSCAFP00000016895	ENSDARP00000101401
ENSCAFP00000019785	ENSDARP00000070070
ENSCAFP00000020434	ENSDARP00000084502
ENSCAFP00000022810	ENSDARP00000105698
ENSCAFP00000025572	ENSDARP00000102336
ENSCAFP00000018159	ENSDARP00000129197
ENSCAFP00000027348	ENSDARP00000055786
ENSCAFP00000037123	ENSDARP00000077664
ENSCAFP00000004843	ENSDARP00000126797
ENSCAFP00000004126	ENSDARP00000053587
ENSCAFP00000003103	ENSDARP00000061584
ENSCAFP00000009728	ENSDARP00000090137
ENSCAFP00000028671	ENSDARP00000060852
ENSCAFP00000019537	ENSDARP00000066624
ENSCAFP00000035856	ENSDARP00000080380
ENSCAFP00000040159	ENSDARP00000126983
ENSCAFP00000015033	ENSDARP00000090626
ENSCAFP00000008421	ENSDARP00000063146
ENSCAFP00000016812	ENSDARP00000098423
ENSCAFP00000002372	ENSDARP00000081094
ENSCAFP00000010820	ENSDARP00000115622
ENSCAFP00000039745	ENSDARP00000129532
ENSCAFP00000033175	ENSDARP00000025733
ENSCAFP00000010762	ENSDARP00000002293
ENSCAFP00000025935	ENSDARP00000096471
ENSCAFP00000002333	ENSDARP00000098742
ENSCAFP00000011492	ENSDARP00000119942
ENSCAFP00000029070	ENSDARP00000060250
ENSCAFP00000013596	ENSDARP00000107820
ENSCAFP00000027050	ENSDARP00000086116
ENSCAFP00000021993	ENSDARP00000082002
ENSCAFP00000015270	ENSDARP00000069973
ENSCAFP00000011063	ENSDARP00000077328
ENSCAFP00000029204	ENSDARP00000099162
ENSCAFP00000028906	ENSDARP00000096435
ENSCAFP00000003220	ENSDARP00000006554
ENSCAFP00000021822	ENSDARP00000116212
ENSCAFP00000028351	ENSDARP00000054355
ENSCAFP00000000955	ENSDARP00000098522
ENSCAFP00000026672	ENSDARP00000127918
ENSCAFP00000018622	ENSDARP00000017354
ENSCAFP00000007301	ENSDARP00000117605
ENSCAFP00000017261	ENSDARP00000012323
ENSCAFP00000009697	ENSDARP00000004006
ENSCAFP00000004866	ENSDARP00000063336
ENSCAFP00000042087	ENSDARP00000106322
ENSCAFP00000004531	ENSDARP00000127496
ENSCAFP00000039489	ENSDARP00000085615
ENSCAFP00000017438	ENSDARP00000098854
ENSCAFP00000035222	ENSDARP00000069631
ENSCAFP00000021550	ENSDARP00000115274
ENSCAFP00000012562	ENSDARP00000002264
ENSCAFP00000006053	ENSDARP00000098929
ENSCAFP00000017101	ENSDARP00000066720
ENSCAFP00000029608	ENSDARP00000110867
ENSCAFP00000037360	ENSDARP00000113379
ENSCAFP00000040748	ENSDARP00000038676
ENSCAFP00000000997	ENSDARP00000015662
ENSCAFP00000015621	ENSDARP00000006141
ENSCAFP00000022371	ENSDARP00000020173
ENSCAFP00000008445	ENSDARP00000022188
ENSCAFP00000012008	ENSDARP00000118828
ENSCAFP00000034072	ENSDARP00000091827
ENSCAFP00000034072	ENSDARP00000122927
ENSCAFP00000039145	ENSDARP00000054461
ENSCAFP00000025380	ENSDARP00000127876
ENSCAFP00000039134	ENSDARP00000113234
ENSCAFP00000023497	ENSDARP00000105777
ENSCAFP00000023497	ENSDARP00000091894
ENSCAFP00000002364	ENSDARP00000066962
ENSCAFP00000029593	ENSDARP00000090373
ENSCAFP00000016185	ENSDARP00000069984
ENSCAFP00000008104	ENSDARP00000100821
ENSCAFP00000002694	ENSDARP00000017212
ENSCAFP00000000480	ENSDARP00000087080
ENSCAFP00000023856	ENSDARP00000126990
ENSCAFP00000023856	ENSDARP00000076640
ENSCAFP00000021761	ENSDARP00000121509
ENSCAFP00000018708	ENSDARP00000048868
ENSCAFP00000025641	ENSDARP00000107104
ENSCAFP00000006173	ENSDARP00000066763
ENSCAFP00000028964	ENSDARP00000056302
ENSCAFP00000032477	ENSDARP00000072482
ENSCAFP00000023024	ENSDARP00000076621
ENSCAFP00000037164	ENSDARP00000074564
ENSCAFP00000003351	ENSDARP00000054813
ENSCAFP00000018187	ENSDARP00000030404
ENSCAFP00000030400	ENSDARP00000101721
ENSCAFP00000019524	ENSDARP00000126723
ENSCAFP00000024107	ENSDARP00000111024
ENSCAFP00000016383	ENSDARP00000053407
ENSCAFP00000017742	ENSDARP00000039155
ENSCAFP00000015890	ENSDARP00000071067
ENSCAFP00000003546	ENSDARP00000091014
ENSCAFP00000005862	ENSDARP00000100225
ENSCAFP00000002253	ENSDARP00000120969
ENSCAFP00000039435	ENSDARP00000061831
ENSCAFP00000029000	ENSDARP00000055268
ENSCAFP00000029000	ENSDARP00000121143
ENSCAFP00000029421	ENSDARP00000100343
ENSCAFP00000000022	ENSDARP00000124557
ENSCAFP00000018971	ENSDARP00000032408
ENSCAFP00000026644	ENSDARP00000112564
ENSCAFP00000009698	ENSDARP00000128801
ENSCAFP00000005917	ENSDARP00000112193
ENSCAFP00000005917	ENSDARP00000127138
ENSCAFP00000030179	ENSDARP00000121477
ENSCAFP00000005853	ENSDARP00000115006
ENSCAFP00000040497	ENSDARP00000060446
ENSCAFP00000014475	ENSDARP00000010989
ENSCAFP00000005861	ENSDARP00000101542
ENSCAFP00000005274	ENSDARP00000103923
ENSCAFP00000021668	ENSDARP00000007438
ENSCAFP00000037945	ENSDARP00000068937
ENSCAFP00000005599	ENSDARP00000119392
ENSCAFP00000006924	ENSDARP00000104846
ENSCAFP00000028343	ENSDARP00000090476
ENSCAFP00000008008	ENSDARP00000018013
ENSCAFP00000022853	ENSDARP00000108894
ENSCAFP00000039193	ENSDARP00000117995
ENSCAFP00000021174	ENSDARP00000090375
ENSCAFP00000038355	ENSDARP00000114242
ENSCAFP00000039063	ENSDARP00000123934
ENSCAFP00000016205	ENSDARP00000087932
ENSCAFP00000015715	ENSDARP00000110453
ENSCAFP00000041369	ENSDARP00000121928
ENSCAFP00000005163	ENSDARP00000065487
ENSCAFP00000002898	ENSDARP00000045289
ENSCAFP00000005181	ENSDARP00000078125
ENSCAFP00000012442	ENSDARP00000117503
ENSCAFP00000037619	ENSDARP00000053413
ENSCAFP00000007380	ENSDARP00000019152
ENSCAFP00000040732	ENSDARP00000073559
ENSCAFP00000026393	ENSDARP00000072582
ENSCAFP00000028781	ENSDARP00000093302
ENSCAFP00000025808	ENSDARP00000048842
ENSCAFP00000032977	ENSDARP00000112190
ENSCAFP00000041611	ENSDARP00000068337
ENSCAFP00000021333	ENSDARP00000125102
ENSCAFP00000022832	ENSDARP00000024706
ENSCAFP00000005023	ENSDARP00000115200
ENSCAFP00000026298	ENSDARP00000017054
ENSCAFP00000007139	ENSDARP00000099275
ENSCAFP00000005958	ENSDARP00000081763
ENSCAFP00000023180	ENSDARP00000015486
ENSCAFP00000026436	ENSDARP00000027672
ENSCAFP00000015971	ENSDARP00000002791
ENSCAFP00000037568	ENSDARP00000012738
ENSCAFP00000033987	ENSDARP00000087078
ENSCAFP00000010480	ENSDARP00000124392
ENSCAFP00000023409	ENSDARP00000100297
ENSCAFP00000024457	ENSDARP00000098757
ENSCAFP00000039788	ENSDARP00000103332
ENSCAFP00000029457	ENSDARP00000092069
ENSCAFP00000001363	ENSDARP00000053935
ENSCAFP00000006639	ENSDARP00000032384
ENSCAFP00000024923	ENSDARP00000033455
ENSCAFP00000017950	ENSDARP00000121696
ENSCAFP00000025242	ENSDARP00000055169
ENSCAFP00000007620	ENSDARP00000078614
ENSCAFP00000028763	ENSDARP00000051432
ENSCAFP00000024592	ENSDARP00000105980
ENSCAFP00000005487	ENSDARP00000101426
ENSCAFP00000029274	ENSDARP00000106524
ENSCAFP00000034471	ENSDARP00000111509
ENSCAFP00000017670	ENSDARP00000109913
ENSCAFP00000028101	ENSDARP00000103105
ENSCAFP00000029118	ENSDARP00000121586
ENSCAFP00000038342	ENSDARP00000072173
ENSCAFP00000027312	ENSDARP00000053284
ENSCAFP00000036579	ENSDARP00000095873
ENSCAFP00000018538	ENSDARP00000104106
ENSCAFP00000025541	ENSDARP00000124710
ENSCAFP00000038972	ENSDARP00000021244
ENSCAFP00000036754	ENSDARP00000089271
ENSCAFP00000040247	ENSDARP00000035128
ENSCAFP00000026378	ENSDARP00000076204
ENSCAFP00000025927	ENSDARP00000076880
ENSCAFP00000030212	ENSDARP00000089483
ENSCAFP00000017760	ENSDARP00000017923
ENSCAFP00000018014	ENSDARP00000104423
ENSCAFP00000027017	ENSDARP00000004619
ENSCAFP00000000594	ENSDARP00000116078
ENSCAFP00000037374	ENSDARP00000090555
ENSCAFP00000025406	ENSDARP00000119631
ENSCAFP00000017348	ENSDARP00000111214
ENSCAFP00000027367	ENSDARP00000123989
ENSCAFP00000018485	ENSDARP00000093497
ENSCAFP00000006051	ENSDARP00000129490
ENSCAFP00000041850	ENSDARP00000123170
ENSCAFP00000041850	ENSDARP00000121642
ENSCAFP00000001884	ENSDARP00000090524
ENSCAFP00000022484	ENSDARP00000073086
ENSCAFP00000003197	ENSDARP00000052395
ENSCAFP00000035989	ENSDARP00000124181
ENSCAFP00000037917	ENSDARP00000027788
ENSCAFP00000025699	ENSDARP00000064027
ENSCAFP00000008048	ENSDARP00000028584
ENSCAFP00000006362	ENSDARP00000012414
ENSCAFP00000037071	ENSDARP00000054204
ENSCAFP00000000593	ENSDARP00000014244
ENSCAFP00000022841	ENSDARP00000083528
ENSCAFP00000007590	ENSDARP00000057732
ENSCAFP00000038682	ENSDARP00000064024
ENSCAFP00000040148	ENSDARP00000059206
ENSCAFP00000017632	ENSDARP00000118365
ENSCAFP00000042748	ENSDARP00000101840
ENSCAFP00000024558	ENSDARP00000085896
ENSCAFP00000027588	ENSDARP00000116965
ENSCAFP00000021763	ENSDARP00000105445
ENSCAFP00000036230	ENSDARP00000091646
ENSCAFP00000006466	ENSDARP00000098205
ENSCAFP00000020197	ENSDARP00000050905
ENSCAFP00000040783	ENSDARP00000059399
ENSCAFP00000011568	ENSDARP00000006379
ENSCAFP00000038258	ENSDARP00000041381
ENSCAFP00000010878	ENSDARP00000063543
ENSCAFP00000028272	ENSDARP00000125914
ENSCAFP00000000477	ENSDARP00000118380
ENSCAFP00000024753	ENSDARP00000076889
ENSCAFP00000016763	ENSDARP00000061188
ENSCAFP00000012389	ENSDARP00000072730
ENSCAFP00000032770	ENSDARP00000036480
ENSCAFP00000036034	ENSDARP00000105804
ENSCAFP00000001570	ENSDARP00000104255
ENSCAFP00000012322	ENSDARP00000098771
ENSCAFP00000001044	ENSDARP00000099103
ENSCAFP00000017514	ENSDARP00000027560
ENSCAFP00000017352	ENSDARP00000128177
ENSCAFP00000018737	ENSDARP00000093404
ENSCAFP00000001006	ENSDARP00000122683
ENSCAFP00000024092	ENSDARP00000085122
ENSCAFP00000013474	ENSDARP00000102439
ENSCAFP00000006641	ENSDARP00000041750
ENSCAFP00000032461	ENSDARP00000036413
ENSCAFP00000026338	ENSDARP00000077572
ENSCAFP00000023225	ENSDARP00000047911
ENSCAFP00000008633	ENSDARP00000066896
ENSCAFP00000018416	ENSDARP00000026288
ENSCAFP00000024411	ENSDARP00000012519
ENSCAFP00000015831	ENSDARP00000107938
ENSCAFP00000004980	ENSDARP00000104465
ENSCAFP00000024860	ENSDARP00000102386
ENSCAFP00000018608	ENSDARP00000104175
ENSCAFP00000031333	ENSDARP00000104860
ENSCAFP00000024242	ENSDARP00000040722
ENSCAFP00000040134	ENSDARP00000108947
ENSCAFP00000041904	ENSDARP00000105610
ENSCAFP00000002881	ENSDARP00000099941
ENSCAFP00000023608	ENSDARP00000094420
ENSCAFP00000038481	ENSDARP00000119789
ENSCAFP00000019318	ENSDARP00000002453
ENSCAFP00000012193	ENSDARP00000120933
ENSCAFP00000009282	ENSDARP00000006590
ENSCAFP00000017597	ENSDARP00000109973
ENSCAFP00000011935	ENSDARP00000090572
ENSCAFP00000011935	ENSDARP00000114091
ENSCAFP00000038645	ENSDARP00000098454
ENSCAFP00000001519	ENSDARP00000109550
ENSCAFP00000016204	ENSDARP00000018027
ENSCAFP00000030230	ENSDARP00000052344
ENSCAFP00000012489	ENSDARP00000085532
ENSCAFP00000030668	ENSDARP00000111165
ENSCAFP00000018441	ENSDARP00000025585
ENSCAFP00000028304	ENSDARP00000096469
ENSCAFP00000033939	ENSDARP00000075747
ENSCAFP00000031129	ENSDARP00000098404
ENSCAFP00000031071	ENSDARP00000002941
ENSCAFP00000019176	ENSDARP00000127643
ENSCAFP00000029155	ENSDARP00000119099
ENSCAFP00000027181	ENSDARP00000084449
ENSCAFP00000011666	ENSDARP00000107217
ENSCAFP00000009483	ENSDARP00000029445
