ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000003592	ENSTNIP00000021237
ENSCAFP00000039384	ENSTNIP00000011302
ENSCAFP00000022887	ENSTNIP00000011117
ENSCAFP00000016485	ENSTNIP00000010981
ENSCAFP00000027609	ENSTNIP00000002675
ENSCAFP00000013632	ENSTNIP00000008716
ENSCAFP00000010897	ENSTNIP00000005361
ENSCAFP00000024681	ENSTNIP00000007828
ENSCAFP00000026569	ENSTNIP00000011256
ENSCAFP00000004201	ENSTNIP00000001795
ENSCAFP00000008215	ENSTNIP00000014113
ENSCAFP00000016268	ENSTNIP00000022560
ENSCAFP00000023881	ENSTNIP00000008191
ENSCAFP00000024357	ENSTNIP00000005861
ENSCAFP00000002913	ENSTNIP00000020115
ENSCAFP00000019818	ENSTNIP00000010649
ENSCAFP00000019818	ENSTNIP00000009413
ENSCAFP00000014103	ENSTNIP00000016777
ENSCAFP00000012626	ENSTNIP00000004649
ENSCAFP00000028219	ENSTNIP00000019314
ENSCAFP00000023864	ENSTNIP00000013830
ENSCAFP00000029394	ENSTNIP00000012284
ENSCAFP00000029796	ENSTNIP00000010611
ENSCAFP00000028364	ENSTNIP00000019294
ENSCAFP00000007767	ENSTNIP00000013630
ENSCAFP00000024703	ENSTNIP00000018228
ENSCAFP00000006672	ENSTNIP00000004051
ENSCAFP00000006738	ENSTNIP00000008148
ENSCAFP00000004760	ENSTNIP00000006117
ENSCAFP00000024530	ENSTNIP00000007284
ENSCAFP00000018314	ENSTNIP00000022827
ENSCAFP00000000578	ENSTNIP00000019407
ENSCAFP00000026014	ENSTNIP00000007467
ENSCAFP00000012236	ENSTNIP00000011182
ENSCAFP00000007179	ENSTNIP00000019711
ENSCAFP00000004653	ENSTNIP00000012728
ENSCAFP00000042295	ENSTNIP00000019406
ENSCAFP00000017661	ENSTNIP00000011770
ENSCAFP00000038656	ENSTNIP00000018361
ENSCAFP00000020768	ENSTNIP00000020474
ENSCAFP00000024844	ENSTNIP00000020526
ENSCAFP00000006191	ENSTNIP00000001735
ENSCAFP00000021519	ENSTNIP00000006834
ENSCAFP00000021519	ENSTNIP00000017428
ENSCAFP00000029929	ENSTNIP00000001515
ENSCAFP00000011238	ENSTNIP00000020636
ENSCAFP00000002593	ENSTNIP00000020958
ENSCAFP00000038846	ENSTNIP00000006395
ENSCAFP00000025319	ENSTNIP00000020531
ENSCAFP00000003297	ENSTNIP00000019659
ENSCAFP00000015240	ENSTNIP00000002997
ENSCAFP00000013548	ENSTNIP00000011055
ENSCAFP00000004832	ENSTNIP00000008020
ENSCAFP00000002154	ENSTNIP00000021704
ENSCAFP00000004830	ENSTNIP00000021948
ENSCAFP00000019418	ENSTNIP00000021032
ENSCAFP00000023192	ENSTNIP00000014287
ENSCAFP00000003073	ENSTNIP00000020803
ENSCAFP00000000760	ENSTNIP00000022500
ENSCAFP00000024049	ENSTNIP00000017815
ENSCAFP00000025519	ENSTNIP00000001370
ENSCAFP00000004836	ENSTNIP00000021949
ENSCAFP00000023212	ENSTNIP00000009426
ENSCAFP00000024571	ENSTNIP00000015345
ENSCAFP00000011627	ENSTNIP00000009110
ENSCAFP00000000734	ENSTNIP00000012132
ENSCAFP00000035284	ENSTNIP00000021479
ENSCAFP00000037097	ENSTNIP00000015506
ENSCAFP00000017690	ENSTNIP00000017737
ENSCAFP00000002273	ENSTNIP00000001553
ENSCAFP00000027330	ENSTNIP00000005817
ENSCAFP00000035008	ENSTNIP00000010786
ENSCAFP00000017266	ENSTNIP00000005409
ENSCAFP00000010281	ENSTNIP00000012476
ENSCAFP00000039242	ENSTNIP00000020850
ENSCAFP00000008522	ENSTNIP00000014841
ENSCAFP00000008522	ENSTNIP00000012681
ENSCAFP00000000335	ENSTNIP00000009862
ENSCAFP00000040013	ENSTNIP00000022084
ENSCAFP00000000986	ENSTNIP00000023100
ENSCAFP00000026168	ENSTNIP00000020536
ENSCAFP00000007832	ENSTNIP00000009954
ENSCAFP00000026626	ENSTNIP00000011376
ENSCAFP00000014881	ENSTNIP00000022477
ENSCAFP00000024508	ENSTNIP00000005121
ENSCAFP00000010693	ENSTNIP00000005675
ENSCAFP00000007215	ENSTNIP00000009089
ENSCAFP00000012239	ENSTNIP00000010948
ENSCAFP00000011831	ENSTNIP00000005401
ENSCAFP00000027553	ENSTNIP00000003353
ENSCAFP00000011167	ENSTNIP00000016500
ENSCAFP00000025563	ENSTNIP00000020199
ENSCAFP00000042066	ENSTNIP00000011951
ENSCAFP00000002594	ENSTNIP00000016419
ENSCAFP00000004763	ENSTNIP00000009356
ENSCAFP00000010216	ENSTNIP00000005939
ENSCAFP00000022457	ENSTNIP00000012313
ENSCAFP00000014094	ENSTNIP00000019160
ENSCAFP00000038761	ENSTNIP00000011776
ENSCAFP00000015816	ENSTNIP00000019159
ENSCAFP00000000043	ENSTNIP00000010994
ENSCAFP00000009803	ENSTNIP00000014061
ENSCAFP00000030143	ENSTNIP00000008318
ENSCAFP00000012897	ENSTNIP00000009555
ENSCAFP00000010129	ENSTNIP00000001135
ENSCAFP00000037454	ENSTNIP00000013584
ENSCAFP00000011121	ENSTNIP00000014853
ENSCAFP00000013435	ENSTNIP00000021886
ENSCAFP00000030799	ENSTNIP00000013871
ENSCAFP00000015072	ENSTNIP00000008044
ENSCAFP00000027176	ENSTNIP00000015875
ENSCAFP00000022331	ENSTNIP00000017681
ENSCAFP00000019819	ENSTNIP00000017550
ENSCAFP00000007470	ENSTNIP00000019097
ENSCAFP00000029444	ENSTNIP00000008334
ENSCAFP00000024913	ENSTNIP00000021481
ENSCAFP00000016035	ENSTNIP00000005552
ENSCAFP00000035313	ENSTNIP00000007877
ENSCAFP00000029978	ENSTNIP00000009758
ENSCAFP00000017485	ENSTNIP00000021074
ENSCAFP00000002481	ENSTNIP00000007137
ENSCAFP00000022569	ENSTNIP00000017257
ENSCAFP00000008496	ENSTNIP00000021337
ENSCAFP00000028210	ENSTNIP00000019313
ENSCAFP00000022412	ENSTNIP00000020517
ENSCAFP00000006803	ENSTNIP00000008149
ENSCAFP00000029631	ENSTNIP00000006629
ENSCAFP00000022408	ENSTNIP00000003487
ENSCAFP00000021091	ENSTNIP00000020270
ENSCAFP00000024698	ENSTNIP00000019235
ENSCAFP00000040554	ENSTNIP00000000942
ENSCAFP00000029083	ENSTNIP00000015044
ENSCAFP00000016137	ENSTNIP00000019091
ENSCAFP00000001374	ENSTNIP00000013772
ENSCAFP00000013995	ENSTNIP00000019614
ENSCAFP00000015018	ENSTNIP00000019619
ENSCAFP00000021572	ENSTNIP00000014208
ENSCAFP00000010483	ENSTNIP00000010250
ENSCAFP00000020826	ENSTNIP00000009244
ENSCAFP00000026131	ENSTNIP00000013141
ENSCAFP00000013114	ENSTNIP00000010069
ENSCAFP00000014081	ENSTNIP00000020460
ENSCAFP00000009621	ENSTNIP00000006550
ENSCAFP00000018528	ENSTNIP00000019900
ENSCAFP00000025723	ENSTNIP00000023057
ENSCAFP00000008321	ENSTNIP00000005298
ENSCAFP00000030784	ENSTNIP00000002934
ENSCAFP00000027759	ENSTNIP00000011371
ENSCAFP00000006875	ENSTNIP00000014219
ENSCAFP00000031145	ENSTNIP00000019681
ENSCAFP00000031623	ENSTNIP00000009751
ENSCAFP00000006271	ENSTNIP00000012796
ENSCAFP00000010516	ENSTNIP00000006358
ENSCAFP00000008609	ENSTNIP00000008213
ENSCAFP00000011151	ENSTNIP00000007315
ENSCAFP00000009589	ENSTNIP00000015645
ENSCAFP00000012749	ENSTNIP00000002854
ENSCAFP00000007290	ENSTNIP00000019438
ENSCAFP00000013815	ENSTNIP00000018793
ENSCAFP00000012129	ENSTNIP00000018453
ENSCAFP00000027539	ENSTNIP00000017300
ENSCAFP00000019409	ENSTNIP00000017753
ENSCAFP00000038313	ENSTNIP00000017011
ENSCAFP00000030953	ENSTNIP00000007748
ENSCAFP00000016354	ENSTNIP00000009940
ENSCAFP00000029342	ENSTNIP00000011691
ENSCAFP00000040815	ENSTNIP00000002108
ENSCAFP00000043013	ENSTNIP00000007780
ENSCAFP00000021155	ENSTNIP00000005196
ENSCAFP00000015686	ENSTNIP00000009844
ENSCAFP00000012958	ENSTNIP00000006785
ENSCAFP00000002909	ENSTNIP00000020116
ENSCAFP00000004294	ENSTNIP00000010268
ENSCAFP00000000926	ENSTNIP00000011047
ENSCAFP00000024849	ENSTNIP00000012987
ENSCAFP00000015221	ENSTNIP00000018698
ENSCAFP00000022102	ENSTNIP00000008236
ENSCAFP00000030350	ENSTNIP00000007091
ENSCAFP00000015858	ENSTNIP00000013496
ENSCAFP00000027933	ENSTNIP00000021312
ENSCAFP00000037663	ENSTNIP00000016592
ENSCAFP00000026789	ENSTNIP00000019319
ENSCAFP00000002519	ENSTNIP00000021686
ENSCAFP00000010872	ENSTNIP00000007573
ENSCAFP00000014717	ENSTNIP00000018736
ENSCAFP00000031437	ENSTNIP00000005274
ENSCAFP00000011595	ENSTNIP00000002709
ENSCAFP00000028124	ENSTNIP00000016159
ENSCAFP00000033848	ENSTNIP00000016832
ENSCAFP00000005332	ENSTNIP00000013318
ENSCAFP00000006303	ENSTNIP00000010386
ENSCAFP00000011564	ENSTNIP00000016107
ENSCAFP00000017371	ENSTNIP00000014684
ENSCAFP00000042856	ENSTNIP00000021568
ENSCAFP00000042856	ENSTNIP00000002183
ENSCAFP00000008093	ENSTNIP00000000650
ENSCAFP00000010985	ENSTNIP00000016236
ENSCAFP00000036550	ENSTNIP00000017191
ENSCAFP00000019190	ENSTNIP00000010464
ENSCAFP00000001298	ENSTNIP00000008251
ENSCAFP00000025018	ENSTNIP00000002752
ENSCAFP00000010600	ENSTNIP00000007631
ENSCAFP00000034564	ENSTNIP00000019806
ENSCAFP00000016776	ENSTNIP00000015298
ENSCAFP00000015575	ENSTNIP00000017805
ENSCAFP00000040750	ENSTNIP00000011596
ENSCAFP00000005107	ENSTNIP00000001107
ENSCAFP00000016457	ENSTNIP00000000753
ENSCAFP00000039641	ENSTNIP00000007611
ENSCAFP00000015212	ENSTNIP00000016701
ENSCAFP00000013223	ENSTNIP00000018646
ENSCAFP00000002393	ENSTNIP00000015238
ENSCAFP00000025667	ENSTNIP00000011269
ENSCAFP00000007006	ENSTNIP00000014461
ENSCAFP00000008939	ENSTNIP00000001003
ENSCAFP00000038303	ENSTNIP00000009706
ENSCAFP00000028891	ENSTNIP00000008147
ENSCAFP00000009719	ENSTNIP00000007809
ENSCAFP00000027347	ENSTNIP00000014573
ENSCAFP00000011471	ENSTNIP00000021219
ENSCAFP00000015848	ENSTNIP00000018969
ENSCAFP00000019582	ENSTNIP00000007424
ENSCAFP00000009824	ENSTNIP00000013519
ENSCAFP00000027074	ENSTNIP00000020511
ENSCAFP00000019550	ENSTNIP00000010193
ENSCAFP00000021998	ENSTNIP00000014640
ENSCAFP00000008305	ENSTNIP00000019286
ENSCAFP00000015951	ENSTNIP00000018973
ENSCAFP00000005167	ENSTNIP00000009811
ENSCAFP00000010974	ENSTNIP00000001334
ENSCAFP00000038873	ENSTNIP00000016695
ENSCAFP00000012839	ENSTNIP00000011703
ENSCAFP00000042005	ENSTNIP00000004063
ENSCAFP00000040896	ENSTNIP00000004356
ENSCAFP00000000614	ENSTNIP00000022503
ENSCAFP00000010744	ENSTNIP00000018745
ENSCAFP00000018460	ENSTNIP00000012024
ENSCAFP00000002554	ENSTNIP00000016369
ENSCAFP00000037159	ENSTNIP00000020949
ENSCAFP00000022691	ENSTNIP00000020288
ENSCAFP00000029007	ENSTNIP00000007295
ENSCAFP00000003575	ENSTNIP00000019673
ENSCAFP00000018953	ENSTNIP00000006448
ENSCAFP00000027275	ENSTNIP00000010209
ENSCAFP00000013154	ENSTNIP00000007513
ENSCAFP00000027812	ENSTNIP00000016301
ENSCAFP00000016887	ENSTNIP00000014869
ENSCAFP00000038062	ENSTNIP00000010170
ENSCAFP00000024982	ENSTNIP00000011219
ENSCAFP00000001115	ENSTNIP00000022457
ENSCAFP00000006740	ENSTNIP00000017546
ENSCAFP00000019223	ENSTNIP00000006786
ENSCAFP00000013689	ENSTNIP00000018678
ENSCAFP00000030083	ENSTNIP00000004069
ENSCAFP00000023633	ENSTNIP00000012190
ENSCAFP00000018957	ENSTNIP00000013273
ENSCAFP00000023745	ENSTNIP00000011648
ENSCAFP00000023745	ENSTNIP00000014357
ENSCAFP00000008910	ENSTNIP00000012852
ENSCAFP00000022578	ENSTNIP00000020825
ENSCAFP00000006596	ENSTNIP00000014624
ENSCAFP00000021138	ENSTNIP00000013385
ENSCAFP00000039884	ENSTNIP00000014254
ENSCAFP00000040219	ENSTNIP00000021905
ENSCAFP00000008162	ENSTNIP00000005727
ENSCAFP00000010960	ENSTNIP00000016809
ENSCAFP00000019411	ENSTNIP00000004501
ENSCAFP00000007473	ENSTNIP00000010374
ENSCAFP00000006211	ENSTNIP00000016426
ENSCAFP00000019552	ENSTNIP00000016623
ENSCAFP00000038760	ENSTNIP00000001969
ENSCAFP00000008793	ENSTNIP00000012074
ENSCAFP00000027277	ENSTNIP00000010917
ENSCAFP00000042435	ENSTNIP00000013185
ENSCAFP00000013817	ENSTNIP00000013896
ENSCAFP00000014289	ENSTNIP00000005564
ENSCAFP00000039312	ENSTNIP00000011249
ENSCAFP00000038472	ENSTNIP00000003068
ENSCAFP00000002556	ENSTNIP00000005931
ENSCAFP00000005832	ENSTNIP00000005309
ENSCAFP00000016747	ENSTNIP00000018951
ENSCAFP00000003642	ENSTNIP00000010282
ENSCAFP00000013578	ENSTNIP00000005446
ENSCAFP00000022999	ENSTNIP00000020480
ENSCAFP00000025662	ENSTNIP00000001111
ENSCAFP00000014428	ENSTNIP00000012487
ENSCAFP00000028814	ENSTNIP00000015881
ENSCAFP00000007016	ENSTNIP00000018782
ENSCAFP00000018881	ENSTNIP00000003482
ENSCAFP00000022719	ENSTNIP00000009385
ENSCAFP00000007799	ENSTNIP00000008566
ENSCAFP00000019204	ENSTNIP00000020776
ENSCAFP00000029458	ENSTNIP00000004300
ENSCAFP00000003077	ENSTNIP00000004878
ENSCAFP00000037130	ENSTNIP00000000588
ENSCAFP00000000297	ENSTNIP00000019808
ENSCAFP00000041282	ENSTNIP00000015705
ENSCAFP00000025740	ENSTNIP00000010461
ENSCAFP00000022335	ENSTNIP00000007781
ENSCAFP00000011154	ENSTNIP00000016805
ENSCAFP00000042083	ENSTNIP00000013785
ENSCAFP00000042649	ENSTNIP00000000576
ENSCAFP00000021281	ENSTNIP00000022598
ENSCAFP00000000011	ENSTNIP00000017036
ENSCAFP00000022173	ENSTNIP00000015393
ENSCAFP00000039337	ENSTNIP00000011139
ENSCAFP00000002503	ENSTNIP00000008349
ENSCAFP00000022291	ENSTNIP00000005761
ENSCAFP00000026787	ENSTNIP00000015030
ENSCAFP00000001361	ENSTNIP00000012508
ENSCAFP00000022225	ENSTNIP00000006929
ENSCAFP00000005864	ENSTNIP00000005832
ENSCAFP00000008384	ENSTNIP00000020583
ENSCAFP00000031654	ENSTNIP00000009895
ENSCAFP00000006858	ENSTNIP00000017883
ENSCAFP00000021470	ENSTNIP00000013044
ENSCAFP00000006928	ENSTNIP00000022335
ENSCAFP00000040529	ENSTNIP00000022039
ENSCAFP00000040404	ENSTNIP00000019674
ENSCAFP00000028774	ENSTNIP00000005212
ENSCAFP00000041099	ENSTNIP00000009722
ENSCAFP00000037514	ENSTNIP00000012538
ENSCAFP00000014718	ENSTNIP00000010466
ENSCAFP00000029790	ENSTNIP00000007227
ENSCAFP00000040380	ENSTNIP00000005206
ENSCAFP00000036557	ENSTNIP00000015154
ENSCAFP00000021990	ENSTNIP00000012407
ENSCAFP00000002700	ENSTNIP00000016366
ENSCAFP00000032147	ENSTNIP00000013961
ENSCAFP00000023784	ENSTNIP00000005788
ENSCAFP00000040069	ENSTNIP00000007898
ENSCAFP00000040730	ENSTNIP00000006789
ENSCAFP00000022945	ENSTNIP00000010682
ENSCAFP00000022714	ENSTNIP00000000855
ENSCAFP00000029382	ENSTNIP00000012282
ENSCAFP00000019175	ENSTNIP00000018320
ENSCAFP00000027197	ENSTNIP00000007956
ENSCAFP00000009546	ENSTNIP00000012324
ENSCAFP00000026029	ENSTNIP00000004070
ENSCAFP00000011457	ENSTNIP00000011976
ENSCAFP00000001109	ENSTNIP00000013393
ENSCAFP00000029329	ENSTNIP00000012155
ENSCAFP00000036776	ENSTNIP00000020951
ENSCAFP00000003866	ENSTNIP00000022129
ENSCAFP00000004605	ENSTNIP00000022382
ENSCAFP00000004605	ENSTNIP00000020433
ENSCAFP00000004584	ENSTNIP00000004481
ENSCAFP00000039300	ENSTNIP00000019539
ENSCAFP00000013552	ENSTNIP00000022037
ENSCAFP00000006251	ENSTNIP00000011356
ENSCAFP00000003334	ENSTNIP00000016878
ENSCAFP00000016940	ENSTNIP00000006389
ENSCAFP00000012195	ENSTNIP00000014864
ENSCAFP00000012195	ENSTNIP00000022368
ENSCAFP00000004815	ENSTNIP00000001185
ENSCAFP00000011400	ENSTNIP00000020871
ENSCAFP00000013310	ENSTNIP00000019622
ENSCAFP00000041497	ENSTNIP00000014085
ENSCAFP00000027599	ENSTNIP00000021268
ENSCAFP00000039374	ENSTNIP00000019781
ENSCAFP00000038785	ENSTNIP00000014379
ENSCAFP00000036741	ENSTNIP00000012001
ENSCAFP00000029096	ENSTNIP00000014233
ENSCAFP00000022319	ENSTNIP00000019574
ENSCAFP00000008681	ENSTNIP00000001118
ENSCAFP00000022458	ENSTNIP00000020520
ENSCAFP00000034898	ENSTNIP00000013894
ENSCAFP00000013550	ENSTNIP00000005313
ENSCAFP00000013550	ENSTNIP00000007800
ENSCAFP00000005886	ENSTNIP00000012600
ENSCAFP00000005564	ENSTNIP00000000010
ENSCAFP00000030037	ENSTNIP00000005103
ENSCAFP00000012391	ENSTNIP00000020376
ENSCAFP00000008051	ENSTNIP00000008690
ENSCAFP00000006181	ENSTNIP00000014048
ENSCAFP00000008901	ENSTNIP00000012740
ENSCAFP00000021605	ENSTNIP00000020142
ENSCAFP00000021942	ENSTNIP00000014237
ENSCAFP00000027718	ENSTNIP00000011073
ENSCAFP00000031822	ENSTNIP00000007592
ENSCAFP00000003788	ENSTNIP00000022749
ENSCAFP00000014088	ENSTNIP00000008406
ENSCAFP00000016436	ENSTNIP00000018959
ENSCAFP00000039916	ENSTNIP00000018037
ENSCAFP00000020706	ENSTNIP00000000076
ENSCAFP00000017544	ENSTNIP00000007060
ENSCAFP00000014990	ENSTNIP00000012905
ENSCAFP00000017205	ENSTNIP00000017124
ENSCAFP00000011936	ENSTNIP00000019429
ENSCAFP00000042279	ENSTNIP00000005016
ENSCAFP00000024729	ENSTNIP00000000229
ENSCAFP00000022874	ENSTNIP00000015240
ENSCAFP00000005025	ENSTNIP00000020453
ENSCAFP00000026170	ENSTNIP00000006701
ENSCAFP00000021593	ENSTNIP00000006944
ENSCAFP00000026745	ENSTNIP00000012797
ENSCAFP00000007554	ENSTNIP00000018043
ENSCAFP00000002836	ENSTNIP00000019396
ENSCAFP00000007259	ENSTNIP00000011604
ENSCAFP00000020211	ENSTNIP00000010462
ENSCAFP00000025123	ENSTNIP00000021495
ENSCAFP00000015297	ENSTNIP00000014422
ENSCAFP00000017879	ENSTNIP00000019557
ENSCAFP00000027126	ENSTNIP00000017994
ENSCAFP00000009557	ENSTNIP00000002435
ENSCAFP00000018778	ENSTNIP00000018573
ENSCAFP00000041465	ENSTNIP00000021391
ENSCAFP00000031245	ENSTNIP00000018492
ENSCAFP00000039857	ENSTNIP00000013627
ENSCAFP00000015655	ENSTNIP00000004284
ENSCAFP00000020048	ENSTNIP00000019495
ENSCAFP00000008207	ENSTNIP00000022312
ENSCAFP00000012486	ENSTNIP00000008573
ENSCAFP00000018094	ENSTNIP00000012536
ENSCAFP00000018719	ENSTNIP00000006250
ENSCAFP00000012568	ENSTNIP00000018513
ENSCAFP00000000674	ENSTNIP00000021906
ENSCAFP00000017857	ENSTNIP00000020839
ENSCAFP00000007358	ENSTNIP00000008657
ENSCAFP00000008389	ENSTNIP00000007562
ENSCAFP00000018330	ENSTNIP00000011745
ENSCAFP00000016548	ENSTNIP00000010769
ENSCAFP00000002749	ENSTNIP00000023069
ENSCAFP00000009144	ENSTNIP00000019866
ENSCAFP00000015331	ENSTNIP00000020943
ENSCAFP00000041708	ENSTNIP00000009477
ENSCAFP00000016640	ENSTNIP00000019763
ENSCAFP00000019259	ENSTNIP00000005843
ENSCAFP00000001308	ENSTNIP00000004471
ENSCAFP00000011796	ENSTNIP00000019790
ENSCAFP00000040721	ENSTNIP00000012339
ENSCAFP00000030065	ENSTNIP00000013325
ENSCAFP00000037049	ENSTNIP00000022044
ENSCAFP00000039351	ENSTNIP00000007928
ENSCAFP00000018772	ENSTNIP00000020427
ENSCAFP00000013239	ENSTNIP00000014967
ENSCAFP00000010817	ENSTNIP00000015637
ENSCAFP00000007190	ENSTNIP00000018602
ENSCAFP00000026884	ENSTNIP00000001416
ENSCAFP00000011552	ENSTNIP00000007197
ENSCAFP00000034252	ENSTNIP00000016709
ENSCAFP00000022506	ENSTNIP00000021724
ENSCAFP00000015535	ENSTNIP00000010622
ENSCAFP00000002119	ENSTNIP00000019492
ENSCAFP00000002653	ENSTNIP00000013735
ENSCAFP00000008985	ENSTNIP00000016720
ENSCAFP00000041607	ENSTNIP00000016733
ENSCAFP00000021013	ENSTNIP00000022541
ENSCAFP00000002953	ENSTNIP00000011849
ENSCAFP00000003947	ENSTNIP00000010908
ENSCAFP00000025509	ENSTNIP00000011264
ENSCAFP00000003243	ENSTNIP00000022246
ENSCAFP00000007977	ENSTNIP00000021075
ENSCAFP00000016941	ENSTNIP00000005743
ENSCAFP00000002941	ENSTNIP00000020814
ENSCAFP00000007174	ENSTNIP00000020285
ENSCAFP00000013507	ENSTNIP00000018610
ENSCAFP00000040825	ENSTNIP00000019771
ENSCAFP00000037732	ENSTNIP00000012479
ENSCAFP00000040759	ENSTNIP00000010301
ENSCAFP00000018638	ENSTNIP00000020052
ENSCAFP00000015314	ENSTNIP00000020942
ENSCAFP00000006891	ENSTNIP00000013608
ENSCAFP00000020228	ENSTNIP00000001269
ENSCAFP00000022415	ENSTNIP00000018458
ENSCAFP00000042091	ENSTNIP00000010860
ENSCAFP00000021292	ENSTNIP00000010869
ENSCAFP00000008203	ENSTNIP00000011465
ENSCAFP00000019511	ENSTNIP00000005943
ENSCAFP00000018556	ENSTNIP00000004090
ENSCAFP00000028092	ENSTNIP00000021875
ENSCAFP00000007146	ENSTNIP00000009692
ENSCAFP00000017617	ENSTNIP00000000772
ENSCAFP00000036497	ENSTNIP00000020733
ENSCAFP00000029502	ENSTNIP00000012151
ENSCAFP00000027157	ENSTNIP00000020253
ENSCAFP00000023219	ENSTNIP00000003116
ENSCAFP00000039216	ENSTNIP00000011998
ENSCAFP00000016270	ENSTNIP00000022276
ENSCAFP00000024609	ENSTNIP00000020675
ENSCAFP00000025337	ENSTNIP00000007642
ENSCAFP00000028135	ENSTNIP00000017926
ENSCAFP00000006938	ENSTNIP00000020757
ENSCAFP00000022267	ENSTNIP00000008207
ENSCAFP00000024846	ENSTNIP00000020529
ENSCAFP00000016657	ENSTNIP00000007350
ENSCAFP00000006196	ENSTNIP00000019381
ENSCAFP00000012409	ENSTNIP00000014394
ENSCAFP00000008929	ENSTNIP00000017001
ENSCAFP00000036245	ENSTNIP00000005282
ENSCAFP00000022189	ENSTNIP00000011101
ENSCAFP00000022117	ENSTNIP00000002797
ENSCAFP00000009852	ENSTNIP00000011021
ENSCAFP00000036936	ENSTNIP00000008289
ENSCAFP00000006712	ENSTNIP00000003285
ENSCAFP00000029658	ENSTNIP00000002733
ENSCAFP00000028600	ENSTNIP00000014249
ENSCAFP00000002225	ENSTNIP00000008608
ENSCAFP00000017264	ENSTNIP00000018998
ENSCAFP00000012478	ENSTNIP00000007504
ENSCAFP00000017710	ENSTNIP00000015587
ENSCAFP00000021936	ENSTNIP00000018718
ENSCAFP00000008986	ENSTNIP00000008422
ENSCAFP00000003687	ENSTNIP00000021550
ENSCAFP00000011630	ENSTNIP00000005326
ENSCAFP00000017552	ENSTNIP00000018673
ENSCAFP00000024839	ENSTNIP00000000609
ENSCAFP00000027538	ENSTNIP00000017301
ENSCAFP00000003053	ENSTNIP00000003379
ENSCAFP00000020627	ENSTNIP00000001066
ENSCAFP00000031354	ENSTNIP00000010494
ENSCAFP00000017455	ENSTNIP00000016963
ENSCAFP00000015725	ENSTNIP00000015695
ENSCAFP00000009855	ENSTNIP00000000190
ENSCAFP00000028623	ENSTNIP00000007433
ENSCAFP00000013576	ENSTNIP00000016473
ENSCAFP00000006872	ENSTNIP00000022589
ENSCAFP00000017654	ENSTNIP00000014989
ENSCAFP00000029671	ENSTNIP00000021938
ENSCAFP00000020568	ENSTNIP00000013720
ENSCAFP00000017832	ENSTNIP00000010728
ENSCAFP00000013892	ENSTNIP00000005649
ENSCAFP00000000752	ENSTNIP00000019856
ENSCAFP00000042219	ENSTNIP00000013557
ENSCAFP00000007151	ENSTNIP00000009691
ENSCAFP00000037441	ENSTNIP00000005041
ENSCAFP00000037826	ENSTNIP00000019613
ENSCAFP00000018088	ENSTNIP00000013675
ENSCAFP00000026936	ENSTNIP00000017241
ENSCAFP00000011353	ENSTNIP00000013010
ENSCAFP00000034555	ENSTNIP00000020982
ENSCAFP00000006260	ENSTNIP00000005694
ENSCAFP00000022041	ENSTNIP00000008825
ENSCAFP00000016504	ENSTNIP00000006056
ENSCAFP00000028745	ENSTNIP00000017080
ENSCAFP00000010951	ENSTNIP00000013004
ENSCAFP00000010894	ENSTNIP00000013431
ENSCAFP00000002645	ENSTNIP00000013736
ENSCAFP00000005474	ENSTNIP00000007662
ENSCAFP00000025677	ENSTNIP00000007651
ENSCAFP00000017810	ENSTNIP00000020167
ENSCAFP00000028799	ENSTNIP00000021173
ENSCAFP00000001360	ENSTNIP00000021078
ENSCAFP00000024222	ENSTNIP00000005430
ENSCAFP00000025140	ENSTNIP00000013489
ENSCAFP00000024177	ENSTNIP00000008256
ENSCAFP00000001355	ENSTNIP00000005527
ENSCAFP00000017063	ENSTNIP00000016424
ENSCAFP00000002745	ENSTNIP00000016374
ENSCAFP00000020900	ENSTNIP00000020457
ENSCAFP00000023819	ENSTNIP00000011644
ENSCAFP00000027524	ENSTNIP00000017407
ENSCAFP00000000401	ENSTNIP00000010325
ENSCAFP00000018464	ENSTNIP00000004477
ENSCAFP00000008476	ENSTNIP00000014488
ENSCAFP00000014797	ENSTNIP00000017775
ENSCAFP00000030069	ENSTNIP00000003808
ENSCAFP00000014537	ENSTNIP00000018180
ENSCAFP00000007765	ENSTNIP00000006188
ENSCAFP00000024183	ENSTNIP00000008255
ENSCAFP00000027031	ENSTNIP00000009780
ENSCAFP00000019068	ENSTNIP00000022117
ENSCAFP00000001474	ENSTNIP00000022883
ENSCAFP00000004884	ENSTNIP00000020444
ENSCAFP00000009126	ENSTNIP00000019864
ENSCAFP00000019736	ENSTNIP00000006530
ENSCAFP00000028118	ENSTNIP00000017928
ENSCAFP00000008437	ENSTNIP00000019752
ENSCAFP00000015413	ENSTNIP00000017172
ENSCAFP00000019310	ENSTNIP00000017096
ENSCAFP00000029513	ENSTNIP00000012146
ENSCAFP00000025255	ENSTNIP00000018268
ENSCAFP00000002533	ENSTNIP00000011749
ENSCAFP00000011539	ENSTNIP00000006664
ENSCAFP00000015614	ENSTNIP00000017492
ENSCAFP00000018861	ENSTNIP00000014621
ENSCAFP00000025664	ENSTNIP00000008171
ENSCAFP00000027153	ENSTNIP00000005209
ENSCAFP00000025739	ENSTNIP00000000713
ENSCAFP00000039989	ENSTNIP00000009943
ENSCAFP00000022167	ENSTNIP00000009107
ENSCAFP00000025303	ENSTNIP00000010472
