ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000136768	ENSTNIP00000017753
ENSMUSP00000018877	ENSTNIP00000017011
ENSMUSP00000035230	ENSTNIP00000007748
ENSMUSP00000027444	ENSTNIP00000009940
ENSMUSP00000045217	ENSTNIP00000011691
ENSMUSP00000036491	ENSTNIP00000002108
ENSMUSP00000027876	ENSTNIP00000007780
ENSMUSP00000031091	ENSTNIP00000005196
ENSMUSP00000036093	ENSTNIP00000009844
ENSMUSP00000029179	ENSTNIP00000006785
ENSMUSP00000006061	ENSTNIP00000020116
ENSMUSP00000020756	ENSTNIP00000010268
ENSMUSP00000070018	ENSTNIP00000011047
ENSMUSP00000006217	ENSTNIP00000012987
ENSMUSP00000029256	ENSTNIP00000011711
ENSMUSP00000048001	ENSTNIP00000018698
ENSMUSP00000036253	ENSTNIP00000008236
ENSMUSP00000078050	ENSTNIP00000007091
ENSMUSP00000029911	ENSTNIP00000017288
ENSMUSP00000025930	ENSTNIP00000013496
ENSMUSP00000055656	ENSTNIP00000021312
ENSMUSP00000004507	ENSTNIP00000016592
ENSMUSP00000090510	ENSTNIP00000019319
ENSMUSP00000045126	ENSTNIP00000021686
ENSMUSP00000116627	ENSTNIP00000007573
ENSMUSP00000004343	ENSTNIP00000018736
ENSMUSP00000002099	ENSTNIP00000005274
ENSMUSP00000028470	ENSTNIP00000002709
ENSMUSP00000019722	ENSTNIP00000016159
ENSMUSP00000025675	ENSTNIP00000016832
ENSMUSP00000051177	ENSTNIP00000013318
ENSMUSP00000110872	ENSTNIP00000010386
ENSMUSP00000129300	ENSTNIP00000016107
ENSMUSP00000083057	ENSTNIP00000014684
ENSMUSP00000097144	ENSTNIP00000021568
ENSMUSP00000097144	ENSTNIP00000002183
ENSMUSP00000080643	ENSTNIP00000000650
ENSMUSP00000053325	ENSTNIP00000016236
ENSMUSP00000034406	ENSTNIP00000017191
ENSMUSP00000115011	ENSTNIP00000010464
ENSMUSP00000016901	ENSTNIP00000008251
ENSMUSP00000090882	ENSTNIP00000002752
ENSMUSP00000069840	ENSTNIP00000007631
ENSMUSP00000041650	ENSTNIP00000019806
ENSMUSP00000059159	ENSTNIP00000015298
ENSMUSP00000010201	ENSTNIP00000017805
ENSMUSP00000029047	ENSTNIP00000011596
ENSMUSP00000010940	ENSTNIP00000001107
ENSMUSP00000106329	ENSTNIP00000000753
ENSMUSP00000028250	ENSTNIP00000007611
ENSMUSP00000130012	ENSTNIP00000016701
ENSMUSP00000031262	ENSTNIP00000018646
ENSMUSP00000113343	ENSTNIP00000015238
ENSMUSP00000048595	ENSTNIP00000011269
ENSMUSP00000099325	ENSTNIP00000014461
ENSMUSP00000033934	ENSTNIP00000001003
ENSMUSP00000128382	ENSTNIP00000009706
ENSMUSP00000024981	ENSTNIP00000008147
ENSMUSP00000132287	ENSTNIP00000007809
ENSMUSP00000059494	ENSTNIP00000014573
ENSMUSP00000036119	ENSTNIP00000021219
ENSMUSP00000092009	ENSTNIP00000018969
ENSMUSP00000049156	ENSTNIP00000007424
ENSMUSP00000028900	ENSTNIP00000013519
ENSMUSP00000068004	ENSTNIP00000020511
ENSMUSP00000106999	ENSTNIP00000010193
ENSMUSP00000019447	ENSTNIP00000014640
ENSMUSP00000003529	ENSTNIP00000019286
ENSMUSP00000036971	ENSTNIP00000018973
ENSMUSP00000029909	ENSTNIP00000009811
ENSMUSP00000022227	ENSTNIP00000001334
ENSMUSP00000087208	ENSTNIP00000016695
ENSMUSP00000034234	ENSTNIP00000011703
ENSMUSP00000114844	ENSTNIP00000004063
ENSMUSP00000043355	ENSTNIP00000022503
ENSMUSP00000022518	ENSTNIP00000018745
ENSMUSP00000009102	ENSTNIP00000012024
ENSMUSP00000002845	ENSTNIP00000016369
ENSMUSP00000007559	ENSTNIP00000020949
ENSMUSP00000070821	ENSTNIP00000020288
ENSMUSP00000043896	ENSTNIP00000007295
ENSMUSP00000019861	ENSTNIP00000019673
ENSMUSP00000013737	ENSTNIP00000006448
ENSMUSP00000019517	ENSTNIP00000010209
ENSMUSP00000099654	ENSTNIP00000007513
ENSMUSP00000095149	ENSTNIP00000016301
ENSMUSP00000032841	ENSTNIP00000014869
ENSMUSP00000099383	ENSTNIP00000010170
ENSMUSP00000034929	ENSTNIP00000011219
ENSMUSP00000114504	ENSTNIP00000022457
ENSMUSP00000022577	ENSTNIP00000017546
ENSMUSP00000029105	ENSTNIP00000006786
ENSMUSP00000035506	ENSTNIP00000018678
ENSMUSP00000029842	ENSTNIP00000004069
ENSMUSP00000139026	ENSTNIP00000012190
ENSMUSP00000033282	ENSTNIP00000013273
ENSMUSP00000067701	ENSTNIP00000012852
ENSMUSP00000045792	ENSTNIP00000020825
ENSMUSP00000049759	ENSTNIP00000014624
ENSMUSP00000065198	ENSTNIP00000013385
ENSMUSP00000030313	ENSTNIP00000014254
ENSMUSP00000070834	ENSTNIP00000021905
ENSMUSP00000108771	ENSTNIP00000005727
ENSMUSP00000028592	ENSTNIP00000016809
ENSMUSP00000093406	ENSTNIP00000004501
ENSMUSP00000048482	ENSTNIP00000010374
ENSMUSP00000092409	ENSTNIP00000016426
ENSMUSP00000059471	ENSTNIP00000016623
ENSMUSP00000051206	ENSTNIP00000001969
ENSMUSP00000022462	ENSTNIP00000012074
ENSMUSP00000099758	ENSTNIP00000010917
ENSMUSP00000103768	ENSTNIP00000013185
ENSMUSP00000036915	ENSTNIP00000013896
ENSMUSP00000017443	ENSTNIP00000005564
ENSMUSP00000069078	ENSTNIP00000011249
ENSMUSP00000001611	ENSTNIP00000003068
ENSMUSP00000120840	ENSTNIP00000005931
ENSMUSP00000138581	ENSTNIP00000005309
ENSMUSP00000071719	ENSTNIP00000018951
ENSMUSP00000025101	ENSTNIP00000010282
ENSMUSP00000110011	ENSTNIP00000005446
ENSMUSP00000112121	ENSTNIP00000020480
ENSMUSP00000018572	ENSTNIP00000001111
ENSMUSP00000082374	ENSTNIP00000012487
ENSMUSP00000024972	ENSTNIP00000015881
ENSMUSP00000027623	ENSTNIP00000018782
ENSMUSP00000059166	ENSTNIP00000003482
ENSMUSP00000008094	ENSTNIP00000009385
ENSMUSP00000081889	ENSTNIP00000008566
ENSMUSP00000110822	ENSTNIP00000020776
ENSMUSP00000017622	ENSTNIP00000004300
ENSMUSP00000015333	ENSTNIP00000004878
ENSMUSP00000072800	ENSTNIP00000000588
ENSMUSP00000046517	ENSTNIP00000019808
ENSMUSP00000125874	ENSTNIP00000015705
ENSMUSP00000091312	ENSTNIP00000017520
ENSMUSP00000043790	ENSTNIP00000010461
ENSMUSP00000043143	ENSTNIP00000007781
ENSMUSP00000116575	ENSTNIP00000016805
ENSMUSP00000114906	ENSTNIP00000013785
ENSMUSP00000036482	ENSTNIP00000000576
ENSMUSP00000138112	ENSTNIP00000022598
ENSMUSP00000038938	ENSTNIP00000017036
ENSMUSP00000030536	ENSTNIP00000015393
ENSMUSP00000061835	ENSTNIP00000011139
ENSMUSP00000103762	ENSTNIP00000008349
ENSMUSP00000063450	ENSTNIP00000005761
ENSMUSP00000032887	ENSTNIP00000015030
ENSMUSP00000022998	ENSTNIP00000012508
ENSMUSP00000115882	ENSTNIP00000006929
ENSMUSP00000088725	ENSTNIP00000005832
ENSMUSP00000034392	ENSTNIP00000007313
ENSMUSP00000045437	ENSTNIP00000020583
ENSMUSP00000032410	ENSTNIP00000009895
ENSMUSP00000117009	ENSTNIP00000017883
ENSMUSP00000030980	ENSTNIP00000013044
ENSMUSP00000037484	ENSTNIP00000022335
ENSMUSP00000097156	ENSTNIP00000022039
ENSMUSP00000042009	ENSTNIP00000019674
ENSMUSP00000038367	ENSTNIP00000005212
ENSMUSP00000062279	ENSTNIP00000009722
ENSMUSP00000050647	ENSTNIP00000012538
ENSMUSP00000023630	ENSTNIP00000010466
ENSMUSP00000038387	ENSTNIP00000007227
ENSMUSP00000099482	ENSTNIP00000005206
ENSMUSP00000030675	ENSTNIP00000015154
ENSMUSP00000127662	ENSTNIP00000012407
ENSMUSP00000109109	ENSTNIP00000016366
ENSMUSP00000020049	ENSTNIP00000013961
ENSMUSP00000017384	ENSTNIP00000005788
ENSMUSP00000038211	ENSTNIP00000007898
ENSMUSP00000120658	ENSTNIP00000006789
ENSMUSP00000027846	ENSTNIP00000010682
ENSMUSP00000104146	ENSTNIP00000000855
ENSMUSP00000104496	ENSTNIP00000012282
ENSMUSP00000108526	ENSTNIP00000018320
ENSMUSP00000099515	ENSTNIP00000007956
ENSMUSP00000040347	ENSTNIP00000012324
ENSMUSP00000129441	ENSTNIP00000004070
ENSMUSP00000047761	ENSTNIP00000017809
ENSMUSP00000070109	ENSTNIP00000011976
ENSMUSP00000023019	ENSTNIP00000013393
ENSMUSP00000056485	ENSTNIP00000012155
ENSMUSP00000033933	ENSTNIP00000020951
ENSMUSP00000034896	ENSTNIP00000022129
ENSMUSP00000095783	ENSTNIP00000022382
ENSMUSP00000095783	ENSTNIP00000020433
ENSMUSP00000048319	ENSTNIP00000004481
ENSMUSP00000020493	ENSTNIP00000019539
ENSMUSP00000047700	ENSTNIP00000022037
ENSMUSP00000074025	ENSTNIP00000011356
ENSMUSP00000027257	ENSTNIP00000016878
ENSMUSP00000103845	ENSTNIP00000006389
ENSMUSP00000054210	ENSTNIP00000014864
ENSMUSP00000054210	ENSTNIP00000022368
ENSMUSP00000103068	ENSTNIP00000001185
ENSMUSP00000048826	ENSTNIP00000020871
ENSMUSP00000039853	ENSTNIP00000019622
ENSMUSP00000024946	ENSTNIP00000014085
ENSMUSP00000095572	ENSTNIP00000021268
ENSMUSP00000050854	ENSTNIP00000019781
ENSMUSP00000031345	ENSTNIP00000014379
ENSMUSP00000028251	ENSTNIP00000012001
ENSMUSP00000026823	ENSTNIP00000014233
ENSMUSP00000136163	ENSTNIP00000019574
ENSMUSP00000024736	ENSTNIP00000001118
ENSMUSP00000046536	ENSTNIP00000020520
ENSMUSP00000072018	ENSTNIP00000013894
ENSMUSP00000062887	ENSTNIP00000005313
ENSMUSP00000062887	ENSTNIP00000007800
ENSMUSP00000019932	ENSTNIP00000000010
ENSMUSP00000003946	ENSTNIP00000005103
ENSMUSP00000126772	ENSTNIP00000020376
ENSMUSP00000032824	ENSTNIP00000008690
ENSMUSP00000109236	ENSTNIP00000014048
ENSMUSP00000028835	ENSTNIP00000012740
ENSMUSP00000022345	ENSTNIP00000020142
ENSMUSP00000027357	ENSTNIP00000014237
ENSMUSP00000023365	ENSTNIP00000011073
ENSMUSP00000102929	ENSTNIP00000007592
ENSMUSP00000027338	ENSTNIP00000022749
ENSMUSP00000001757	ENSTNIP00000008406
ENSMUSP00000031588	ENSTNIP00000018959
ENSMUSP00000097912	ENSTNIP00000018037
ENSMUSP00000048042	ENSTNIP00000000076
ENSMUSP00000066679	ENSTNIP00000007060
ENSMUSP00000083341	ENSTNIP00000012905
ENSMUSP00000018516	ENSTNIP00000017124
ENSMUSP00000022528	ENSTNIP00000019429
ENSMUSP00000057905	ENSTNIP00000005016
ENSMUSP00000018803	ENSTNIP00000000229
ENSMUSP00000019862	ENSTNIP00000015240
ENSMUSP00000076090	ENSTNIP00000020453
ENSMUSP00000033173	ENSTNIP00000006701
ENSMUSP00000061899	ENSTNIP00000006944
ENSMUSP00000099710	ENSTNIP00000012797
ENSMUSP00000022721	ENSTNIP00000018043
ENSMUSP00000024763	ENSTNIP00000019396
ENSMUSP00000030265	ENSTNIP00000011604
ENSMUSP00000034803	ENSTNIP00000010462
ENSMUSP00000029565	ENSTNIP00000021495
ENSMUSP00000055776	ENSTNIP00000014422
ENSMUSP00000042825	ENSTNIP00000017994
ENSMUSP00000038576	ENSTNIP00000002435
ENSMUSP00000049124	ENSTNIP00000018573
ENSMUSP00000096898	ENSTNIP00000018492
ENSMUSP00000002805	ENSTNIP00000013627
ENSMUSP00000058832	ENSTNIP00000004284
ENSMUSP00000094808	ENSTNIP00000019495
ENSMUSP00000044350	ENSTNIP00000022312
ENSMUSP00000037459	ENSTNIP00000008573
ENSMUSP00000030661	ENSTNIP00000012536
ENSMUSP00000120106	ENSTNIP00000006250
ENSMUSP00000116608	ENSTNIP00000018513
ENSMUSP00000089808	ENSTNIP00000021906
ENSMUSP00000034457	ENSTNIP00000020839
ENSMUSP00000043442	ENSTNIP00000008657
ENSMUSP00000132443	ENSTNIP00000007562
ENSMUSP00000042391	ENSTNIP00000011745
ENSMUSP00000023873	ENSTNIP00000010769
ENSMUSP00000084252	ENSTNIP00000023069
ENSMUSP00000108131	ENSTNIP00000019866
ENSMUSP00000006900	ENSTNIP00000020943
ENSMUSP00000091768	ENSTNIP00000009477
ENSMUSP00000117583	ENSTNIP00000013806
ENSMUSP00000126603	ENSTNIP00000019763
ENSMUSP00000027503	ENSTNIP00000005843
ENSMUSP00000053145	ENSTNIP00000004471
ENSMUSP00000062326	ENSTNIP00000019790
ENSMUSP00000022716	ENSTNIP00000012339
ENSMUSP00000109858	ENSTNIP00000011421
ENSMUSP00000034393	ENSTNIP00000013325
ENSMUSP00000033961	ENSTNIP00000022044
ENSMUSP00000070548	ENSTNIP00000007928
ENSMUSP00000060026	ENSTNIP00000020427
ENSMUSP00000046658	ENSTNIP00000014967
ENSMUSP00000038375	ENSTNIP00000015637
ENSMUSP00000099748	ENSTNIP00000018602
ENSMUSP00000033121	ENSTNIP00000001416
ENSMUSP00000065228	ENSTNIP00000007197
ENSMUSP00000070098	ENSTNIP00000016709
ENSMUSP00000034264	ENSTNIP00000021724
ENSMUSP00000125623	ENSTNIP00000010622
ENSMUSP00000048395	ENSTNIP00000013735
ENSMUSP00000062410	ENSTNIP00000016720
ENSMUSP00000127413	ENSTNIP00000016733
ENSMUSP00000021370	ENSTNIP00000022541
ENSMUSP00000026986	ENSTNIP00000011849
ENSMUSP00000008517	ENSTNIP00000010908
ENSMUSP00000112790	ENSTNIP00000011264
ENSMUSP00000060835	ENSTNIP00000020597
ENSMUSP00000103518	ENSTNIP00000022246
ENSMUSP00000032406	ENSTNIP00000021075
ENSMUSP00000055318	ENSTNIP00000005743
ENSMUSP00000079937	ENSTNIP00000020814
ENSMUSP00000022601	ENSTNIP00000020285
ENSMUSP00000027380	ENSTNIP00000019562
ENSMUSP00000055455	ENSTNIP00000018610
ENSMUSP00000124305	ENSTNIP00000019771
ENSMUSP00000063461	ENSTNIP00000012479
ENSMUSP00000022751	ENSTNIP00000010301
ENSMUSP00000051782	ENSTNIP00000008388
ENSMUSP00000120016	ENSTNIP00000020052
ENSMUSP00000072788	ENSTNIP00000002965
ENSMUSP00000019276	ENSTNIP00000020942
ENSMUSP00000099760	ENSTNIP00000013608
ENSMUSP00000121617	ENSTNIP00000001269
ENSMUSP00000023449	ENSTNIP00000018458
ENSMUSP00000032485	ENSTNIP00000010860
ENSMUSP00000004379	ENSTNIP00000010869
ENSMUSP00000028907	ENSTNIP00000011465
ENSMUSP00000035304	ENSTNIP00000005943
ENSMUSP00000027478	ENSTNIP00000004090
ENSMUSP00000030365	ENSTNIP00000021875
ENSMUSP00000043033	ENSTNIP00000009692
ENSMUSP00000096880	ENSTNIP00000000772
ENSMUSP00000112116	ENSTNIP00000012151
ENSMUSP00000127142	ENSTNIP00000020253
ENSMUSP00000050532	ENSTNIP00000003116
ENSMUSP00000065352	ENSTNIP00000011998
ENSMUSP00000022063	ENSTNIP00000022276
ENSMUSP00000005015	ENSTNIP00000020675
ENSMUSP00000020579	ENSTNIP00000007642
ENSMUSP00000030360	ENSTNIP00000017926
ENSMUSP00000030446	ENSTNIP00000020757
ENSMUSP00000095441	ENSTNIP00000008207
ENSMUSP00000080512	ENSTNIP00000020529
ENSMUSP00000026976	ENSTNIP00000007350
ENSMUSP00000092410	ENSTNIP00000019381
ENSMUSP00000113928	ENSTNIP00000014394
ENSMUSP00000132516	ENSTNIP00000017001
ENSMUSP00000053216	ENSTNIP00000005282
ENSMUSP00000031628	ENSTNIP00000011101
ENSMUSP00000132614	ENSTNIP00000002797
ENSMUSP00000117971	ENSTNIP00000011021
ENSMUSP00000031053	ENSTNIP00000008289
ENSMUSP00000109484	ENSTNIP00000008782
ENSMUSP00000022135	ENSTNIP00000013514
ENSMUSP00000049280	ENSTNIP00000003285
ENSMUSP00000034205	ENSTNIP00000002733
ENSMUSP00000036141	ENSTNIP00000014249
ENSMUSP00000023213	ENSTNIP00000008608
ENSMUSP00000031289	ENSTNIP00000018998
ENSMUSP00000034094	ENSTNIP00000007504
ENSMUSP00000059056	ENSTNIP00000015587
ENSMUSP00000027358	ENSTNIP00000018718
ENSMUSP00000055295	ENSTNIP00000008422
ENSMUSP00000043580	ENSTNIP00000021550
ENSMUSP00000065275	ENSTNIP00000005326
ENSMUSP00000062811	ENSTNIP00000018673
ENSMUSP00000045456	ENSTNIP00000000609
ENSMUSP00000001127	ENSTNIP00000017301
ENSMUSP00000055293	ENSTNIP00000003379
ENSMUSP00000073171	ENSTNIP00000012766
ENSMUSP00000133259	ENSTNIP00000001066
ENSMUSP00000021157	ENSTNIP00000010494
ENSMUSP00000128141	ENSTNIP00000016963
ENSMUSP00000112620	ENSTNIP00000015695
ENSMUSP00000113247	ENSTNIP00000000190
ENSMUSP00000021135	ENSTNIP00000007433
ENSMUSP00000124033	ENSTNIP00000016473
ENSMUSP00000059173	ENSTNIP00000022589
ENSMUSP00000070927	ENSTNIP00000014989
ENSMUSP00000088663	ENSTNIP00000021938
ENSMUSP00000123994	ENSTNIP00000013720
ENSMUSP00000027193	ENSTNIP00000010728
ENSMUSP00000130290	ENSTNIP00000005649
ENSMUSP00000137367	ENSTNIP00000019856
ENSMUSP00000025425	ENSTNIP00000016304
ENSMUSP00000020580	ENSTNIP00000013557
ENSMUSP00000026927	ENSTNIP00000009691
ENSMUSP00000042026	ENSTNIP00000005041
ENSMUSP00000107678	ENSTNIP00000019613
ENSMUSP00000058789	ENSTNIP00000014408
ENSMUSP00000027933	ENSTNIP00000013675
ENSMUSP00000089498	ENSTNIP00000017241
ENSMUSP00000117421	ENSTNIP00000013010
ENSMUSP00000125352	ENSTNIP00000020982
ENSMUSP00000135831	ENSTNIP00000005694
ENSMUSP00000001802	ENSTNIP00000008825
ENSMUSP00000112600	ENSTNIP00000006056
ENSMUSP00000047413	ENSTNIP00000017080
ENSMUSP00000128620	ENSTNIP00000013004
ENSMUSP00000103709	ENSTNIP00000013431
ENSMUSP00000084882	ENSTNIP00000013736
ENSMUSP00000040975	ENSTNIP00000007662
ENSMUSP00000018522	ENSTNIP00000007651
ENSMUSP00000054788	ENSTNIP00000020167
ENSMUSP00000043543	ENSTNIP00000021173
ENSMUSP00000025170	ENSTNIP00000021078
ENSMUSP00000057238	ENSTNIP00000005430
ENSMUSP00000091477	ENSTNIP00000013489
ENSMUSP00000031539	ENSTNIP00000008256
ENSMUSP00000025178	ENSTNIP00000005527
ENSMUSP00000034313	ENSTNIP00000016424
ENSMUSP00000092897	ENSTNIP00000016374
ENSMUSP00000009256	ENSTNIP00000011644
ENSMUSP00000099532	ENSTNIP00000017407
ENSMUSP00000040707	ENSTNIP00000010325
ENSMUSP00000026735	ENSTNIP00000004477
ENSMUSP00000108313	ENSTNIP00000014488
ENSMUSP00000038580	ENSTNIP00000017775
ENSMUSP00000096136	ENSTNIP00000003808
ENSMUSP00000038298	ENSTNIP00000018180
ENSMUSP00000033020	ENSTNIP00000006188
ENSMUSP00000059983	ENSTNIP00000008255
ENSMUSP00000019614	ENSTNIP00000009780
ENSMUSP00000002048	ENSTNIP00000022117
ENSMUSP00000022980	ENSTNIP00000022883
ENSMUSP00000020970	ENSTNIP00000020444
ENSMUSP00000014812	ENSTNIP00000019864
ENSMUSP00000021411	ENSTNIP00000006530
ENSMUSP00000059741	ENSTNIP00000017928
ENSMUSP00000105716	ENSTNIP00000019752
ENSMUSP00000040944	ENSTNIP00000017172
ENSMUSP00000068590	ENSTNIP00000017096
ENSMUSP00000034278	ENSTNIP00000012146
ENSMUSP00000032992	ENSTNIP00000018268
ENSMUSP00000002846	ENSTNIP00000011749
ENSMUSP00000109703	ENSTNIP00000006664
ENSMUSP00000002145	ENSTNIP00000017492
ENSMUSP00000072863	ENSTNIP00000014621
ENSMUSP00000021285	ENSTNIP00000008171
ENSMUSP00000018568	ENSTNIP00000005209
ENSMUSP00000033006	ENSTNIP00000000713
ENSMUSP00000124819	ENSTNIP00000009943
ENSMUSP00000085170	ENSTNIP00000009107
ENSMUSP00000048222	ENSTNIP00000010472
ENSMUSP00000022078	ENSTNIP00000013582
ENSMUSP00000123935	ENSTNIP00000009561
ENSMUSP00000046120	ENSTNIP00000014794
ENSMUSP00000028209	ENSTNIP00000010317
ENSMUSP00000030816	ENSTNIP00000018232
ENSMUSP00000047569	ENSTNIP00000003010
ENSMUSP00000023911	ENSTNIP00000015951
ENSMUSP00000076594	ENSTNIP00000018916
ENSMUSP00000040431	ENSTNIP00000015783
ENSMUSP00000003759	ENSTNIP00000006949
ENSMUSP00000027285	ENSTNIP00000011167
ENSMUSP00000089230	ENSTNIP00000015956
ENSMUSP00000072220	ENSTNIP00000022417
ENSMUSP00000021963	ENSTNIP00000019190
ENSMUSP00000071495	ENSTNIP00000009690
ENSMUSP00000026661	ENSTNIP00000017053
ENSMUSP00000057828	ENSTNIP00000005955
ENSMUSP00000026595	ENSTNIP00000021836
ENSMUSP00000009220	ENSTNIP00000011925
ENSMUSP00000037385	ENSTNIP00000004174
ENSMUSP00000019944	ENSTNIP00000001230
ENSMUSP00000022656	ENSTNIP00000020163
ENSMUSP00000055271	ENSTNIP00000004330
ENSMUSP00000020578	ENSTNIP00000011791
ENSMUSP00000108290	ENSTNIP00000016764
ENSMUSP00000060893	ENSTNIP00000010507
ENSMUSP00000061180	ENSTNIP00000013650
ENSMUSP00000133045	ENSTNIP00000020568
ENSMUSP00000089169	ENSTNIP00000002915
ENSMUSP00000061488	ENSTNIP00000015348
ENSMUSP00000110835	ENSTNIP00000015788
ENSMUSP00000111291	ENSTNIP00000019875
ENSMUSP00000011298	ENSTNIP00000003207
ENSMUSP00000096441	ENSTNIP00000008584
ENSMUSP00000126814	ENSTNIP00000003548
ENSMUSP00000054980	ENSTNIP00000020572
ENSMUSP00000129244	ENSTNIP00000003510
ENSMUSP00000005923	ENSTNIP00000008070
ENSMUSP00000098134	ENSTNIP00000001167
ENSMUSP00000128126	ENSTNIP00000005758
ENSMUSP00000038779	ENSTNIP00000003401
ENSMUSP00000031536	ENSTNIP00000008254
ENSMUSP00000028696	ENSTNIP00000009324
ENSMUSP00000062039	ENSTNIP00000015952
ENSMUSP00000019679	ENSTNIP00000018370
ENSMUSP00000027464	ENSTNIP00000006775
ENSMUSP00000128022	ENSTNIP00000017538
ENSMUSP00000078580	ENSTNIP00000001151
ENSMUSP00000035120	ENSTNIP00000012113
ENSMUSP00000035120	ENSTNIP00000022287
ENSMUSP00000112410	ENSTNIP00000002534
ENSMUSP00000117531	ENSTNIP00000020198
ENSMUSP00000136313	ENSTNIP00000015652
ENSMUSP00000132684	ENSTNIP00000018813
ENSMUSP00000062556	ENSTNIP00000017322
ENSMUSP00000062556	ENSTNIP00000003768
ENSMUSP00000007993	ENSTNIP00000021124
ENSMUSP00000121007	ENSTNIP00000020968
ENSMUSP00000120659	ENSTNIP00000012596
ENSMUSP00000061891	ENSTNIP00000020551
ENSMUSP00000030895	ENSTNIP00000014937
ENSMUSP00000043492	ENSTNIP00000006782
ENSMUSP00000034746	ENSTNIP00000012191
ENSMUSP00000034761	ENSTNIP00000011226
ENSMUSP00000041800	ENSTNIP00000010695
ENSMUSP00000062496	ENSTNIP00000005324
ENSMUSP00000024959	ENSTNIP00000006198
ENSMUSP00000107245	ENSTNIP00000017567
ENSMUSP00000112554	ENSTNIP00000010016
ENSMUSP00000085030	ENSTNIP00000009915
ENSMUSP00000034463	ENSTNIP00000022354
ENSMUSP00000059871	ENSTNIP00000005852
ENSMUSP00000107544	ENSTNIP00000006383
ENSMUSP00000028341	ENSTNIP00000014238
ENSMUSP00000004686	ENSTNIP00000008832
ENSMUSP00000042073	ENSTNIP00000015803
ENSMUSP00000021959	ENSTNIP00000019193
ENSMUSP00000058887	ENSTNIP00000020201
ENSMUSP00000038263	ENSTNIP00000006549
ENSMUSP00000058680	ENSTNIP00000019498
ENSMUSP00000034285	ENSTNIP00000011682
ENSMUSP00000063042	ENSTNIP00000021895
ENSMUSP00000077219	ENSTNIP00000003512
ENSMUSP00000078914	ENSTNIP00000000524
ENSMUSP00000075953	ENSTNIP00000010905
ENSMUSP00000029158	ENSTNIP00000021031
ENSMUSP00000049823	ENSTNIP00000011320
ENSMUSP00000024005	ENSTNIP00000015184
ENSMUSP00000047018	ENSTNIP00000002772
ENSMUSP00000112640	ENSTNIP00000002216
ENSMUSP00000104855	ENSTNIP00000022831
ENSMUSP00000104234	ENSTNIP00000013040
ENSMUSP00000023851	ENSTNIP00000001369
ENSMUSP00000026295	ENSTNIP00000004613
ENSMUSP00000088337	ENSTNIP00000022120
ENSMUSP00000022104	ENSTNIP00000001073
ENSMUSP00000048557	ENSTNIP00000021645
ENSMUSP00000029925	ENSTNIP00000007831
ENSMUSP00000032840	ENSTNIP00000014868
ENSMUSP00000058412	ENSTNIP00000000335
ENSMUSP00000068380	ENSTNIP00000016611
ENSMUSP00000125502	ENSTNIP00000015079
ENSMUSP00000109613	ENSTNIP00000004519
ENSMUSP00000126061	ENSTNIP00000006871
ENSMUSP00000110914	ENSTNIP00000021709
ENSMUSP00000110914	ENSTNIP00000015081
ENSMUSP00000078123	ENSTNIP00000017230
ENSMUSP00000111318	ENSTNIP00000015470
ENSMUSP00000021676	ENSTNIP00000020548
ENSMUSP00000018985	ENSTNIP00000013172
ENSMUSP00000125314	ENSTNIP00000018501
ENSMUSP00000059304	ENSTNIP00000005815
ENSMUSP00000022119	ENSTNIP00000003101
ENSMUSP00000007046	ENSTNIP00000000379
ENSMUSP00000066050	ENSTNIP00000015225
ENSMUSP00000034281	ENSTNIP00000007172
ENSMUSP00000043724	ENSTNIP00000009087
ENSMUSP00000006760	ENSTNIP00000006540
ENSMUSP00000037546	ENSTNIP00000015483
ENSMUSP00000072614	ENSTNIP00000005776
ENSMUSP00000022791	ENSTNIP00000006746
ENSMUSP00000040187	ENSTNIP00000010339
ENSMUSP00000069275	ENSTNIP00000021922
ENSMUSP00000122435	ENSTNIP00000022721
ENSMUSP00000045683	ENSTNIP00000015057
ENSMUSP00000099329	ENSTNIP00000009526
ENSMUSP00000045269	ENSTNIP00000008955
ENSMUSP00000106242	ENSTNIP00000021961
ENSMUSP00000028351	ENSTNIP00000005260
ENSMUSP00000136167	ENSTNIP00000011188
ENSMUSP00000041523	ENSTNIP00000004011
ENSMUSP00000037341	ENSTNIP00000017100
ENSMUSP00000030893	ENSTNIP00000003567
ENSMUSP00000061167	ENSTNIP00000022017
ENSMUSP00000021078	ENSTNIP00000022643
ENSMUSP00000000505	ENSTNIP00000018801
ENSMUSP00000122894	ENSTNIP00000005779
ENSMUSP00000095303	ENSTNIP00000000580
ENSMUSP00000103530	ENSTNIP00000016996
ENSMUSP00000050237	ENSTNIP00000020908
ENSMUSP00000058631	ENSTNIP00000003466
ENSMUSP00000052507	ENSTNIP00000001610
ENSMUSP00000025314	ENSTNIP00000017220
ENSMUSP00000023221	ENSTNIP00000011360
ENSMUSP00000030644	ENSTNIP00000020426
ENSMUSP00000098220	ENSTNIP00000022272
ENSMUSP00000029643	ENSTNIP00000016002
ENSMUSP00000106232	ENSTNIP00000003417
ENSMUSP00000032070	ENSTNIP00000019886
ENSMUSP00000025075	ENSTNIP00000011562
ENSMUSP00000137354	ENSTNIP00000013071
ENSMUSP00000034699	ENSTNIP00000012391
ENSMUSP00000027940	ENSTNIP00000013443
ENSMUSP00000051644	ENSTNIP00000012785
