ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000024403	ENSDARP00000085542
ENSGACP00000026648	ENSDARP00000088456
ENSGACP00000009003	ENSDARP00000126807
ENSGACP00000005615	ENSDARP00000118188
ENSGACP00000026899	ENSDARP00000018567
ENSGACP00000019293	ENSDARP00000006424
ENSGACP00000015679	ENSDARP00000125799
ENSGACP00000022109	ENSDARP00000015026
ENSGACP00000005423	ENSDARP00000103462
ENSGACP00000027122	ENSDARP00000013353
ENSGACP00000007281	ENSDARP00000090835
ENSGACP00000026312	ENSDARP00000091709
ENSGACP00000026822	ENSDARP00000117977
ENSGACP00000006511	ENSDARP00000019097
ENSGACP00000004038	ENSDARP00000101913
ENSGACP00000005562	ENSDARP00000123573
ENSGACP00000006089	ENSDARP00000110828
ENSGACP00000013481	ENSDARP00000003288
ENSGACP00000017799	ENSDARP00000026849
ENSGACP00000004731	ENSDARP00000025917
ENSGACP00000018919	ENSDARP00000112326
ENSGACP00000018132	ENSDARP00000038241
ENSGACP00000009016	ENSDARP00000025270
ENSGACP00000009029	ENSDARP00000127725
ENSGACP00000001240	ENSDARP00000011049
ENSGACP00000024605	ENSDARP00000011642
ENSGACP00000014695	ENSDARP00000047417
ENSGACP00000025175	ENSDARP00000107553
ENSGACP00000022249	ENSDARP00000007708
ENSGACP00000026298	ENSDARP00000067391
ENSGACP00000018234	ENSDARP00000097862
ENSGACP00000011982	ENSDARP00000032799
ENSGACP00000010734	ENSDARP00000024121
ENSGACP00000002877	ENSDARP00000043811
ENSGACP00000021980	ENSDARP00000004700
ENSGACP00000005165	ENSDARP00000080392
ENSGACP00000003632	ENSDARP00000111590
ENSGACP00000007314	ENSDARP00000118508
ENSGACP00000019997	ENSDARP00000024082
ENSGACP00000021395	ENSDARP00000111959
ENSGACP00000016446	ENSDARP00000107604
ENSGACP00000003803	ENSDARP00000074782
ENSGACP00000005913	ENSDARP00000098846
ENSGACP00000003162	ENSDARP00000075433
ENSGACP00000018336	ENSDARP00000069117
ENSGACP00000024240	ENSDARP00000061986
ENSGACP00000008483	ENSDARP00000017790
ENSGACP00000000836	ENSDARP00000121524
ENSGACP00000026025	ENSDARP00000113328
ENSGACP00000012247	ENSDARP00000075852
ENSGACP00000020702	ENSDARP00000113021
ENSGACP00000003951	ENSDARP00000039524
ENSGACP00000003586	ENSDARP00000089770
ENSGACP00000007458	ENSDARP00000088874
ENSGACP00000023679	ENSDARP00000104568
ENSGACP00000003619	ENSDARP00000027768
ENSGACP00000022945	ENSDARP00000105643
ENSGACP00000027098	ENSDARP00000070795
ENSGACP00000012537	ENSDARP00000082510
ENSGACP00000027562	ENSDARP00000027014
ENSGACP00000025876	ENSDARP00000095384
ENSGACP00000009099	ENSDARP00000095193
ENSGACP00000025550	ENSDARP00000058006
ENSGACP00000021896	ENSDARP00000102382
ENSGACP00000001158	ENSDARP00000112379
ENSGACP00000015117	ENSDARP00000108965
ENSGACP00000020369	ENSDARP00000129592
ENSGACP00000018800	ENSDARP00000089712
ENSGACP00000002532	ENSDARP00000111810
ENSGACP00000019897	ENSDARP00000005644
ENSGACP00000021035	ENSDARP00000005075
ENSGACP00000020098	ENSDARP00000043545
ENSGACP00000025497	ENSDARP00000069612
ENSGACP00000011898	ENSDARP00000072975
ENSGACP00000024475	ENSDARP00000092527
ENSGACP00000020922	ENSDARP00000104671
ENSGACP00000024299	ENSDARP00000121240
ENSGACP00000003147	ENSDARP00000124165
ENSGACP00000016715	ENSDARP00000056247
ENSGACP00000023685	ENSDARP00000064557
ENSGACP00000006672	ENSDARP00000029924
ENSGACP00000016775	ENSDARP00000117225
ENSGACP00000024872	ENSDARP00000003237
ENSGACP00000003520	ENSDARP00000111156
ENSGACP00000003698	ENSDARP00000009582
ENSGACP00000009432	ENSDARP00000009149
ENSGACP00000012858	ENSDARP00000121482
ENSGACP00000022552	ENSDARP00000072616
ENSGACP00000023148	ENSDARP00000094415
ENSGACP00000025673	ENSDARP00000068241
ENSGACP00000026196	ENSDARP00000039876
ENSGACP00000017962	ENSDARP00000075715
ENSGACP00000017615	ENSDARP00000126559
ENSGACP00000010637	ENSDARP00000060839
ENSGACP00000018193	ENSDARP00000089504
ENSGACP00000018210	ENSDARP00000098078
ENSGACP00000003035	ENSDARP00000098792
ENSGACP00000018728	ENSDARP00000069524
ENSGACP00000005409	ENSDARP00000126013
ENSGACP00000021229	ENSDARP00000024189
ENSGACP00000024012	ENSDARP00000035681
ENSGACP00000015067	ENSDARP00000092349
ENSGACP00000024784	ENSDARP00000009194
ENSGACP00000006137	ENSDARP00000094388
ENSGACP00000020520	ENSDARP00000092988
ENSGACP00000003343	ENSDARP00000047463
ENSGACP00000003721	ENSDARP00000106923
ENSGACP00000007130	ENSDARP00000033046
ENSGACP00000004283	ENSDARP00000031014
ENSGACP00000027053	ENSDARP00000073630
ENSGACP00000004184	ENSDARP00000102398
ENSGACP00000021079	ENSDARP00000090059
ENSGACP00000021913	ENSDARP00000115782
ENSGACP00000003394	ENSDARP00000058106
ENSGACP00000002731	ENSDARP00000102660
ENSGACP00000004226	ENSDARP00000104226
ENSGACP00000003188	ENSDARP00000119692
ENSGACP00000024049	ENSDARP00000078191
ENSGACP00000013410	ENSDARP00000108838
ENSGACP00000003573	ENSDARP00000123026
ENSGACP00000019974	ENSDARP00000113543
ENSGACP00000009631	ENSDARP00000111346
ENSGACP00000011676	ENSDARP00000073029
ENSGACP00000010852	ENSDARP00000033355
ENSGACP00000002817	ENSDARP00000102143
ENSGACP00000019701	ENSDARP00000122494
ENSGACP00000021018	ENSDARP00000083382
ENSGACP00000018357	ENSDARP00000038801
ENSGACP00000023021	ENSDARP00000017863
ENSGACP00000007089	ENSDARP00000058604
ENSGACP00000009471	ENSDARP00000099794
ENSGACP00000025752	ENSDARP00000104494
ENSGACP00000005167	ENSDARP00000049571
ENSGACP00000011257	ENSDARP00000071111
ENSGACP00000016226	ENSDARP00000075597
ENSGACP00000016744	ENSDARP00000122093
ENSGACP00000004704	ENSDARP00000090402
ENSGACP00000005125	ENSDARP00000074914
ENSGACP00000014530	ENSDARP00000093632
ENSGACP00000023216	ENSDARP00000054207
ENSGACP00000006841	ENSDARP00000072858
ENSGACP00000021760	ENSDARP00000074126
ENSGACP00000001010	ENSDARP00000079496
ENSGACP00000014732	ENSDARP00000127813
ENSGACP00000003256	ENSDARP00000074789
ENSGACP00000006329	ENSDARP00000068657
ENSGACP00000021970	ENSDARP00000058788
ENSGACP00000019474	ENSDARP00000099725
ENSGACP00000010140	ENSDARP00000083043
ENSGACP00000006359	ENSDARP00000072946
ENSGACP00000025873	ENSDARP00000098966
ENSGACP00000023577	ENSDARP00000107549
ENSGACP00000011478	ENSDARP00000072525
ENSGACP00000018914	ENSDARP00000105487
ENSGACP00000026566	ENSDARP00000066929
ENSGACP00000016036	ENSDARP00000101664
ENSGACP00000012384	ENSDARP00000084917
ENSGACP00000021524	ENSDARP00000066691
ENSGACP00000014722	ENSDARP00000024862
ENSGACP00000020363	ENSDARP00000061632
ENSGACP00000010519	ENSDARP00000005947
ENSGACP00000010845	ENSDARP00000128561
ENSGACP00000012194	ENSDARP00000117676
ENSGACP00000023628	ENSDARP00000129484
ENSGACP00000022207	ENSDARP00000105025
ENSGACP00000009443	ENSDARP00000124759
ENSGACP00000004034	ENSDARP00000104513
ENSGACP00000004029	ENSDARP00000105091
ENSGACP00000019106	ENSDARP00000101812
ENSGACP00000022186	ENSDARP00000121511
ENSGACP00000022632	ENSDARP00000089816
ENSGACP00000007398	ENSDARP00000105409
ENSGACP00000024373	ENSDARP00000098256
ENSGACP00000027055	ENSDARP00000100929
ENSGACP00000003145	ENSDARP00000029170
ENSGACP00000011130	ENSDARP00000047211
ENSGACP00000001221	ENSDARP00000058585
ENSGACP00000020423	ENSDARP00000025759
ENSGACP00000021402	ENSDARP00000114858
ENSGACP00000018260	ENSDARP00000075657
ENSGACP00000014356	ENSDARP00000023186
ENSGACP00000022111	ENSDARP00000042375
ENSGACP00000009699	ENSDARP00000090723
ENSGACP00000009360	ENSDARP00000072618
ENSGACP00000020614	ENSDARP00000016104
ENSGACP00000015567	ENSDARP00000033740
ENSGACP00000020133	ENSDARP00000127193
ENSGACP00000005788	ENSDARP00000129488
ENSGACP00000007902	ENSDARP00000088419
ENSGACP00000013948	ENSDARP00000069175
ENSGACP00000020425	ENSDARP00000016016
ENSGACP00000025505	ENSDARP00000032176
ENSGACP00000024347	ENSDARP00000023444
ENSGACP00000022174	ENSDARP00000108944
ENSGACP00000017409	ENSDARP00000057761
ENSGACP00000015792	ENSDARP00000062440
ENSGACP00000021305	ENSDARP00000026554
ENSGACP00000018683	ENSDARP00000112499
ENSGACP00000013585	ENSDARP00000072181
ENSGACP00000020569	ENSDARP00000020323
ENSGACP00000018172	ENSDARP00000013243
ENSGACP00000009426	ENSDARP00000082397
ENSGACP00000022644	ENSDARP00000093298
ENSGACP00000005822	ENSDARP00000116849
ENSGACP00000019578	ENSDARP00000113979
ENSGACP00000005825	ENSDARP00000106673
ENSGACP00000011433	ENSDARP00000080946
ENSGACP00000000614	ENSDARP00000104753
ENSGACP00000003478	ENSDARP00000066759
ENSGACP00000015252	ENSDARP00000105424
ENSGACP00000011280	ENSDARP00000097153
ENSGACP00000006369	ENSDARP00000061543
ENSGACP00000019792	ENSDARP00000072160
ENSGACP00000011668	ENSDARP00000094421
ENSGACP00000016220	ENSDARP00000061664
ENSGACP00000017191	ENSDARP00000018924
ENSGACP00000014640	ENSDARP00000025119
ENSGACP00000004259	ENSDARP00000098071
ENSGACP00000016361	ENSDARP00000022256
ENSGACP00000010691	ENSDARP00000067557
ENSGACP00000015942	ENSDARP00000004926
ENSGACP00000000117	ENSDARP00000110193
ENSGACP00000002760	ENSDARP00000071563
ENSGACP00000005754	ENSDARP00000063922
ENSGACP00000001261	ENSDARP00000022858
ENSGACP00000003431	ENSDARP00000004298
ENSGACP00000010287	ENSDARP00000015461
ENSGACP00000022336	ENSDARP00000101926
ENSGACP00000012050	ENSDARP00000083337
ENSGACP00000021795	ENSDARP00000062417
ENSGACP00000008110	ENSDARP00000062993
ENSGACP00000024989	ENSDARP00000111972
ENSGACP00000009490	ENSDARP00000046901
ENSGACP00000013089	ENSDARP00000021450
ENSGACP00000008297	ENSDARP00000117779
ENSGACP00000019185	ENSDARP00000011011
ENSGACP00000006697	ENSDARP00000113849
ENSGACP00000015332	ENSDARP00000118855
ENSGACP00000000022	ENSDARP00000056318
ENSGACP00000021616	ENSDARP00000090568
ENSGACP00000017099	ENSDARP00000117092
ENSGACP00000018428	ENSDARP00000002650
ENSGACP00000020167	ENSDARP00000041303
ENSGACP00000012262	ENSDARP00000076630
ENSGACP00000002632	ENSDARP00000010686
ENSGACP00000006869	ENSDARP00000102576
ENSGACP00000016834	ENSDARP00000003452
ENSGACP00000024165	ENSDARP00000088129
ENSGACP00000013834	ENSDARP00000060684
ENSGACP00000004124	ENSDARP00000096361
ENSGACP00000027162	ENSDARP00000118121
ENSGACP00000013173	ENSDARP00000008647
ENSGACP00000019570	ENSDARP00000124976
ENSGACP00000012490	ENSDARP00000094955
ENSGACP00000021309	ENSDARP00000113369
ENSGACP00000023264	ENSDARP00000083350
ENSGACP00000014030	ENSDARP00000064522
ENSGACP00000007895	ENSDARP00000061100
ENSGACP00000018601	ENSDARP00000003814
ENSGACP00000007418	ENSDARP00000064200
ENSGACP00000012141	ENSDARP00000104575
ENSGACP00000009012	ENSDARP00000055553
ENSGACP00000019509	ENSDARP00000124587
ENSGACP00000013957	ENSDARP00000076240
ENSGACP00000011534	ENSDARP00000044503
ENSGACP00000005899	ENSDARP00000009876
ENSGACP00000021781	ENSDARP00000029422
ENSGACP00000027649	ENSDARP00000031098
ENSGACP00000026422	ENSDARP00000070519
ENSGACP00000010199	ENSDARP00000035728
ENSGACP00000005925	ENSDARP00000068371
ENSGACP00000018094	ENSDARP00000017257
ENSGACP00000010697	ENSDARP00000103344
ENSGACP00000003900	ENSDARP00000039099
ENSGACP00000010142	ENSDARP00000102456
ENSGACP00000025004	ENSDARP00000111754
ENSGACP00000014392	ENSDARP00000094021
ENSGACP00000003507	ENSDARP00000105326
ENSGACP00000018633	ENSDARP00000095835
ENSGACP00000003242	ENSDARP00000094818
ENSGACP00000020757	ENSDARP00000100659
ENSGACP00000016889	ENSDARP00000122798
ENSGACP00000005106	ENSDARP00000034076
ENSGACP00000009227	ENSDARP00000057468
ENSGACP00000007511	ENSDARP00000069664
ENSGACP00000021168	ENSDARP00000022810
ENSGACP00000024144	ENSDARP00000057878
ENSGACP00000011237	ENSDARP00000090730
ENSGACP00000015032	ENSDARP00000126135
ENSGACP00000009559	ENSDARP00000050124
ENSGACP00000021930	ENSDARP00000103454
ENSGACP00000025910	ENSDARP00000074570
ENSGACP00000008023	ENSDARP00000095488
ENSGACP00000021421	ENSDARP00000106171
ENSGACP00000027067	ENSDARP00000040189
ENSGACP00000011411	ENSDARP00000055753
ENSGACP00000010175	ENSDARP00000018644
ENSGACP00000018332	ENSDARP00000013627
ENSGACP00000010475	ENSDARP00000062349
ENSGACP00000010705	ENSDARP00000128052
ENSGACP00000004368	ENSDARP00000048926
ENSGACP00000007613	ENSDARP00000070780
ENSGACP00000021712	ENSDARP00000070240
ENSGACP00000008239	ENSDARP00000008133
ENSGACP00000007079	ENSDARP00000098875
ENSGACP00000009638	ENSDARP00000093249
ENSGACP00000006194	ENSDARP00000052184
ENSGACP00000013037	ENSDARP00000087584
ENSGACP00000025447	ENSDARP00000022060
ENSGACP00000015608	ENSDARP00000109711
ENSGACP00000014292	ENSDARP00000098290
ENSGACP00000005314	ENSDARP00000061774
ENSGACP00000018921	ENSDARP00000072847
ENSGACP00000012965	ENSDARP00000067287
ENSGACP00000000099	ENSDARP00000103758
ENSGACP00000025392	ENSDARP00000039241
ENSGACP00000023915	ENSDARP00000063503
ENSGACP00000015748	ENSDARP00000107624
ENSGACP00000002032	ENSDARP00000096613
ENSGACP00000001680	ENSDARP00000069296
ENSGACP00000010316	ENSDARP00000110209
ENSGACP00000000846	ENSDARP00000066063
ENSGACP00000006198	ENSDARP00000026984
ENSGACP00000021685	ENSDARP00000078551
ENSGACP00000003544	ENSDARP00000059666
ENSGACP00000024243	ENSDARP00000111582
ENSGACP00000005424	ENSDARP00000054908
ENSGACP00000018758	ENSDARP00000101995
ENSGACP00000027290	ENSDARP00000065543
ENSGACP00000004497	ENSDARP00000108895
ENSGACP00000003398	ENSDARP00000106559
ENSGACP00000009254	ENSDARP00000096969
ENSGACP00000022640	ENSDARP00000065863
ENSGACP00000003539	ENSDARP00000023024
ENSGACP00000009397	ENSDARP00000009109
ENSGACP00000022875	ENSDARP00000099718
ENSGACP00000016570	ENSDARP00000019505
ENSGACP00000005992	ENSDARP00000066387
ENSGACP00000010867	ENSDARP00000073799
ENSGACP00000009519	ENSDARP00000052645
ENSGACP00000014473	ENSDARP00000102004
ENSGACP00000001410	ENSDARP00000040032
ENSGACP00000000427	ENSDARP00000103873
ENSGACP00000023648	ENSDARP00000074153
ENSGACP00000024711	ENSDARP00000054860
ENSGACP00000016425	ENSDARP00000110784
ENSGACP00000015352	ENSDARP00000116242
ENSGACP00000026096	ENSDARP00000025466
ENSGACP00000005943	ENSDARP00000102078
ENSGACP00000017222	ENSDARP00000129175
ENSGACP00000003697	ENSDARP00000006173
ENSGACP00000019282	ENSDARP00000010013
ENSGACP00000025354	ENSDARP00000044042
ENSGACP00000017460	ENSDARP00000116237
ENSGACP00000017363	ENSDARP00000106416
ENSGACP00000025815	ENSDARP00000036773
ENSGACP00000010911	ENSDARP00000055486
ENSGACP00000012299	ENSDARP00000056179
ENSGACP00000003141	ENSDARP00000105727
ENSGACP00000021430	ENSDARP00000128519
ENSGACP00000016486	ENSDARP00000062091
ENSGACP00000014295	ENSDARP00000066190
ENSGACP00000019446	ENSDARP00000088640
ENSGACP00000016222	ENSDARP00000121705
ENSGACP00000004708	ENSDARP00000111658
ENSGACP00000006247	ENSDARP00000016213
ENSGACP00000019671	ENSDARP00000104242
ENSGACP00000018494	ENSDARP00000105820
ENSGACP00000027297	ENSDARP00000017149
ENSGACP00000011553	ENSDARP00000102969
ENSGACP00000016527	ENSDARP00000110068
ENSGACP00000027138	ENSDARP00000080925
ENSGACP00000012403	ENSDARP00000025243
ENSGACP00000015206	ENSDARP00000118084
ENSGACP00000009018	ENSDARP00000071726
ENSGACP00000024477	ENSDARP00000118992
ENSGACP00000010403	ENSDARP00000129851
ENSGACP00000015511	ENSDARP00000064693
ENSGACP00000026949	ENSDARP00000005886
ENSGACP00000026564	ENSDARP00000072990
ENSGACP00000006958	ENSDARP00000076735
ENSGACP00000006611	ENSDARP00000064065
ENSGACP00000020833	ENSDARP00000102047
ENSGACP00000012039	ENSDARP00000101565
ENSGACP00000018143	ENSDARP00000050846
ENSGACP00000013807	ENSDARP00000060688
ENSGACP00000021349	ENSDARP00000004687
ENSGACP00000008059	ENSDARP00000121982
ENSGACP00000025330	ENSDARP00000031745
ENSGACP00000000412	ENSDARP00000042220
ENSGACP00000002884	ENSDARP00000067234
ENSGACP00000017955	ENSDARP00000037419
ENSGACP00000004585	ENSDARP00000109353
ENSGACP00000015375	ENSDARP00000059559
ENSGACP00000000745	ENSDARP00000017103
ENSGACP00000020718	ENSDARP00000018505
ENSGACP00000025789	ENSDARP00000067095
ENSGACP00000005401	ENSDARP00000124362
ENSGACP00000008086	ENSDARP00000060189
ENSGACP00000014788	ENSDARP00000123267
ENSGACP00000014855	ENSDARP00000068017
ENSGACP00000009344	ENSDARP00000097707
ENSGACP00000011505	ENSDARP00000101015
ENSGACP00000002092	ENSDARP00000037304
ENSGACP00000000369	ENSDARP00000106732
ENSGACP00000013401	ENSDARP00000098431
ENSGACP00000014540	ENSDARP00000038195
ENSGACP00000027629	ENSDARP00000065502
ENSGACP00000007225	ENSDARP00000106449
ENSGACP00000003185	ENSDARP00000055445
ENSGACP00000010166	ENSDARP00000089478
ENSGACP00000015368	ENSDARP00000076893
ENSGACP00000021963	ENSDARP00000088158
ENSGACP00000021797	ENSDARP00000108208
ENSGACP00000017860	ENSDARP00000124404
ENSGACP00000027656	ENSDARP00000106280
ENSGACP00000018268	ENSDARP00000056900
ENSGACP00000013468	ENSDARP00000126728
ENSGACP00000016063	ENSDARP00000044114
ENSGACP00000015035	ENSDARP00000032165
ENSGACP00000002939	ENSDARP00000126427
ENSGACP00000015735	ENSDARP00000067396
ENSGACP00000020951	ENSDARP00000070899
ENSGACP00000007342	ENSDARP00000111067
ENSGACP00000010317	ENSDARP00000034563
ENSGACP00000006084	ENSDARP00000123964
ENSGACP00000018053	ENSDARP00000123352
ENSGACP00000010203	ENSDARP00000050244
ENSGACP00000025837	ENSDARP00000127074
ENSGACP00000019722	ENSDARP00000071703
ENSGACP00000003438	ENSDARP00000118435
ENSGACP00000013321	ENSDARP00000012858
ENSGACP00000004405	ENSDARP00000087580
ENSGACP00000025255	ENSDARP00000124120
ENSGACP00000001413	ENSDARP00000051775
ENSGACP00000001618	ENSDARP00000081745
ENSGACP00000011859	ENSDARP00000118997
ENSGACP00000021127	ENSDARP00000124644
ENSGACP00000024533	ENSDARP00000106592
ENSGACP00000000758	ENSDARP00000101805
ENSGACP00000000087	ENSDARP00000076262
ENSGACP00000021993	ENSDARP00000059298
ENSGACP00000027128	ENSDARP00000013430
ENSGACP00000004689	ENSDARP00000089349
ENSGACP00000018106	ENSDARP00000069707
ENSGACP00000005740	ENSDARP00000095658
ENSGACP00000024874	ENSDARP00000011401
ENSGACP00000023000	ENSDARP00000087195
ENSGACP00000015347	ENSDARP00000111216
ENSGACP00000010112	ENSDARP00000120332
ENSGACP00000025660	ENSDARP00000011083
ENSGACP00000005659	ENSDARP00000034129
ENSGACP00000001762	ENSDARP00000074854
ENSGACP00000020719	ENSDARP00000016047
ENSGACP00000019064	ENSDARP00000106414
ENSGACP00000025967	ENSDARP00000112107
ENSGACP00000023234	ENSDARP00000056293
ENSGACP00000017861	ENSDARP00000082748
ENSGACP00000008926	ENSDARP00000104141
ENSGACP00000024680	ENSDARP00000123531
ENSGACP00000005233	ENSDARP00000127123
ENSGACP00000020602	ENSDARP00000054152
ENSGACP00000011637	ENSDARP00000126448
ENSGACP00000025325	ENSDARP00000061760
ENSGACP00000024576	ENSDARP00000116217
ENSGACP00000026984	ENSDARP00000081096
ENSGACP00000014113	ENSDARP00000005238
ENSGACP00000014347	ENSDARP00000052644
ENSGACP00000007339	ENSDARP00000072369
ENSGACP00000004255	ENSDARP00000014201
ENSGACP00000027348	ENSDARP00000041904
ENSGACP00000020382	ENSDARP00000047953
ENSGACP00000017750	ENSDARP00000015953
ENSGACP00000002764	ENSDARP00000048639
ENSGACP00000012922	ENSDARP00000024817
ENSGACP00000004205	ENSDARP00000058031
ENSGACP00000011932	ENSDARP00000062555
ENSGACP00000021183	ENSDARP00000043430
ENSGACP00000007094	ENSDARP00000006378
ENSGACP00000018978	ENSDARP00000089067
ENSGACP00000014588	ENSDARP00000027131
ENSGACP00000016560	ENSDARP00000096562
ENSGACP00000002625	ENSDARP00000123079
ENSGACP00000001367	ENSDARP00000067637
ENSGACP00000000730	ENSDARP00000023460
ENSGACP00000013616	ENSDARP00000103943
ENSGACP00000017592	ENSDARP00000064802
ENSGACP00000024986	ENSDARP00000111043
ENSGACP00000015971	ENSDARP00000094012
ENSGACP00000026326	ENSDARP00000086605
ENSGACP00000025508	ENSDARP00000106419
ENSGACP00000008020	ENSDARP00000077967
ENSGACP00000015131	ENSDARP00000093629
ENSGACP00000012444	ENSDARP00000102666
ENSGACP00000010709	ENSDARP00000088015
ENSGACP00000023789	ENSDARP00000014151
ENSGACP00000005895	ENSDARP00000073610
ENSGACP00000021584	ENSDARP00000058350
ENSGACP00000014972	ENSDARP00000100148
ENSGACP00000003496	ENSDARP00000041113
ENSGACP00000015097	ENSDARP00000048674
ENSGACP00000019151	ENSDARP00000024490
ENSGACP00000001134	ENSDARP00000050825
ENSGACP00000014559	ENSDARP00000027320
ENSGACP00000020050	ENSDARP00000112809
ENSGACP00000008564	ENSDARP00000123109
ENSGACP00000013634	ENSDARP00000043075
ENSGACP00000015847	ENSDARP00000031112
ENSGACP00000025324	ENSDARP00000067338
ENSGACP00000023715	ENSDARP00000097746
ENSGACP00000021769	ENSDARP00000059353
ENSGACP00000008401	ENSDARP00000083980
ENSGACP00000015961	ENSDARP00000054321
ENSGACP00000026000	ENSDARP00000111036
ENSGACP00000012698	ENSDARP00000105284
ENSGACP00000014169	ENSDARP00000111776
ENSGACP00000022389	ENSDARP00000084087
ENSGACP00000010541	ENSDARP00000127531
ENSGACP00000018571	ENSDARP00000003198
ENSGACP00000022112	ENSDARP00000116987
ENSGACP00000001803	ENSDARP00000101727
ENSGACP00000006439	ENSDARP00000028109
ENSGACP00000023537	ENSDARP00000122309
ENSGACP00000027358	ENSDARP00000065324
ENSGACP00000004178	ENSDARP00000105288
ENSGACP00000013883	ENSDARP00000106089
ENSGACP00000025140	ENSDARP00000007002
ENSGACP00000026572	ENSDARP00000052786
ENSGACP00000020497	ENSDARP00000003488
ENSGACP00000012945	ENSDARP00000016113
ENSGACP00000011829	ENSDARP00000062358
ENSGACP00000016805	ENSDARP00000090111
ENSGACP00000006095	ENSDARP00000062851
ENSGACP00000005720	ENSDARP00000060591
ENSGACP00000017475	ENSDARP00000023604
ENSGACP00000014055	ENSDARP00000003598
ENSGACP00000012385	ENSDARP00000075906
ENSGACP00000018780	ENSDARP00000053813
ENSGACP00000022167	ENSDARP00000016349
ENSGACP00000016146	ENSDARP00000033381
ENSGACP00000011068	ENSDARP00000110309
ENSGACP00000007991	ENSDARP00000061333
ENSGACP00000015071	ENSDARP00000097494
ENSGACP00000007471	ENSDARP00000072623
ENSGACP00000016433	ENSDARP00000103689
ENSGACP00000024503	ENSDARP00000071657
ENSGACP00000010751	ENSDARP00000124096
ENSGACP00000021855	ENSDARP00000089161
ENSGACP00000016461	ENSDARP00000124464
ENSGACP00000015675	ENSDARP00000100660
ENSGACP00000013918	ENSDARP00000035079
ENSGACP00000021890	ENSDARP00000052647
ENSGACP00000019793	ENSDARP00000002714
ENSGACP00000005785	ENSDARP00000007628
ENSGACP00000009192	ENSDARP00000013651
ENSGACP00000005366	ENSDARP00000064808
ENSGACP00000005185	ENSDARP00000086537
ENSGACP00000010884	ENSDARP00000111416
ENSGACP00000021036	ENSDARP00000032037
ENSGACP00000010802	ENSDARP00000128424
ENSGACP00000025149	ENSDARP00000070516
ENSGACP00000020447	ENSDARP00000077038
ENSGACP00000010476	ENSDARP00000104733
ENSGACP00000024913	ENSDARP00000066890
ENSGACP00000018848	ENSDARP00000051648
ENSGACP00000008488	ENSDARP00000095043
ENSGACP00000019760	ENSDARP00000070383
ENSGACP00000010786	ENSDARP00000054604
ENSGACP00000003818	ENSDARP00000092761
ENSGACP00000018764	ENSDARP00000103183
ENSGACP00000016092	ENSDARP00000017647
ENSGACP00000010925	ENSDARP00000022310
ENSGACP00000015060	ENSDARP00000127799
ENSGACP00000018078	ENSDARP00000058459
ENSGACP00000013614	ENSDARP00000077729
ENSGACP00000011375	ENSDARP00000026560
ENSGACP00000004747	ENSDARP00000076298
ENSGACP00000021793	ENSDARP00000123048
ENSGACP00000014731	ENSDARP00000110651
ENSGACP00000004597	ENSDARP00000098016
ENSGACP00000006480	ENSDARP00000088637
ENSGACP00000024771	ENSDARP00000022189
ENSGACP00000026244	ENSDARP00000066998
ENSGACP00000016284	ENSDARP00000013664
ENSGACP00000026078	ENSDARP00000041069
ENSGACP00000012674	ENSDARP00000073961
ENSGACP00000021187	ENSDARP00000074168
ENSGACP00000027578	ENSDARP00000080456
ENSGACP00000005092	ENSDARP00000031013
ENSGACP00000011278	ENSDARP00000121091
ENSGACP00000020697	ENSDARP00000031494
ENSGACP00000024976	ENSDARP00000107682
ENSGACP00000022383	ENSDARP00000041503
ENSGACP00000018615	ENSDARP00000035258
ENSGACP00000004735	ENSDARP00000101720
ENSGACP00000011787	ENSDARP00000115880
ENSGACP00000022631	ENSDARP00000017350
ENSGACP00000004842	ENSDARP00000073678
ENSGACP00000017027	ENSDARP00000102557
ENSGACP00000007467	ENSDARP00000099918
ENSGACP00000005414	ENSDARP00000047068
ENSGACP00000004822	ENSDARP00000052239
ENSGACP00000000887	ENSDARP00000128879
ENSGACP00000020851	ENSDARP00000013774
ENSGACP00000010115	ENSDARP00000066545
ENSGACP00000020250	ENSDARP00000029558
ENSGACP00000020665	ENSDARP00000118802
ENSGACP00000013280	ENSDARP00000039092
ENSGACP00000014459	ENSDARP00000060632
ENSGACP00000025035	ENSDARP00000078068
ENSGACP00000009812	ENSDARP00000115081
ENSGACP00000011763	ENSDARP00000127595
ENSGACP00000022772	ENSDARP00000106615
ENSGACP00000000896	ENSDARP00000105956
ENSGACP00000000107	ENSDARP00000015592
ENSGACP00000025455	ENSDARP00000111715
ENSGACP00000004116	ENSDARP00000084220
ENSGACP00000007291	ENSDARP00000028927
ENSGACP00000004545	ENSDARP00000055709
ENSGACP00000018254	ENSDARP00000080930
ENSGACP00000011759	ENSDARP00000127228
ENSGACP00000020354	ENSDARP00000086442
ENSGACP00000010313	ENSDARP00000066986
ENSGACP00000018591	ENSDARP00000013273
ENSGACP00000009337	ENSDARP00000108504
ENSGACP00000014570	ENSDARP00000127487
ENSGACP00000006998	ENSDARP00000060294
ENSGACP00000008719	ENSDARP00000020953
ENSGACP00000016131	ENSDARP00000109292
ENSGACP00000018743	ENSDARP00000051669
ENSGACP00000000759	ENSDARP00000076556
ENSGACP00000027251	ENSDARP00000013392
ENSGACP00000014024	ENSDARP00000060694
ENSGACP00000021933	ENSDARP00000066782
ENSGACP00000020260	ENSDARP00000014583
