ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000003764	ENSLOCP00000000506
ENSMODP00000002271	ENSLOCP00000015613
ENSMODP00000003644	ENSLOCP00000014912
ENSMODP00000003387	ENSLOCP00000001587
ENSMODP00000009062	ENSLOCP00000021040
ENSMODP00000039098	ENSLOCP00000008026
ENSMODP00000013119	ENSLOCP00000019821
ENSMODP00000022897	ENSLOCP00000020468
ENSMODP00000017721	ENSLOCP00000007614
ENSMODP00000019031	ENSLOCP00000019508
ENSMODP00000003993	ENSLOCP00000013728
ENSMODP00000028835	ENSLOCP00000000880
ENSMODP00000019832	ENSLOCP00000019617
ENSMODP00000010278	ENSLOCP00000011301
ENSMODP00000015191	ENSLOCP00000006339
ENSMODP00000027806	ENSLOCP00000017048
ENSMODP00000022258	ENSLOCP00000016701
ENSMODP00000024036	ENSLOCP00000007263
ENSMODP00000023632	ENSLOCP00000011948
ENSMODP00000002702	ENSLOCP00000013049
ENSMODP00000009861	ENSLOCP00000005628
ENSMODP00000011433	ENSLOCP00000017557
ENSMODP00000026308	ENSLOCP00000004456
ENSMODP00000015011	ENSLOCP00000014895
ENSMODP00000025363	ENSLOCP00000015098
ENSMODP00000028459	ENSLOCP00000018928
ENSMODP00000016976	ENSLOCP00000000261
ENSMODP00000016976	ENSLOCP00000018101
ENSMODP00000015922	ENSLOCP00000017750
ENSMODP00000002647	ENSLOCP00000016313
ENSMODP00000025458	ENSLOCP00000011626
ENSMODP00000013738	ENSLOCP00000006784
ENSMODP00000026385	ENSLOCP00000009627
ENSMODP00000025866	ENSLOCP00000017320
ENSMODP00000013444	ENSLOCP00000013089
ENSMODP00000009095	ENSLOCP00000012592
ENSMODP00000002352	ENSLOCP00000011659
ENSMODP00000007433	ENSLOCP00000015747
ENSMODP00000028723	ENSLOCP00000007364
ENSMODP00000004270	ENSLOCP00000009776
ENSMODP00000018516	ENSLOCP00000007110
ENSMODP00000004721	ENSLOCP00000005571
ENSMODP00000015129	ENSLOCP00000006059
ENSMODP00000018289	ENSLOCP00000004455
ENSMODP00000028151	ENSLOCP00000001698
ENSMODP00000010235	ENSLOCP00000020851
ENSMODP00000028705	ENSLOCP00000007650
ENSMODP00000028883	ENSLOCP00000007194
ENSMODP00000007639	ENSLOCP00000020863
ENSMODP00000003239	ENSLOCP00000008043
ENSMODP00000005243	ENSLOCP00000011716
ENSMODP00000026381	ENSLOCP00000009716
ENSMODP00000023307	ENSLOCP00000013382
ENSMODP00000034181	ENSLOCP00000004129
ENSMODP00000017544	ENSLOCP00000004317
ENSMODP00000024633	ENSLOCP00000006974
ENSMODP00000035541	ENSLOCP00000003893
ENSMODP00000010234	ENSLOCP00000009617
ENSMODP00000020946	ENSLOCP00000019970
ENSMODP00000002881	ENSLOCP00000016001
ENSMODP00000034045	ENSLOCP00000007430
ENSMODP00000016656	ENSLOCP00000005925
ENSMODP00000003702	ENSLOCP00000019803
ENSMODP00000007647	ENSLOCP00000006149
ENSMODP00000017014	ENSLOCP00000021140
ENSMODP00000020369	ENSLOCP00000012525
ENSMODP00000022461	ENSLOCP00000020500
ENSMODP00000003119	ENSLOCP00000021237
ENSMODP00000002863	ENSLOCP00000009556
ENSMODP00000008175	ENSLOCP00000013494
ENSMODP00000000276	ENSLOCP00000009125
ENSMODP00000024753	ENSLOCP00000001206
ENSMODP00000018942	ENSLOCP00000014973
ENSMODP00000015076	ENSLOCP00000005892
ENSMODP00000003253	ENSLOCP00000008859
ENSMODP00000003437	ENSLOCP00000012391
ENSMODP00000029121	ENSLOCP00000003493
ENSMODP00000006704	ENSLOCP00000013217
ENSMODP00000023455	ENSLOCP00000020866
ENSMODP00000014787	ENSLOCP00000016876
ENSMODP00000010263	ENSLOCP00000015989
ENSMODP00000008879	ENSLOCP00000005886
ENSMODP00000022132	ENSLOCP00000003927
ENSMODP00000018243	ENSLOCP00000019636
ENSMODP00000018056	ENSLOCP00000021284
ENSMODP00000021275	ENSLOCP00000005808
ENSMODP00000018425	ENSLOCP00000015544
ENSMODP00000002910	ENSLOCP00000012977
ENSMODP00000012308	ENSLOCP00000007133
ENSMODP00000025867	ENSLOCP00000017314
ENSMODP00000010590	ENSLOCP00000020067
ENSMODP00000015459	ENSLOCP00000018506
ENSMODP00000008319	ENSLOCP00000010213
ENSMODP00000018092	ENSLOCP00000021283
ENSMODP00000022940	ENSLOCP00000021107
ENSMODP00000014641	ENSLOCP00000018076
ENSMODP00000005874	ENSLOCP00000009083
ENSMODP00000020324	ENSLOCP00000012652
ENSMODP00000005285	ENSLOCP00000016902
ENSMODP00000022437	ENSLOCP00000010097
ENSMODP00000015061	ENSLOCP00000017355
ENSMODP00000016710	ENSLOCP00000017666
ENSMODP00000020448	ENSLOCP00000019470
ENSMODP00000008692	ENSLOCP00000013743
ENSMODP00000023980	ENSLOCP00000017019
ENSMODP00000022191	ENSLOCP00000021192
ENSMODP00000008922	ENSLOCP00000002686
ENSMODP00000013892	ENSLOCP00000018629
ENSMODP00000018279	ENSLOCP00000019656
ENSMODP00000014294	ENSLOCP00000014050
ENSMODP00000023404	ENSLOCP00000010427
ENSMODP00000021373	ENSLOCP00000002396
ENSMODP00000012513	ENSLOCP00000001524
ENSMODP00000040236	ENSLOCP00000020563
ENSMODP00000002986	ENSLOCP00000015905
ENSMODP00000012296	ENSLOCP00000014815
ENSMODP00000017689	ENSLOCP00000012587
ENSMODP00000018834	ENSLOCP00000000231
ENSMODP00000000378	ENSLOCP00000001687
ENSMODP00000038366	ENSLOCP00000008248
ENSMODP00000014148	ENSLOCP00000005261
ENSMODP00000024809	ENSLOCP00000006497
ENSMODP00000024663	ENSLOCP00000006054
ENSMODP00000014022	ENSLOCP00000004140
ENSMODP00000008168	ENSLOCP00000004968
ENSMODP00000014575	ENSLOCP00000018218
ENSMODP00000024279	ENSLOCP00000007035
ENSMODP00000003513	ENSLOCP00000019820
ENSMODP00000005875	ENSLOCP00000007193
ENSMODP00000036502	ENSLOCP00000016614
ENSMODP00000024563	ENSLOCP00000009427
ENSMODP00000024025	ENSLOCP00000006571
ENSMODP00000005811	ENSLOCP00000008227
ENSMODP00000003913	ENSLOCP00000002808
ENSMODP00000021997	ENSLOCP00000015996
ENSMODP00000015575	ENSLOCP00000006829
ENSMODP00000010352	ENSLOCP00000011288
ENSMODP00000030146	ENSLOCP00000005946
ENSMODP00000023698	ENSLOCP00000019548
ENSMODP00000017820	ENSLOCP00000021311
ENSMODP00000024337	ENSLOCP00000013334
ENSMODP00000003660	ENSLOCP00000012329
ENSMODP00000009899	ENSLOCP00000005410
ENSMODP00000040218	ENSLOCP00000000011
ENSMODP00000005626	ENSLOCP00000008919
ENSMODP00000021757	ENSLOCP00000003029
ENSMODP00000004969	ENSLOCP00000001730
ENSMODP00000040369	ENSLOCP00000016787
ENSMODP00000004243	ENSLOCP00000012388
ENSMODP00000006529	ENSLOCP00000009837
ENSMODP00000029832	ENSLOCP00000009389
ENSMODP00000011173	ENSLOCP00000005024
ENSMODP00000010044	ENSLOCP00000005968
ENSMODP00000015334	ENSLOCP00000002014
ENSMODP00000016740	ENSLOCP00000009574
ENSMODP00000022080	ENSLOCP00000021359
ENSMODP00000002288	ENSLOCP00000005133
ENSMODP00000022531	ENSLOCP00000004717
ENSMODP00000017898	ENSLOCP00000007771
ENSMODP00000017549	ENSLOCP00000010730
ENSMODP00000019823	ENSLOCP00000009181
ENSMODP00000019964	ENSLOCP00000012737
ENSMODP00000035095	ENSLOCP00000019305
ENSMODP00000015791	ENSLOCP00000006969
ENSMODP00000021239	ENSLOCP00000007691
ENSMODP00000005014	ENSLOCP00000003377
ENSMODP00000023658	ENSLOCP00000004006
ENSMODP00000015544	ENSLOCP00000006089
ENSMODP00000010068	ENSLOCP00000011373
ENSMODP00000016665	ENSLOCP00000017862
ENSMODP00000005224	ENSLOCP00000003715
ENSMODP00000018709	ENSLOCP00000008398
ENSMODP00000012561	ENSLOCP00000007391
ENSMODP00000009566	ENSLOCP00000013759
ENSMODP00000015446	ENSLOCP00000002844
ENSMODP00000018670	ENSLOCP00000006675
ENSMODP00000019000	ENSLOCP00000003057
ENSMODP00000019070	ENSLOCP00000013412
ENSMODP00000032612	ENSLOCP00000014840
ENSMODP00000003607	ENSLOCP00000013870
ENSMODP00000031186	ENSLOCP00000011190
ENSMODP00000015614	ENSLOCP00000016499
ENSMODP00000020853	ENSLOCP00000008357
ENSMODP00000018025	ENSLOCP00000020387
ENSMODP00000008570	ENSLOCP00000014703
ENSMODP00000004261	ENSLOCP00000015706
ENSMODP00000014065	ENSLOCP00000015598
ENSMODP00000018902	ENSLOCP00000015048
ENSMODP00000019155	ENSLOCP00000001772
ENSMODP00000027050	ENSLOCP00000005263
ENSMODP00000014011	ENSLOCP00000002561
ENSMODP00000009655	ENSLOCP00000010129
ENSMODP00000014009	ENSLOCP00000012895
ENSMODP00000010735	ENSLOCP00000010644
ENSMODP00000000120	ENSLOCP00000018110
ENSMODP00000019410	ENSLOCP00000007404
ENSMODP00000010151	ENSLOCP00000001763
ENSMODP00000021663	ENSLOCP00000008386
ENSMODP00000006256	ENSLOCP00000019677
ENSMODP00000025963	ENSLOCP00000013030
ENSMODP00000024095	ENSLOCP00000003911
ENSMODP00000008525	ENSLOCP00000013701
ENSMODP00000023189	ENSLOCP00000021083
ENSMODP00000000558	ENSLOCP00000007401
ENSMODP00000000493	ENSLOCP00000004716
ENSMODP00000001649	ENSLOCP00000013931
ENSMODP00000024311	ENSLOCP00000007407
ENSMODP00000010490	ENSLOCP00000019582
ENSMODP00000019306	ENSLOCP00000020558
ENSMODP00000024152	ENSLOCP00000006536
ENSMODP00000030128	ENSLOCP00000021689
ENSMODP00000010126	ENSLOCP00000009698
ENSMODP00000010016	ENSLOCP00000019376
ENSMODP00000002450	ENSLOCP00000009842
ENSMODP00000019556	ENSLOCP00000020677
ENSMODP00000014319	ENSLOCP00000010691
ENSMODP00000002187	ENSLOCP00000013569
ENSMODP00000024017	ENSLOCP00000000900
ENSMODP00000012164	ENSLOCP00000001727
ENSMODP00000009510	ENSLOCP00000009960
ENSMODP00000023873	ENSLOCP00000002082
ENSMODP00000003018	ENSLOCP00000001558
ENSMODP00000004236	ENSLOCP00000003425
ENSMODP00000021601	ENSLOCP00000001743
ENSMODP00000036544	ENSLOCP00000001696
ENSMODP00000003538	ENSLOCP00000012431
ENSMODP00000024104	ENSLOCP00000013065
ENSMODP00000014508	ENSLOCP00000014527
ENSMODP00000013131	ENSLOCP00000012732
ENSMODP00000036684	ENSLOCP00000019394
ENSMODP00000000574	ENSLOCP00000012379
ENSMODP00000000254	ENSLOCP00000001274
ENSMODP00000013425	ENSLOCP00000013079
ENSMODP00000002420	ENSLOCP00000018921
ENSMODP00000006926	ENSLOCP00000011628
ENSMODP00000015369	ENSLOCP00000016636
ENSMODP00000035015	ENSLOCP00000008706
ENSMODP00000004361	ENSLOCP00000002177
ENSMODP00000008962	ENSLOCP00000019948
ENSMODP00000022583	ENSLOCP00000021124
ENSMODP00000035727	ENSLOCP00000015178
ENSMODP00000011554	ENSLOCP00000014411
ENSMODP00000005940	ENSLOCP00000015836
ENSMODP00000020155	ENSLOCP00000018685
ENSMODP00000003075	ENSLOCP00000007138
ENSMODP00000009967	ENSLOCP00000005715
ENSMODP00000006578	ENSLOCP00000013509
ENSMODP00000016807	ENSLOCP00000006917
ENSMODP00000025119	ENSLOCP00000009614
ENSMODP00000003837	ENSLOCP00000004842
ENSMODP00000010981	ENSLOCP00000002116
ENSMODP00000000503	ENSLOCP00000012333
ENSMODP00000010585	ENSLOCP00000016047
ENSMODP00000019210	ENSLOCP00000019541
ENSMODP00000021478	ENSLOCP00000019683
ENSMODP00000025319	ENSLOCP00000002264
ENSMODP00000034687	ENSLOCP00000003734
ENSMODP00000010646	ENSLOCP00000015266
ENSMODP00000008700	ENSLOCP00000013724
ENSMODP00000034953	ENSLOCP00000003404
ENSMODP00000006943	ENSLOCP00000019325
ENSMODP00000019528	ENSLOCP00000012741
ENSMODP00000000265	ENSLOCP00000009138
ENSMODP00000017224	ENSLOCP00000001221
ENSMODP00000008407	ENSLOCP00000018569
ENSMODP00000008793	ENSLOCP00000014905
ENSMODP00000009624	ENSLOCP00000003665
ENSMODP00000010547	ENSLOCP00000001886
ENSMODP00000038004	ENSLOCP00000010817
ENSMODP00000015855	ENSLOCP00000009101
ENSMODP00000015147	ENSLOCP00000017534
ENSMODP00000007683	ENSLOCP00000012630
ENSMODP00000022281	ENSLOCP00000016679
ENSMODP00000018362	ENSLOCP00000020792
ENSMODP00000001155	ENSLOCP00000020163
ENSMODP00000024096	ENSLOCP00000012242
ENSMODP00000012540	ENSLOCP00000004239
ENSMODP00000023770	ENSLOCP00000021322
ENSMODP00000034720	ENSLOCP00000017146
ENSMODP00000008841	ENSLOCP00000014101
ENSMODP00000012964	ENSLOCP00000010708
ENSMODP00000026686	ENSLOCP00000020430
ENSMODP00000023717	ENSLOCP00000016252
ENSMODP00000001706	ENSLOCP00000002394
ENSMODP00000005581	ENSLOCP00000016959
ENSMODP00000005406	ENSLOCP00000005053
ENSMODP00000004660	ENSLOCP00000015809
ENSMODP00000005568	ENSLOCP00000007088
ENSMODP00000006601	ENSLOCP00000006408
ENSMODP00000022734	ENSLOCP00000002239
ENSMODP00000013158	ENSLOCP00000010752
ENSMODP00000017064	ENSLOCP00000015912
ENSMODP00000029871	ENSLOCP00000021094
ENSMODP00000005543	ENSLOCP00000005162
ENSMODP00000013904	ENSLOCP00000012583
ENSMODP00000022586	ENSLOCP00000021126
ENSMODP00000024506	ENSLOCP00000021129
ENSMODP00000006860	ENSLOCP00000019322
ENSMODP00000003138	ENSLOCP00000000328
ENSMODP00000016927	ENSLOCP00000003771
ENSMODP00000008061	ENSLOCP00000020458
ENSMODP00000009382	ENSLOCP00000014141
ENSMODP00000038427	ENSLOCP00000015202
ENSMODP00000020910	ENSLOCP00000020107
ENSMODP00000010211	ENSLOCP00000013358
ENSMODP00000023515	ENSLOCP00000009508
ENSMODP00000023712	ENSLOCP00000020686
ENSMODP00000013409	ENSLOCP00000013052
ENSMODP00000018981	ENSLOCP00000013014
ENSMODP00000021079	ENSLOCP00000006880
ENSMODP00000023333	ENSLOCP00000021009
ENSMODP00000006337	ENSLOCP00000001100
ENSMODP00000005842	ENSLOCP00000002214
ENSMODP00000003959	ENSLOCP00000013732
ENSMODP00000015886	ENSLOCP00000017262
ENSMODP00000024826	ENSLOCP00000018062
ENSMODP00000026764	ENSLOCP00000011769
ENSMODP00000024441	ENSLOCP00000017880
ENSMODP00000022654	ENSLOCP00000003674
ENSMODP00000017104	ENSLOCP00000003829
ENSMODP00000013893	ENSLOCP00000018137
ENSMODP00000038756	ENSLOCP00000005582
ENSMODP00000009176	ENSLOCP00000020811
ENSMODP00000018717	ENSLOCP00000012950
ENSMODP00000021225	ENSLOCP00000001916
ENSMODP00000019208	ENSLOCP00000004281
ENSMODP00000019452	ENSLOCP00000021211
ENSMODP00000010122	ENSLOCP00000016656
ENSMODP00000013098	ENSLOCP00000009560
ENSMODP00000005912	ENSLOCP00000013055
ENSMODP00000023001	ENSLOCP00000020477
ENSMODP00000013042	ENSLOCP00000010640
ENSMODP00000001264	ENSLOCP00000012017
ENSMODP00000019021	ENSLOCP00000001411
ENSMODP00000017047	ENSLOCP00000021225
ENSMODP00000018242	ENSLOCP00000002434
ENSMODP00000005082	ENSLOCP00000015490
ENSMODP00000026182	ENSLOCP00000020981
ENSMODP00000005951	ENSLOCP00000016855
ENSMODP00000012102	ENSLOCP00000005411
ENSMODP00000021971	ENSLOCP00000011653
ENSMODP00000036213	ENSLOCP00000002077
ENSMODP00000012325	ENSLOCP00000012938
ENSMODP00000011162	ENSLOCP00000017701
ENSMODP00000009864	ENSLOCP00000004465
ENSMODP00000001913	ENSLOCP00000013836
ENSMODP00000017475	ENSLOCP00000020962
ENSMODP00000018239	ENSLOCP00000007762
ENSMODP00000022839	ENSLOCP00000020919
ENSMODP00000003102	ENSLOCP00000003659
ENSMODP00000000235	ENSLOCP00000015165
ENSMODP00000008864	ENSLOCP00000003591
ENSMODP00000011242	ENSLOCP00000018354
ENSMODP00000006379	ENSLOCP00000015332
ENSMODP00000001615	ENSLOCP00000020408
ENSMODP00000022344	ENSLOCP00000021005
ENSMODP00000003477	ENSLOCP00000005667
ENSMODP00000000655	ENSLOCP00000020280
ENSMODP00000002778	ENSLOCP00000011454
ENSMODP00000010778	ENSLOCP00000012385
ENSMODP00000017119	ENSLOCP00000001945
ENSMODP00000011348	ENSLOCP00000005888
ENSMODP00000020110	ENSLOCP00000006107
ENSMODP00000000168	ENSLOCP00000002552
ENSMODP00000013053	ENSLOCP00000009619
ENSMODP00000003467	ENSLOCP00000001060
ENSMODP00000011700	ENSLOCP00000011872
ENSMODP00000018850	ENSLOCP00000003517
ENSMODP00000006653	ENSLOCP00000015276
ENSMODP00000023007	ENSLOCP00000008011
ENSMODP00000000421	ENSLOCP00000003908
ENSMODP00000005238	ENSLOCP00000002871
ENSMODP00000020884	ENSLOCP00000013357
ENSMODP00000012487	ENSLOCP00000005006
ENSMODP00000010693	ENSLOCP00000015275
ENSMODP00000004023	ENSLOCP00000020639
ENSMODP00000009708	ENSLOCP00000003780
ENSMODP00000017085	ENSLOCP00000010873
ENSMODP00000021983	ENSLOCP00000016140
ENSMODP00000022817	ENSLOCP00000003822
ENSMODP00000023171	ENSLOCP00000004004
ENSMODP00000018438	ENSLOCP00000001165
ENSMODP00000010181	ENSLOCP00000004534
ENSMODP00000004201	ENSLOCP00000001662
ENSMODP00000011990	ENSLOCP00000005534
ENSMODP00000000692	ENSLOCP00000012912
ENSMODP00000001877	ENSLOCP00000010707
ENSMODP00000000026	ENSLOCP00000006363
ENSMODP00000002362	ENSLOCP00000016285
ENSMODP00000022409	ENSLOCP00000011903
ENSMODP00000015031	ENSLOCP00000010294
ENSMODP00000037993	ENSLOCP00000017023
ENSMODP00000019920	ENSLOCP00000002266
ENSMODP00000026263	ENSLOCP00000013257
ENSMODP00000005328	ENSLOCP00000014980
ENSMODP00000024301	ENSLOCP00000003978
ENSMODP00000000681	ENSLOCP00000006821
ENSMODP00000007641	ENSLOCP00000008633
ENSMODP00000002795	ENSLOCP00000011242
ENSMODP00000000968	ENSLOCP00000003832
ENSMODP00000015175	ENSLOCP00000015683
ENSMODP00000003385	ENSLOCP00000001564
ENSMODP00000016811	ENSLOCP00000015392
ENSMODP00000006312	ENSLOCP00000017913
ENSMODP00000012474	ENSLOCP00000012839
ENSMODP00000018638	ENSLOCP00000004585
ENSMODP00000015527	ENSLOCP00000004108
ENSMODP00000008855	ENSLOCP00000019093
ENSMODP00000003856	ENSLOCP00000012642
ENSMODP00000021127	ENSLOCP00000020651
ENSMODP00000009634	ENSLOCP00000009991
ENSMODP00000019650	ENSLOCP00000020129
ENSMODP00000023331	ENSLOCP00000021011
ENSMODP00000020053	ENSLOCP00000007269
ENSMODP00000018495	ENSLOCP00000007928
ENSMODP00000007671	ENSLOCP00000005851
ENSMODP00000021796	ENSLOCP00000018874
ENSMODP00000017998	ENSLOCP00000004512
ENSMODP00000026241	ENSLOCP00000005877
ENSMODP00000005283	ENSLOCP00000009923
ENSMODP00000006769	ENSLOCP00000012775
ENSMODP00000016682	ENSLOCP00000011991
ENSMODP00000011607	ENSLOCP00000011916
ENSMODP00000025897	ENSLOCP00000014062
ENSMODP00000022207	ENSLOCP00000003739
ENSMODP00000003575	ENSLOCP00000012651
ENSMODP00000002914	ENSLOCP00000016199
ENSMODP00000026229	ENSLOCP00000001830
ENSMODP00000030355	ENSLOCP00000020675
ENSMODP00000016323	ENSLOCP00000016669
ENSMODP00000007749	ENSLOCP00000017207
ENSMODP00000008279	ENSLOCP00000008184
ENSMODP00000001989	ENSLOCP00000012864
ENSMODP00000005453	ENSLOCP00000004211
ENSMODP00000016023	ENSLOCP00000015583
ENSMODP00000004549	ENSLOCP00000005434
ENSMODP00000020071	ENSLOCP00000007793
ENSMODP00000028836	ENSLOCP00000016937
ENSMODP00000004640	ENSLOCP00000012091
ENSMODP00000002326	ENSLOCP00000022063
ENSMODP00000019475	ENSLOCP00000018718
ENSMODP00000009222	ENSLOCP00000019800
ENSMODP00000028315	ENSLOCP00000001406
ENSMODP00000023729	ENSLOCP00000003152
ENSMODP00000023125	ENSLOCP00000000494
ENSMODP00000022796	ENSLOCP00000020937
ENSMODP00000022824	ENSLOCP00000020931
ENSMODP00000024520	ENSLOCP00000005270
ENSMODP00000011336	ENSLOCP00000018475
ENSMODP00000002329	ENSLOCP00000010421
ENSMODP00000008432	ENSLOCP00000018616
ENSMODP00000000264	ENSLOCP00000015795
ENSMODP00000001609	ENSLOCP00000001701
ENSMODP00000026622	ENSLOCP00000000472
ENSMODP00000010768	ENSLOCP00000019662
ENSMODP00000005411	ENSLOCP00000000732
ENSMODP00000000606	ENSLOCP00000010794
ENSMODP00000005314	ENSLOCP00000004603
ENSMODP00000019830	ENSLOCP00000007820
ENSMODP00000000593	ENSLOCP00000011232
ENSMODP00000023964	ENSLOCP00000015370
ENSMODP00000024562	ENSLOCP00000003537
ENSMODP00000020829	ENSLOCP00000008303
ENSMODP00000019091	ENSLOCP00000011576
ENSMODP00000032516	ENSLOCP00000008044
ENSMODP00000009629	ENSLOCP00000013700
ENSMODP00000012475	ENSLOCP00000015179
ENSMODP00000019028	ENSLOCP00000020738
ENSMODP00000004842	ENSLOCP00000015786
ENSMODP00000014067	ENSLOCP00000014691
ENSMODP00000001147	ENSLOCP00000001489
ENSMODP00000022471	ENSLOCP00000020484
ENSMODP00000003245	ENSLOCP00000001611
ENSMODP00000001558	ENSLOCP00000015037
ENSMODP00000021885	ENSLOCP00000004007
ENSMODP00000010167	ENSLOCP00000017908
ENSMODP00000005495	ENSLOCP00000007118
ENSMODP00000004754	ENSLOCP00000020314
ENSMODP00000000193	ENSLOCP00000010282
ENSMODP00000009535	ENSLOCP00000020062
ENSMODP00000015949	ENSLOCP00000000641
ENSMODP00000017703	ENSLOCP00000005212
ENSMODP00000019224	ENSLOCP00000000137
ENSMODP00000006067	ENSLOCP00000000760
ENSMODP00000023166	ENSLOCP00000021130
ENSMODP00000018659	ENSLOCP00000006718
ENSMODP00000012562	ENSLOCP00000016284
ENSMODP00000024148	ENSLOCP00000005405
ENSMODP00000015240	ENSLOCP00000006191
ENSMODP00000010421	ENSLOCP00000004514
ENSMODP00000006103	ENSLOCP00000001321
ENSMODP00000004629	ENSLOCP00000016702
ENSMODP00000011101	ENSLOCP00000020716
ENSMODP00000019338	ENSLOCP00000019439
ENSMODP00000014241	ENSLOCP00000021811
ENSMODP00000028537	ENSLOCP00000010816
ENSMODP00000016993	ENSLOCP00000018097
ENSMODP00000015581	ENSLOCP00000016507
ENSMODP00000040852	ENSLOCP00000011313
ENSMODP00000018381	ENSLOCP00000020798
ENSMODP00000017676	ENSLOCP00000006194
ENSMODP00000009632	ENSLOCP00000010071
ENSMODP00000032379	ENSLOCP00000000789
ENSMODP00000013613	ENSLOCP00000004391
ENSMODP00000001367	ENSLOCP00000007431
ENSMODP00000030309	ENSLOCP00000019717
ENSMODP00000012822	ENSLOCP00000010598
ENSMODP00000003628	ENSLOCP00000003056
ENSMODP00000022597	ENSLOCP00000021138
ENSMODP00000018873	ENSLOCP00000012056
ENSMODP00000023925	ENSLOCP00000014195
ENSMODP00000041202	ENSLOCP00000018157
ENSMODP00000033276	ENSLOCP00000009962
ENSMODP00000007923	ENSLOCP00000011265
ENSMODP00000037793	ENSLOCP00000021896
ENSMODP00000011687	ENSLOCP00000019412
ENSMODP00000020669	ENSLOCP00000007497
ENSMODP00000034506	ENSLOCP00000011906
ENSMODP00000003638	ENSLOCP00000006654
ENSMODP00000007334	ENSLOCP00000020880
ENSMODP00000009768	ENSLOCP00000001953
ENSMODP00000005796	ENSLOCP00000020283
ENSMODP00000006957	ENSLOCP00000017825
ENSMODP00000018846	ENSLOCP00000002771
ENSMODP00000007725	ENSLOCP00000014626
ENSMODP00000018015	ENSLOCP00000004565
ENSMODP00000006142	ENSLOCP00000006136
ENSMODP00000025535	ENSLOCP00000020031
ENSMODP00000011316	ENSLOCP00000019029
ENSMODP00000000591	ENSLOCP00000003709
ENSMODP00000016799	ENSLOCP00000000591
ENSMODP00000003308	ENSLOCP00000015301
ENSMODP00000028477	ENSLOCP00000011056
ENSMODP00000018023	ENSLOCP00000004606
ENSMODP00000006409	ENSLOCP00000000645
ENSMODP00000023660	ENSLOCP00000020645
ENSMODP00000019068	ENSLOCP00000003120
ENSMODP00000038433	ENSLOCP00000005471
ENSMODP00000009859	ENSLOCP00000015243
ENSMODP00000000160	ENSLOCP00000016357
ENSMODP00000032286	ENSLOCP00000009164
ENSMODP00000010342	ENSLOCP00000019576
ENSMODP00000017317	ENSLOCP00000013013
ENSMODP00000014029	ENSLOCP00000004126
ENSMODP00000002065	ENSLOCP00000013676
ENSMODP00000001855	ENSLOCP00000005508
ENSMODP00000026253	ENSLOCP00000005433
ENSMODP00000001612	ENSLOCP00000007329
ENSMODP00000003372	ENSLOCP00000001540
ENSMODP00000013226	ENSLOCP00000018586
ENSMODP00000020561	ENSLOCP00000017064
ENSMODP00000039958	ENSLOCP00000001446
ENSMODP00000014593	ENSLOCP00000014916
ENSMODP00000014813	ENSLOCP00000013111
ENSMODP00000000525	ENSLOCP00000007736
ENSMODP00000003093	ENSLOCP00000018675
ENSMODP00000003280	ENSLOCP00000003284
ENSMODP00000012891	ENSLOCP00000016991
ENSMODP00000005417	ENSLOCP00000010424
ENSMODP00000000787	ENSLOCP00000003434
ENSMODP00000004564	ENSLOCP00000004817
ENSMODP00000015278	ENSLOCP00000008959
ENSMODP00000019319	ENSLOCP00000019634
ENSMODP00000003166	ENSLOCP00000011685
ENSMODP00000021411	ENSLOCP00000001133
ENSMODP00000025658	ENSLOCP00000020192
ENSMODP00000022740	ENSLOCP00000020371
ENSMODP00000015502	ENSLOCP00000006209
ENSMODP00000006400	ENSLOCP00000014640
ENSMODP00000010019	ENSLOCP00000009444
ENSMODP00000005044	ENSLOCP00000000008
ENSMODP00000012060	ENSLOCP00000017112
ENSMODP00000000271	ENSLOCP00000015649
ENSMODP00000008706	ENSLOCP00000011540
ENSMODP00000006276	ENSLOCP00000017863
ENSMODP00000002623	ENSLOCP00000013181
ENSMODP00000025826	ENSLOCP00000017379
ENSMODP00000018457	ENSLOCP00000007218
ENSMODP00000019425	ENSLOCP00000011904
ENSMODP00000021292	ENSLOCP00000012387
ENSMODP00000041306	ENSLOCP00000003421
ENSMODP00000024804	ENSLOCP00000018033
ENSMODP00000014263	ENSLOCP00000018850
ENSMODP00000010325	ENSLOCP00000005070
ENSMODP00000010842	ENSLOCP00000009394
ENSMODP00000037707	ENSLOCP00000011323
ENSMODP00000014623	ENSLOCP00000005486
ENSMODP00000014949	ENSLOCP00000018134
ENSMODP00000002988	ENSLOCP00000003402
ENSMODP00000002532	ENSLOCP00000018523
ENSMODP00000015085	ENSLOCP00000011437
ENSMODP00000011615	ENSLOCP00000018387
ENSMODP00000021996	ENSLOCP00000002687
ENSMODP00000022519	ENSLOCP00000008608
ENSMODP00000022645	ENSLOCP00000010281
ENSMODP00000032152	ENSLOCP00000001147
ENSMODP00000028543	ENSLOCP00000019705
ENSMODP00000009573	ENSLOCP00000012334
ENSMODP00000026697	ENSLOCP00000003864
ENSMODP00000021001	ENSLOCP00000019344
ENSMODP00000011737	ENSLOCP00000011824
ENSMODP00000033637	ENSLOCP00000021619
ENSMODP00000004488	ENSLOCP00000011085
ENSMODP00000005596	ENSLOCP00000001201
ENSMODP00000026827	ENSLOCP00000013570
ENSMODP00000011197	ENSLOCP00000021808
ENSMODP00000025786	ENSLOCP00000014327
