ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000017591	ENSMODP00000015760
ENSORLP00000009975	ENSMODP00000028688
ENSORLP00000021015	ENSMODP00000032657
ENSORLP00000022006	ENSMODP00000011654
ENSORLP00000018371	ENSMODP00000001410
ENSORLP00000006961	ENSMODP00000038423
ENSORLP00000017404	ENSMODP00000017823
ENSORLP00000012523	ENSMODP00000038162
ENSORLP00000007066	ENSMODP00000000511
ENSORLP00000002669	ENSMODP00000014417
ENSORLP00000004927	ENSMODP00000008106
ENSORLP00000011546	ENSMODP00000009071
ENSORLP00000016230	ENSMODP00000010850
ENSORLP00000014064	ENSMODP00000010850
ENSORLP00000022053	ENSMODP00000020973
ENSORLP00000001927	ENSMODP00000015612
ENSORLP00000007720	ENSMODP00000015612
ENSORLP00000019998	ENSMODP00000019910
ENSORLP00000015022	ENSMODP00000025917
ENSORLP00000018973	ENSMODP00000026044
ENSORLP00000015167	ENSMODP00000026044
ENSORLP00000000386	ENSMODP00000007240
ENSORLP00000015441	ENSMODP00000003561
ENSORLP00000017451	ENSMODP00000010301
ENSORLP00000019884	ENSMODP00000022791
ENSORLP00000023566	ENSMODP00000023483
ENSORLP00000018720	ENSMODP00000018590
ENSORLP00000002356	ENSMODP00000004758
ENSORLP00000011331	ENSMODP00000035150
ENSORLP00000014423	ENSMODP00000006494
ENSORLP00000004508	ENSMODP00000015022
ENSORLP00000006389	ENSMODP00000039394
ENSORLP00000019440	ENSMODP00000039806
ENSORLP00000020258	ENSMODP00000039806
ENSORLP00000022616	ENSMODP00000021960
ENSORLP00000009086	ENSMODP00000010147
ENSORLP00000010815	ENSMODP00000010147
ENSORLP00000012563	ENSMODP00000004961
ENSORLP00000012066	ENSMODP00000020699
ENSORLP00000010174	ENSMODP00000023751
ENSORLP00000004049	ENSMODP00000021064
ENSORLP00000025543	ENSMODP00000005792
ENSORLP00000016453	ENSMODP00000014940
ENSORLP00000009031	ENSMODP00000034244
ENSORLP00000017716	ENSMODP00000014444
ENSORLP00000001887	ENSMODP00000014444
ENSORLP00000024332	ENSMODP00000012310
ENSORLP00000020320	ENSMODP00000023631
ENSORLP00000005787	ENSMODP00000038437
ENSORLP00000000991	ENSMODP00000038437
ENSORLP00000017489	ENSMODP00000004611
ENSORLP00000002115	ENSMODP00000004347
ENSORLP00000007788	ENSMODP00000026297
ENSORLP00000011084	ENSMODP00000026297
ENSORLP00000008038	ENSMODP00000022049
ENSORLP00000014966	ENSMODP00000026509
ENSORLP00000005999	ENSMODP00000026509
ENSORLP00000024233	ENSMODP00000012878
ENSORLP00000016420	ENSMODP00000012878
ENSORLP00000014730	ENSMODP00000012355
ENSORLP00000021182	ENSMODP00000022589
ENSORLP00000002744	ENSMODP00000022589
ENSORLP00000003618	ENSMODP00000032616
ENSORLP00000007569	ENSMODP00000014298
ENSORLP00000011821	ENSMODP00000014586
ENSORLP00000015561	ENSMODP00000002972
ENSORLP00000013088	ENSMODP00000027682
ENSORLP00000002133	ENSMODP00000012448
ENSORLP00000007833	ENSMODP00000015310
ENSORLP00000012309	ENSMODP00000015310
ENSORLP00000019999	ENSMODP00000019914
ENSORLP00000006314	ENSMODP00000013898
ENSORLP00000020840	ENSMODP00000007654
ENSORLP00000001274	ENSMODP00000006623
ENSORLP00000010644	ENSMODP00000009699
ENSORLP00000010415	ENSMODP00000015961
ENSORLP00000010771	ENSMODP00000013129
ENSORLP00000000414	ENSMODP00000019819
ENSORLP00000016057	ENSMODP00000010431
ENSORLP00000012023	ENSMODP00000010431
ENSORLP00000024167	ENSMODP00000025901
ENSORLP00000009026	ENSMODP00000019270
ENSORLP00000007226	ENSMODP00000017108
ENSORLP00000016183	ENSMODP00000002784
ENSORLP00000013657	ENSMODP00000001948
ENSORLP00000007629	ENSMODP00000024344
ENSORLP00000023978	ENSMODP00000013393
ENSORLP00000019162	ENSMODP00000013027
ENSORLP00000021739	ENSMODP00000008001
ENSORLP00000009733	ENSMODP00000008001
ENSORLP00000003114	ENSMODP00000016726
ENSORLP00000009091	ENSMODP00000011414
ENSORLP00000022332	ENSMODP00000004938
ENSORLP00000014308	ENSMODP00000004938
ENSORLP00000003026	ENSMODP00000020709
ENSORLP00000008508	ENSMODP00000025782
ENSORLP00000002845	ENSMODP00000025782
ENSORLP00000016333	ENSMODP00000010461
ENSORLP00000025332	ENSMODP00000016828
ENSORLP00000020047	ENSMODP00000016828
ENSORLP00000003389	ENSMODP00000009354
ENSORLP00000010307	ENSMODP00000020443
ENSORLP00000013013	ENSMODP00000020443
ENSORLP00000021654	ENSMODP00000002510
ENSORLP00000002570	ENSMODP00000002510
ENSORLP00000017214	ENSMODP00000005550
ENSORLP00000011398	ENSMODP00000007784
ENSORLP00000020415	ENSMODP00000006822
ENSORLP00000000543	ENSMODP00000021503
ENSORLP00000012073	ENSMODP00000021503
ENSORLP00000005517	ENSMODP00000025845
ENSORLP00000011020	ENSMODP00000039225
ENSORLP00000012892	ENSMODP00000009747
ENSORLP00000013582	ENSMODP00000002047
ENSORLP00000012659	ENSMODP00000002047
ENSORLP00000021867	ENSMODP00000011622
ENSORLP00000025653	ENSMODP00000020589
ENSORLP00000007864	ENSMODP00000020589
ENSORLP00000014242	ENSMODP00000001357
ENSORLP00000009738	ENSMODP00000013518
ENSORLP00000012775	ENSMODP00000023775
ENSORLP00000018211	ENSMODP00000018013
ENSORLP00000018918	ENSMODP00000009177
ENSORLP00000017879	ENSMODP00000011262
ENSORLP00000020659	ENSMODP00000003525
ENSORLP00000004357	ENSMODP00000011799
ENSORLP00000010425	ENSMODP00000006942
ENSORLP00000007325	ENSMODP00000020756
ENSORLP00000004499	ENSMODP00000012496
ENSORLP00000017092	ENSMODP00000005481
ENSORLP00000000908	ENSMODP00000008234
ENSORLP00000008482	ENSMODP00000005278
ENSORLP00000019431	ENSMODP00000016906
ENSORLP00000004234	ENSMODP00000017134
ENSORLP00000022639	ENSMODP00000023173
ENSORLP00000001877	ENSMODP00000000540
ENSORLP00000022348	ENSMODP00000021804
ENSORLP00000014689	ENSMODP00000021826
ENSORLP00000011035	ENSMODP00000016715
ENSORLP00000023776	ENSMODP00000020934
ENSORLP00000006297	ENSMODP00000014814
ENSORLP00000017356	ENSMODP00000014814
ENSORLP00000009714	ENSMODP00000020719
ENSORLP00000019952	ENSMODP00000014462
ENSORLP00000011362	ENSMODP00000014462
ENSORLP00000022304	ENSMODP00000022474
ENSORLP00000004417	ENSMODP00000003411
ENSORLP00000023872	ENSMODP00000008821
ENSORLP00000012683	ENSMODP00000023330
ENSORLP00000014101	ENSMODP00000007889
ENSORLP00000012494	ENSMODP00000010437
ENSORLP00000014878	ENSMODP00000010437
ENSORLP00000017332	ENSMODP00000007312
ENSORLP00000020474	ENSMODP00000007312
ENSORLP00000025792	ENSMODP00000016562
ENSORLP00000012501	ENSMODP00000012907
ENSORLP00000013717	ENSMODP00000016221
ENSORLP00000012390	ENSMODP00000016221
ENSORLP00000014182	ENSMODP00000014786
ENSORLP00000007385	ENSMODP00000025107
ENSORLP00000010885	ENSMODP00000025107
ENSORLP00000005363	ENSMODP00000011458
ENSORLP00000006901	ENSMODP00000005115
ENSORLP00000016034	ENSMODP00000020437
ENSORLP00000021507	ENSMODP00000020962
ENSORLP00000022284	ENSMODP00000021605
ENSORLP00000018003	ENSMODP00000025459
ENSORLP00000012767	ENSMODP00000001575
ENSORLP00000020437	ENSMODP00000005610
ENSORLP00000005849	ENSMODP00000034770
ENSORLP00000012639	ENSMODP00000021312
ENSORLP00000012349	ENSMODP00000012622
ENSORLP00000024738	ENSMODP00000004357
ENSORLP00000005321	ENSMODP00000004357
ENSORLP00000007103	ENSMODP00000018888
ENSORLP00000007331	ENSMODP00000001630
ENSORLP00000002578	ENSMODP00000019835
ENSORLP00000013185	ENSMODP00000019835
ENSORLP00000017786	ENSMODP00000036755
ENSORLP00000009146	ENSMODP00000005680
ENSORLP00000001498	ENSMODP00000009056
ENSORLP00000021334	ENSMODP00000039284
ENSORLP00000012122	ENSMODP00000000154
ENSORLP00000021562	ENSMODP00000025527
ENSORLP00000006933	ENSMODP00000009921
ENSORLP00000005750	ENSMODP00000014150
ENSORLP00000020213	ENSMODP00000019915
ENSORLP00000006118	ENSMODP00000013221
ENSORLP00000004186	ENSMODP00000013221
ENSORLP00000013230	ENSMODP00000001738
ENSORLP00000013109	ENSMODP00000021589
ENSORLP00000013694	ENSMODP00000016058
ENSORLP00000022269	ENSMODP00000016058
ENSORLP00000006455	ENSMODP00000014003
ENSORLP00000002309	ENSMODP00000004918
ENSORLP00000012402	ENSMODP00000004918
ENSORLP00000025504	ENSMODP00000019433
ENSORLP00000003589	ENSMODP00000024522
ENSORLP00000011096	ENSMODP00000009221
ENSORLP00000010155	ENSMODP00000000641
ENSORLP00000012826	ENSMODP00000013233
ENSORLP00000009915	ENSMODP00000001109
ENSORLP00000007199	ENSMODP00000005092
ENSORLP00000022258	ENSMODP00000036316
ENSORLP00000000372	ENSMODP00000005439
ENSORLP00000019902	ENSMODP00000005439
ENSORLP00000022365	ENSMODP00000019746
ENSORLP00000024287	ENSMODP00000015782
ENSORLP00000025643	ENSMODP00000006450
ENSORLP00000025344	ENSMODP00000022739
ENSORLP00000006371	ENSMODP00000035928
ENSORLP00000011735	ENSMODP00000002071
ENSORLP00000011118	ENSMODP00000005205
ENSORLP00000010572	ENSMODP00000005636
ENSORLP00000020259	ENSMODP00000023472
ENSORLP00000012743	ENSMODP00000029217
ENSORLP00000019050	ENSMODP00000004000
ENSORLP00000017572	ENSMODP00000004856
ENSORLP00000017646	ENSMODP00000023201
ENSORLP00000011715	ENSMODP00000021040
ENSORLP00000016174	ENSMODP00000010728
ENSORLP00000019204	ENSMODP00000000990
ENSORLP00000005519	ENSMODP00000019806
ENSORLP00000010498	ENSMODP00000006160
ENSORLP00000016537	ENSMODP00000006160
ENSORLP00000003471	ENSMODP00000007831
ENSORLP00000025586	ENSMODP00000027315
ENSORLP00000015717	ENSMODP00000027315
ENSORLP00000004515	ENSMODP00000002281
ENSORLP00000018608	ENSMODP00000016559
ENSORLP00000019326	ENSMODP00000018120
ENSORLP00000022308	ENSMODP00000022475
ENSORLP00000005637	ENSMODP00000007614
ENSORLP00000015678	ENSMODP00000013999
ENSORLP00000011146	ENSMODP00000016208
ENSORLP00000009144	ENSMODP00000017397
ENSORLP00000016530	ENSMODP00000017397
ENSORLP00000024681	ENSMODP00000019941
ENSORLP00000002088	ENSMODP00000016216
ENSORLP00000020060	ENSMODP00000002446
ENSORLP00000016993	ENSMODP00000004435
ENSORLP00000009969	ENSMODP00000004435
ENSORLP00000022788	ENSMODP00000002708
ENSORLP00000020013	ENSMODP00000002708
ENSORLP00000006217	ENSMODP00000005029
ENSORLP00000018516	ENSMODP00000017231
ENSORLP00000017409	ENSMODP00000004335
ENSORLP00000003269	ENSMODP00000020675
ENSORLP00000021763	ENSMODP00000025490
ENSORLP00000018079	ENSMODP00000018284
ENSORLP00000013570	ENSMODP00000018284
ENSORLP00000003287	ENSMODP00000003255
ENSORLP00000007536	ENSMODP00000025560
ENSORLP00000022602	ENSMODP00000008538
ENSORLP00000001997	ENSMODP00000021071
ENSORLP00000007555	ENSMODP00000019990
ENSORLP00000021890	ENSMODP00000011696
ENSORLP00000001600	ENSMODP00000011696
ENSORLP00000022927	ENSMODP00000006424
ENSORLP00000005364	ENSMODP00000011989
ENSORLP00000002016	ENSMODP00000031481
ENSORLP00000006511	ENSMODP00000007137
ENSORLP00000011433	ENSMODP00000009206
ENSORLP00000010741	ENSMODP00000002437
ENSORLP00000014615	ENSMODP00000032126
ENSORLP00000004726	ENSMODP00000009218
ENSORLP00000012872	ENSMODP00000009218
ENSORLP00000000957	ENSMODP00000000485
ENSORLP00000003289	ENSMODP00000009648
ENSORLP00000015511	ENSMODP00000014684
ENSORLP00000018733	ENSMODP00000009705
ENSORLP00000007082	ENSMODP00000006347
ENSORLP00000015301	ENSMODP00000005618
ENSORLP00000001642	ENSMODP00000002685
ENSORLP00000023591	ENSMODP00000021686
ENSORLP00000009805	ENSMODP00000003834
ENSORLP00000009569	ENSMODP00000025444
ENSORLP00000019826	ENSMODP00000022823
ENSORLP00000019710	ENSMODP00000022823
ENSORLP00000009490	ENSMODP00000016444
ENSORLP00000017507	ENSMODP00000014128
ENSORLP00000004969	ENSMODP00000026797
ENSORLP00000012493	ENSMODP00000028508
ENSORLP00000008793	ENSMODP00000027575
ENSORLP00000019513	ENSMODP00000012763
ENSORLP00000018897	ENSMODP00000025581
ENSORLP00000023281	ENSMODP00000006235
ENSORLP00000002152	ENSMODP00000005049
ENSORLP00000003485	ENSMODP00000008093
ENSORLP00000019048	ENSMODP00000007940
ENSORLP00000003842	ENSMODP00000030429
ENSORLP00000001697	ENSMODP00000007689
ENSORLP00000014869	ENSMODP00000007689
ENSORLP00000008279	ENSMODP00000015520
ENSORLP00000001004	ENSMODP00000033737
ENSORLP00000014111	ENSMODP00000004887
ENSORLP00000024468	ENSMODP00000006554
ENSORLP00000018174	ENSMODP00000032501
ENSORLP00000018471	ENSMODP00000026131
ENSORLP00000015515	ENSMODP00000025466
ENSORLP00000014694	ENSMODP00000016806
ENSORLP00000005398	ENSMODP00000015171
ENSORLP00000002760	ENSMODP00000014744
ENSORLP00000017054	ENSMODP00000040946
ENSORLP00000014529	ENSMODP00000010455
ENSORLP00000016919	ENSMODP00000001786
ENSORLP00000012555	ENSMODP00000014904
ENSORLP00000010819	ENSMODP00000037243
ENSORLP00000002491	ENSMODP00000010315
ENSORLP00000023646	ENSMODP00000014584
ENSORLP00000017647	ENSMODP00000014024
ENSORLP00000020322	ENSMODP00000005400
ENSORLP00000018173	ENSMODP00000022211
ENSORLP00000011907	ENSMODP00000022211
ENSORLP00000005702	ENSMODP00000013883
ENSORLP00000006439	ENSMODP00000000331
ENSORLP00000015236	ENSMODP00000014603
ENSORLP00000018927	ENSMODP00000007751
ENSORLP00000016052	ENSMODP00000014599
ENSORLP00000002061	ENSMODP00000014599
ENSORLP00000018711	ENSMODP00000019243
ENSORLP00000015989	ENSMODP00000003391
ENSORLP00000011974	ENSMODP00000019069
ENSORLP00000001769	ENSMODP00000001205
ENSORLP00000004655	ENSMODP00000002371
ENSORLP00000021893	ENSMODP00000017424
ENSORLP00000017042	ENSMODP00000013253
ENSORLP00000005777	ENSMODP00000007045
ENSORLP00000015514	ENSMODP00000020266
ENSORLP00000024398	ENSMODP00000025588
ENSORLP00000005297	ENSMODP00000014267
ENSORLP00000016908	ENSMODP00000023805
ENSORLP00000001207	ENSMODP00000006928
ENSORLP00000019210	ENSMODP00000016622
ENSORLP00000007432	ENSMODP00000025493
ENSORLP00000023900	ENSMODP00000020490
ENSORLP00000003170	ENSMODP00000016392
ENSORLP00000006078	ENSMODP00000000559
ENSORLP00000024183	ENSMODP00000000559
ENSORLP00000021439	ENSMODP00000020878
ENSORLP00000004219	ENSMODP00000010367
ENSORLP00000014513	ENSMODP00000011859
ENSORLP00000017964	ENSMODP00000006303
ENSORLP00000020002	ENSMODP00000002686
ENSORLP00000018722	ENSMODP00000019246
ENSORLP00000009365	ENSMODP00000019161
ENSORLP00000013978	ENSMODP00000015771
ENSORLP00000022316	ENSMODP00000011785
ENSORLP00000011856	ENSMODP00000021227
ENSORLP00000014579	ENSMODP00000002490
ENSORLP00000022612	ENSMODP00000010917
ENSORLP00000013684	ENSMODP00000010917
ENSORLP00000021925	ENSMODP00000032186
ENSORLP00000007086	ENSMODP00000012965
ENSORLP00000001890	ENSMODP00000001676
ENSORLP00000024412	ENSMODP00000012210
ENSORLP00000009156	ENSMODP00000013662
ENSORLP00000025276	ENSMODP00000020586
ENSORLP00000015013	ENSMODP00000003890
ENSORLP00000000526	ENSMODP00000015671
ENSORLP00000012722	ENSMODP00000001550
ENSORLP00000001347	ENSMODP00000019168
ENSORLP00000009692	ENSMODP00000001224
ENSORLP00000014602	ENSMODP00000015793
ENSORLP00000019433	ENSMODP00000000356
ENSORLP00000023491	ENSMODP00000023216
ENSORLP00000009646	ENSMODP00000002870
ENSORLP00000015553	ENSMODP00000014243
ENSORLP00000018540	ENSMODP00000029245
ENSORLP00000022064	ENSMODP00000026841
ENSORLP00000012161	ENSMODP00000009036
ENSORLP00000009742	ENSMODP00000002465
ENSORLP00000015419	ENSMODP00000002465
ENSORLP00000017616	ENSMODP00000010934
ENSORLP00000014194	ENSMODP00000001178
ENSORLP00000002947	ENSMODP00000004359
ENSORLP00000014898	ENSMODP00000008264
ENSORLP00000000743	ENSMODP00000020339
ENSORLP00000017226	ENSMODP00000017750
ENSORLP00000017315	ENSMODP00000001605
ENSORLP00000009204	ENSMODP00000005418
ENSORLP00000009464	ENSMODP00000019099
ENSORLP00000010895	ENSMODP00000009403
ENSORLP00000006374	ENSMODP00000021982
ENSORLP00000001787	ENSMODP00000000978
ENSORLP00000021680	ENSMODP00000024226
ENSORLP00000017102	ENSMODP00000005532
ENSORLP00000000978	ENSMODP00000005532
ENSORLP00000020025	ENSMODP00000002731
ENSORLP00000008042	ENSMODP00000023996
ENSORLP00000018326	ENSMODP00000021978
ENSORLP00000009260	ENSMODP00000021674
ENSORLP00000015657	ENSMODP00000019077
ENSORLP00000016467	ENSMODP00000010266
ENSORLP00000020927	ENSMODP00000001957
ENSORLP00000023419	ENSMODP00000026133
ENSORLP00000007016	ENSMODP00000025707
ENSORLP00000010237	ENSMODP00000019342
ENSORLP00000002124	ENSMODP00000026752
ENSORLP00000017498	ENSMODP00000022389
ENSORLP00000004814	ENSMODP00000016531
ENSORLP00000014307	ENSMODP00000014295
ENSORLP00000016449	ENSMODP00000034342
ENSORLP00000021849	ENSMODP00000023899
ENSORLP00000007414	ENSMODP00000025500
ENSORLP00000016310	ENSMODP00000014309
ENSORLP00000008882	ENSMODP00000011278
ENSORLP00000025462	ENSMODP00000022885
ENSORLP00000024092	ENSMODP00000019936
ENSORLP00000020520	ENSMODP00000019936
ENSORLP00000022928	ENSMODP00000013085
ENSORLP00000009071	ENSMODP00000023659
ENSORLP00000002217	ENSMODP00000005096
ENSORLP00000004883	ENSMODP00000018091
ENSORLP00000024031	ENSMODP00000010586
ENSORLP00000009363	ENSMODP00000010586
ENSORLP00000002139	ENSMODP00000009570
ENSORLP00000009788	ENSMODP00000036355
ENSORLP00000020896	ENSMODP00000002083
ENSORLP00000022329	ENSMODP00000021552
ENSORLP00000011322	ENSMODP00000002833
ENSORLP00000002983	ENSMODP00000002833
ENSORLP00000015247	ENSMODP00000034441
ENSORLP00000006558	ENSMODP00000038250
ENSORLP00000006777	ENSMODP00000009917
ENSORLP00000019527	ENSMODP00000016765
ENSORLP00000014013	ENSMODP00000010002
ENSORLP00000003669	ENSMODP00000014595
ENSORLP00000025285	ENSMODP00000002068
ENSORLP00000007075	ENSMODP00000002199
ENSORLP00000024586	ENSMODP00000012810
ENSORLP00000014815	ENSMODP00000005443
ENSORLP00000008145	ENSMODP00000019560
ENSORLP00000024618	ENSMODP00000002093
ENSORLP00000002446	ENSMODP00000025887
ENSORLP00000006105	ENSMODP00000022221
ENSORLP00000016357	ENSMODP00000011581
ENSORLP00000004634	ENSMODP00000015189
ENSORLP00000000133	ENSMODP00000015718
ENSORLP00000007648	ENSMODP00000025548
ENSORLP00000005915	ENSMODP00000021652
ENSORLP00000019085	ENSMODP00000014244
ENSORLP00000016595	ENSMODP00000024683
ENSORLP00000007143	ENSMODP00000034200
ENSORLP00000020481	ENSMODP00000007774
ENSORLP00000009391	ENSMODP00000009125
ENSORLP00000006850	ENSMODP00000012359
ENSORLP00000001278	ENSMODP00000024780
ENSORLP00000024510	ENSMODP00000014659
ENSORLP00000009424	ENSMODP00000000344
ENSORLP00000006437	ENSMODP00000000344
ENSORLP00000018626	ENSMODP00000024479
ENSORLP00000001000	ENSMODP00000008667
ENSORLP00000012018	ENSMODP00000012521
ENSORLP00000014605	ENSMODP00000024414
ENSORLP00000001874	ENSMODP00000003503
ENSORLP00000022246	ENSMODP00000016402
ENSORLP00000011791	ENSMODP00000002946
ENSORLP00000014845	ENSMODP00000013504
ENSORLP00000017827	ENSMODP00000015200
ENSORLP00000011750	ENSMODP00000020775
ENSORLP00000021405	ENSMODP00000021929
ENSORLP00000019948	ENSMODP00000011837
ENSORLP00000025627	ENSMODP00000006032
ENSORLP00000008650	ENSMODP00000010712
ENSORLP00000014198	ENSMODP00000007832
ENSORLP00000012373	ENSMODP00000004632
ENSORLP00000005385	ENSMODP00000011448
ENSORLP00000003664	ENSMODP00000008509
ENSORLP00000023053	ENSMODP00000022125
ENSORLP00000007346	ENSMODP00000018084
ENSORLP00000000604	ENSMODP00000019121
ENSORLP00000014430	ENSMODP00000018838
ENSORLP00000004204	ENSMODP00000013204
ENSORLP00000013303	ENSMODP00000014269
ENSORLP00000022891	ENSMODP00000006929
ENSORLP00000017709	ENSMODP00000024817
ENSORLP00000011051	ENSMODP00000003746
ENSORLP00000000354	ENSMODP00000000440
ENSORLP00000001930	ENSMODP00000019022
ENSORLP00000007218	ENSMODP00000041013
ENSORLP00000021305	ENSMODP00000041013
ENSORLP00000025754	ENSMODP00000021015
ENSORLP00000018904	ENSMODP00000016919
ENSORLP00000017607	ENSMODP00000001820
ENSORLP00000003546	ENSMODP00000008143
ENSORLP00000022636	ENSMODP00000018147
ENSORLP00000025094	ENSMODP00000038491
ENSORLP00000007210	ENSMODP00000022039
ENSORLP00000024034	ENSMODP00000007467
ENSORLP00000008353	ENSMODP00000020511
ENSORLP00000010261	ENSMODP00000009272
ENSORLP00000022685	ENSMODP00000004112
ENSORLP00000016946	ENSMODP00000004112
ENSORLP00000012942	ENSMODP00000023409
ENSORLP00000009554	ENSMODP00000008824
ENSORLP00000017504	ENSMODP00000008824
ENSORLP00000009108	ENSMODP00000009145
ENSORLP00000020629	ENSMODP00000040911
ENSORLP00000004862	ENSMODP00000026783
ENSORLP00000011377	ENSMODP00000022942
ENSORLP00000015978	ENSMODP00000002377
ENSORLP00000019730	ENSMODP00000023449
ENSORLP00000016009	ENSMODP00000014669
ENSORLP00000020115	ENSMODP00000014224
ENSORLP00000011877	ENSMODP00000008896
ENSORLP00000025222	ENSMODP00000019272
ENSORLP00000022681	ENSMODP00000010251
ENSORLP00000011147	ENSMODP00000017979
ENSORLP00000011122	ENSMODP00000023228
ENSORLP00000013578	ENSMODP00000012128
ENSORLP00000011373	ENSMODP00000022095
ENSORLP00000017560	ENSMODP00000016332
ENSORLP00000012660	ENSMODP00000006158
ENSORLP00000000403	ENSMODP00000007326
ENSORLP00000016603	ENSMODP00000010424
ENSORLP00000023754	ENSMODP00000019514
ENSORLP00000009735	ENSMODP00000009003
ENSORLP00000024512	ENSMODP00000016606
ENSORLP00000017972	ENSMODP00000002486
ENSORLP00000017472	ENSMODP00000004904
ENSORLP00000024933	ENSMODP00000001716
ENSORLP00000014083	ENSMODP00000010827
ENSORLP00000005014	ENSMODP00000026795
ENSORLP00000003901	ENSMODP00000012347
ENSORLP00000020690	ENSMODP00000024661
ENSORLP00000006611	ENSMODP00000003026
ENSORLP00000018355	ENSMODP00000022160
ENSORLP00000004734	ENSMODP00000017694
ENSORLP00000015662	ENSMODP00000002427
ENSORLP00000023077	ENSMODP00000021510
ENSORLP00000004647	ENSMODP00000017592
ENSORLP00000016143	ENSMODP00000009955
ENSORLP00000009105	ENSMODP00000026715
ENSORLP00000017413	ENSMODP00000010308
ENSORLP00000020578	ENSMODP00000002469
ENSORLP00000019852	ENSMODP00000021140
ENSORLP00000018344	ENSMODP00000015892
ENSORLP00000000520	ENSMODP00000015677
ENSORLP00000015586	ENSMODP00000016309
ENSORLP00000001850	ENSMODP00000015409
ENSORLP00000017139	ENSMODP00000005632
ENSORLP00000009410	ENSMODP00000016612
ENSORLP00000022082	ENSMODP00000015640
ENSORLP00000006201	ENSMODP00000028699
ENSORLP00000011475	ENSMODP00000022653
ENSORLP00000008325	ENSMODP00000022653
ENSORLP00000012778	ENSMODP00000034988
ENSORLP00000024451	ENSMODP00000006852
ENSORLP00000010607	ENSMODP00000005200
ENSORLP00000006083	ENSMODP00000012382
ENSORLP00000016613	ENSMODP00000009333
ENSORLP00000025638	ENSMODP00000006099
ENSORLP00000005745	ENSMODP00000017160
ENSORLP00000015556	ENSMODP00000014394
ENSORLP00000014348	ENSMODP00000020054
ENSORLP00000003677	ENSMODP00000020054
ENSORLP00000013557	ENSMODP00000026379
ENSORLP00000000318	ENSMODP00000016028
ENSORLP00000015267	ENSMODP00000022520
ENSORLP00000022296	ENSMODP00000005505
ENSORLP00000012257	ENSMODP00000021377
ENSORLP00000023995	ENSMODP00000002239
ENSORLP00000000623	ENSMODP00000013619
ENSORLP00000020326	ENSMODP00000013619
ENSORLP00000015071	ENSMODP00000034308
ENSORLP00000018204	ENSMODP00000016453
ENSORLP00000007403	ENSMODP00000031376
ENSORLP00000007964	ENSMODP00000004232
ENSORLP00000022528	ENSMODP00000012061
ENSORLP00000014894	ENSMODP00000018127
ENSORLP00000010394	ENSMODP00000034767
ENSORLP00000018863	ENSMODP00000034767
ENSORLP00000025189	ENSMODP00000038995
ENSORLP00000004162	ENSMODP00000026856
ENSORLP00000014202	ENSMODP00000008465
ENSORLP00000025749	ENSMODP00000021033
ENSORLP00000007392	ENSMODP00000025503
ENSORLP00000023358	ENSMODP00000016697
ENSORLP00000005080	ENSMODP00000013481
ENSORLP00000002836	ENSMODP00000004439
ENSORLP00000010538	ENSMODP00000011189
ENSORLP00000020205	ENSMODP00000023832
ENSORLP00000018672	ENSMODP00000003876
ENSORLP00000011117	ENSMODP00000012220
ENSORLP00000016314	ENSMODP00000010190
ENSORLP00000005067	ENSMODP00000040346
ENSORLP00000002935	ENSMODP00000006866
ENSORLP00000006676	ENSMODP00000024492
ENSORLP00000008517	ENSMODP00000015270
ENSORLP00000016370	ENSMODP00000029110
ENSORLP00000013808	ENSMODP00000003897
ENSORLP00000023302	ENSMODP00000016636
ENSORLP00000008939	ENSMODP00000024145
ENSORLP00000021881	ENSMODP00000009712
ENSORLP00000025750	ENSMODP00000008844
ENSORLP00000014435	ENSMODP00000011691
ENSORLP00000000875	ENSMODP00000000462
ENSORLP00000025601	ENSMODP00000026688
ENSORLP00000020953	ENSMODP00000022837
ENSORLP00000010493	ENSMODP00000012683
ENSORLP00000017162	ENSMODP00000002280
ENSORLP00000010858	ENSMODP00000019492
ENSORLP00000003400	ENSMODP00000015121
ENSORLP00000022100	ENSMODP00000014833
ENSORLP00000016907	ENSMODP00000008344
ENSORLP00000000984	ENSMODP00000019868
ENSORLP00000022112	ENSMODP00000014973
ENSORLP00000015636	ENSMODP00000006958
ENSORLP00000009926	ENSMODP00000015087
ENSORLP00000025126	ENSMODP00000002383
ENSORLP00000023417	ENSMODP00000011539
ENSORLP00000008253	ENSMODP00000003406
ENSORLP00000011713	ENSMODP00000015442
ENSORLP00000007533	ENSMODP00000015358
ENSORLP00000023745	ENSMODP00000038233
ENSORLP00000023405	ENSMODP00000018300
ENSORLP00000020273	ENSMODP00000009603
ENSORLP00000000989	ENSMODP00000023975
ENSORLP00000013208	ENSMODP00000018414
ENSORLP00000003444	ENSMODP00000007997
ENSORLP00000015130	ENSMODP00000034270
ENSORLP00000018427	ENSMODP00000022090
ENSORLP00000014839	ENSMODP00000012403
ENSORLP00000022473	ENSMODP00000022705
ENSORLP00000001989	ENSMODP00000037005
ENSORLP00000012197	ENSMODP00000026453
ENSORLP00000019945	ENSMODP00000010891
ENSORLP00000011516	ENSMODP00000005688
ENSORLP00000004656	ENSMODP00000020791
ENSORLP00000004066	ENSMODP00000003252
ENSORLP00000018276	ENSMODP00000018139
ENSORLP00000006026	ENSMODP00000012334
ENSORLP00000006262	ENSMODP00000003689
ENSORLP00000018899	ENSMODP00000005664
