ENSGACP00000003450	ENSCAFP00000014731
ENSGACP00000015942	ENSCAFP00000004837
ENSGACP00000017440	ENSCAFP00000024796
ENSGACP00000005754	ENSCAFP00000019707
ENSGACP00000003431	ENSCAFP00000012418
ENSGACP00000009490	ENSCAFP00000021475
ENSGACP00000013089	ENSCAFP00000021475
ENSGACP00000008297	ENSCAFP00000020309
ENSGACP00000019185	ENSCAFP00000002234
ENSGACP00000006697	ENSCAFP00000011526
ENSGACP00000025327	ENSCAFP00000039067
ENSGACP00000019755	ENSCAFP00000039067
ENSGACP00000010782	ENSCAFP00000025951
ENSGACP00000012262	ENSCAFP00000004464
ENSGACP00000002632	ENSCAFP00000015279
ENSGACP00000006869	ENSCAFP00000004578
ENSGACP00000016834	ENSCAFP00000003537
ENSGACP00000004124	ENSCAFP00000025084
ENSGACP00000013173	ENSCAFP00000018023
ENSGACP00000021309	ENSCAFP00000023687
ENSGACP00000015222	ENSCAFP00000037115
ENSGACP00000006799	ENSCAFP00000014804
ENSGACP00000009012	ENSCAFP00000018226
ENSGACP00000026668	ENSCAFP00000018226
ENSGACP00000021781	ENSCAFP00000027733
ENSGACP00000027649	ENSCAFP00000008767
ENSGACP00000010199	ENSCAFP00000018290
ENSGACP00000010697	ENSCAFP00000002792
ENSGACP00000003900	ENSCAFP00000001177
ENSGACP00000003242	ENSCAFP00000011598
ENSGACP00000020757	ENSCAFP00000011598
ENSGACP00000016593	ENSCAFP00000007964
ENSGACP00000005106	ENSCAFP00000017492
ENSGACP00000009559	ENSCAFP00000038573
ENSGACP00000021930	ENSCAFP00000033240
ENSGACP00000018332	ENSCAFP00000013384
ENSGACP00000007613	ENSCAFP00000009045
ENSGACP00000021816	ENSCAFP00000012609
ENSGACP00000006140	ENSCAFP00000007233
ENSGACP00000006194	ENSCAFP00000034612
ENSGACP00000013037	ENSCAFP00000013270
ENSGACP00000025447	ENSCAFP00000018329
ENSGACP00000013241	ENSCAFP00000018329
ENSGACP00000015608	ENSCAFP00000002938
ENSGACP00000018921	ENSCAFP00000003241
ENSGACP00000000099	ENSCAFP00000003307
ENSGACP00000021685	ENSCAFP00000000129
ENSGACP00000019849	ENSCAFP00000017070
ENSGACP00000003544	ENSCAFP00000013753
ENSGACP00000024243	ENSCAFP00000029918
ENSGACP00000027290	ENSCAFP00000019749
ENSGACP00000010235	ENSCAFP00000024889
ENSGACP00000009254	ENSCAFP00000018768
ENSGACP00000022640	ENSCAFP00000010038
ENSGACP00000009397	ENSCAFP00000002857
ENSGACP00000022875	ENSCAFP00000022083
ENSGACP00000010867	ENSCAFP00000004462
ENSGACP00000009519	ENSCAFP00000004462
ENSGACP00000001410	ENSCAFP00000000604
ENSGACP00000003896	ENSCAFP00000036470
ENSGACP00000016425	ENSCAFP00000021365
ENSGACP00000015352	ENSCAFP00000017122
ENSGACP00000026096	ENSCAFP00000004593
ENSGACP00000017222	ENSCAFP00000002277
ENSGACP00000000279	ENSCAFP00000018645
ENSGACP00000003697	ENSCAFP00000006389
ENSGACP00000019282	ENSCAFP00000010979
ENSGACP00000017460	ENSCAFP00000000544
ENSGACP00000021430	ENSCAFP00000023450
ENSGACP00000016486	ENSCAFP00000008954
ENSGACP00000019446	ENSCAFP00000010405
ENSGACP00000004708	ENSCAFP00000040706
ENSGACP00000006247	ENSCAFP00000040706
ENSGACP00000024855	ENSCAFP00000017456
ENSGACP00000011553	ENSCAFP00000002549
ENSGACP00000027138	ENSCAFP00000028383
ENSGACP00000009018	ENSCAFP00000007960
ENSGACP00000024477	ENSCAFP00000029808
ENSGACP00000010403	ENSCAFP00000035586
ENSGACP00000015511	ENSCAFP00000018192
ENSGACP00000003637	ENSCAFP00000013792
ENSGACP00000021349	ENSCAFP00000023536
ENSGACP00000008059	ENSCAFP00000001501
ENSGACP00000017531	ENSCAFP00000001501
ENSGACP00000025330	ENSCAFP00000040226
ENSGACP00000002884	ENSCAFP00000012863
ENSGACP00000004585	ENSCAFP00000000694
ENSGACP00000008086	ENSCAFP00000001502
ENSGACP00000014788	ENSCAFP00000028997
ENSGACP00000014855	ENSCAFP00000036227
ENSGACP00000011505	ENSCAFP00000040915
ENSGACP00000000369	ENSCAFP00000016220
ENSGACP00000013401	ENSCAFP00000016220
ENSGACP00000014540	ENSCAFP00000006987
ENSGACP00000019108	ENSCAFP00000006987
ENSGACP00000021963	ENSCAFP00000027649
ENSGACP00000013468	ENSCAFP00000020915
ENSGACP00000016063	ENSCAFP00000024522
ENSGACP00000015035	ENSCAFP00000002377
ENSGACP00000002939	ENSCAFP00000008717
ENSGACP00000015735	ENSCAFP00000009165
ENSGACP00000020951	ENSCAFP00000029876
ENSGACP00000017131	ENSCAFP00000017393
ENSGACP00000010203	ENSCAFP00000001595
ENSGACP00000019722	ENSCAFP00000028202
ENSGACP00000004405	ENSCAFP00000006445
ENSGACP00000024543	ENSCAFP00000023925
ENSGACP00000025255	ENSCAFP00000041281
ENSGACP00000011859	ENSCAFP00000015198
ENSGACP00000021127	ENSCAFP00000001396
ENSGACP00000021993	ENSCAFP00000027589
ENSGACP00000027128	ENSCAFP00000028004
ENSGACP00000004689	ENSCAFP00000029974
ENSGACP00000005740	ENSCAFP00000001866
ENSGACP00000025660	ENSCAFP00000006249
ENSGACP00000020719	ENSCAFP00000011354
ENSGACP00000019064	ENSCAFP00000007517
ENSGACP00000001001	ENSCAFP00000007517
ENSGACP00000008926	ENSCAFP00000012354
ENSGACP00000020578	ENSCAFP00000011051
ENSGACP00000020602	ENSCAFP00000037609
ENSGACP00000025325	ENSCAFP00000027702
ENSGACP00000026984	ENSCAFP00000018128
ENSGACP00000014113	ENSCAFP00000029474
ENSGACP00000004255	ENSCAFP00000015822
ENSGACP00000027348	ENSCAFP00000015822
ENSGACP00000004021	ENSCAFP00000014924
ENSGACP00000002764	ENSCAFP00000015482
ENSGACP00000013022	ENSCAFP00000010456
ENSGACP00000004205	ENSCAFP00000017665
ENSGACP00000018700	ENSCAFP00000005763
ENSGACP00000024239	ENSCAFP00000014681
ENSGACP00000014588	ENSCAFP00000021881
ENSGACP00000016560	ENSCAFP00000021881
ENSGACP00000001367	ENSCAFP00000002348
ENSGACP00000013616	ENSCAFP00000022300
ENSGACP00000017592	ENSCAFP00000016236
ENSGACP00000015971	ENSCAFP00000025228
ENSGACP00000026326	ENSCAFP00000004181
ENSGACP00000025508	ENSCAFP00000007583
ENSGACP00000008020	ENSCAFP00000007583
ENSGACP00000015131	ENSCAFP00000010269
ENSGACP00000012444	ENSCAFP00000026434
ENSGACP00000023789	ENSCAFP00000028183
ENSGACP00000021584	ENSCAFP00000021838
ENSGACP00000014972	ENSCAFP00000028356
ENSGACP00000024813	ENSCAFP00000028356
ENSGACP00000003496	ENSCAFP00000005265
ENSGACP00000001134	ENSCAFP00000026881
ENSGACP00000008564	ENSCAFP00000000332
ENSGACP00000025324	ENSCAFP00000007092
ENSGACP00000023715	ENSCAFP00000010176
ENSGACP00000004797	ENSCAFP00000007136
ENSGACP00000004191	ENSCAFP00000036799
ENSGACP00000012698	ENSCAFP00000018093
ENSGACP00000010541	ENSCAFP00000033551
ENSGACP00000022112	ENSCAFP00000024173
ENSGACP00000027358	ENSCAFP00000001725
ENSGACP00000004178	ENSCAFP00000042359
ENSGACP00000026572	ENSCAFP00000018221
ENSGACP00000020497	ENSCAFP00000012781
ENSGACP00000016805	ENSCAFP00000022510
ENSGACP00000006095	ENSCAFP00000042144
ENSGACP00000005720	ENSCAFP00000010376
ENSGACP00000017475	ENSCAFP00000006253
ENSGACP00000018780	ENSCAFP00000025216
ENSGACP00000016146	ENSCAFP00000004560
ENSGACP00000011068	ENSCAFP00000028186
ENSGACP00000016577	ENSCAFP00000014923
ENSGACP00000007991	ENSCAFP00000007617
ENSGACP00000007471	ENSCAFP00000015556
ENSGACP00000016433	ENSCAFP00000020510
ENSGACP00000010751	ENSCAFP00000004916
ENSGACP00000016461	ENSCAFP00000020420
ENSGACP00000019058	ENSCAFP00000016393
ENSGACP00000015675	ENSCAFP00000007969
ENSGACP00000013918	ENSCAFP00000026781
ENSGACP00000021890	ENSCAFP00000012721
ENSGACP00000004911	ENSCAFP00000015434
ENSGACP00000021036	ENSCAFP00000011218
ENSGACP00000010802	ENSCAFP00000011626
ENSGACP00000025149	ENSCAFP00000015374
ENSGACP00000020447	ENSCAFP00000004095
ENSGACP00000010476	ENSCAFP00000022452
ENSGACP00000010786	ENSCAFP00000021785
ENSGACP00000015060	ENSCAFP00000010233
ENSGACP00000018078	ENSCAFP00000004768
ENSGACP00000011375	ENSCAFP00000034264
ENSGACP00000004747	ENSCAFP00000016300
ENSGACP00000014731	ENSCAFP00000028027
ENSGACP00000004597	ENSCAFP00000007365
ENSGACP00000024771	ENSCAFP00000015317
ENSGACP00000007961	ENSCAFP00000009204
ENSGACP00000016284	ENSCAFP00000010157
ENSGACP00000008695	ENSCAFP00000016498
ENSGACP00000027578	ENSCAFP00000015364
ENSGACP00000005092	ENSCAFP00000036644
ENSGACP00000024976	ENSCAFP00000038146
ENSGACP00000021834	ENSCAFP00000021731
ENSGACP00000022631	ENSCAFP00000012934
ENSGACP00000004842	ENSCAFP00000014222
ENSGACP00000019028	ENSCAFP00000008625
ENSGACP00000004822	ENSCAFP00000027816
ENSGACP00000000887	ENSCAFP00000010445
ENSGACP00000020851	ENSCAFP00000014569
ENSGACP00000013280	ENSCAFP00000005867
ENSGACP00000016557	ENSCAFP00000025402
ENSGACP00000024494	ENSCAFP00000024353
ENSGACP00000025035	ENSCAFP00000013333
ENSGACP00000000107	ENSCAFP00000000375
ENSGACP00000025455	ENSCAFP00000007483
ENSGACP00000004116	ENSCAFP00000030165
ENSGACP00000007291	ENSCAFP00000031860
ENSGACP00000020354	ENSCAFP00000033819
ENSGACP00000018591	ENSCAFP00000015941
ENSGACP00000009337	ENSCAFP00000012895
ENSGACP00000014570	ENSCAFP00000027654
ENSGACP00000018743	ENSCAFP00000036797
ENSGACP00000000759	ENSCAFP00000000504
ENSGACP00000027251	ENSCAFP00000012623
ENSGACP00000018098	ENSCAFP00000027853
ENSGACP00000000376	ENSCAFP00000039770
ENSGACP00000003755	ENSCAFP00000003434
ENSGACP00000011313	ENSCAFP00000015449
ENSGACP00000009177	ENSCAFP00000010809
ENSGACP00000023656	ENSCAFP00000010809
ENSGACP00000008663	ENSCAFP00000015389
ENSGACP00000008513	ENSCAFP00000029528
ENSGACP00000018092	ENSCAFP00000025343
ENSGACP00000020176	ENSCAFP00000008938
ENSGACP00000007160	ENSCAFP00000040899
ENSGACP00000026037	ENSCAFP00000007384
ENSGACP00000006540	ENSCAFP00000018999
ENSGACP00000002840	ENSCAFP00000023179
ENSGACP00000001111	ENSCAFP00000035218
ENSGACP00000013635	ENSCAFP00000041810
ENSGACP00000023170	ENSCAFP00000016044
ENSGACP00000025939	ENSCAFP00000004711
ENSGACP00000021852	ENSCAFP00000030224
ENSGACP00000025312	ENSCAFP00000009329
ENSGACP00000011417	ENSCAFP00000005251
ENSGACP00000014928	ENSCAFP00000039382
ENSGACP00000020110	ENSCAFP00000000208
ENSGACP00000004611	ENSCAFP00000009134
ENSGACP00000006157	ENSCAFP00000008138
ENSGACP00000024727	ENSCAFP00000002723
ENSGACP00000015850	ENSCAFP00000036187
ENSGACP00000000424	ENSCAFP00000012963
ENSGACP00000003329	ENSCAFP00000018725
ENSGACP00000017151	ENSCAFP00000020922
ENSGACP00000015955	ENSCAFP00000002137
ENSGACP00000021561	ENSCAFP00000002137
ENSGACP00000000709	ENSCAFP00000000185
ENSGACP00000000465	ENSCAFP00000015188
ENSGACP00000009774	ENSCAFP00000028617
ENSGACP00000004402	ENSCAFP00000002292
ENSGACP00000007586	ENSCAFP00000005218
ENSGACP00000009199	ENSCAFP00000014238
ENSGACP00000018686	ENSCAFP00000024193
ENSGACP00000025024	ENSCAFP00000004727
ENSGACP00000005541	ENSCAFP00000004727
ENSGACP00000022368	ENSCAFP00000025803
ENSGACP00000003209	ENSCAFP00000035625
ENSGACP00000011122	ENSCAFP00000001477
ENSGACP00000006463	ENSCAFP00000001477
ENSGACP00000020630	ENSCAFP00000012410
ENSGACP00000012997	ENSCAFP00000018804
ENSGACP00000014034	ENSCAFP00000020962
ENSGACP00000021213	ENSCAFP00000020394
ENSGACP00000002176	ENSCAFP00000015818
ENSGACP00000016123	ENSCAFP00000014023
ENSGACP00000013218	ENSCAFP00000041067
ENSGACP00000015313	ENSCAFP00000005772
ENSGACP00000024621	ENSCAFP00000003578
ENSGACP00000005993	ENSCAFP00000009628
ENSGACP00000023315	ENSCAFP00000035156
ENSGACP00000025681	ENSCAFP00000035156
ENSGACP00000006228	ENSCAFP00000028090
ENSGACP00000023334	ENSCAFP00000009913
ENSGACP00000004864	ENSCAFP00000027838
ENSGACP00000002971	ENSCAFP00000023068
ENSGACP00000009477	ENSCAFP00000010625
ENSGACP00000006404	ENSCAFP00000036396
ENSGACP00000026969	ENSCAFP00000024498
ENSGACP00000011520	ENSCAFP00000024454
ENSGACP00000009547	ENSCAFP00000000567
ENSGACP00000018269	ENSCAFP00000025632
ENSGACP00000021170	ENSCAFP00000001209
ENSGACP00000019560	ENSCAFP00000033128
ENSGACP00000025507	ENSCAFP00000024089
ENSGACP00000022807	ENSCAFP00000005413
ENSGACP00000004947	ENSCAFP00000039716
ENSGACP00000001248	ENSCAFP00000003316
ENSGACP00000019096	ENSCAFP00000032501
ENSGACP00000019253	ENSCAFP00000039448
ENSGACP00000017967	ENSCAFP00000041565
ENSGACP00000004237	ENSCAFP00000010792
ENSGACP00000001912	ENSCAFP00000005032
ENSGACP00000026749	ENSCAFP00000026301
ENSGACP00000004458	ENSCAFP00000037249
ENSGACP00000016206	ENSCAFP00000018370
ENSGACP00000026550	ENSCAFP00000019904
ENSGACP00000005264	ENSCAFP00000036218
ENSGACP00000001016	ENSCAFP00000006114
ENSGACP00000001255	ENSCAFP00000024205
ENSGACP00000020945	ENSCAFP00000013482
ENSGACP00000003873	ENSCAFP00000015258
ENSGACP00000018212	ENSCAFP00000027337
ENSGACP00000010228	ENSCAFP00000040540
ENSGACP00000012082	ENSCAFP00000013612
ENSGACP00000023205	ENSCAFP00000011625
ENSGACP00000006972	ENSCAFP00000022169
ENSGACP00000024964	ENSCAFP00000011782
ENSGACP00000017678	ENSCAFP00000025379
ENSGACP00000025955	ENSCAFP00000004741
ENSGACP00000009349	ENSCAFP00000001346
ENSGACP00000008938	ENSCAFP00000011741
ENSGACP00000013545	ENSCAFP00000012312
ENSGACP00000013196	ENSCAFP00000016748
ENSGACP00000017053	ENSCAFP00000003259
ENSGACP00000025472	ENSCAFP00000018626
ENSGACP00000004643	ENSCAFP00000007386
ENSGACP00000005758	ENSCAFP00000019917
ENSGACP00000019871	ENSCAFP00000018525
ENSGACP00000008345	ENSCAFP00000005113
ENSGACP00000005224	ENSCAFP00000021538
ENSGACP00000018080	ENSCAFP00000005793
ENSGACP00000025260	ENSCAFP00000005793
ENSGACP00000025894	ENSCAFP00000024234
ENSGACP00000021493	ENSCAFP00000041721
ENSGACP00000005912	ENSCAFP00000027826
ENSGACP00000014170	ENSCAFP00000000113
ENSGACP00000006922	ENSCAFP00000040253
ENSGACP00000017985	ENSCAFP00000009828
ENSGACP00000023913	ENSCAFP00000007277
ENSGACP00000003003	ENSCAFP00000013835
ENSGACP00000020641	ENSCAFP00000010273
ENSGACP00000008700	ENSCAFP00000010273
ENSGACP00000018107	ENSCAFP00000027798
ENSGACP00000022025	ENSCAFP00000002614
ENSGACP00000010997	ENSCAFP00000040457
ENSGACP00000024599	ENSCAFP00000011229
ENSGACP00000010029	ENSCAFP00000001490
ENSGACP00000003374	ENSCAFP00000001029
ENSGACP00000027237	ENSCAFP00000008903
ENSGACP00000016339	ENSCAFP00000003110
ENSGACP00000002733	ENSCAFP00000020799
ENSGACP00000001099	ENSCAFP00000009235
ENSGACP00000027210	ENSCAFP00000026015
ENSGACP00000009745	ENSCAFP00000007445
ENSGACP00000021918	ENSCAFP00000014241
ENSGACP00000012213	ENSCAFP00000012030
ENSGACP00000020968	ENSCAFP00000008021
ENSGACP00000010716	ENSCAFP00000011871
ENSGACP00000021344	ENSCAFP00000023555
ENSGACP00000017268	ENSCAFP00000028826
ENSGACP00000010256	ENSCAFP00000010215
ENSGACP00000020923	ENSCAFP00000036660
ENSGACP00000004167	ENSCAFP00000010350
ENSGACP00000021159	ENSCAFP00000011156
ENSGACP00000008149	ENSCAFP00000021256
ENSGACP00000002598	ENSCAFP00000039096
ENSGACP00000027050	ENSCAFP00000025471
ENSGACP00000012540	ENSCAFP00000015780
ENSGACP00000002557	ENSCAFP00000009724
ENSGACP00000018177	ENSCAFP00000022580
ENSGACP00000017601	ENSCAFP00000004345
ENSGACP00000010532	ENSCAFP00000003203
ENSGACP00000005207	ENSCAFP00000017310
ENSGACP00000027591	ENSCAFP00000025911
ENSGACP00000007001	ENSCAFP00000023737
ENSGACP00000010544	ENSCAFP00000009753
ENSGACP00000017359	ENSCAFP00000024369
ENSGACP00000011324	ENSCAFP00000015956
ENSGACP00000027175	ENSCAFP00000009422
ENSGACP00000011964	ENSCAFP00000003740
ENSGACP00000007155	ENSCAFP00000013915
ENSGACP00000009417	ENSCAFP00000024669
ENSGACP00000018127	ENSCAFP00000018949
ENSGACP00000015323	ENSCAFP00000017511
ENSGACP00000019696	ENSCAFP00000021414
ENSGACP00000005927	ENSCAFP00000006718
ENSGACP00000022435	ENSCAFP00000025171
ENSGACP00000010281	ENSCAFP00000026969
ENSGACP00000021931	ENSCAFP00000026969
ENSGACP00000024511	ENSCAFP00000029615
ENSGACP00000014569	ENSCAFP00000021765
ENSGACP00000012768	ENSCAFP00000021765
ENSGACP00000020031	ENSCAFP00000015789
ENSGACP00000021198	ENSCAFP00000020358
ENSGACP00000026403	ENSCAFP00000006164
ENSGACP00000015781	ENSCAFP00000020852
ENSGACP00000005852	ENSCAFP00000027778
ENSGACP00000020435	ENSCAFP00000004170
ENSGACP00000008039	ENSCAFP00000001496
ENSGACP00000016245	ENSCAFP00000007050
ENSGACP00000025828	ENSCAFP00000026064
ENSGACP00000023723	ENSCAFP00000008013
ENSGACP00000020969	ENSCAFP00000012200
ENSGACP00000005200	ENSCAFP00000022177
ENSGACP00000009718	ENSCAFP00000014754
ENSGACP00000004041	ENSCAFP00000010037
ENSGACP00000003814	ENSCAFP00000040323
ENSGACP00000003602	ENSCAFP00000007428
ENSGACP00000020462	ENSCAFP00000015077
ENSGACP00000000840	ENSCAFP00000000188
ENSGACP00000013125	ENSCAFP00000017915
ENSGACP00000023286	ENSCAFP00000012437
ENSGACP00000017672	ENSCAFP00000011277
ENSGACP00000027572	ENSCAFP00000007876
ENSGACP00000020011	ENSCAFP00000014676
ENSGACP00000015954	ENSCAFP00000016303
ENSGACP00000017646	ENSCAFP00000017302
ENSGACP00000024044	ENSCAFP00000017302
ENSGACP00000013958	ENSCAFP00000024989
ENSGACP00000011099	ENSCAFP00000013618
ENSGACP00000026698	ENSCAFP00000036182
ENSGACP00000008980	ENSCAFP00000002480
ENSGACP00000010259	ENSCAFP00000027183
ENSGACP00000025857	ENSCAFP00000005736
ENSGACP00000022014	ENSCAFP00000006124
ENSGACP00000012877	ENSCAFP00000011472
ENSGACP00000007826	ENSCAFP00000026340
ENSGACP00000020397	ENSCAFP00000010969
ENSGACP00000011236	ENSCAFP00000004550
ENSGACP00000017746	ENSCAFP00000004361
ENSGACP00000016201	ENSCAFP00000007096
ENSGACP00000008495	ENSCAFP00000003662
ENSGACP00000015450	ENSCAFP00000020095
ENSGACP00000022864	ENSCAFP00000025942
ENSGACP00000019704	ENSCAFP00000015739
ENSGACP00000025878	ENSCAFP00000027129
ENSGACP00000011884	ENSCAFP00000015210
ENSGACP00000015866	ENSCAFP00000000425
ENSGACP00000008827	ENSCAFP00000011659
ENSGACP00000009345	ENSCAFP00000001256
ENSGACP00000026478	ENSCAFP00000010802
ENSGACP00000012103	ENSCAFP00000023034
ENSGACP00000009582	ENSCAFP00000001394
ENSGACP00000017074	ENSCAFP00000007766
ENSGACP00000010836	ENSCAFP00000011609
ENSGACP00000009570	ENSCAFP00000001370
ENSGACP00000004928	ENSCAFP00000016172
ENSGACP00000011190	ENSCAFP00000022988
ENSGACP00000014799	ENSCAFP00000029832
ENSGACP00000006141	ENSCAFP00000026597
ENSGACP00000008783	ENSCAFP00000012572
ENSGACP00000000967	ENSCAFP00000028236
ENSGACP00000026100	ENSCAFP00000004434
ENSGACP00000013541	ENSCAFP00000021560
ENSGACP00000002899	ENSCAFP00000007525
ENSGACP00000006510	ENSCAFP00000013486
ENSGACP00000027468	ENSCAFP00000017360
ENSGACP00000007846	ENSCAFP00000017599
ENSGACP00000008388	ENSCAFP00000036662
ENSGACP00000026131	ENSCAFP00000017925
ENSGACP00000000970	ENSCAFP00000037924
ENSGACP00000019893	ENSCAFP00000008260
ENSGACP00000019965	ENSCAFP00000006645
ENSGACP00000005229	ENSCAFP00000007838
ENSGACP00000003588	ENSCAFP00000004441
ENSGACP00000022749	ENSCAFP00000020339
ENSGACP00000009726	ENSCAFP00000006462
ENSGACP00000022975	ENSCAFP00000012358
ENSGACP00000015025	ENSCAFP00000016547
ENSGACP00000010926	ENSCAFP00000011210
ENSGACP00000024476	ENSCAFP00000016921
ENSGACP00000023191	ENSCAFP00000002624
ENSGACP00000026249	ENSCAFP00000010759
ENSGACP00000013661	ENSCAFP00000011885
ENSGACP00000018913	ENSCAFP00000003219
ENSGACP00000022088	ENSCAFP00000029736
ENSGACP00000017652	ENSCAFP00000000828
ENSGACP00000000632	ENSCAFP00000000828
ENSGACP00000007641	ENSCAFP00000006072
ENSGACP00000027622	ENSCAFP00000000342
ENSGACP00000018724	ENSCAFP00000041724
ENSGACP00000025216	ENSCAFP00000007912
ENSGACP00000006771	ENSCAFP00000003468
ENSGACP00000025071	ENSCAFP00000038744
ENSGACP00000009203	ENSCAFP00000027602
ENSGACP00000014761	ENSCAFP00000008567
ENSGACP00000018777	ENSCAFP00000004421
ENSGACP00000003410	ENSCAFP00000012423
ENSGACP00000024614	ENSCAFP00000003592
ENSGACP00000004673	ENSCAFP00000039384
ENSGACP00000002586	ENSCAFP00000022887
ENSGACP00000003344	ENSCAFP00000016485
ENSGACP00000014758	ENSCAFP00000017539
ENSGACP00000027274	ENSCAFP00000027609
ENSGACP00000018362	ENSCAFP00000013632
ENSGACP00000020801	ENSCAFP00000010897
ENSGACP00000017606	ENSCAFP00000024681
ENSGACP00000006338	ENSCAFP00000026569
ENSGACP00000014320	ENSCAFP00000004201
ENSGACP00000006536	ENSCAFP00000008215
ENSGACP00000016167	ENSCAFP00000016268
ENSGACP00000024863	ENSCAFP00000023881
ENSGACP00000016704	ENSCAFP00000024357
ENSGACP00000007665	ENSCAFP00000002913
ENSGACP00000021119	ENSCAFP00000019818
ENSGACP00000016378	ENSCAFP00000019818
ENSGACP00000018025	ENSCAFP00000014103
ENSGACP00000022468	ENSCAFP00000012626
ENSGACP00000014550	ENSCAFP00000028219
ENSGACP00000006955	ENSCAFP00000023864
ENSGACP00000012192	ENSCAFP00000043115
ENSGACP00000020368	ENSCAFP00000029394
ENSGACP00000004277	ENSCAFP00000029796
ENSGACP00000011274	ENSCAFP00000036469
ENSGACP00000015685	ENSCAFP00000009146
ENSGACP00000014391	ENSCAFP00000028364
ENSGACP00000015710	ENSCAFP00000007767
ENSGACP00000009533	ENSCAFP00000024703
ENSGACP00000019715	ENSCAFP00000006672
ENSGACP00000020081	ENSCAFP00000006738
ENSGACP00000024286	ENSCAFP00000004760
ENSGACP00000000645	ENSCAFP00000012736
ENSGACP00000021383	ENSCAFP00000024530
ENSGACP00000006740	ENSCAFP00000018314
ENSGACP00000014694	ENSCAFP00000000578
ENSGACP00000018039	ENSCAFP00000026014
ENSGACP00000017888	ENSCAFP00000012236
ENSGACP00000007108	ENSCAFP00000007179
ENSGACP00000018194	ENSCAFP00000018346
ENSGACP00000014702	ENSCAFP00000042295
ENSGACP00000016863	ENSCAFP00000017661
ENSGACP00000019986	ENSCAFP00000038656
ENSGACP00000011282	ENSCAFP00000020768
ENSGACP00000010367	ENSCAFP00000024844
ENSGACP00000012320	ENSCAFP00000006191
ENSGACP00000000639	ENSCAFP00000021519
ENSGACP00000004860	ENSCAFP00000021519
ENSGACP00000020698	ENSCAFP00000029929
ENSGACP00000023618	ENSCAFP00000002593
ENSGACP00000021177	ENSCAFP00000002593
ENSGACP00000005593	ENSCAFP00000038846
ENSGACP00000010286	ENSCAFP00000025319
ENSGACP00000008546	ENSCAFP00000003297
ENSGACP00000020428	ENSCAFP00000015240
ENSGACP00000006639	ENSCAFP00000013548
ENSGACP00000018330	ENSCAFP00000004832
ENSGACP00000025053	ENSCAFP00000002154
ENSGACP00000017529	ENSCAFP00000004830
ENSGACP00000003409	ENSCAFP00000019418
ENSGACP00000011620	ENSCAFP00000023192
ENSGACP00000008650	ENSCAFP00000028668
ENSGACP00000018880	ENSCAFP00000003073
ENSGACP00000011601	ENSCAFP00000000760
ENSGACP00000008912	ENSCAFP00000024049
ENSGACP00000001582	ENSCAFP00000024049
ENSGACP00000025268	ENSCAFP00000025519
ENSGACP00000017539	ENSCAFP00000004836
ENSGACP00000014547	ENSCAFP00000023212
ENSGACP00000014344	ENSCAFP00000024571
ENSGACP00000025398	ENSCAFP00000011627
ENSGACP00000011947	ENSCAFP00000000734
ENSGACP00000013801	ENSCAFP00000035284
ENSGACP00000014209	ENSCAFP00000037097
ENSGACP00000001977	ENSCAFP00000017690
ENSGACP00000025695	ENSCAFP00000027330
ENSGACP00000005263	ENSCAFP00000001324
ENSGACP00000023313	ENSCAFP00000035008
ENSGACP00000001397	ENSCAFP00000034622
ENSGACP00000013250	ENSCAFP00000017266
ENSGACP00000022622	ENSCAFP00000010281
ENSGACP00000021420	ENSCAFP00000039242
ENSGACP00000018967	ENSCAFP00000008522
ENSGACP00000014385	ENSCAFP00000008522
ENSGACP00000008625	ENSCAFP00000000335
ENSGACP00000008710	ENSCAFP00000040013
ENSGACP00000003845	ENSCAFP00000000986
ENSGACP00000010246	ENSCAFP00000026168
ENSGACP00000005194	ENSCAFP00000007832
ENSGACP00000022814	ENSCAFP00000013775
ENSGACP00000011745	ENSCAFP00000014881
ENSGACP00000023257	ENSCAFP00000024508
ENSGACP00000004862	ENSCAFP00000010693
ENSGACP00000027634	ENSCAFP00000007215
ENSGACP00000003159	ENSCAFP00000012239
ENSGACP00000000010	ENSCAFP00000011831
ENSGACP00000011356	ENSCAFP00000027553
ENSGACP00000013399	ENSCAFP00000020874
ENSGACP00000019835	ENSCAFP00000020232
ENSGACP00000020622	ENSCAFP00000011167
ENSGACP00000024387	ENSCAFP00000025563
ENSGACP00000022444	ENSCAFP00000042066
ENSGACP00000005403	ENSCAFP00000002594
ENSGACP00000013990	ENSCAFP00000004763
ENSGACP00000024625	ENSCAFP00000010216
ENSGACP00000020158	ENSCAFP00000022457
ENSGACP00000007068	ENSCAFP00000014094
ENSGACP00000009869	ENSCAFP00000038761
ENSGACP00000007038	ENSCAFP00000015816
ENSGACP00000003506	ENSCAFP00000000043
ENSGACP00000012441	ENSCAFP00000009803
ENSGACP00000010821	ENSCAFP00000030143
ENSGACP00000003757	ENSCAFP00000012897
ENSGACP00000010033	ENSCAFP00000010129
ENSGACP00000011739	ENSCAFP00000037454
ENSGACP00000019627	ENSCAFP00000011121
ENSGACP00000018425	ENSCAFP00000013435
ENSGACP00000017527	ENSCAFP00000030799
ENSGACP00000017058	ENSCAFP00000015072
ENSGACP00000012242	ENSCAFP00000027176
ENSGACP00000001394	ENSCAFP00000022331
ENSGACP00000005831	ENSCAFP00000007470
ENSGACP00000023959	ENSCAFP00000029444
